[IRV | PA | OT | Numbers | Chapter 6 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 6 | Verse 12] ਉਹ ਆਪਣੇ ਅੱਡ ਹੋਣ ਦੇ ਦਿਨ ਯਹੋਵਾਹ ਲਈ ਅੱਡ ਰੱਖੇ ਅਤੇ ਉਹ ਇੱਕ ਸਾਲ ਦਾ ਭੇਡ ਦਾ ਬੱਚਾ ਦੋਸ਼ ਦੀ ਭੇਟ ਲਈ ਲਿਆਵੇ ਪਰ ਉਸ ਦੇ ਪਿਛਲੇ ਦਿਨ ਵਿਅਰਥ ਹੋ ਗਏ ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਅੱਡ ਰਹਿਣ ਦੇ ਸਮੇਂ ਦੌਰਾਨ ਭਰਿਸ਼ਟ ਹੋ ਗਿਆ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 13] ਇਹ ਨਜ਼ੀਰ ਲਈ ਬਿਵਸਥਾ ਹੈ, ਜਿਸ ਦਿਨ ਉਸ ਦੇ ਅੱਡ ਹੋਣ ਦੇ ਦਿਨ ਪੂਰੇ ਹੋਣ ਤਾਂ ਉਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਕੋਲ ਲਿਆਂਦਾ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 14] ਉਹ ਯਹੋਵਾਹ ਕੋਲ ਆਪਣੀ ਬਲੀ ਲਿਆਵੇ, ਇੱਕ ਸਾਲ ਦਾ ਦੋਸ਼ ਰਹਿਤ ਭੇਡ ਦਾ ਬੱਚਾ ਹੋਮ ਦੀ ਬਲੀ ਲਈ ਅਤੇ ਇੱਕ ਸਾਲ ਦੀ ਦੋਸ਼ ਰਹਿਤ ਲੇਲੀ ਪਾਪ ਬਲੀ ਲਈ ਅਤੇ ਇੱਕ ਦੋਸ਼ ਰਹਿਤ ਭੇਡ ਦਾ ਬੱਚਾ ਸੁੱਖ-ਸਾਂਦ ਦੀ ਬਲੀ ਲਈ ਲਿਆਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 15] ਨਾਲੇ ਪਤੀਰੀਆਂ ਰੋਟੀਆਂ ਦੀ ਟੋਕਰੀ ਅਤੇ ਮੈਦੇ ਦੇ ਫੁਲਕੇ ਤੇਲ ਨਾਲ ਚੋਪੜੇ ਹੋਏ ਅਤੇ ਪਤੀਰੀਆਂ ਮੱਠੀਆਂ ਤੇਲ ਨਾਲ ਚੋਪੜੀਆਂ ਹੋਈਆਂ ਉਨ੍ਹਾਂ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਨਾਲ ਹੋਣ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 16] ਫੇਰ ਜਾਜਕ ਉਨ੍ਹਾਂ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਲਿਆਵੇ ਅਤੇ ਉਹ ਦੇ ਪਾਪ ਦੀਆਂ ਅਤੇ ਉਹ ਦੇ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਚੜ੍ਹਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 17] ਅਤੇ ਉਸ ਭੇਡ ਦੇ ਬੱਚੇ ਨੂੰ ਪਤੀਰੀਆਂ ਰੋਟੀਆਂ ਦੇ ਛਾਬੇ ਸਮੇਤ ਸੁੱਖ-ਸਾਂਦ ਦੀ ਬਲੀ ਲਈ ਯਹੋਵਾਹ ਨੂੰ ਚੜ੍ਹਾਵੇ ਅਤੇ ਜਾਜਕ ਉਸ ਦੇ ਮੈਦੇ ਦੀ ਭੇਟ ਅਤੇ ਪੀਣ ਦੀ ਭੇਟ ਚੜ੍ਹਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 18] ਤਾਂ ਨਜ਼ੀਰ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਕੋਲ ਆਪਣੇ ਅੱਡ ਹੋਣ ਦਾ ਸਿਰ ਮੁਨਾਵੇ ਅਤੇ ਆਪਣੇ ਅੱਡ ਹੋਣ ਦੇ ਸਿਰ ਦੇ ਵਾਲ਼ ਅੱਗ ਉੱਤੇ ਸੁੱਟੇ ਜਿਹੜੀ ਸੁੱਖ-ਸਾਂਦ ਦੀ ਬਲੀ ਹੇਠ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 19] ਫੇਰ ਜਾਜਕ ਉਸ ਭੇਡ ਦੇ ਬੱਚੇ ਦਾ ਉਬਾਲਿਆ ਹੋਇਆ ਮੋਢਾ ਅਤੇ ਛਾਬੇ ਵਿੱਚੋਂ ਇੱਕ ਪਤੀਰੀ ਰੋਟੀ ਅਤੇ ਇੱਕ ਪਤੀਰੀ ਮੱਠੀ ਲੈ ਕੇ ਨਜ਼ੀਰ ਦੇ ਹੱਥਾਂ ਉੱਤੇ ਉਸ ਦੇ ਅੱਡ ਹੋਣ ਦੇ ਸਿਰ ਮੁੰਨਣ ਪਿੱਛੋਂ ਰੱਖੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 20] ਫੇਰ ਜਾਜਕ ਉਨ੍ਹਾਂ ਨੂੰ ਹਿਲਾਉਣ ਦੀ ਭੇਟ ਲਈ ਯਹੋਵਾਹ ਅੱਗੇ ਹਿਲਾਵੇ। ਇਹ ਹਿਲਾਈ ਹੋਈ ਛਾਤੀ ਅਤੇ ਚੁੱਕਿਆ ਹੋਇਆ ਪੱਟ ਜਾਜਕ ਲਈ ਪਵਿੱਤਰ ਹੈ ਤਾਂ ਫੇਰ ਉਹ ਨਜ਼ੀਰ ਮਧ ਪੀ ਸਕੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 21] ਇਹ ਉਸ ਨਜ਼ੀਰ ਦੀ ਬਿਵਸਥਾ ਹੈ ਜਿਹੜਾ ਸੁੱਖਣਾ ਸੁੱਖੇ ਅਤੇ ਉਸ ਦੇ ਅੱਡ ਹੋਣ ਦੇ ਕਾਰਨ ਯਹੋਵਾਹ ਲਈ ਭੇਟ ਹੈ ਨਾਲੇ ਜੋ ਕੁਝ ਉਸ ਦੇ ਹੱਥ ਲੱਗੇ ਆਪਣੀ ਸੁੱਖਣਾ ਅਨੁਸਾਰ ਜਿਹੜੀ ਉਸ ਨੇ ਸੁੱਖੀ ਹੈ ਉਹ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਆਪਣੇ ਅੱਡ ਹੋਣ ਦੀ ਬਿਵਸਥਾ ਅਨੁਸਾਰ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 6 | Verse 22] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 6 | Verse 23] ਹਾਰੂਨ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਬੋਲ ਕਿ ਤੁਸੀਂ ਇਸ ਤਰ੍ਹਾਂ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਅਸੀਸ ਦੇ ਕੇ ਆਖਿਓ,
[IRV | PA | OT | Numbers | Chapter 6 | Verse 24] “ਯਹੋਵਾਹ ਤੈਨੂੰ ਬਰਕਤ ਦੇਵੇ ਅਤੇ ਤੇਰੀ ਰਾਖੀ ਕਰੇ,
[IRV | PA | OT | Numbers | Chapter 6 | Verse 25] ਯਹੋਵਾਹ ਆਪਣੇ ਮੁਖ ਨੂੰ ਤੇਰੇ ਉੱਤੇ ਚਮਕਾਵੇ ਅਤੇ ਤੇਰੇ ਉੱਤੇ ਦਯਾ ਕਰੇ,
[IRV | PA | OT | Numbers | Chapter 6 | Verse 26] ਯਹੋਵਾਹ ਆਪਣਾ ਮੁਖ ਤੇਰੇ ਵੱਲ ਫੇਰੇ ਅਤੇ ਤੈਨੂੰ ਸ਼ਾਂਤੀ ਦੇਵੇ।”
[IRV | PA | OT | Numbers | Chapter 6 | Verse 27] ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਮੇਰਾ ਨਾਮ ਇਸਰਾਏਲੀਆਂ ਉੱਤੇ ਰੱਖਣ ਅਤੇ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਬਰਕਤ ਦਿਆਂਗਾ।
