[IRV | PA | OT | Numbers | Chapter 5 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 5 | Verse 12] ਇਸਰਾਏਲੀਆਂ ਨਾਲ ਗੱਲ ਕਰ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ ਕਿ ਜਦ ਕਿਸੇ ਮਨੁੱਖ ਦੀ ਪਤਨੀ ਕੁਰਾਹੀ ਹੋ ਜਾਵੇ ਅਤੇ ਉਸ ਨਾਲ ਬੇਈਮਾਨੀ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 13] ਜੇ ਕੋਈ ਮਨੁੱਖ ਉਸ ਨਾਲ ਲੇਟੇ ਅਤੇ ਬਦਕਾਰੀ ਕਰੇ, ਭਾਵੇਂ ਇਹ ਗੱਲ ਉਸ ਦੇ ਪਤੀ ਦੀਆਂ ਅੱਖਾਂ ਤੋਂ ਲੁੱਕੀ ਰਹੇ ਅਤੇ ਉਹ ਇਸ ਬਾਰੇ ਨਾ ਜਾਣਦਾ ਹੋਵੇ, ਭਾਵੇਂ ਕੋਈ ਉਸ ਦੇ ਵਿਰੁੱਧ ਗਵਾਹ ਨਾ ਹੋਵੇ ਅਤੇ ਉਹ ਫੜੀ ਨਾ ਗਈ ਹੋਵੇ, ਤਾਂ ਵੀ ਉਹ ਭਰਿਸ਼ਟ ਹੋ ਚੁੱਕੀ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 14] ਪਰ ਉਸ ਦੇ ਪਤੀ ਦੇ ਮਨ ਵਿੱਚ ਜਲਣ ਪੈਦਾ ਹੋਵੇ ਅਤੇ ਉਹ ਆਪਣੀ ਪਤਨੀ ਨਾਲ ਜਲਣ ਕਰੇ ਕਿਉਂ ਜੋ ਉਹ ਭਰਿਸ਼ਟ ਹੋ ਗਈ, ਜਾਂ ਉਸ ਨਾਲ ਫਿਰ ਵੀ ਜਲਣ ਕਰੇ ਕਿ ਉਹ ਆਪਣੀ ਪਤਨੀ ਨਾਲ ਜਲਣ ਰੱਖੇ ਪਰ ਉਹ ਭਰਿਸ਼ਟ ਨਾ ਹੋਈ ਹੋਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 15] ਤਦ ਉਹ ਮਨੁੱਖ ਆਪਣੀ ਪਤਨੀ ਨੂੰ ਜਾਜਕ ਕੋਲ ਲਿਆਵੇ ਨਾਲੇ ਉਹ ਉਸ ਦੇ ਲਈ ਏਫ਼ਾਹ ਦਾ ਦਸਵਾਂ ਹਿੱਸਾ, ਜੌਂ ਦੇ ਮੈਦੇ ਦਾ ਚੜ੍ਹਾਵਾ ਲਿਆਵੇ ਪਰ ਉਹ ਉਸ ਦੇ ਉੱਤੇ ਤੇਲ ਨਾ ਡੋਲ੍ਹੇ ਨਾ ਉਸ ਉੱਤੇ ਲੁਬਾਨ ਪਾਵੇ ਕਿਉਂ ਜੋ ਉਹ ਜਲਣ ਦੀ ਭੇਟ ਹੈ, ਉਹ ਯਾਦਗਾਰੀ ਦੀ ਭੇਂਟ ਹੈ ਜਿਹੜੀ ਬੁਰਿਆਈ ਨੂੰ ਚੇਤੇ ਕਰਾਉਂਦੀ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 16] ਤਦ ਜਾਜਕ ਉਸ ਨੂੰ ਨੇੜੇ ਲਿਆ ਕੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਖੜ੍ਹੀ ਕਰੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 17] ਫੇਰ ਜਾਜਕ ਪਵਿੱਤਰ ਜਲ ਮਿੱਟੀ ਦੇ ਭਾਂਡੇ ਵਿੱਚ ਲਵੇ ਅਤੇ ਡੇਰੇ ਦੇ ਫ਼ਰਸ਼ ਦੀ ਧੂੜ ਲੈ ਕੇ ਉਸ ਜਲ ਵਿੱਚ ਪਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 18] ਫੇਰ ਜਾਜਕ ਉਸ ਇਸਤਰੀ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਖੜ੍ਹੀ ਕਰੇ ਅਤੇ ਉਸ ਦੇ ਸਿਰ ਦੇ ਵਾਲ਼ ਖੁੱਲ੍ਹੇ ਰਹਿਣ ਦੇਵੇ ਅਤੇ ਉਸ ਦੇ ਹੱਥਾਂ ਉੱਤੇ ਯਾਦਗਾਰੀ ਦੀ ਭੇਟ ਰੱਖੇ ਜਿਹੜੀ ਜਲਣ ਦੀ ਭੇਟ ਵੀ ਹੈ, ਅਤੇ ਜਾਜਕ ਦੇ ਹੱਥ ਵਿੱਚ ਕੁੱੜਤਣ ਦਾ ਜਲ ਹੋਵੇ ਜਿਹੜਾ ਸਰਾਪ ਲਿਆਉਂਦਾ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 19] ਤਦ ਜਾਜਕ ਉਸ ਨੂੰ ਸਹੁੰ ਦੇਵੇ ਅਤੇ ਇਸਤਰੀ ਨੂੰ ਆਖੇ, ਜੇਕਰ ਕੋਈ ਮਨੁੱਖ ਤੇਰੇ ਸੰਗ ਨਹੀਂ ਲੇਟਿਆ ਅਤੇ ਜੇ ਤੂੰ ਆਪਣੇ ਪਤੀ ਦੀ ਹੋਣ ਵਿੱਚ ਕੁਰਾਹੀ ਹੋ ਕੇ ਭਰਿਸ਼ਟ ਨਹੀਂ ਹੋਈ ਤਾਂ ਤੂੰ ਇਸ ਜਲ ਤੋਂ ਜਿਹੜਾ ਸਰਾਪ ਲਿਆਉਂਦਾ ਹੈ, ਬਚ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 20] ਪਰੰਤੂ ਜੇ ਤੂੰ ਆਪਣੇ ਪਤੀ ਦੀ ਹੋਣ ਵਿੱਚ ਕੁਰਾਹੀ ਹੋਈ ਅਤੇ ਜੇਕਰ ਆਪਣੇ ਪਤੀ ਤੋਂ ਬਿਨ੍ਹਾਂ ਕਿਸੇ ਹੋਰ ਮਨੁੱਖ ਦੇ ਸੰਗ ਲੇਟ ਕੇ ਭਰਿਸ਼ਟ ਹੋ ਗਈ ਹੈਂ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 21] ਤਦ ਜਾਜਕ ਉਸ ਔਰਤ ਨੂੰ ਸਰਾਪ ਦੀ ਸਹੁੰ ਦੇਵੇ ਅਤੇ ਜਾਜਕ ਉਸ ਔਰਤ ਨੂੰ ਆਖੇ ਕਿ ਯਹੋਵਾਹ ਤੈਨੂੰ ਸਰਾਪ ਅਤੇ ਸਹੁੰ ਲਈ ਤੇਰੇ ਲੋਕਾਂ ਵਿੱਚ ਠਹਿਰਾਵੇ ਅਤੇ ਯਹੋਵਾਹ ਤੇਰੇ ਪੱਟ ਨੂੰ ਸਾੜੇ ਅਤੇ ਤੇਰੇ ਢਿੱਡ ਨੂੰ ਸੁਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 22] ਇਸ ਤਰ੍ਹਾਂ ਇਹ ਜਲ ਜਿਹੜਾ ਸਰਾਪ ਲਿਆਉਂਦਾ ਹੈ ਤੇਰੇ ਸਰੀਰ ਵਿੱਚ ਜਾ ਕੇ ਤੇਰੇ ਢਿੱਡ ਨੂੰ ਸੁਜਾਵੇ ਅਤੇ ਤੇਰੇ ਪੱਟ ਨੂੰ ਸਾੜੇ ਤਾਂ ਇਸਤਰੀ ਆਖੇ, “ਆਮੀਨ, ਆਮੀਨ।”
[IRV | PA | OT | Numbers | Chapter 5 | Verse 23] ਤਦ ਜਾਜਕ ਉਸ ਸਰਾਪ ਨੂੰ ਪੋਥੀ ਵਿੱਚ ਲਿਖ ਲਵੇ ਅਤੇ ਉਸ ਨੂੰ ਕੁੜੱਤਣ ਵਾਲੇ ਜਲ ਵਿੱਚ ਮਿਟਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 24] ਅਤੇ ਉਹ ਕੁੜੱਤਣ ਵਾਲਾ ਜਲ ਜਿਹੜਾ ਸਰਾਪ ਦਾ ਕਾਰਨ ਹੈ, ਉਸ ਇਸਤਰੀ ਨੂੰ ਪਿਆਵੇ ਅਤੇ ਜਲ ਜਿਹੜਾ ਸਰਾਪ ਦਾ ਕਾਰਨ ਹੈ ਉਸ ਇਸਤਰੀ ਦੇ ਅੰਦਰ ਜਾ ਕੇ ਕੌੜਾ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 25] ਫੇਰ ਜਾਜਕ ਉਸ ਔਰਤ ਦੇ ਹੱਥੋਂ ਜਲਣ ਵਾਲੇ ਮੈਦੇ ਦੀ ਭੇਟ ਲੈ ਕੇ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਉਸ ਮੈਦੇ ਦੀ ਭੇਟ ਨੂੰ ਹਿਲਾਵੇ ਅਤੇ ਉਸ ਨੂੰ ਜਗਵੇਦੀ ਦੇ ਨੇੜੇ ਲਿਆਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 26] ਜਾਜਕ ਉਸ ਮੈਦੇ ਦੀ ਭੇਟ ਵਿੱਚੋਂ ਯਾਦਗਾਰੀ ਲਈ ਇੱਕ ਮੁੱਠ ਭਰ ਕੇ ਜਗਵੇਦੀ ਉੱਤੇ ਸਾੜੇ ਅਤੇ ਉਸ ਦੇ ਪਿੱਛੋਂ ਉਹ ਜਲ ਉਸ ਔਰਤ ਨੂੰ ਪਿਲਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 27] ਜਦ ਉਹ ਜਲ ਔਰਤ ਨੂੰ ਪਿਲਾ ਦੇਵੇ ਤਾਂ ਐਉਂ ਹੋਵੇਗਾ ਕਿ ਜੇਕਰ ਔਰਤ ਭਰਿਸ਼ਟੀ ਗਈ ਹੈ ਅਤੇ ਉਸ ਨੇ ਆਪਣੇ ਪਤੀ ਦੇ ਵਿਰੁੱਧ ਦੋਸ਼ ਕੀਤਾ ਹੈ ਤਾਂ ਉਹ ਜਲ ਜਿਹੜਾ ਸਰਾਪ ਦਾ ਕਾਰਨ ਹੈ ਉਸ ਦੇ ਅੰਦਰ ਜਾ ਕੇ ਕੌੜਾ ਹੋ ਜਾਵੇਗਾ ਅਤੇ ਉਸ ਦਾ ਸਰੀਰ ਸੁੱਜ ਜਾਵੇਗਾ ਅਤੇ ਉਸ ਦੀ ਜਾਂਘ ਸੜ ਜਾਵੇਗੀ ਅਤੇ ਉਹ ਆਪਣੇ ਲੋਕਾਂ ਵਿੱਚ ਸਰਾਪਣ ਹੋਵੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 28] ਪਰ ਜੇ ਔਰਤ ਭਰਿਸ਼ਟ ਨਹੀਂ ਹੋਈ ਹੋਵੇ ਸਗੋਂ ਸਾਫ਼ ਰਹੀ ਹੈ ਤਾਂ ਉਹ ਬਚੀ ਰਹੇਗੀ ਅਤੇ ਉਹ ਸੰਤਾਨ ਜਣੇਗੀ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 29] ਇਹ ਬਿਵਸਥਾ ਉਸ ਜਲਣ ਦੀ ਹੈ ਜਦ ਔਰਤ ਆਪਣੇ ਮਨੁੱਖ ਦੀ ਹੋਣ ਵਿੱਚ ਕੁਰਾਹੀ ਹੋ ਕੇ ਹੋਰ ਪਾਸੇ ਚਲੀ ਜਾਵੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 30] ਜਦ ਕਿਸੇ ਮਨੁੱਖ ਦਾ ਜਲਣ ਦਾ ਸੁਭਾਅ ਹੋ ਜਾਵੇ ਅਤੇ ਉਸ ਨੂੰ ਆਪਣੀ ਔਰਤ ਦੀ ਜਲਣ ਹੋਵੇ ਤਾਂ ਉਹ ਮਨੁੱਖ ਉਸ ਔਰਤ ਨੂੰ ਯਹੋਵਾਹ ਅੱਗੇ ਖੜ੍ਹੀ ਕਰੇ ਅਤੇ ਜਾਜਕ ਉਸ ਉੱਤੇ ਇਹ ਸਾਰੀ ਬਿਵਸਥਾ ਵਰਤੇ।
[IRV | PA | OT | Numbers | Chapter 5 | Verse 31] ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਮਨੁੱਖ ਬਦੀ ਤੋਂ ਬਚਿਆ ਰਹੇ ਪਰ ਉਹ ਔਰਤ ਆਪਣੀ ਬਦੀ ਨੂੰ ਆਪ ਚੁੱਕੇਗੀ।
