[IRV | PA | OT | Numbers | Chapter 23 | Verse 1] ਫੇਰ ਬਿਲਆਮ ਨੇ ਬਾਲਾਕ ਨੂੰ ਆਖਿਆ, ਇੱਥੇ ਮੇਰੇ ਲਈ ਸੱਤ ਜਗਵੇਦੀਆਂ ਬਣਾ ਅਤੇ ਬਲ਼ਦ ਤੇ ਸੱਤ ਭੇਡੂ ਤਿਆਰ ਕਰ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 12] ਉਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਕੀ ਮੈਂ ਉਸ ਵਾਕ ਨੂੰ ਨਾ ਮੰਨਾ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਮੇਰੇ ਮੂੰਹ ਵਿੱਚ ਪਾਇਆ?
[IRV | PA | OT | Numbers | Chapter 23 | Verse 13] ਤਾਂ ਬਾਲਾਕ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਮੇਰੇ ਨਾਲ ਦੂਜੇ ਥਾਂ ਨੂੰ ਚੱਲ ਜਿੱਥੋਂ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਵੇਖੇਂ। ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਬਾਹਰਲਾ ਹਿੱਸਾ ਹੀ ਵੇਖੇਂ ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਸਾਰਾ ਨਾ ਵੇਖੇਂ ਅਤੇ ਉੱਥੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਮੇਰੇ ਲਈ ਸਰਾਪ ਦੇ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 14] ਫੇਰ ਉਹ ਉਸ ਨੂੰ ਸੋਫ਼ੀਮ ਦੇ ਮੈਦਾਨ ਵਿੱਚ ਜਿਹੜੀ ਪਿਸਗਾਹ ਦੀ ਟੀਸੀ ਉੱਤੇ ਹੈ ਲੈ ਗਿਆ ਅਤੇ ਉਹ ਨੇ ਸੱਤ ਜਗਵੇਦੀਆਂ ਬਣਾ ਕੇ ਹਰ ਜਗਵੇਦੀ ਉੱਤੇ ਇੱਕ ਬਲ਼ਦ ਅਤੇ ਇੱਕ ਭੇਡੂ ਚੜ੍ਹਾਇਆ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 15] ਤਾਂ ਉਸ ਨੇ ਬਾਲਾਕ ਨੂੰ ਆਖਿਆ, ਆਪਣੇ ਚੜ੍ਹਾਵੇ ਕੋਲ ਇੱਥੇ ਖੜ੍ਹਾ ਹੋ ਜਾ ਜਦ ਤੱਕ ਮੈਂ ਯਹੋਵਾਹ ਨੂੰ ਉੱਥੇ ਨਾ ਮਿਲਾਂ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 16] ਤਾਂ ਯਹੋਵਾਹ ਬਿਲਆਮ ਨੂੰ ਮਿਲਿਆ ਅਤੇ ਉਸ ਦੇ ਮੂੰਹ ਵਿੱਚ ਇੱਕ ਵਾਕ ਪਾਇਆ ਅਤੇ ਆਖਿਆ, ਬਾਲਾਕ ਨੂੰ ਜਾ ਕੇ ਇਸ ਤਰ੍ਹਾਂ ਆਖੀਂ
[IRV | PA | OT | Numbers | Chapter 23 | Verse 17] ਤਾਂ ਉਹ ਉਸ ਦੇ ਕੋਲ ਗਿਆ ਅਤੇ ਵੇਖੋ ਉਹ ਆਪਣੇ ਚੜ੍ਹਾਵੇ ਕੋਲ ਮੋਆਬ ਦੇ ਹਾਕਮਾਂ ਨਾਲ ਖੜ੍ਹਾ ਸੀ, ਤਾਂ ਬਾਲਾਕ ਨੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਕੀ ਹੈ? ਉਸ ਨੇ ਆਪਣਾ ਅਗੰਮ ਵਾਕ ਬੋਲਿਆ,
[IRV | PA | OT | Numbers | Chapter 23 | Verse 18] ਹੇ ਬਾਲਾਕ, ਉੱਠ ਅਤੇ ਸੁਣ, ਹੇ ਸਿੱਪੋਰ ਦੇ ਪੁੱਤਰ, ਮੇਰੀਆਂ ਗੱਲਾਂ ਉੱਤੇ ਧਿਆਨ ਦੇ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 19] ਪਰਮੇਸ਼ੁਰ ਇਨਸਾਨ ਨਹੀਂ ਕਿ ਝੂਠ ਬੋਲੇ, ਨਾ ਆਦਮੀ ਦੁਆਰਾ ਜੰਮਿਆ ਹੈ ਕਿ ਉਹ ਪਛਤਾਵੇ। ਕੀ ਉਸ ਨੇ ਕੁਝ ਆਖਿਆ ਹੋਵੇ ਅਤੇ ਨਾ ਕਰੇ? ਜਾਂ ਉਹ ਬੋਲਿਆ ਹੋਵੇ ਅਤੇ ਉਹ ਪੂਰਾ ਨਾ ਹੋਇਆ ਹੋਵੇ?
[IRV | PA | OT | Numbers | Chapter 23 | Verse 20] ਵੇਖੋ, ਮੈਨੂੰ ਬਰਕਤ ਦੇਣ ਦੀ ਆਗਿਆ ਹੋਈ ਹੈ, ਉਸ ਨੇ ਬਰਕਤ ਦਿੱਤੀ, ਇਸ ਨੂੰ ਮੈਂ ਮੋੜ ਨਹੀਂ ਸਕਦਾ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 21] ਉਸ ਨੇ ਯਾਕੂਬ ਵਿੱਚ ਬੁਰਿਆਈ ਨਹੀਂ ਦੇਖੀ, ਨਾ ਇਸਰਾਏਲ ਵਿੱਚ ਚਲਾਕੀ ਵੇਖੀ। ਯਹੋਵਾਹ ਉਹ ਦਾ ਪਰਮੇਸ਼ੁਰ ਉਹ ਦੇ ਨਾਲ ਹੈ, ਅਤੇ ਰਾਜੇ ਦੀ ਲਲਕਾਰ ਉਹ ਦੇ ਵਿੱਚ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 22] ਪਰਮੇਸ਼ੁਰ ਉਹ ਨੂੰ ਮਿਸਰ ਤੋਂ ਲਿਆ ਰਿਹਾ ਹੈ, ਉਹਨਾਂ ਵਿੱਚ ਸਾਨ੍ਹ ਜਿਨ੍ਹਾਂ ਜ਼ੋਰ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 23] ਯਾਕੂਬ ਉੱਤੇ ਜਾਦੂ ਨਹੀਂ ਚੱਲਦਾ, ਨਾ ਇਸਰਾਏਲ ਉੱਤੇ ਟੂਣਾ। ਹੁਣ ਯਾਕੂਬ ਅਤੇ ਇਸਰਾਏਲ ਵਿਖੇ ਆਖਿਆ ਜਾਵੇਗਾ, ਪਰਮੇਸ਼ੁਰ ਨੇ ਕੀ ਕੀਤਾ!
[IRV | PA | OT | Numbers | Chapter 23 | Verse 24] ਇਹ ਪਰਜਾ ਸ਼ੇਰਨੀ ਵਾਂਗੂੰ ਉੱਠੇਗੀ, ਅਤੇ ਸ਼ੇਰ ਵਾਂਗੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਖੜ੍ਹਾ ਕਰੇਗੀ, ਉਹ ਨਹੀਂ ਲੇਟੇਗੀ ਜਦ ਤੱਕ ਸ਼ਿਕਾਰ ਨਾ ਖਾ ਲਵੇ, ਅਤੇ ਸ਼ਿਕਾਰ ਦਾ ਲਹੂ ਨਾ ਪੀ ਲਵੇ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 25] ਤਾਂ ਬਾਲਾਕ ਨੇ ਬਿਲਆਮ ਨੂੰ ਆਖਿਆ, ਨਾ ਉਹ ਨੂੰ ਸਰਾਪ ਦੇ ਅਤੇ ਨਾ ਉਹ ਨੂੰ ਬਰਕਤ ਹੀ ਦੇ!
[IRV | PA | OT | Numbers | Chapter 23 | Verse 26] ਪਰ ਬਿਲਆਮ ਨੇ ਬਾਲਾਕ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਕੀ ਮੈਂ ਤੈਨੂੰ ਨਹੀਂ ਦੱਸਿਆ ਕਿ ਜੋ ਕੁਝ ਯਹੋਵਾਹ ਮੈਨੂੰ ਆਖਦਾ ਹੈ ਮੈਨੂੰ ਉਹੀ ਕਰਨਾ ਪੈਂਦਾ ਹੈ?
[IRV | PA | OT | Numbers | Chapter 23 | Verse 27] ਤਾਂ ਬਾਲਾਕ ਨੇ ਬਿਲਆਮ ਨੂੰ ਆਖਿਆ, ਚੱਲ, ਮੈਂ ਤੈਨੂੰ ਇੱਕ ਹੋਰ ਥਾਂ ਲੈ ਜਾਂਵਾਂ। ਸ਼ਾਇਦ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਚੰਗਾ ਲੱਗੇ ਕਿ ਤੂੰ ਉੱਥੋਂ ਮੇਰੇ ਲਈ ਉਹਨਾਂ ਨੂੰ ਸਰਾਪ ਦੇਵੇਂ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 28] ਤਾਂ ਬਾਲਾਕ ਬਿਲਆਮ ਨੂੰ ਪੇਓਰ ਦੀ ਟੀਸੀ ਉੱਤੇ ਲੈ ਗਿਆ ਜਿਹੜੀ ਹੇਠਾਂ ਦੇ ਵੱਲ ਝੁੱਕੀ ਹੋਈ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 29] ਫੇਰ ਬਿਲਆਮ ਨੇ ਬਾਲਾਕ ਨੂੰ ਆਖਿਆ, ਇੱਥੇ ਮੇਰੇ ਲਈ ਸੱਤ ਜਗਵੇਦੀਆਂ ਬਣਾ ਅਤੇ ਮੇਰੇ ਲਈ ਇੱਥੇ ਸੱਤ ਬਲ਼ਦ ਅਤੇ ਸੱਤ ਭੇਡੂ ਤਿਆਰ ਕਰ।
[IRV | PA | OT | Numbers | Chapter 23 | Verse 30] ਤਾਂ ਬਾਲਾਕ ਨੇ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ ਜਿਵੇਂ ਬਿਲਆਮ ਨੇ ਆਖਿਆ ਅਤੇ ਹਰ ਜਗਵੇਦੀ ਉੱਤੇ ਇੱਕ ਬਲ਼ਦ ਅਤੇ ਇੱਕ ਭੇਡੂ ਚੜ੍ਹਾਇਆ।
