[IRV | PA | OT | Numbers | Chapter 34 | Verse 1] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 34 | Verse 20] ਸ਼ਿਮਓਨੀਆਂ ਦੇ ਗੋਤ ਲਈ ਅੰਮੀਹੂਦ ਦਾ ਪੁੱਤਰ ਸ਼ਮੂਏਲ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 21] ਬਿਨਯਾਮੀਨ ਦੇ ਗੋਤ ਲਈ ਕਿਸਲੋਨ ਦਾ ਪੁੱਤਰ ਅਲੀਦਾਦ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 22] ਦਾਨੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਯਾਗਲੀ ਦਾ ਪੁੱਤਰ ਬੁੱਕੀ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 23] ਯੂਸੁਫ਼ ਦੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਮਨੱਸ਼ੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਏਫ਼ੋਦ ਦਾ ਪੁੱਤਰ ਹੰਨੀਏਲ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 24] ਅਤੇ ਇਫ਼ਰਾਈਮੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਸ਼ਿਫ਼ਟਾਨ ਦਾ ਪੁੱਤਰ ਕਮੂਏਲ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 25] ਅਤੇ ਜ਼ਬੂਲੁਨੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਪਰਨਾਕ ਦਾ ਪੁੱਤਰ ਅਲੀਸਾਫ਼ਾਨ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 26] ਅਤੇ ਯਿੱਸਾਕਾਰੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਅੱਜ਼ਾਨ ਦਾ ਪੁੱਤਰ ਪਲਟੀਏਲ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 27] ਅਤੇ ਆਸ਼ੇਰੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਸ਼ਲੋਮੀ ਦਾ ਪੁੱਤਰ ਅਹੀਹੂਦ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 28] ਅਤੇ ਨਫ਼ਤਾਲੀਆਂ ਦੇ ਗੋਤ ਲਈ ਇੱਕ ਪ੍ਰਧਾਨ ਅੰਮੀਹੂਦ ਦਾ ਪੁੱਤਰ ਪਦਹੇਲ
[IRV | PA | OT | Numbers | Chapter 34 | Verse 29] ਇਹ ਉਹ ਹਨ ਜਿਨ੍ਹਾਂ ਨੂੰ ਯਹੋਵਾਹ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ ਕਿ ਉਹ ਇਸਰਾਏਲੀਆਂ ਲਈ ਕਨਾਨ ਦੇਸ ਦੀ ਜ਼ਮੀਨ ਵੰਡਣ।
