[IRV | PA | OT | Numbers | Chapter 13 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 13 | Verse 12] ਦਾਨ ਦੇ ਗੋਤ ਤੋਂ ਗਮੱਲੀ ਦਾ ਪੁੱਤਰ ਅੰਮੀਏਲ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 13] ਆਸ਼ੇਰ ਦੇ ਗੋਤ ਤੋਂ ਮੀਕਾਏਲ ਦਾ ਪੁੱਤਰ ਸਥੂਰ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 14] ਨਫ਼ਤਾਲੀ ਦੇ ਗੋਤ ਤੋਂ ਵਾਫ਼ਸੀ ਦਾ ਪੁੱਤਰ ਨਹਬੀ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 15] ਗਾਦ ਦੇ ਗੋਤ ਤੋਂ ਮਾਕੀ ਦਾ ਪੁੱਤਰ ਗਊਏਲ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 16] ਇਹ ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਦੇ ਨਾਮ ਹਨ ਜਿਨ੍ਹਾਂ ਨੂੰ ਮੂਸਾ ਨੇ ਕਨਾਨ ਦੇਸ ਦਾ ਭੇਤ ਲੈਣ ਲਈ ਭੇਜਿਆ ਅਤੇ ਮੂਸਾ ਨੇ ਨੂਨ ਦੇ ਪੁੱਤਰ ਹੋਸ਼ੇਆ ਦਾ ਨਾਮ ਯਹੋਸ਼ੁਆ ਰੱਖਿਆ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 17] ਸੋ ਮੂਸਾ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਨਾਨ ਦੇਸ ਦਾ ਭੇਤ ਲੈਣ ਲਈ ਭੇਜਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਇੱਧਰ ਦੱਖਣ ਵੱਲ ਉੱਪਰ ਨੂੰ ਜਾਓ ਅਤੇ ਪਰਬਤ ਉੱਤੇ ਚੜ੍ਹੋ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 18] ਅਤੇ ਉਸ ਦੇਸ ਨੂੰ ਵੇਖੋ, ਕਿ ਉਹ ਕਿਸ ਤਰ੍ਹਾਂ ਦਾ ਹੈ ਅਤੇ ਉਹ ਲੋਕ ਜਿਹੜੇ ਉਸ ਵਿੱਚ ਵੱਸਦੇ ਹਨ ਤਕੜੇ ਹਨ ਜਾਂ ਕਮਜ਼ੋਰ ਹਨ ਅਤੇ ਥੋੜ੍ਹੇ ਹਨ ਜਾਂ ਬਹੁਤ ਸਾਰੇ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 19] ਅਤੇ ਉਹ ਧਰਤੀ ਕਿਸ ਤਰ੍ਹਾਂ ਹੈ, ਜਿਹ ਦੇ ਵਿੱਚ ਉਹ ਵੱਸਦੇ ਹਨ, ਚੰਗੀ ਹੈ ਜਾਂ ਮਾੜੀ ਅਤੇ ਸ਼ਹਿਰ ਕਿਸ ਤਰ੍ਹਾਂ ਦੇ ਹਨ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਉਹ ਵੱਸਦੇ ਹਨ, ਤੰਬੂਆਂ ਵਾਲੇ ਹਨ ਜਾਂ ਗੜ੍ਹਾਂ ਵਾਲੇ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 20] ਅਤੇ ਧਰਤੀ ਕਿਹੋ ਜਿਹੀ ਹੈ, ਫ਼ਲਦਾਰ ਜਾਂ ਬੰਜਰ ਅਤੇ ਉਹ ਦੇ ਵਿੱਚ ਰੁੱਖ ਹਨ ਕਿ ਨਹੀਂ। ਤੁਸੀਂ ਤਕੜੇ ਹੋਵੋ ਅਤੇ ਉਸ ਧਰਤੀ ਦੇ ਫ਼ਲ ਤੋਂ ਕੁਝ ਲੈ ਕੇ ਆਇਓ ਕਿਉਂ ਜੋ ਉਹ ਮੌਸਮ ਪਹਿਲੀ ਪੱਕੀ ਦਾਖ਼ ਦਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 21] ਸੋ ਉਨ੍ਹਾਂ ਉੱਪਰ ਜਾ ਕੇ ਦੇਸ ਦੀ ਖ਼ੋਜ ਕੀਤੀ ਜੋ ਸੀਨ ਦੀ ਉਜਾੜ ਤੋਂ ਰਹੋਬ ਤੱਕ ਜਿਹੜਾ ਹਮਾਥ ਦੇ ਰਾਹ ਉੱਤੇ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 22] ਤਾਂ ਉਹ ਦੱਖਣ ਵੱਲ ਚੜ੍ਹੇ ਅਤੇ ਹਬਰੋਨ ਤੱਕ ਆਏ ਅਤੇ ਉੱਥੇ ਅਨਾਕ ਦੀ ਅੰਸ ਦੇ ਅਹੀਮਾਨ ਸ਼ੇਸ਼ਈ ਅਤੇ ਤਲਮਈ ਸਨ ਅਤੇ ਹਬਰੋਨ ਮਿਸਰ ਦੇ ਸੋਆਨ ਤੋਂ ਸੱਤ ਸਾਲ ਪਹਿਲਾਂ ਬਣਿਆ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 23] ਫੇਰ ਉਹ ਅਸ਼ਕੋਲ ਦੀ ਘਾਟੀ ਤੱਕ ਆਏ ਅਤੇ ਉੱਥੇ ਦਾਖ਼ ਦੇ ਗੁੱਛੇ ਦੀ ਟਹਿਣੀ ਤੋੜੀ ਅਤੇ ਉਹ ਨੂੰ ਇੱਕ ਲਾਠੀ ਉੱਤੇ ਦੋ ਮਨੁੱਖ ਚੁੱਕ ਕੇ ਲਿਆਏ ਨਾਲੇ ਅਨਾਰ ਅਤੇ ਹੰਜ਼ੀਰ ਨੂੰ ਵੀ ਲਿਆਏ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 24] ਅਤੇ ਉਸ ਗੁੱਛੇ ਦੇ ਕਾਰਨ ਜਿਹੜਾ ਇਸਰਾਏਲੀਆਂ ਨੇ ਉੱਥੋਂ ਤੋੜਿਆ ਸੀ ਉਸ ਥਾਂ ਦਾ ਨਾਮ ਅਸ਼ਕੋਲ ਦੀ ਘਾਟੀ ਪੈ ਗਿਆ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 25] ਉਹ ਉਸ ਦੇਸ ਦਾ ਭੇਤ ਜਾਣ ਕੇ ਚਾਲ੍ਹੀਆਂ ਦਿਨਾਂ ਪਿੱਛੋਂ ਮੁੜੇ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 26] ਉਹ ਤੁਰ ਕੇ ਮੂਸਾ ਹਾਰੂਨ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਦੀ ਸਾਰੀ ਮੰਡਲੀ ਕੋਲ ਪਾਰਾਨ ਦੀ ਉਜਾੜ ਵਿੱਚ ਕਾਦੇਸ਼ ਕੋਲ ਆਏ ਅਤੇ ਸਾਰੀ ਮੰਡਲੀ ਲਈ ਖ਼ਬਰ ਲਿਆਏ ਨਾਲੇ ਉਸ ਧਰਤੀ ਦਾ ਫ਼ਲ ਵਿਖਾਇਆ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 27] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਨੂੰ ਨਿਰਣਾ ਕਰ ਕੇ ਆਖਿਆ ਕਿ ਅਸੀਂ ਉਸ ਦੇਸ ਨੂੰ ਗਏ ਜਿੱਥੇ ਤੁਸੀਂ ਸਾਨੂੰ ਭੇਜਿਆ ਸੀ। ਉੱਥੇ ਸੱਚ-ਮੁੱਚ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵਗਦਾ ਹੈ ਅਤੇ ਇਹ ਉਹ ਦਾ ਫਲ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 28] ਪਰੰਤੂ ਉਸ ਦੇਸ ਦੇ ਵਾਸੀ ਬਲਵਾਨ ਹਨ ਅਤੇ ਉਸ ਦੇ ਸ਼ਹਿਰ ਗੜ੍ਹਾਂ ਵਾਲੇ ਅਤੇ ਵੱਡੇ-ਵੱਡੇ ਹਨ ਅਤੇ ਅਸੀਂ ਉੱਥੇ ਅਨਾਕ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਵੀ ਵੇਖਿਆ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 29] ਉਸ ਦੇਸ ਦੇ ਦੱਖਣ ਵੱਲ ਅਮਾਲੇਕੀ ਵੱਸਦੇ ਹਨ ਅਤੇ ਹਿੱਤੀ, ਯਬੂਸੀ, ਅਤੇ ਅਮੋਰੀ ਪਰਬਤ ਉੱਤੇ ਵੱਸਦੇ ਹਨ ਅਤੇ ਕਨਾਨੀ ਸਮੁੰਦਰ ਕੋਲ ਯਰਦਨ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਵੱਸਦੇ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 30] ਤਦ ਕਾਲੇਬ ਨੇ ਮੂਸਾ ਦੇ ਅੱਗੇ ਪਰਜਾ ਨੂੰ ਚੁੱਪ ਕਰਾਇਆ ਅਤੇ ਆਖਿਆ, ਜ਼ਰੂਰ ਅਸੀਂ ਉੱਪਰ ਜਾਈਏ ਅਤੇ ਉਸ ਦੇਸ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰੀਏ ਕਿਉਂ ਜੋ ਅਸੀਂ ਉਹ ਦੇ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰ ਸਕਦੇ ਹਾਂ। ਅਸੀਂ ਜ਼ਰੂਰ ਹੀ ਉਹ ਦੇ ਉੱਤੇ ਕਬਜ਼ਾ ਕਰ ਸਕਦੇ ਹਾਂ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 31] ਪਰ ਉਨ੍ਹਾਂ ਮਨੁੱਖਾਂ ਨੇ ਜਿਹੜੇ ਉਹ ਦੇ ਨਾਲ ਉੱਪਰ ਗਏ ਸਨ ਆਖਿਆ ਭਈ ਅਸੀਂ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਦੇ ਵਿਰੁੱਧ ਉੱਪਰ ਨਹੀਂ ਜਾ ਸਕਦੇ ਕਿਉਂ ਜੋ ਉਹ ਸਾਡੇ ਤੋਂ ਬਲਵਾਨ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 32] ਉਹ ਇਸਰਾਏਲੀਆਂ ਕੋਲ ਉਸ ਦੇਸ ਦੀ ਬੁਰੀ ਖ਼ਬਰ ਲਿਆਏ ਜਿਸ ਦਾ ਉਨ੍ਹਾਂ ਨੇ ਭੇਤ ਪਾਇਆ ਸੀ ਅਤੇ ਆਖਣ ਲੱਗੇ, ਕਿ ਜਿਸ ਦੇਸ ਦੇ ਵਿੱਚ ਦੀ ਅਸੀਂ ਲੰਘੇ, ਉਸ ਦਾ ਭੇਤ ਜਾਣੀਏ, ਉਹ ਅਜਿਹਾ ਦੇਸ ਹੈ ਜਿਹੜਾ ਆਪਣੇ ਵਾਸੀਆਂ ਨੂੰ ਖਾਂਦਾ ਹੈ ਨਾਲੇ ਸਾਰੇ ਲੋਕ ਜਿਨ੍ਹਾਂ ਨੂੰ ਅਸੀਂ ਉਸ ਵਿੱਚ ਵੇਖਿਆ ਉਹ ਵੱਡੇ-ਵੱਡੇ ਕੱਦਾਂ ਵਾਲੇ ਮਨੁੱਖ ਹਨ।
[IRV | PA | OT | Numbers | Chapter 13 | Verse 33] ਅਤੇ ਉੱਥੇ ਅਸੀਂ ਨਫ਼ੀਲੀਮ ਤੋਂ ਜਿਹੜੀ ਅਨਾਕ ਦੀ ਅੰਸ ਹੈ, ਉੱਥੇ ਦੈਂਤ ਵੇਖੇ ਅਤੇ ਅਸੀਂ ਆਪਣੀ ਨਜਰ ਵਿੱਚ ਉਹਨਾਂ ਦੇ ਅੱਗੇ ਟਿੱਡੀਆਂ ਵਰਗੇ ਹਾਂ ਅਤੇ ਅਸੀਂ ਕੁਝ ਵੀ ਨਹੀਂ ਹਾਂ।
