[IRV | PA | OT | Numbers | Chapter 10 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Numbers | Chapter 10 | Verse 12] ਤਾਂ ਇਸਰਾਏਲੀਆਂ ਨੇ ਸੀਨਈ ਦੀ ਉਜਾੜ ਤੋਂ ਆਪਣੇ ਸਫ਼ਰ ਲਈ ਕੂਚ ਕੀਤਾ ਅਤੇ ਬੱਦਲ ਪਾਰਾਨ ਨਾਮਕ ਉਜਾੜ ਵਿੱਚ ਠਹਿਰ ਗਿਆ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 13] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਯਹੋਵਾਹ ਦੇ ਹੁਕਮ ਨਾਲ ਜਿਹੜਾ ਮੂਸਾ ਦੇ ਰਾਹੀਂ ਆਇਆ ਸੀ, ਪਹਿਲਾਂ ਕੂਚ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 14] ਅਤੇ ਸਭ ਤੋਂ ਪਹਿਲਾਂ ਯਹੂਦਾਹ ਦੇ ਡੇਰੇ ਦੇ ਝੰਡੇ ਦਾ ਕੂਚ ਹੋਇਆ, ਉਹ ਦਲ ਬਣਾ ਕੇ ਚੱਲੇ, ਅਤੇ ਉਸ ਦਾ ਸੈਨਾਪਤੀ ਅੰਮੀਨਾਦਾਬ ਦਾ ਪੁੱਤਰ ਨਹਸ਼ੋਨ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 15] ਯਿੱਸਾਕਾਰ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਸੂਆਰ ਦਾ ਪੁੱਤਰ ਨਥਨਿਏਲ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 16] ਅਤੇ ਜ਼ਬੂਲੁਨ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਹੇਲੋਨ ਦਾ ਪੁੱਤਰ ਅਲੀਆਬ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 17] ਫੇਰ ਡੇਰਾ ਉਤਾਰਿਆ ਗਿਆ ਅਤੇ ਗੇਰਸ਼ੋਨੀਆਂ ਅਤੇ ਮਰਾਰੀਆਂ ਨੇ ਜੋ ਡੇਰੇ ਨੂੰ ਚੁੱਕਦੇ ਸਨ, ਕੂਚ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 18] ਫੇਰ ਰਊਬੇਨ ਦੇ ਡੇਰੇ ਦੇ ਝੰਡੇ ਦਾ ਕੂਚ ਹੋਇਆ ਉਹ ਦਲ ਬਣਾ ਕੇ ਚੱਲੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਸੈਨਾਪਤੀ ਸ਼ਦੇਊਰ ਦਾ ਪੁੱਤਰ ਅਲੀਸੂਰ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 19] ਸ਼ਿਮਓਨ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਸੂਰੀਸ਼ਦਾਈ ਦਾ ਪੁੱਤਰ ਸ਼ਲੁਮੀਏਲ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 20] ਅਤੇ ਗਾਦ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਦਊਏਲ ਦਾ ਪੁੱਤਰ ਅਲਯਾਸਾਫ਼ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 21] ਫੇਰ ਕਹਾਥੀਆਂ ਨੇ ਡੇਰੇ ਨੂੰ ਚੁੱਕ ਕੇ ਕੂਚ ਕੀਤਾ ਅਤੇ ਦੂਜਿਆਂ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਆਉਣ ਤੱਕ ਡੇਰੇ ਨੂੰ ਖੜ੍ਹਾ ਕਰ ਲਿਆ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 22] ਫੇਰ ਇਫ਼ਰਾਈਮੀਆਂ ਦੇ ਡੇਰੇ ਦੇ ਝੰਡੇ ਦਾ ਕੂਚ ਹੋਇਆ, ਉਹ ਦਲ ਬਣਾ ਕੇ ਚੱਲੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਸੈਨਾਪਤੀ ਅੰਮੀਹੂਦ ਦਾ ਪੁੱਤਰ ਅਲੀਸ਼ਾਮਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 23] ਮਨੱਸ਼ਹ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਪਦਾਹਸੂਰ ਦਾ ਪੁੱਤਰ ਗਮਲੀਏਲ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 24] ਬਿਨਯਾਮੀਨ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਗਿਦਓਨੀ ਦਾ ਪੁੱਤਰ ਅਬੀਦਾਨ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 25] ਫੇਰ ਦਾਨ ਦੇ ਡੇਰੇ ਦੇ ਝੰਡੇ ਦਾ ਕੂਚ ਹੋਇਆ ਜਿਹੜਾ ਸਾਰੇ ਡੇਰਿਆਂ ਤੋਂ ਪਿੱਛੇ ਸੀ, ਉਹ ਦਲ ਬਣਾ ਕੇ ਚੱਲੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਸੈਨਾਪਤੀ ਅੰਮੀਸ਼ੱਦਾਈ ਦਾ ਪੁੱਤਰ ਅਹੀਅਜ਼ਰ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 26] ਅਤੇ ਆਸ਼ੇਰ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਆਕਰਾਨ ਦਾ ਪੁੱਤਰ ਪਗੀਏਲ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 27] ਅਤੇ ਨਫ਼ਤਾਲੀ ਦੇ ਗੋਤ ਦਾ ਸੈਨਾਪਤੀ ਏਨਾਨ ਦਾ ਪੁੱਤਰ ਅਹੀਰਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 28] ਇਹ ਇਸਰਾਏਲੀ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਆਪਣੇ-ਆਪਣੇ ਦਲਾਂ ਦੇ ਅਨੁਸਾਰ ਕੂਚ ਕਰਦੇ ਸਨ ਅਤੇ ਅੱਗੇ ਵਧਿਆ ਕਰਦੇ ਸਨ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 29] ਮੂਸਾ ਨੇ ਆਪਣੇ ਸਹੁਰੇ ਰਊਏਲ ਮਿਦਯਾਨੀ ਦੇ ਪੁੱਤਰ ਹੋਬਾਬ ਨੂੰ ਆਖਿਆ ਕਿ ਅਸੀਂ ਉਸ ਥਾਂ ਨੂੰ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਸਾਨੂੰ ਦੇਣ ਨੂੰ ਆਖਿਆ ਹੈ ਕੂਚ ਕਰ ਰਹੇ ਹਾਂ। ਤੂੰ ਸਾਡੇ ਨਾਲ ਚੱਲ ਅਤੇ ਅਸੀਂ ਤੇਰੇ ਨਾਲ ਭਲਿਆਈ ਕਰਾਂਗੇ ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਇਸਰਾਏਲ ਲਈ ਭਲਿਆਈ ਕਰਨ ਦੀ ਗੱਲ ਕੀਤੀ ਹੈ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 30] ਉਸ ਨੇ ਆਖਿਆ, ਮੈਂ ਨਹੀਂ ਜਾਂਵਾਂਗਾ ਸਗੋਂ ਮੈਂ ਆਪਣੇ ਦੇਸ ਅਤੇ ਆਪਣੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿੱਚ ਜਾਂਵਾਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 31] ਤਾਂ ਮੂਸਾ ਨੇ ਆਖਿਆ, ਸਾਨੂੰ ਨਾ ਛੱਡ ਕਿਉਂ ਜੋ ਤੂੰ ਜਾਣਦਾ ਹੈਂ ਕਿ ਅਸੀਂ ਉਜਾੜ ਵਿੱਚ ਕਿਵੇਂ ਡੇਰੇ ਲਾਈਏ ਅਤੇ ਤੂੰ ਸਾਡੇ ਲਈ ਅੱਖਾਂ ਦਾ ਕੰਮ ਦੇਵੇਂਗਾ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 32] ਅਤੇ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਜੇਕਰ ਤੂੰ ਸਾਡੇ ਨਾਲ ਚੱਲੇ ਤਾਂ ਜਿਹੜੀ ਭਲਿਆਈ ਯਹੋਵਾਹ ਸਾਡੇ ਨਾਲ ਕਰੇਗਾ ਉਹੀ ਭਲਿਆਈ ਅਸੀਂ ਵੀ ਤੇਰੇ ਨਾਲ ਕਰਾਂਗੇ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 33] ਫੇਰ ਇਸਰਾਏਲੀਆਂ ਨੇ ਯਹੋਵਾਹ ਦੇ ਪਰਬਤ ਤੋਂ ਤਿੰਨ ਦਿਨਾਂ ਦਾ ਸਫ਼ਰ ਕੀਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਲਈ ਵਿਸ਼ਰਾਮ ਦੀ ਥਾਂ ਲੱਭਣ ਲਈ ਯਹੋਵਾਹ ਦੇ ਨੇਮ ਦੇ ਸੰਦੂਕ ਨੇ ਵੀ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗੇ-ਅੱਗੇ ਤਿੰਨ ਦਿਨਾਂ ਦਾ ਸਫ਼ਰ ਕੀਤਾ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 34] ਜਦ ਉਹ ਡੇਰੇ ਤੋਂ ਕੂਚ ਕਰਦੇ ਸਨ ਤਾਂ ਦਿਨ ਦੇ ਵੇਲੇ ਯਹੋਵਾਹ ਦਾ ਬੱਦਲ ਉਨ੍ਹਾਂ ਦੇ ਉੱਤੇ ਹੁੰਦਾ ਸੀ।
[IRV | PA | OT | Numbers | Chapter 10 | Verse 35] ਇਸ ਤਰ੍ਹਾਂ ਹੁੰਦਾ ਸੀ, ਕਿ ਜਦ ਸੰਦੂਕ ਦਾ ਕੂਚ ਹੁੰਦਾ ਸੀ ਤਾਂ ਮੂਸਾ ਆਖਦਾ ਸੀ “ਹੇ ਯਹੋਵਾਹ, ਉੱਠ ਅਤੇ ਤੇਰੇ ਵੈਰੀ ਖਿੱਲਰ ਜਾਣ ਅਤੇ ਤੇਰੇ ਤੋਂ ਘਿਣ ਕਰਨ ਵਾਲੇ ਤੇਰੇ ਅੱਗੋਂ ਭੱਜ ਜਾਣ।”
[IRV | PA | OT | Numbers | Chapter 10 | Verse 36] ਅਤੇ ਜਦ ਸੰਦੂਕ ਠਹਿਰਦਾ ਸੀ ਤਾਂ ਮੂਸਾ ਕਹਿੰਦਾ ਹੁੰਦਾ ਸੀ, “ਹੇ ਯਹੋਵਾਹ, ਇਸਰਾਏਲ ਦੇ ਲੱਖਾਂ ਹਜ਼ਾਰਾਂ ਵਿੱਚ ਮੁੜ ਆ।”
