[IRV | GU | OT | Isaiah | Chapter 30 | Verse 1] યહોવાહ કહે છે, “બળવાખોર સંતાનોને અફસોસ!” “તેઓ યોજનાઓ કરે છે, પણ મારી નહિ; તેઓ અન્ય દેશો સાથે સંધિઓ કરે છે, પણ તે મારા આત્માને અનુસરીને નહિ, તેથી તેઓ પાપ ઉપર પાપ ઉમેરે છે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 13] માટે તમારાં આ પાપ ઊંચી ભીંતમાં પડેલી પહોળી ફાટ જેવાં છે, તે ભીંત પળવારમાં અકસ્માતે તૂટી પડે છે, તેના જેવા તમારા હાલ થશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 14] કુંભારનું વાસણ તૂટી જાય છે તે પ્રમાણે તે તેને ભાગી નાખશે; અને દયા રાખ્યા વગર તેના એવી રીતે ચૂરેચૂરા કરશે કે, એના કકડામાંથી ચૂલામાંથી આગ લેવા માટે ઠીકરું સરખુંય મળશે નહિ.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 15] પ્રભુ યહોવાહ ઇઝરાયલના, પવિત્ર કહે છે કે, “પાછા ફરવાથી અને શાંત રહેવાથી તમે બચી જશો; શાંત રહેવામાં તથા ભરોસો રાખવામાં તમારું સામર્થ્ય હશે. પણ તમે એમ કરવા ચાહ્યું નહિ.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 16] ઊલટું તમે કહ્યું, ‘ના, અમે તો ઘોડેસવાર થઈને નાસી જવાના,’ તે માટે તમે નાસશો જ; અને તમે કહ્યું, ‘અમે વેગવાન ઘોડા પર સવારી કરવાના,’ તે માટે જે કોઈ તમારી પાછળ પડનાર છે તેઓ પણ વેગવાન થશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 17] એકની ધમકીથી એક હજાર નાસી જશે; પાંચની ધમકીથી તમે બધા નાસી જશો અને તમે માત્ર પર્વત પરના ધ્વજદંડ જેવા અને ડુંગર પર નિશાનના જેવા થોડા જ રહી જશો.”
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 18] તે માટે યહોવાહ તમારા પર દયા કરવાની રાહ જોશે. તેથી તમારા પર કૃપા કરવા માટે તે ઉચ્ચસ્થાને બેસશે. કેમ કે યહોવાહ ન્યાયના ઈશ્વર છે; જેઓ તેમની વાટ જુએ છે તેઓ સર્વ પરમસુખી છે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 19] હે યરુશાલેમમાં સિયોન પર રહેનારી પ્રજા, તું ફરી રડીશ નહિ. તારા પોકારનો અવાજ સાંભળીને તે તારા પર દયા કરશે જ કરશે. તે સાંભળતાં જ તને ઉત્તર આપશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 20] જોકે યહોવાહ તમને સંકટરૂપી રોટલી તથા વિપત્તિરૂપી પાણી આપે છે, તોપણ તમારા શિક્ષક ફરી સંતાશે નહિ, પણ તમારી આંખો તમારા શિક્ષકને જોશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 21] જ્યારે તમે જમણી કે ડાબી બાજુ ફરશો ત્યારે તમારા કાન તમારી પાછળથી આવતા આવા અવાજને સાંભળશે કે, “આ માર્ગ છે, તે પર તમે ચાલો.”
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 22] વળી તમે ચાંદીની મૂર્તિઓ પર મઢેલા પડને તથા તમારી સોનેરી મૂર્તિઓ પર ચઢાવેલા ઢોળને અશુદ્ધ કરશો. તું તેમને અશુદ્ધ વસ્તુની જેમ ફેંકી દેશે. તું તેને કહેશે, “અહીંથી ચાલી જા.”
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 23] જે ભૂમિમાં તું તારું બીજ વાવશે, તે પર તે વરસાદ વરસાવશે તથા તે ભૂમિમાં પુષ્કળ અનાજ અને રોટલી ઉત્પન્ન કરશે, તે દિવસે તારાં જાનવરો મોટાં બીડમાં ચરશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 24] ભૂમિ ખેડનાર બળદો અને ગધેડાં મોસમ પ્રમાણેનો, સલૂણો તથા સારી પેઠે ઊપણેલો ચારો ખાશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 25] વળી કતલને મોટે દિવસે જ્યારે બુરજો પડશે સર્વ ઊંચા પર્વત પર અને સર્વ ઊંચા ડુંગર પર પાણીનાં નાળાં અને ઝરણાં વહેશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 26] ચંદ્રનું અજવાળું સૂર્યના અજવાળા સરખું થશે અને સૂર્યનું અજવાળું સાતગણું, સાત દિવસના અજવાળા સમાન થશે. યહોવાહ પોતાના લોકોના ઘાને પાટા બાંધશે અને તેઓના ઘા મટાડશે તે દિવસે એમ થશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 27] જુઓ, યહોવાહનું નામ બળતા રોષ તથા ઊડતા ધુમાડા સાથે દૂરથી આવે છે. તેઓના હોઠો કોપથી ભરેલા છે અને તેમની જીભ બળતા અગ્નિ સરખી છે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 28] તેઓનો શ્વાસ ગળા સુધી પહોંચતી ઊભરાતી નદી જેવો છે, જેથી તે વિનાશની ચાળણીએ પ્રજાઓને ચાળે; લોકોના મુખમાં ભ્રાંતિકારક લગામ નાખવામાં આવશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 29] પર્વની રાત્રે જેમ ગીતો ગવાય છે તેમ ગાયન કરશો અને યહોવાહના પર્વત પર ઇઝરાયલના ખડકની પાસે વાંસળી વગાડતા વગાડતા જનાર માણસની જેમ તમે મનમાં આનંદ કરશો.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 30] યહોવાહ પોતાની વિજયી ગર્જના સંભળાવશે અને ઉગ્ર કોપથી, બળતા અગ્નિની જવાળાથી, આંધીથી, મુશળધાર વરસાદથી તથા કરાથી તે શત્રુઓને પોતાના ભુજનું સામર્થ્ય દેખાડશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 31] કેમ કે યહોવાહની વાણીથી આશ્શૂર ભયભીત થશે, તે તેને સોટીથી મારશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 32] યહોવાહ જે નીમેલી લાકડીનો ફટકો તેને મારશે તેનો દરેક ફટકો ખંજરી તથા વીણાના સૂર સાથે મારવામાં આવશે; અને થથરાવી નાખનારી લડાઈઓમાં તે તેઓની સાથે લડશે.
[IRV | GU | OT | Isaiah | Chapter 30 | Verse 33] કેમ કે પૂર્વકાળથી સળગનાર સ્થાન તૈયાર કરી રાખેલું છે. હા, તે રાજાને માટે તૈયાર કરેલું છે; અને ઈશ્વરે તેને ઊંડું તથા પહોળું કર્યું છે. એની ચિતામાં અગ્નિ તથા પુષ્કળ લાકડા છે. યહોવાહનો શ્વાસ ગંધકના પ્રવાહની જેમ તેને સળગાવે છે.
