[IRV | TE | NT | Luke | Chapter 12 | Verse 1] అంతలో వేలకొద్దీ ప్రజలు పోగయి ఒకరినొకరు తొక్కుకుంటూ ఉన్నారు. అప్పుడు ఆయన మొదట తన శిష్యులతో ఇలా చెప్పనారంభించాడు. “పరిసయ్యుల పులిసిన పిండిని గురించి అంటే వారి వేషధారణ విషయం జాగ్రత్త పడండి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 18] నా గిడ్డంగులు పడగొట్టి ఇంకా పెద్దవి కట్టిస్తాను. వాటిలో నా ధాన్యమంతటినీ, నా ఆస్తి అంతటినీ నిల్వ చేస్తాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 19] అప్పుడు నా ప్రాణంతో ‘ప్రాణమా, ఎన్నో సంవత్సరాలకు సరిపడే తరగని ఆస్తి నీ కోసం సమకూర్చాను. సుఖపడు, తిను, తాగు, సంతోషంగా ఉండు’ అని చెబుతాను’ అనుకున్నాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 20] అయితే దేవుడు అతడితో, ‘మూర్ఖుడా! ఈ రాత్రి నీ ప్రాణం అడుగుతున్నాను. నువ్వు కూడబెట్టినవి ఎవరివి అవుతాయి?’ అని అతనితో అన్నాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 21] దేవుని విషయంలో ధనవంతుడు కాకుండా తన కోసమే సమకూర్చుకునే వాడు అలాగే ఉంటాడు” అన్నాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 22] తరువాత యేసు తన శిష్యులతో ఇలా చెప్పాడు, “అందుచేత ఏం తింటామని మీ ప్రాణం కోసమో, ఏం కట్టుకుంటామని మీ శరీరం కోసమో మధన పడవద్దు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 23] ఆహారం కంటే ప్రాణం, వస్త్రం కంటే దేహం గొప్పవి కావా?
[IRV | TE | NT | Luke | Chapter 12 | Verse 24] కాకుల గురించి ఆలోచించండి. అవి విత్తనాలు చల్లవు, కోయవు, వాటికి గిడ్డంగులూ, కొట్లూ లేవు. అయినా వాటిని దేవుడు పోషిస్తున్నాడు. మీరు పక్షులకంటే ఎంతో ఉన్నతమైన వారు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 25] పైగా మీలో ఎవడు చింత పడడం వల్ల తన ఎత్తును ఒక మూరెడు ఎక్కువ చేసుకోగలడు?
[IRV | TE | NT | Luke | Chapter 12 | Verse 26] కాబట్టి చిన్న చిన్న విషయాలే మీరు చేయలేకపోతే పెద్దవాటిని గురించి ఆలోచించడం ఎందుకు? పువ్వులు ఎలా పూస్తున్నాయో చూడండి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 27] అవి కష్టపడవు, బట్టలు నేయవు. అయినా తన వైభవమంతటితో సహా సొలొమోనుకున్న అలంకరణ ఈ పూలలో ఏ ఒక్కదాని అలంకరణకీ సరి తూగదని మీకు చెబుతున్నాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 28] అల్ప విశ్వాసులారా, ఈ వేళ పొలంలో ఉండి, రేపు పొయ్యిలో వేసే అడవి గడ్డినే దేవుడిలా అలంకరిస్తే మీకు మరి ఎంతో ఖాయంగా బట్టలిస్తాడు గదా.
[IRV | TE | NT | Luke | Chapter 12 | Verse 29] ఏం తింటాం, ఏం తాగుతాం అని దిగులు పెట్టుకోకండి. చింతించకండి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 30] లోకులు వీటిని వెతుకుతారు. ఇవి మీకు కావాలని మీ తండ్రికి తెలుసు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 31] మీరు మాత్రం ఆయన రాజ్యాన్ని వెదకండి. దానితోపాటుగా ఇవి కూడా మీకు లభిస్తాయి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 32] చిన్న మందా, భయపడకండి. మీకు రాజ్యాన్నివ్వడం మీ తండ్రికి ఇష్టం.
[IRV | TE | NT | Luke | Chapter 12 | Verse 33] మీకు ఉన్నవాటిని అమ్మి దాన ధర్మాలు చేయండి. పరలోకంలో పాతగిలిపోని డబ్బు సంచులనూ, నాశనం కాని ధనాన్నీ సంపాదించుకోండి. అక్కడికి దొంగ రాడు, పురుగు పట్టదు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 34] మీ డబ్బు ఎక్కడ ఉంటుందో మీ హృదయం అక్కడే ఉంటుంది.
[IRV | TE | NT | Luke | Chapter 12 | Verse 35] “మీ నడుము బిగించుకుని ఉండండి. మీ దీపాలు వెలుగుతూ ఉండనివ్వండి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 36] యజమాని ఎప్పుడు వస్తాడో అని అతని కోసం ఎదురు చూస్తూ అతడు పెండ్లి విందు నుండి వచ్చి తలుపు కొట్టగానే తలుపు తీసే సేవకుల్లా ఉండండి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 37] యజమాని వచ్చి ఏ సేవకులు మెలకువగా ఉండడం చూస్తాడో ఆ దాసులు ధన్యులు. అప్పుడు అతడు తన నడుం కట్టుకుని వారిని భోజనానికి కూర్చోబెట్టి, వారికి తానే పరిచర్య చేస్తాడని మీకు కచ్చితంగా చెబుతున్నాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 38] అతడు రాత్రి రెండవ జాములో వచ్చినా, మూడవ జాములో వచ్చినా ఏ సేవకులు మెలకువగా ఉండడం చూస్తాడో ఆ సేవకులు ధన్యులు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 39] దొంగ ఏ సమయంలో వస్తాడో ఇంటి యజమానికి తెలిస్తే అతడు మెలకువగా ఉండి తన ఇంటికి కన్నం వేయనివ్వడని తెలుసుకోండి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 40] మీరు ఊహించని సమయంలో మనుష్య కుమారుడు వస్తాడు కాబట్టి మీరు కూడా సిద్ధంగా ఉండండి” అని వారికి చెప్పాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 41] అప్పుడు పేతురు, “ప్రభూ ఈ ఉపమానం మా కోసమే చెబుతున్నావా లేక అందరి కోసం చెబుతున్నావా?” అని ఆయనను అడిగాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 42] దానికి ప్రభువు ఇలా అన్నాడు, “సరైన సమయంలో అందరికీ ఆహారం పెట్టడానికి యజమానుడు తన ఇంటిపై నియమించే నమ్మకమైన, బుద్ధిగల నిర్వాహకుడెవడు?
[IRV | TE | NT | Luke | Chapter 12 | Verse 43] యజమాని వచ్చి ఏ పనివాడు ఆ విధంగా చేయడం చూస్తాడో ఆ పనివాడు ధన్యుడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 44] అప్పుడు ఆ యజమాని తన ఆస్తి అంతటి మీదా అతణ్ణి ఉంచుతాడని మీకు చెబుతున్నాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 45] అయితే ఆ పనివాడు నా యజమాని ఆలస్యం చేస్తున్నాడని మనసులో అనుకుని తోటి దాసదాసీలను కొట్టడం, తిని తాగి మత్తెక్కి ఉండడం చేస్తే
[IRV | TE | NT | Luke | Chapter 12 | Verse 46] వాడు ఎదురు చూడని రోజున తెలియని సమయంలో యజమాని వస్తాడు. వాణ్ణి కఠినంగా శిక్షించి నమ్మదగని వారి గతే వాడికి పట్టేలా చేస్తాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 47] తన యజమాని ఇష్టం తెలిసి కూడా సిద్ధపడకుండా, ఆయన ఇష్ట ప్రకారం చేయకుండా ఉండే సేవకుడికి చాలా దెబ్బలు తగులుతాయి.
[IRV | TE | NT | Luke | Chapter 12 | Verse 48] దెబ్బలకు తగిన పనులు చేసినా తెలియక చేసిన వాడికి తక్కువ దెబ్బలే తగులుతాయి. ఎవరికి ఎక్కువగా ఇచ్చారో అతని దగ్గర ఎక్కువగా తీసుకుంటారు. మనుషులు ఎవరికి ఎక్కువ అప్పగిస్తారో వారి దగ్గరే ఎక్కువగా అడుగుతారు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 49] “నేను భూమి మీద అగ్ని వేయడానికి వచ్చాను. అది ఇప్పటికే రగులుకుని మండాలని ఎంతగానో కోరుతున్నాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 50] అయితే నేను పొందాల్సిన బాప్తిసం ఉంది. అది జరిగే వరకూ నేను చాలా ఇబ్బంది పడుతున్నాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 51] నేను భూమి మీద శాంతిని స్థాపించడానికి వచ్చానని మీరు అనుకుంటున్నారా? కానే కాదు. నేను చీలికలు కలగజేయడానికే వచ్చానని మీకు చెబుతున్నాను.
[IRV | TE | NT | Luke | Chapter 12 | Verse 52] ఇక నుండి ఒక ఇంట్లో ఉండే ఐదుగురు వేరుపడి ఇద్దరికి విరోధంగా ముగ్గురూ, ముగ్గురికి విరోధంగా ఇద్దరూ ఉంటారు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 53] తండ్రి కొడుక్కీ, కొడుకు తండ్రికీ, తల్లి కూతురుకీ, కూతురు తల్లికీ, అత్త కోడలికీ, కోడలు అత్తకూ విరోధులుగా ఉంటారు” అని చెప్పాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 54] తరవాత ఆయన జనసమూహాలతో ఇలా అన్నాడు, “మీరు పడమర నుండి మబ్బు పైకి రావడం చూసేటప్పుడు వాన వస్తుందని వెంటనే చెప్పేస్తారు. అలాగే జరుగుతుంది.
[IRV | TE | NT | Luke | Chapter 12 | Verse 55] దక్షిణపు గాలి వీయడం చూసేటప్పుడు వడగాలి కొడుతుందని చెబుతారు. అలాగే జరుగుతుంది.
[IRV | TE | NT | Luke | Chapter 12 | Verse 56] కపట భక్తులారా, మీరు భూమి, ఆకాశాల ధోరణులను గుర్తిస్తారు గానీ ఇప్పటి కాలం తీరు గుర్తించలేక పోతున్నారు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 57] ఏది న్యాయమో మీ అంతట మీరే ఎందుకు ఆలోచించరు?
[IRV | TE | NT | Luke | Chapter 12 | Verse 58] మీపై నేరారోపణ చేసే వాడితో కలసి న్యాయాధికారి దగ్గరికి వెళ్తున్నప్పుడు దారిలోనే అతనితో రాజీపడే ప్రయత్నం చెయ్యి. లేకుంటే అతడు నిన్ను న్యాయాధిపతి దగ్గరికి లాక్కుపోతాడు. ఆ న్యాయాధిపతి నిన్ను భటుడికి అప్పగిస్తాడు. ఆ భటుడు నిన్ను జైల్లో పెడతాడు.
[IRV | TE | NT | Luke | Chapter 12 | Verse 59] చివరి పైసా చెల్లించేంత వరకూ నువ్వు బయటకు రానే రావని నీకు చెబుతున్నాను.” అన్నాడు.
