[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 1] లేవి కొడుకులు గెర్షోను, కహాతు, మెరారీ.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 52] జెరహ్య కొడుకు మెరాయోతు. మెరాయోతు కొడుకు అమర్యా. అమర్యా కొడుకు అహీటూబు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 53] అహీటూబు కొడుకు సాదోకు. సాదోకు కొడుకు అహిమయస్సు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 54] అహరోను వారసులకు కేటాయించిన స్థలాలు ఇవి. దీనికోసం చీటీలు వేసినప్పుడు మొదటి చీటీ కహాతీయుల కుటుంబాల పైన పడింది.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 55] దాని ప్రకారం యూదా దేశంలోని హెబ్రోనూ దాని చుట్టూ ఉన్న పచ్చిక మైదానాలూ వారికి అప్పగించడం జరిగింది.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 56] అయితే ఆ పట్టణం చుట్టూ ఉన్న పొలాలనూ దాని చుట్టుపక్కల గ్రామాలనూ యెఫున్నె కొడుకు కాలేబుకి ఇచ్చారు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 57] అహరోను వారసులకు వచ్చిన పట్టణాలేవంటే, ఆశ్రయ పట్టణమైన హెబ్రోను, లిబ్నా దాని పచ్చిక మైదానాలూ, యత్తీరూ, ఎష్టేమో దాని పచ్చిక మైదానాలూ,
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 58] హీలేనూ, దాని పచ్చిక మైదానాలూ, దెబీరూ దాని పచ్చిక మైదానాలూ.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 59] అహరోను వారసులకు వీటితో పాటు ఆషానూ దాని పచ్చిక మైదానాలూ, బేత్షెమెషూ దాని పచ్చిక మైదానాలూ కూడా దక్కాయి.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 60] ఇంకా బెన్యామీను గోత్ర ప్రదేశాల్లో నుండి గెబా దాని పచ్చిక మైదానాలూ, అల్లెమెతు దాని పచ్చిక మైదానాలూ, అనాతోతూ, దాని పచ్చిక మైదానాలూ కూడా వీరికి వచ్చాయి. ఇలా కహాతీయుల కుటుంబాలు మొత్తం పదమూడు పట్టణాలను పొందాయి.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 61] కహాతు వారసుల్లో మిగిలిన వాళ్లకు వారికి పడిన చీటీ ప్రకారం మనష్షే అర్థగోత్ర ప్రదేశాల్లో నుండి పది పట్టణాలు వచ్చాయి.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 62] గెర్షోను వారసులకు వాళ్ళ వివిధ తెగల ప్రకారం పదమూడు పట్టణాలు వచ్చాయి. ఇవి ఇశ్శాఖారూ, ఆషేరూ, నఫ్తాలీ, గోత్రాల ప్రదేశాల నుండీ బాషానులో ఉన్న మనష్షే అర్థగోత్ర ప్రదేశాల నుండీ ఇవ్వడం జరిగింది.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 63] మెరారీయులకు పడిన చీటీ ప్రకారం వాళ్ళ తెగలకు పన్నెండు పట్టణాలు వచ్చాయి. ఈ పట్టణాలను రూబేనూ, గాదూ, జెబూలూనూ గోత్రాల ప్రదేశాల నుండి ఇవ్వడం జరిగింది.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 64] ఈ విధంగా ఇశ్రాయేలీయులు లేవీయులకు ఈ పట్టణాలనూ వాటి పచ్చిక మైదానాలనూ ఇచ్చారు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 65] వాళ్ళు చీటీ వేసి, ముందు పేర్కొన్న పట్టణాలను యూదా, షిమ్యోనూ, బెన్యామీను గోత్ర ప్రదేశాల నుండి వాటిని కేటాయించారు.
[IRV | TE | OT | 1 Chronicles | Chapter 6 | Verse 66] కహాతీయుల తెగలో కొందరికి ఎఫ్రాయిము గోత్రానికి చెందిన కొన్ని పట్టణాలను ఇచ్చారు.
