[IRV | MR | OT | Numbers | Chapter 35 | Verse 1] परमेश्वर मोशेशी बोलला. हे मवाबामधील यार्देनाच्या खोऱ्यात यरीहोसमोर यार्देन नदीजवळ घडले. परमेश्वर म्हणाला,
[IRV | MR | OT | Numbers | Chapter 35 | Verse 16] जर एखादा मनुष्य कुणाला मारण्यासाठी लोखंडी शस्त्राचा उपयोग करत असेल तर त्याने मरण पावले पाहिजे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 17] आणि जर एखाद्याने दगड घेऊन कुणाला मारले तर त्यानेसुध्दा मरण पावले पाहिजे. पण त्या दगडाचा आकार एखाद्याला मारण्यासाठी वापरण्यात येणाऱ्या दगडाएवढा असला पाहिजे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 18] आणि जर एखादा मनुष्य कुणाला मारण्यासाठी लाकडाच्या तुकड्याचा उपयोग करीत असेल तर तो मनुष्य सुद्धा मेला पाहीजे. हा लाकडाचा तुकडा म्हणजे सामान्यतः कोणाला तरी मारण्यासाठी उपयोगात आणतात तसे लाकडाचे शस्त्र असले पाहिजे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 19] मरण पावलेल्या मनुष्याच्या कुटुंबातील कोणीही त्या खुन्याचा पाठलाग करून त्यास ठार मारू शकतो.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 20] मनुष्य एखाद्याला हाताने मारून सुद्धा ठार मारू शकतो. किंवा एखाद्याला ढकलून देऊन सुद्धा ठार मारू शकतो. किंवा कोणाला काही फेकून मारून सुद्धा त्यास ठार करु शकतो.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 21] जर कोणी ते हेतूपूर्वक द्वेषबुद्धीने केले असेल तर तो खुनी ठरतो. त्या मनुष्यास ठार मारलेच पाहिजे. मरण पावलेल्या मनुष्याच्या कुटुंबातील कोणीही त्या खुन्याचा पाठलाग करून त्यास मारु शकतो.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 22] एखादा मनुष्य अपघाताने दुसऱ्याला मारू शकेल. मरण पावलेल्या मनुष्याचा त्याने द्वेष केला नाही त्यास त्याने चुकून मारले असेल. किंवा त्याने एखादी वस्तू चुकून फेकली असेल आणि ती चुकून एखाद्याला लागून तो मेला तर त्याने ते विचारपूर्वक केले असे नाही.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 23] किंवा एखाद्या मनुष्याने दगड फेकला आणि तो त्यास न दिसलेल्या मनुष्यास लागला व तो मेला तर त्या मनुष्याने योजनापूर्वक मारले असे नाही. तो मनुष्य मरण पावलेल्या मनुष्याचा द्वेष करत नव्हता. तो केवळ योगायोगाने मेला.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 24] जर असे घडले तर काय करायचे ते लोकांनी ठरवायचे. मरण पावलेल्या मनुष्याच्या कुटुंबातील एखादा मनुष्य त्यास मारु शकतो की नाही ते लोक न्यायालयाने ठरवायचे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 25] जर लोकांनी खुन्याचे त्या कुटुंबापासून रक्षण कराचये असे ठरवले तर लोकांनी खुन्याला संरक्षक शहरात परत न्यावे आणि पवित्र तेलाने अभिषेक केलेला मुख्य याजक मरत नाही तोपर्यंत खुन्याने तिथेच रहावे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 26] त्या मनुष्याने संरक्षक शहराच्या बाहेर जायचे नाही. जर त्याने त्या सीमा ओलांडल्या
[IRV | MR | OT | Numbers | Chapter 35 | Verse 27] आणि आश्रयाच्या नगराच्या सीमेबाहेर मृत मनुष्याच्या कुटुंबाने त्यास पकडले आणि मारले तर त्या कुटुंबातील तो मनुष्य खुनाचा अपराधी ठरणार नाही.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 28] एखाद्या मनुष्याने चुकून कोणाला मारले असेल तर त्याने मुख्य याजक मरेपर्यंत शरणपुरातच राहिले पाहिजे. मुख्य याजक मेल्यानंतर तो मनुष्य त्याच्या स्वत:च्या प्रदेशात जाऊ शकतो.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 29] तुम्हा लोकांच्या सर्व शहरांमध्ये हाच नियम सदैव लागू राहील.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 30] मारणाऱ्याला मरणाची शिक्षा जर साक्षीदार असेल तरच दिली जाईल. जर एकच साक्षीदार असेल तर कोणालाही मरणाची शिक्षा दिली जाणार नाही.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 31] जर एखाद्या मनुष्यावर खुनाचा दोष असेल तर त्यास मारलेच पाहिजे. पैसे घेऊन त्याची शिक्षा बदलू नका, त्या खुन्याला आवश्य जीवे मारावे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 32] जर एखाद्याने कुणाला मारले आणि तो संरक्षक शहरात पळून गेला तर घरी जाण्यासाठी त्याच्याकडून पैसे घेऊ नका. मुख्य याजक मरेपर्यंत त्याने शरणापुरातच राहिले पाहिजे.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 33] ज्या देशात तुम्ही रहाल तो भ्रष्ट करू नका. कारण खुनाने देश भ्रष्ट होतो आणि रक्तपात केल्याशिवाय देशाबद्दल म्हणजे त्या देशात झालेल्या रक्तपाताबद्दल प्रायश्चित होऊ शकत नाही.
[IRV | MR | OT | Numbers | Chapter 35 | Verse 34] मी परमेश्वर आहे. मी तुमच्या देशात इस्राएल लोकांबरोबर राहीन. मी तिथे राहणार आहे. म्हणून ती जागा निष्पाप लोकांच्या रक्ताने अशुद्ध करु नका.
