[IRV | MR | OT | Numbers | Chapter 29 | Verse 1] सातव्या महिन्याच्या पहिल्या दिवशी पवित्र मेळा भरवावा. त्यादिवशी तुम्ही कसलेही अंगमेहनतीचे काम करू नये. हा तुमचा कर्णा वाजवण्याचा दिवस आहे.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 23] चौथ्या दिवशी तुम्ही दहा गोऱ्हे, दोन मेंढे व एक वर्षाचे चौदा निर्दोष कोकरे अर्पावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 24] गोऱ्हे, मेंढे व कोकरे यांच्याबरोबर तुम्ही योग्यप्रमाणात अन्नार्पण व पेयार्पणही नियमाप्रमाणे करावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 25] आणि पापार्पणासाठी एक बकरा अर्पावा. याखेरीज निरंतरचे होमार्पण, त्याचे अन्नार्पण व त्याचे पेयार्पण ही असावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 26] पाचव्या दिवशी तुम्ही नऊ गोऱ्हे, दोन मेंढे व एक वर्षाचे चौदा निर्दोष कोकरे अर्पावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 27] त्या बरोबर गोऱ्ह्यासाठी, मेंढ्यासाठी व कोकरासाठी यांच्याबरोबर तुम्ही योग्यप्रमाणात अन्नार्पण व पेयार्पण विधिपूर्वक करावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 28] एक बकरा पापार्पणासाठी म्हणून अर्पावा. याखेरीज निरंतरचे होमार्पण व त्याचे अन्नार्पण, त्याचे पेयार्पण ही असावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 29] सहाव्या दिवशी तुम्ही आठ गोऱ्हे, दोन मेंढे व एक वर्षांचे चौदा निर्दोष कोकरे अर्पावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 30] आणि त्यांबरोबर गोऱ्ह्यासाठी, मेंढ्यासाठी व कोकरासाठी यांच्याबरोबर तुम्ही योग्यप्रमाणात अन्नार्पण, व पेयार्पण विधिपूर्वक करावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 31] एक बकरा पापार्पण म्हणून अर्पावा. याखेरीज निरंतरचे होमार्पण, अन्नार्पण व त्याचे पेयार्पण ही असावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 32] सातव्या दिवशी तुम्ही सात गोऱ्हे, दोन मेंढे व एक वर्षांचे चौदा निर्दोष कोकरे अर्पावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 33] त्याबरोबर गोऱ्ह्यासाठी, मेंढ्यासाठी व कोकरासाठी यांच्याबरोबर तुम्ही योग्यप्रमाणात अन्नार्पण व पेयार्पणे नियमपूर्वक करावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 34] एक बकरा पापार्पण म्हणून अर्पावा. याखेरीज निरंतरचे होमार्पण, अन्नार्पण व त्याचे पेयार्पण अर्पावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 35] आठव्या दिवशी तुमच्यासाठी पवित्र मेळा भरवावा. त्यादिवशी तुम्ही कसलेहि अंगमेहनतीचे काम करू नये.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 36] तुम्ही परमेश्वरास मधुर सुवासाचे होमार्पण, अग्नीतून केलेले अर्पण म्हणून तुम्ही एक गोऱ्हा, एक मेंढा व एक एक वर्षाचे सात निर्दोष कोकरे अर्पावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 37] आणि त्याबरोबर गोऱ्ह्यासाठी, मेंढ्यांसाठी व कोकरासाठी त्यांच्या त्यांच्या संख्येप्रमाणे तुम्ही अन्नार्पण व पेयार्पणे विधिपूर्वक अर्पण करावी.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 38] एक बकरा पापार्पण म्हणून अर्पावा. याखेरीज निरंतरचे होमार्पण, अन्नार्पण, व त्यांचे पेयार्पण अर्पावा.
[IRV | MR | OT | Numbers | Chapter 29 | Verse 39] तुमचे नवस व स्वखुशीचे या व्यतिरिक्त नेमलेल्या सणात हे होमार्पण व पेयार्पण ही नवस व शांत्यर्पणे परमेश्वरास अर्पावी.
