[IRV | HI | OT | Leviticus | Chapter 23 | Verse 1] फिर यहोवा ने मूसा से कहा,
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 18] और उस रोटी के संग एक-एक वर्ष के सात निर्दोष भेड़ के बच्चे, और एक बछड़ा, और दो मेढ़े चढ़ाना; वे अपने-अपने साथ के अन्नबलि और अर्घ समेत यहोवा के लिये होमबलि के समान चढ़ाए जाएँ, अर्थात् वे यहोवा के लिये सुखदायक सुगन्ध देनेवाला हव्य ठहरें।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 19] फिर पापबलि के लिये एक बकरा, और मेलबलि के लिये एक-एक वर्ष के दो भेड़ के बच्चे चढ़ाना।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 20] तब याजक उनको पहली उपज की रोटी समेत यहोवा के सामने हिलाने की भेंट के लिये हिलाए, और इन रोटियों के संग वे दो भेड़ के बच्चे भी हिलाए जाएँ; वे यहोवा के लिये पवित्र, और याजक का भाग ठहरें।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 21] और तुम उस दिन यह प्रचार करना, कि आज हमारी एक पवित्र सभा होगी; और परिश्रम का कोई काम न करना; यह तुम्हारे सारे घरानों में तुम्हारी पीढ़ी-पीढ़ी में सदा की विधि ठहरे। (प्रेरि. 2:1, 1 कुरि. 16:8)
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 22] “जब तुम अपने देश में के खेत काटो, तब अपने खेत के कोनों को पूरी रीति से न काटना, और खेत में गिरी हुई बालों को न इकट्ठा करना; उसे गरीब और परदेशी के लिये छोड़ देना; मैं तुम्हारा परमेश्वर यहोवा हूँ।”
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 23] फिर यहोवा ने मूसा से कहा,
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 24] “इस्राएलियों से कह कि सातवें महीने के पहले दिन को तुम्हारे लिये परमविश्राम हो; उस दिन को स्मरण दिलाने के लिये नरसिंगे फूँके जाएँ, और एक पवित्र सभा इकट्ठी हो।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 25] उस दिन तुम परिश्रम का कोई काम न करना, और यहोवा के लिये एक हव्य चढ़ाना।”
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 26] फिर यहोवा ने मूसा से कहा,
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 27] “उसी सातवें महीने का दसवाँ दिन प्रायश्चित का दिन माना जाए; वह तुम्हारी पवित्र सभा का दिन होगा, और उसमें तुम उपवास करना और यहोवा का हव्य चढ़ाना।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 28] उस दिन तुम किसी प्रकार का काम-काज न करना; क्योंकि वह प्रायश्चित का दिन नियुक्त किया गया है जिसमें तुम्हारे परमेश्वर यहोवा के सामने तुम्हारे लिये प्रायश्चित किया जाएगा।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 29] इसलिए जो मनुष्य उस दिन उपवास न करे वह अपने लोगों में से नाश किया जाएगा। (प्रेरि. 3:23)
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 30] और जो मनुष्य उस दिन किसी प्रकार का काम-काज करे उस मनुष्य को मैं उसके लोगों के बीच में से नाश कर डालूँगा।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 31] तुम किसी प्रकार का काम-काज न करना; यह तुम्हारी पीढ़ी-पीढ़ी में तुम्हारे घराने में सदा की विधि ठहरे।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 32] वह दिन तुम्हारे लिये परमविश्राम का हो, उसमें तुम उपवास करना; और उस महीने के नवें दिन की साँझ से अगली साँझ तक अपना विश्रामदिन माना करना।”
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 33] फिर यहोवा ने मूसा से कहा,
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 34] “इस्राएलियों से कह कि उसी सातवें महीने के पन्द्रहवें दिन से सात दिन तक यहोवा के लिये झोपड़ियों का पर्व रहा करे। (यूह. 7:2)
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 35] पहले दिन पवित्र सभा हो; उसमें परिश्रम का कोई काम न करना।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 36] सातों दिन यहोवा के लिये हव्य चढ़ाया करना, फिर आठवें दिन तुम्हारी पवित्र सभा हो, और यहोवा के लिये हव्य चढ़ाना; वह महासभा का दिन है, और उसमें परिश्रम का कोई काम न करना। (यूह. 7:37)
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 37] “यहोवा के नियत पर्व ये ही हैं, इनमें तुम यहोवा को हव्य चढ़ाना, अर्थात् होमबलि, अन्नबलि, मेलबलि, और अर्घ, प्रत्येक अपने-अपने नियत समय पर चढ़ाया जाए और पवित्र सभा का प्रचार करना।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 38] इन सभी से अधिक यहोवा के विश्रामदिनों को मानना, और अपनी भेंटों, और सब मन्नतों, और स्वेच्छाबलियों को जो यहोवा को अर्पण करोगे चढ़ाया करना।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 39] “फिर सातवें महीने के पन्द्रहवें दिन को, जब तुम देश की उपज को इकट्ठा कर चुको, तब सात दिन तक यहोवा का पर्व मानना; पहले दिन परमविश्राम हो, और आठवें दिन परमविश्राम हो।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 40] और पहले दिन तुम अच्छे-अच्छे वृक्षों की उपज, और खजूर के पत्ते, और घने वृक्षों की डालियाँ, और नदी में के मजनू को लेकर अपने परमेश्वर यहोवा के सामने सात दिन तक आनन्द करना।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 41] प्रतिवर्ष सात दिन तक यहोवा के लिये पर्व माना करना; यह तुम्हारी पीढ़ी-पीढ़ी में सदा की विधि ठहरे, कि सातवें महीने में यह पर्व माना जाए।
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 42] सात दिन तक तुम झोपड़ियों में रहा करना, अर्थात् जितने जन्म के इस्राएली हैं वे सब के सब झोपड़ियों में रहें,
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 43] “इसलिए कि तुम्हारी पीढ़ी-पीढ़ी के लोग जान रखें, कि जब यहोवा हम इस्राएलियों को मिस्र देश से निकालकर ला रहा था तब उसने उनको झोपड़ियों में टिकाया था; मैं तुम्हारा परमेश्वर यहोवा हूँ।”
[IRV | HI | OT | Leviticus | Chapter 23 | Verse 44] और मूसा ने इस्राएलियों को यहोवा के पर्व के नियत समय कह सुनाए।
