[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 1] Τί μέλλεις, ὦ τύραννε; ἕτοιμοι γάρ ἐσμεν ἀποθνήσκειν, ἢ παραβαίνειν τὰς πατρίους ἡμῶν ἐντολάς.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 12] Ὡς δὲ τύπτοντες ταῖς μάστιξιν ἐκοπίασαν, μηδὲν ἀνύοντες, ἀνέβαλον αὐτὸν ἐπὶ τὸν τροχόν.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 13] Περὶ ὃν κατατεινόμενος ὁ εὐγενὴς νεανίας, ἔξαρθρος ἐγίνετο.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 14] Καὶ κατὰ πᾶν μέλος κλώμενος κατηγόρει, λέγων,
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 15] Τύραννε μιαιρώτατε, καὶ τῆς οὐρανίου δίκης ἐχθρὲ, καὶ ὠμόφρον, οὐκ ἀνδροφονήσαντά με τοῦτον καταικίζεις τὸν τρόπον, οὐδὲ ἀσεβήσαντα, ἀλλα θείου νόμου προασπίζοντα.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 16] Καὶ τῶν δορυφόρων λεγόντων, ὁμολόγησον φαγεῖν, οὕπως ἀπαλλαγῇς τῶν βασάνων,
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 17] ὁ δὲ εἶπεν, οὐχ οὕτως ἰσχυρὸς ὑμῶν ἐστιν ὁ τρόπος, ὦ μιαιροὶ διὰκονοι, ὥστε μου τὸν λογισμὸν ἄξαι· τέμνετέ μου μέλη, καὶ πυροῦτε τὰς σάρκας, καὶ στρεβλοῦτε τὰ ἄρθρα.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 18] Διὰ πασῶν γὰρ ὑμᾶς πείσω τῶν βασάνων· ὅτι μόνοι παῖδες Ἑβραίων ὑπὲρ ἀρετῆς εἰσιν ἀνίκητοι.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 19] Ταῦτα λέγοντες εἰς πῦρ ἐπέτρωσαν, καὶ διερεθίζοντες, τὸν τροχὸν προσεπικατέτεινον.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 20] Ἐμολύνετο δὲ πάντοθεν αἵματι ὁ τρόχος, καὶ ὁ σωρὸς τῆς ἀνθρακιᾶς τοῖς τῶν ἰχώρων ἐσβέννυτο σταλαγμοῖς, καὶ περὶ τοὺς αὔξονας τοῦ ὀργάνου περιέῤῥεον αἱ σάρκες.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 21] Καὶ περιτετηκμένον ἤδη ἔχων τὸ τῶν ὀστέων πῆγμα ὁ μεγαλόφρων καὶ Ἀβραμιαῖος νεανίας οὐκ ἐστέναξεν.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 22] Ἀλλʼ ὥσπερ ἐν πυρὶ μετασχηματιζόμενος εἰς ἀφθαρσίαν, ὑπέμεινεν εὐγενῶς τὰς στρέβλας.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 23] Μιμήσασθέ με, ἀδελφοὶ, λέγων· μή μου τὸν αἰῶνα λειποτακτήσητε, μηδʼ ἐξομόσησθέ μου τὴν τῆς εὐψυχίας ἀδελφότητα· ἱερὰν καὶ εὐγενῆ στρατείαν στρατεύσασθε περὶ τῆς εὐσεβείας.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 24] Διʼ ἧς ἷλεως ἡ δικαία καὶ πάτριος ἡμῶν πρόνοια τῷ ἔθνει γενηθεῖσα τιμωρήσειεν τὸν ἀλάστορα τύραννον.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 25] Καὶ ταῦτα εἰπὼν ὁ ἱεροπρεπὴς νεανίας, ἀπέῤῥηξεν τὴν ψυχήν.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 26] Θαυμασάντων δὲ πάντων τὴν καρτεροψυχίαν αὐτοῦ, ἦγον οἱ δορυφόροι τὸν καθʼ ἡλικίαν τοῶ προτέρου δεύτερον, καὶ σιδηρᾶς ἐναρμοσάμενοί χεῖρας, ὀξέσιν τοῖς ὄνυξιν, τοῖς ὀργάνοις καταπέλτῃ προσέδησαν αὐτόν.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 27] Ὡς δὲ, εἰ φαγεῖν βούλοιτο πρὶν βασανίζεσθαι πυνθανόμενοι, τὴν εὐγενῆ γνώμην ἤκουσαν·
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 28] ἀπὸ τῶν τενόντων ταῖς σιδηραῖς χερσὶν ἐπισπασάμενοι, μέχρι γε τῶν γενείων τὴν σάρκα πᾶσαν καὶ τὴν τῆς κεφαλῆς δορὰν οἱ παρδάλειοι θῆρες ἀπέσυραν· ὁ δὲ ταύτην βαρέως τὴν ἀλγηδόνα καρτερῶν, ἔλεγεν,
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 29] Ὡς ἡδὺς πᾶς τρόπος θανάτου, διὰ τὴν πάτριον ἡμῶν εὐσέβειαν· ἔφη τε πρὸς τὸν τύραννον,
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 30] Οὐ δοκεῖς, πάντων ὠμότατε τύραννε, πλεῖων ἐμοῦ σε νὺν βασανίζεσθαι, ὁρῶν σου νικώμενον τὸν τῆς τυραννίδος ὑπερήφανον λογισμὸν ὑπὸ τῆς διὰ τὴν εὐσέβειαν ἡμῶν ὑπομονῆς.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 31] Ἐγὼ μὲν γὰρ ταῖς διὰ τὴν ἀρετὴν ἡδοναῖς τὸν πόνον ἐπικουφίζομαι.
[LXX | EL | OT | 4 Maccabees | Chapter 9 | Verse 32] Σὺ δὲ ἐν ταῖς τῆς ἀσεβείας ἀπειλαῖς βασανίζῃ· οὐκ ἐκφεύξῃ δὲ, μιαιρότατε τύραννε, τὰς τῆς θείας ὀργῆς δίκας.
