[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 1] Καὶ ἐγενήθη ἐν τῷ ἔτει τῷ ἐννάτῳ τῆς βασιλείας αὐτοῦ ἐν τῷ μηνὶ τῷ δεκάτῳ, ἦλθε Ναβουχοδονόσορ ὁ βασιλεὺς Βαβυλῶνος, καὶ πᾶσα ἡ δύναμις αὐτοῦ ἐπὶ Ἱερουσαλήμ· καὶ παρενέβαλεν ἐπʼ αὐτὴν, καὶ ᾠκοδόμησεν ἐπʼ αὐτὴν περίτειχος κύκλῳ.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 15] Καὶ τὰ πυρεῖα, καὶ τὰς φιάλας τὰς χρυσᾶς καὶ τὰς ἀργυρᾶς ἔλαβεν ὁ ἀρχιμάγειρος,
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 16] στύλους δύο, καὶ τὴν θάλασσαν μίαν, καὶ τὰς μεχωνὼθ ἃς ἐποίησε Σαλωμὼν τῷ οἴκῳ Κυρίου· οὐκ ἦν σταθμὸς τοῦ χαλκοῦ πάντων τῶν σκευῶν.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 17] Ὀκτωκαίδεκα πήχεων ὕψος τοῦ στύλου τοῦ ἑνὸς, καὶ τὸ χωθὰρ ἐπʼ αὐτοῦ τὸ χαλκοῦν· καὶ τὸ ὕψος τοῦ χωθὰρ τριῶν πήχεων· σαβαχὰ, καὶ ῥοαὶ ἐπὶ τῷ χωθὰρ κύκλῳ τὰ πάντα χαλκᾶ, καὶ κατὰ ταῦτα τῷ στύλῳ τῷ δευτέρῳ ἐπὶ τῷ σαβαχά.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 18] Καὶ ἔλαβεν ὁ ἀρχιμάγειρος τὸν Σαραίαν ἱερέα τὸν πρῶτον, καὶ τὸν Σοφονίαν υἱὸν τῆς δευτερώσεως, καὶ τοὺς τρεῖς τοὺς φυλάσσοντας τὸν σταθμόν.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 19] Καὶ ἐκ τῆς πόλεως ἔλαβον εὐνοῦχον ἕνα, ὅς ἦν ἐπιστάτης τῶν ἀνδρῶν τῶν πολεμιστῶν, καὶ πέντε ἄνδρας τῶν ὁρώντων τὸ πρόσωπον τοῦ βασιλέως τοὺς εὑρεθέντας ἐν τῇ πόλει, καὶ τὸν γραμματέα τοῦ ἄρχοντος τῆς δυνάμεως τὸν ἐκτάσσοντα τὸν λαὸν τῆς γῆς, καὶ ἑξήκοντα ἄνδρας τοῦ λαοῦ τῆς γῆς τοὺς εὑρεθέντας ἐν τῇ πόλει.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 20] Καὶ ἔλαβεν αὐτοὺς Ναβουζαρδὰν ὁ ἀρχιμάγειρος, καὶ ἤγαγεν αὐτοὺς πρὸς τὸν βασιλέα Βαβυλῶνος εἰς Ῥεβλαθά.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 21] Καὶ ἔπαισεν αὐτοὺς ὁ βασιλεὺς Βαβυλῶνος, καὶ ἐθανάτωσεν αὐτοὺς εἰς Ῥεβλαθὰ ἐν γῇ Αἰμάθ· καὶ ἀπῳκίσθη Ἰούδας ἐπάνωθεν τῆς γῆς αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 22] Καὶ ὁ λαὸς ὁ καταλειφθεὶς ἐν τῇ γῇ Ἰούδα οὓς κατέλιπε Ναβουχοδονόσορ βασιλεὺς Βαβυλῶνος, καὶ κατέστησεν ἐπʼ αὐτῶν τὸν Γοδολίαν υἱὸν Ἀχικὰμ υἱὸν Σαφάν.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 23] Καὶ ἤκουσαν πάντες οἱ ἄρχοντες τῆς δυνάμεως αυτοὶ καὶ οἱ ἄνδρες αὐτῶν, ὅτι κατέστησε βασιλεὺς Βαβυλῶνος τὸν Γοδολίαν, καὶ ἦλθον πρὸς Γοδολίαν εἰς Μασσηφὰθ, καὶ Ἰσμαὴλ υἱὸς Ναθανίου, καὶ Ἰωνὰ υἱὸς Καρὴθ, καὶ Σαραίας υἱὸς Θαναμὰθ ὁ Νετωφαθίτης, καὶ Ἰεζονίας υἱὸς τοῦ Μαχαθὶ, αὐτοὶ καὶ οἱ ἄνδρες αὐτῶν·
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 24] Καὶ ὤμοσεν Γοδολίας αὐτοῖς, καὶ τοῖς ἀνδράσιν αὐτῶν, καὶ εἶπεν αὐτοῖς, μὴ φοβεῖσθε πάροδον τῶν Χαλδαίων, καθίσατε ἐν τῇ γῇ, καὶ δουλεύσατε τῷ βασιλεῖ Βαβυλῶνος, καὶ καλῶς ἔσται ὑμῖν.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 25] Καὶ ἐγενήθη ἐν τῷ ἑβδόμῳ μηνὶ ἦλθεν Ἰσμαὴλ υἱὸς Ναθανίου υἱοῦ Ἐλισαμὰ ἐκ τοῦ σπέρματος τῶν βασιλέων, καὶ δέκα ἄνδρες μετʼ αὐτοῦ, καὶ ἐπάταξε τὸν Γοδολίαν καὶ ἀπέθανε, καὶ τοὺς Ἰουδαίους καὶ τοὺς Χαλδαίους, οἳ ἦσαν μετʼ αὐτοῦ ἐν Μασσηφά.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 26] Καὶ ἀνέστη πᾶς ὁ λαὸς ἀπὸ μικροῦ ἕως μεγάλου καὶ οἱ ἄρχοντες τῶν δυνάμεων, καὶ εἰσῆλθον εἰς Αἴγυπτον, ὅτι ἐφοβήθησαν ἀπὸ προσώπου τῶν Χαλδαίων.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 27] Καὶ ἐγενήθη ἐν τῷ τριακοστῷ καὶ ἑβδόμῳ ἔτει τῆς ἀποικίας τοῦ Ἰωαχὶμ βασιλέως Ἰούδα, ἐν τῷ δωδεκάτῳ μηνὶ, ἑβδόμῃ καὶ εἰκάδι τοῦ μηνὸς, ὕψωσεν Εὐιαλμαρωδὲκ βασιλεὺς Βαβυλῶνος ἐν τῷ ἐνιαυτῷ τῆς βασιλείας αὐτοῦ τὴν κεφαλὴν Ἰωαχὶμ τοῦ βασιλέως Ἰούδα, καὶ ἐξήγαγεν αὐτὸν ἐξ οἴκου φυλακῆς αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 28] Καὶ ἐλάλησε μετʼ αὐτοῦ ἀγαθὰ, καὶ ἔδωκε τὸν θρόνον αὐτοῦ ἐπάνωθεν τῶν θρόνων τῶν βασιλέων τῶν μετʼ αὐτοῦ ἐν Βαβυλῶνι.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 29] Καὶ ἠλλοίωσε τὰ ἱμάτια τῆς φυλακῆς αὐτοῦ, καὶ ἤσθιεν ἄρτον διαπαντὸς ἐνώπιον αὐτοῦ πάσας τὰς ἡμέρας τῆς ζωῆς αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 25 | Verse 30] Καὶ ἡ ἑστιατορία αὐτοῦ ἑστιατορία διαπαντὸς ἐδόθη αὐτῷ ἐξ οἴκου τοῦ βασιλέως, λόγον ἡμέρας ἐν τῇ ἡμέρᾳ αὐτοῦ, πάσας τὰς ἡμέρας τῆς ζωῆς αὐτοῦ.
