[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 1] Ἐν ἔτει εἰκοστῷ καὶ ἑβδόμῳ τῷ Ἱεροβοὰμ βασιλεῖ Ἰσραὴλ ἐβασίλευσεν Ἀζαρίας υἱὸς Ἀμεσσίου βασιλέως Ἰούδα.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 24] Καὶ ἐποίησε τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου, οὐκ ἀπέστη ἀπὸ ἁμαρτιῶν Ἰεροβοὰμ υἱοῦ Ναβὰτ ὃς ἐξήμαρτε τὸν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 25] Καὶ συνεστράφη ἐπʼ αὐτὸν Φακεὲ υἱὸς Ῥομελίου ὁ τριστάτης αὐτοῦ, καὶ ἐπάταξεν αὐτὸν ἐν Σαμαρείᾳ ἐναντίον οἴκου τοῦ βασιλέως μετὰ τοῦ Ἀργὸβ καὶ μετὰ τοῦ Ἀρία, καὶ μετʼ αὐτοῦ πεντήκοντα ἄνδρες ἀπὸ τῶν τετρακοσίων· καὶ ἐθανάτωσε αὐτὸν, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 26] Καὶ τὰ λοιπὰ τῶν λόγων Φακεσίου καὶ πάντα ὅσα ἐποίησεν, ἰδού εἰσι γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 27] Ἐν ἔτει πεντηκοστῷ καὶ δευτέρῳ τοῦ Ἀζαρίου βασιλεῖ Ἰούδα ἐβασίλευσε Φακεὲ υἱὸς Ῥομελίου ἐπὶ Ἰσραὴλ ἐν Σαμαρείᾳ εἴκοσι ἔτη.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 28] Καὶ ἐποίησε τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου, οὐκ ἀπέστη ἀπὸ πασῶν ἁμαρτιῶν Ἰεροβοὰμ υἱοῦ Ναβὰτ ὃς ἐξήμαρτε τὸν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 29] Ἐν ταῖς ἡμέραις Φακεὲ βασιλέως Ἰσραὴλ ἦλθε Θαλγαθφελλασὰρ βασιλεὺς Ἀσσυρίων, καὶ ἔλαβε τὴν Αἲν καὶ τὴν Ἀβὲλ καὶ τὴν Θαμααχὰ καὶ τὴν Ἀνιὼχ καὶ τὴν Κενὲζ καὶ τὴν Ἀσὼρ καὶ τὴν Γαλαὰν καὶ τὴν Γαλιλαίαν, πᾶσαν γῆν Νεφθαλὶ, καὶ ἀπῳκισεν αὐτοὺς εἰς Ἀσσυρίους.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 30] Καὶ συνέστρεψε σύστρεμμα Ὠσηὲ υἱὸς Ἠλὰ ἐπὶ Φακεὲ υἱὸν Ῥομελίου, καὶ ἐπάταξεν αὐτὸν, καὶ ἐθανάτωσε, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ, ἐν ἔτει εἰκοστῷ Ἰωάθαμ υἱοῦ Ἀζαρίου.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 31] Καὶ τὰ λοιπὰ τῶν λόγων Φακεὲ καὶ πάντα ὅσα ἐποίησεν, ἰδοὺ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰσραήλ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 32] Ἐν ἔτει δευτέρῳ Φακεὲ υἱοῦ Ῥομελίου βασιλεῖ Ἰσραὴλ ἐβασίλευσεν Ἰωάθαμ υἱὸς Ἀζαρίου βασιλέως Ἰούδα.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 33] Υἱὸς εἴκοσι καὶ πέντε ἐτῶν ἦν ἐν τῷ βασιλεύειν αὐτὸν, καὶ ἐκκαίδεκα ἔτη ἐβασίλευσεν ἐν Ἱερουσαλήμ, καὶ ὄνομα τῆς μητρὸς αὐτοῦ Ἰερουσὰ θυγάτηρ Σαδώκ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 34] Καὶ ἐποίησε τὸ εὐθὲς ἐν ὀφθαλμοῖς Κυρίου, κατὰ πάντα ὅσα ἐποίησεν Ἀζαρίας ὁ πατὴρ αὐτοῦ.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 35] Πλὴν τὰ ὑψηλὰ οὐκ ἐξῇρεν, ἔτι ὁ λαὸς ἐθυσίαζε καὶ ἐθυμία ἐν τοῖς ὑψηλοῖς· αὐτὸς ᾠκοδόμησε τὴν πύλην οἴκου Κυρίου τὴν ἐπάνω.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 36] Καὶ τὰ λοιπὰ τῶν λόγων Ἰωάθαμ καὶ πάντα ὅσα ἐποίησεν, οὐχὶ ταῦτα γεγραμμένα ἐπὶ βιβλίῳ λόγων τῶν ἡμερῶν τοῖς βασιλεῦσιν Ἰούδα;
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 37] Ἐν ταῖς ἡμέραις ἐκείναις ἤρξατο Κύριος ἐξαποστέλλειν ἐν Ἰούδᾳ τὸν Ῥαασσὼν βασιλέα Συρίας, καὶ τὸν Φακεὲ υἱὸν Ῥομελίου.
[LXX | EL | OT | 2 Kings | Chapter 15 | Verse 38] Καὶ ἐκοιμήθη Ἰωάθαμ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἐτάφη μετὰ τῶν πατέρων αὐτοῦ ἐν πόλει Δαυὶδ τοῦ πατρὸς αὐτοῦ· καὶ ἐβασίλευσεν Ἄχαζ υἱὸς αὐτοῦ ἀντʼ αὐτοῦ.
