[IRV | BN | OT | Genesis | Chapter 42 | Verse 1] আর যাকোব দেখলেন যে, মিশর দেশে শস্য আছে, তাই যাকোব নিজের ছেলেদেরকে বললেন, “তোমরা একজন অন্য জনের মুখ দেখাদেখি কেন করছ?”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 14] তখন যোষেফ তাদেরকে বললেন, “আমি যে তোমাদেরকে বললাম, তোমরা চর, তাই বটে।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 15] এই দিয়ে তোমাদের পরীক্ষা করা যাবে; আমি ফরৌণের প্রাণের শপথ করে বলছি, তোমাদের ছোট ভাই এখানে না এলে তোমরা এখান থেকে বের হতে পারবে না।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 16] তোমাদের এক জনকে পাঠিয়ে তোমাদের সেই ভাইকে আন, তোমরা বন্দী থাক; এই ভাবে তোমাদের কথার পরীক্ষা হবে, তোমরা সত্যবাদী কি না, তা জানা যাবে;” অথবা আমি ফরৌণের প্রাণের শপথ করে বলছি, “তোমরা অবশ্যই চর।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 17] পরে তিনি তাঁদেরকে তিন দিন কারাগারে বন্দী রাখলেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 18] পরে তৃতীয় দিনের যোষেফ তাঁদেরকে বললেন, “এই কাজ কর, তাতে বাঁচবে; আমি ঈশ্বরকে ভয় করি।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 19] তোমরা যদি সৎলোক হও, তবে তোমাদের এক ভাই তোমাদের এই কারাগারে বন্দী থাকুক; তোমরা নিজের নিজের গৃহের দূর্ভিক্ষের জন্য শস্য নিয়ে যাও;
[IRV | BN | OT | Genesis | Chapter 42 | Verse 20] পরে তোমাদের ছোট ভাইকে আমার কাছে এন; এই ভাবে তোমাদের কথা প্রমাণ হলে তোমার মারা যাবে না।” তাঁরা তাই করলেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 21] আর তাঁরা পরস্পর বললেন, “নিশ্চয়ই আমরা নিজেদের ভাইয়ের বিষয়ে অপরাধী, কারণ সে আমাদের কাছে অনুরোধ করলে আমরা তার প্রাণের কষ্ট দেখেও তাঁ শুনিনি; এই জন্য আমাদের উপরে এই সঙ্কট উপস্থিত হয়েছে।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 22] তখন রুবেন উত্তর করে তাঁদেরকে বললেন, “আমি না তোমাদেরকে বলেছিলাম, ছেলেটির বিরুদ্ধে পাপ কর না? কিন্তু তোমার তা শোননি; দেখ, এখন তার রক্তেরও হিসাব দিতে হচ্ছে।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 23] কিন্তু যোষেফ যে তাঁদের এই কথা বুঝলেন, এটা তাঁরা জানতে পারলেন না, কারণ দুটো ভাষার মাধ্যমে উভয় পক্ষের মধ্যে কথাবার্তা হচ্ছিল।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 24] তখন তিনি তাঁদের কাছ থেকে সরে গিয়ে কাঁদলেন; পরে ফিরে এসে তাঁদের সঙ্গে কথা বললেন ও তাঁদের মধ্যে শিমিয়োনকে ধরে তাঁদের সামনেই বাঁধলেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 25] পরে যোষেফ তাঁদের সব থলেতে শস্য ভরতে প্রত্যেক জনের থলে টাকা ফিরিয়ে দিতে ও তাঁদেরকে যাত্রা পথের খাবার দিতে আজ্ঞা দিলেন; আর তাঁদের জন্য সেরকম করা হল।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 26] পরে তাঁরা নিজের নিজের গাধার ওপরে শস্য চাপিয়ে সেখান থেকে চলে গেলেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 27] কিন্তু সরাইখানায় যখন এক জন নিজের গাধাকে খাবার দিতে থলে খুললেন, তখন নিজের টাকা দেখলেন, আর দেখ, থলের মুখেই টাকা।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 28] তাতে তিনি ভাইদের বললেন, “আমার টাকা ফিরেছে; দেখ, আমার থলেতেই আছে।” তখন তাঁদের প্রাণ উড়ে গেল ও সবাই ভয়ে কাঁপতে কাঁপতে বললেন, “ঈশ্বর আমাদের প্রতি এ কি করলেন?”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 29] পরে তাঁরা কনান দেশে নিজেদের বাবা যাকোবের কাছে উপস্থিত হলেন। ও তাঁদের প্রতি যা যা ঘটেছিল, সে সব তাঁকে জানালেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 30] বললেন, “যে ব্যক্তি সেই দেশের শাসক,” তিনি আমাদেরকে কঠোর কথা বললেন, আর দেশ অনুসন্ধানকারী চর মনে করলেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 31] আমরা তাঁকে বললাম, “আমরা সৎ লোক, চর নই;
[IRV | BN | OT | Genesis | Chapter 42 | Verse 32] আমরা বারো ভাই, সবাই এক বাবার ছেলে; কিন্তু একজন নেই এবং ছোটটি আজ কনান দেশে বাবার কাছে আছে।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 33] তখন সেই ব্যক্তি, সেই দেশের শাসক আমাদেরকে বললেন, “এতেই জানতে পারব যে, তোমরা সৎলোক; তোমাদের এক ভাইকে আমার কাছে রেখে তোমাদের গৃহের দূর্ভিক্ষের জন্য শস্য নিয়ে যাও।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 34] পরে তোমাদের ছোট ভাইকে আমার কাছে এন, তাতে বুঝতে পারব যে, তোমরা চর না, তোমরা সৎলোক; আর আমি তোমাদের ভাইকে তোমাদের কাছে দেব এবং তোমরা দেশে বাণিজ্য করতে পারবে।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 35] পরে তাঁরা থলে থেকে শস্য ঢাললে দেখ, প্রত্যেক জন নিজের নিজের থলেতে নিজের নিজের টাকার গোছ পেলেন। তখন সেই সব টাকার গোছ দেখে তাঁরা ও তাঁদের বাবা ভয় পেলেন।
[IRV | BN | OT | Genesis | Chapter 42 | Verse 36] আর তাঁদের বাবা যাকোব বললেন, “তোমরা আমাকে পুত্রহীন করেছ; যোষেফ নেই, শিমিয়ন নেই, আবার বিন্যামীনকেও নিয়ে যেতে চাইছ; এই সবই আমার বিরুদ্ধে।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 37] তখন রুবেন তাঁর বাবাকে বললেন, “আমি যদি তোমার কাছে তাঁকে না আনি, তবে আমার দুই ছেলেকে হত্যা কর; আমার হাতে তাঁকে সমর্পণ কর; আমি তোমার কাছে তাঁকে আবার এনে দেব।”
[IRV | BN | OT | Genesis | Chapter 42 | Verse 38] তখন তিনি বললেন, “আমার ছেলে তোমাদের সঙ্গে যাবে না, কারণ তার ভাই মারা গিয়েছে, সে একা আছে; তোমরা যে পথে যাবে, সেই পথে যদি এর কোনো বিপদ ঘটে, তবে শোকে এই পাকা চুলে আমাকে পাতালে নামিয়ে দেবে।”
