[IRV | TA | OT | Numbers | Chapter 16 | Verse 1] லேவிக்குப் பிறந்த கோகாத்தின் மகனாகிய இத்சேயாரின் மகன் கோராகு என்பவன் ரூபன் வம்சத்திலுள்ள எலியாபின் மகன்களாகிய தாத்தானையும் அபிராமையும் பேலேத்தின் மகனாகிய ஓனையும் கூட்டிக்கொண்டு,
[IRV | TA | OT | Numbers | Chapter 16 | Verse 14] மேலும் நீ எங்களைப் நல்ல விளைச்சல் உள்ள செழிப்பான தேசத்திற்குக் கொண்டுவந்ததும் இல்லை, எங்களுக்கு வயல்களையும் திராட்சைத்தோட்டங்களையும் சுதந்தரமாகக் கொடுத்ததும் இல்லை; இந்த மனிதர்களுடைய கண்களைப் பிடுங்கப்பார்க்கிறாயோ? நாங்கள் வருகிறதில்லை” என்றார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 15] அப்பொழுது மோசேக்குக் கடுங்கோபம் மூண்டது; அவன் யெகோவாவை நோக்கி: “அவர்கள் செலுத்தும் காணிக்கையை அங்கீகரியாமல் இருப்பீராக; நான் அவர்களிடம் ஒரு கழுதையைக் கூட எடுத்துக்கொள்ளவில்லை; அவர்களில் ஒருவனுக்கும் யாதொரு தீங்கு செய்யவும் இல்லை” என்றான்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 16] பின்பு மோசே கோராகை நோக்கி: “நீயும் உன்னுடைய கூட்டத்தார் யாவரும் நாளைக்குக் யெகோவாவுடைய சந்நிதியில் வாருங்கள்; நீயும் அவர்களும் ஆரோனும் வந்திருங்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 17] உங்களில் ஒவ்வொருவரும் தங்கள் தங்கள் தூபகலசங்களை எடுத்து, அவைகளில் தூபவர்க்கத்தைப் போட்டு, தங்கள் தங்கள் தூபகலசங்களாகிய 250 தூபகலசங்களையும் யெகோவாவுடைய சந்நிதியில் கொண்டுவரவேண்டும்; நீயும் ஆரோனும் தன் தன் தூபகலசத்தைக் கொண்டுவாருங்கள்” என்றான்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 18] அப்படியே அவரவர் தங்கள் தங்கள் தூபகலசங்களை எடுத்து, அவைகளில் அக்கினியையும் தூபவர்க்கத்தையும் போட்டு, ஆசரிப்புக்கூடாரத்தின் வாசலுக்கு முன்பாக வந்து நின்றார்கள்; மோசேயும் ஆரோனும் அங்கே நின்றார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 19] அவர்களுக்கு விரோதமாகக் கோராகு சபையையெல்லாம் ஆசரிப்புக்கூடாரத்தின் வாசலுக்கு முன்பாகக் கூடிவரும்படி செய்தான்; அப்பொழுது யெகோவாவுடைய மகிமை சபைக்கெல்லாம் காணப்பட்டது.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 20] யெகோவா மோசேயோடும் ஆரோனோடும் பேசி:
[IRV | TA | OT | Numbers | Chapter 16 | Verse 21] “இந்தச் சபையை விட்டுப் பிரிந்து போங்கள்; ஒரு நிமிடத்திலே அவர்களை அழித்துப்போடுவேன்” என்றார்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 22] அப்பொழுது அவர்கள் முகங்குப்புற விழுந்து: “தேவனே, மாம்சமான யாவருடைய ஆவிகளுக்கும் தேவனே, ஒரு மனிதன் பாவம் செய்திருக்கச் சபையார் எல்லார்மேலும் கடுங்கோபம்கொள்வீரோ” என்றார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 23] அப்பொழுது யெகோவா மோசேயை நோக்கி:
[IRV | TA | OT | Numbers | Chapter 16 | Verse 24] “கோராகு தாத்தான் அபிராம் என்பவர்களுடைய இடத்தை விட்டு விலகிப்போங்கள் என்று சபையாருக்குச் சொல்” என்றார்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 25] உடனே மோசே எழுந்திருந்து, தாத்தான் அபிராம் என்பவர்களிடம் போனான்; இஸ்ரவேலின் மூப்பர்களும் அவனைப் பின்சென்று போனார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 26] அவன் சபையாரை நோக்கி: “இந்தப் பொல்லாத மனிதர்களின் எல்லா பாவங்களிலும் நீங்கள் வாரிக்கொள்ளப்படாதபடி, அவர்கள் கூடாரங்களை விட்டு விலகி, அவர்களுக்கு உண்டானவைகளில் ஒன்றையும் தொடாமலிருங்கள்” என்றான்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 27] அப்படியே அவர்கள் கோராகு தாத்தான் அபிராம் என்பவர்களுடைய இடத்தைவிட்டு விலகிப்போனார்கள்; தாத்தானும் அபிராமும் வெளியே வந்து, தங்களுடைய மனைவிகள் பிள்ளைகள் குழந்தைகளோடும் தங்களுடைய கூடாரவாசலிலே நின்றார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 28] அப்பொழுது மோசே: “இந்தக் கிரியைகளையெல்லாம் செய்கிறதற்குக் யெகோவா என்னை அனுப்பினார் என்றும், அவைகளை நான் என்னுடைய மனதின்படியே செய்யவில்லை என்றும், நீங்கள் எதினாலே அறிவீர்களென்றால்,
[IRV | TA | OT | Numbers | Chapter 16 | Verse 29] எல்லா மனிதர்களும் சாகிறபடி இவர்கள் செத்து, எல்லா மனிதர்களுக்கும் நேரிடுகிறதுபோல இவர்களுக்கும் நேரிட்டால், யெகோவா என்னை அனுப்பவில்லை என்று அறிவீர்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 30] யெகோவா ஒரு புதிய காரியத்தை நேரிடச்செய்வதால், பூமி தன்னுடைய வாயைத்திறந்து, இவர்கள் உயிரோடு பாதாளத்தில் இறங்கும்படியாக இவர்களையும் இவர்களுக்கு உண்டான யாவையும் விழுங்கிப் போட்டதென்றால், இந்த மனிதர்கள் யெகோவாவை அவமதித்தார்கள் என்பதை அறிந்துகொள்வீர்கள்” என்றான்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 31] அவன் இந்த வார்த்தைகளையெல்லாம் சொல்லி முடித்தவுடனே, அவர்கள் நின்றிருந்த நிலம் பிளந்தது;
[IRV | TA | OT | Numbers | Chapter 16 | Verse 32] பூமி தன்னுடைய வாயைத் திறந்து, அவர்களையும் அவர்களுடைய வீடுகளையும், கோராகுக்குரிய எல்லா மனிதர்களையும், அவர்களுக்கு உண்டான எல்லா பொருள்களையும் விழுங்கியது.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 33] அவர்கள் தங்களுக்கு உண்டானவை எல்லாவற்றோடும் உயிரோடு பாதாளத்தில் இறங்கினார்கள்; பூமி அவர்களை மூடிக்கொண்டது; இப்படிச் சபையின் நடுவிலிருந்து அழிந்துபோனார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 34] அவர்களைச் சுற்றிலும் இருந்த இஸ்ரவேலர்கள் யாவரும் அவர்கள் கூக்குரலைக்கேட்டு, பூமி நம்மையும் விழுங்கிப்போடும்” என்று சொல்லி ஓடினார்கள்.
[IRV | TA | OT | Numbers | Chapter 16 | Verse 35] அக்கினி யெகோவாவுடைய சந்நிதியிலிருந்து புறப்பட்டு, தூபங்காட்டின 250 பேரையும் பட்சித்துப் போட்டது.
