[IRV | HI | OT | Daniel | Chapter 4 | Verse 1] नबूकदनेस्सर राजा की ओर से देश-देश और जाति-जाति के लोगों, और भिन्न-भिन्न भाषा बोलनेवाले जितने सारी पृथ्वी पर रहते हैं, उन सभी को यह वचन मिला, “तुम्हारा कुशल क्षेम बढ़े!
[IRV | HI | OT | Daniel | Chapter 4 | Verse 14] उसने ऊँचे शब्द से पुकारकर यह कहा, ‘वृक्ष को काट डालो, उसकी डालियों को छाँट दो, उसके पत्ते झाड़ दो और उसके फल छितरा डालो; पशु उसके नीचे से हट जाएँ, और चिड़ियाँ उसकी डालियों पर से उड़ जाएँ।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 15] तो भी उसके ठूँठे को जड़ समेत भूमि में छोड़ो, और उसको लोहे और पीतल के बन्धन से बाँधकर मैदान की हरी घास के बीच रहने दो। वह आकाश की ओस से भीगा करे और भूमि की घास खाने में मैदान के पशुओं के संग भागी हो।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 16] उसका मन बदले और मनुष्य का न रहे, परन्तु पशु का सा बन जाए; और उस पर सात काल बीतें।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 17] यह आज्ञा उस दूत के निर्णय से, और यह बात पवित्र लोगों के वचन से निकली, कि जो जीवित हैं वे जान लें कि परमप्रधान परमेश्वर मनुष्यों के राज्य में प्रभुता करता है, और उसको जिसे चाहे उसे दे देता है, और वह छोटे से छोटे मनुष्य को भी उस पर नियुक्त कर देता है।’
[IRV | HI | OT | Daniel | Chapter 4 | Verse 18] मुझ नबूकदनेस्सर राजा ने यही स्वप्न देखा। इसलिए हे बेलतशस्सर, तू इसका अर्थ बता, क्योंकि मेरे राज्य में और कोई पंडित इसका अर्थ मुझे समझा नहीं सका, परन्तु तुझ में तो पवित्र ईश्वरों की आत्मा रहती है, इस कारण तू उसे समझा सकता है।”
[IRV | HI | OT | Daniel | Chapter 4 | Verse 19] तब दानिय्येल जिसका नाम बेलतशस्सर भी था, घड़ी भर घबराता रहा, और सोचते-सोचते व्याकुल हो गया। तब राजा कहने लगा, “हे बेलतशस्सर इस स्वप्न से, या इसके अर्थ से तू व्याकुल मत हो।” बेलतशस्सर ने कहा, “हे मेरे प्रभु, यह स्वप्न तेरे बैरियों पर, और इसका अर्थ तेरे द्रोहियों पर फले!
[IRV | HI | OT | Daniel | Chapter 4 | Verse 20] जिस वृक्ष को तूने देखा, जो बड़ा और दृढ़ हो गया, और जिसकी ऊँचाई स्वर्ग तक पहुँची और जो पृथ्वी के सिरे तक दिखाई देता था;
[IRV | HI | OT | Daniel | Chapter 4 | Verse 21] जिसके पत्ते सुन्दर और फल बहुत थे, और जिसमें सभी के लिये भोजन था; जिसके नीचे मैदान के सब पशु रहते थे, और जिसकी डालियों में आकाश की चिड़ियाँ बसेरा करती थीं,
[IRV | HI | OT | Daniel | Chapter 4 | Verse 22] हे राजा, वह तू ही है। तू महान और सामर्थी हो गया, तेरी महिमा बढ़ी और स्वर्ग तक पहुँच गई, और तेरी प्रभुता पृथ्वी की छोर तक फैली है।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 23] और हे राजा, तूने जो एक पवित्र दूत को स्वर्ग से उतरते और यह कहते देखा कि वृक्ष को काट डालो और उसका नाश करो, तो भी उसके ठूँठे को जड़ समेत भूमि में छोड़ो, और उसको लोहे और पीतल के बन्धन से बाँधकर मैदान की हरी घास के बीच में रहने दो; वह आकाश की ओस से भीगा करे, और उसको मैदान के पशुओं के संग ही भाग मिले; और जब तक सात युग उस पर बीत न चुकें, तब तक उसकी ऐसी ही दशा रहे।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 24] हे राजा, इसका अर्थ जो परमप्रधान ने ठाना है कि राजा पर घटे, वह यह है,
[IRV | HI | OT | Daniel | Chapter 4 | Verse 25] तू मनुष्यों के बीच से निकाला जाएगा, और मैदान के पशुओं के संग रहेगा; तू बैलों के समान घास चरेगा; और आकाश की ओस से भीगा करेगा और सात युग तुझ पर बीतेंगे, जब तक कि तू न जान ले कि मनुष्यों के राज्य में परमप्रधान ही प्रभुता करता है, और जिसे चाहे वह उसे दे देता है।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 26] और उस वृक्ष के ठूँठे को जड़ समेत छोड़ने की आज्ञा जो हुई है, इसका अर्थ यह है कि तेरा राज्य तेरे लिये बना रहेगा; और जब तू जान लेगा कि जगत का प्रभु स्वर्ग ही में है, तब तू फिर से राज्य करने पाएगा।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 27] इस कारण, हे राजा, मेरी यह सम्मति स्वीकार कर, कि यदि तू पाप छोड़कर धार्मिकता करने लगे, और अधर्म छोड़कर दीन-हीनों पर दया करने लगे, तो सम्भव है कि ऐसा करने से तेरा चैन बना रहे।”
[IRV | HI | OT | Daniel | Chapter 4 | Verse 28] यह सब कुछ नबूकदनेस्सर राजा पर घट गया।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 29] बारह महीने बीतने पर जब वह बाबेल के राजभवन की छत पर टहल रहा था, तब वह कहने लगा,
[IRV | HI | OT | Daniel | Chapter 4 | Verse 30] “क्या यह बड़ा बाबेल नहीं है, जिसे मैं ही ने अपने बल और सामर्थ्य से राजनिवास होने को और अपने प्रताप की बड़ाई के लिये बसाया है?”
[IRV | HI | OT | Daniel | Chapter 4 | Verse 31] यह वचन राजा के मुँह से निकलने भी न पाया था कि आकाशवाणी हुई, “हे राजा नबूकदनेस्सर तेरे विषय में यह आज्ञा निकलती है कि राज्य तेरे हाथ से निकल गया,
[IRV | HI | OT | Daniel | Chapter 4 | Verse 32] और तू मनुष्यों के बीच में से निकाला जाएगा, और मैदान के पशुओं के संग रहेगा; और बैलों के समान घास चरेगा और सात काल तुझ पर बीतेंगे, जब तक कि तू न जान ले कि परमप्रधान, मनुष्यों के राज्य में प्रभुता करता है और जिसे चाहे वह उसे दे देता है।”
[IRV | HI | OT | Daniel | Chapter 4 | Verse 33] उसी घड़ी यह वचन नबूकदनेस्सर के विषय में पूरा हुआ। वह मनुष्यों में से निकाला गया, और बैलों के समान घास चरने लगा, और उसकी देह आकाश की ओस से भीगती थी, यहाँ तक कि उसके बाल उकाब पक्षियों के परों से और उसके नाखून चिड़ियाँ के पंजों के समान बढ़ गए।
[IRV | HI | OT | Daniel | Chapter 4 | Verse 34] उन दिनों के बीतने पर, मुझ नबूकदनेस्सर ने अपनी आँखें स्वर्ग की ओर उठाई, और मेरी बुद्धि फिर ज्यों की त्यों हो गई; तब मैंने परमप्रधान को धन्य कहा, और जो सदा जीवित है उसकी स्तुति और महिमा यह कहकर करने लगा: उसकी प्रभुता सदा की है और उसका राज्य पीढ़ी से पीढ़ी तब बना रहनेवाला है। (भज. 145:13, 1 तीमु. 1:17)
