[IRV | UR | OT | Job | Chapter 34 | Verse 1] इसके 'अलावा इलीहू ने यह भी कहा,
[IRV | UR | OT | Job | Chapter 34 | Verse 13] किसने उसको ज़मीन पर इख़्तियार दिया? या किसने सारी दुनिया का इन्तिज़ाम किया है?
[IRV | UR | OT | Job | Chapter 34 | Verse 14] अगर वह इंसान से अपना दिल लगाए, अगर वह अपनी रूह और अपने दम को वापस ले ले;
[IRV | UR | OT | Job | Chapter 34 | Verse 15] तो तमाम बशर इकट्ठे फ़ना हो जाएँगे, और इंसान फिर मिट्टी में मिल जाएगा।
[IRV | UR | OT | Job | Chapter 34 | Verse 16] “इसलिए अगर तुझ में समझ है तो इसे सुन ले, और मेरी बातों पर तवज्जुह कर।
[IRV | UR | OT | Job | Chapter 34 | Verse 17] क्या वह जो हक़ से 'अदावत रखता है, हुकूमत करेगा? और क्या तू उसे जो 'आदिल और क़ादिर है, मुल्ज़िम ठहराएगा?
[IRV | UR | OT | Job | Chapter 34 | Verse 18] वह तो बादशाह से कहता है, 'तू रज़ील है'; और शरीफ़ों से, कि 'तुम शरीर हो'।
[IRV | UR | OT | Job | Chapter 34 | Verse 19] वह उमर की तरफ़दारी नहीं करता, और अमीर को ग़रीब से ज़्यादा नहीं मानता, क्यूँकि वह सब उसी के हाथ की कारीगरी हैं।
[IRV | UR | OT | Job | Chapter 34 | Verse 20] वह दम भर में आधी रात को मर जाते हैं, लोग हिलाए जाते हैं और गुज़र जाते हैं और बहादुर लोग बगै़र हाथ लगाए उठा लिए जाते हैं।
[IRV | UR | OT | Job | Chapter 34 | Verse 21] “क्यूँकि उसकी आँखें आदमी की राहों पर लगीं हैं, और वह उसकी आदतों को देखता है;
[IRV | UR | OT | Job | Chapter 34 | Verse 22] न कोई ऐसी तारीकी न मौत का साया है, जहाँ बद किरदार छिप सकें।
[IRV | UR | OT | Job | Chapter 34 | Verse 23] क्यूँकि उसे ज़रूरी नहीं कि आदमी का ज़्यादा ख़याल करे ताकि वह ख़ुदा के सामने 'अदालत में जाए।
[IRV | UR | OT | Job | Chapter 34 | Verse 24] वह बिला तफ़तीश ज़बरदस्तों को टुकड़े — टुकड़े करता, और उनकी जगह औरों को खड़ा करता है।
[IRV | UR | OT | Job | Chapter 34 | Verse 25] इसलिए वह उनके कामों का ख़याल रखता है, और वह उन्हें रात को उलट देता है ऐसा कि वह हलाक हो जाते हैं।
[IRV | UR | OT | Job | Chapter 34 | Verse 26] वह औरों को देखते हुए, उनको ऐसा मारता है जैसा शरीरों को;
[IRV | UR | OT | Job | Chapter 34 | Verse 27] इसलिए कि वह उसकी पैरवी से फिर गए, और उसकी किसी राह का ख़याल न किया।
[IRV | UR | OT | Job | Chapter 34 | Verse 28] यहाँ तक कि उनकी वजह से ग़रीबों की फ़रियाद उसके सामने पहुँची और उसने मुसीबत ज़दों की फ़रियाद सुनी।
[IRV | UR | OT | Job | Chapter 34 | Verse 29] जब वह राहत बख़्शे तो कौन मुल्ज़िम ठहरा सकता है? जब वह मुँह छिपा ले तो कौन उसे देख सकता है? चाहे कोई क़ौम हो या आदमी, दोनों के साथ यकसाँ सुलूक है।
[IRV | UR | OT | Job | Chapter 34 | Verse 30] ताकि बेदीन आदमी सल्तनत न करे, और लोगों को फंदे में फंसाने के लिए कोई न हो।
[IRV | UR | OT | Job | Chapter 34 | Verse 31] “क्यूँकि क्या किसी ने ख़ुदा से कहा है, मैंने सज़ा उठा ली है, मैं अब बुराई न करूँगा;
[IRV | UR | OT | Job | Chapter 34 | Verse 32] जो मुझे दिखाई नहीं देता, वह तू मुझे सिखा; अगर मैंने गुनाह किया है तो अब ऐसा नहीं करूँगा'?
[IRV | UR | OT | Job | Chapter 34 | Verse 33] क्या उसका बदला तेरी मर्ज़ी पर हो कि तू उसे ना मंज़ूर करता है? क्यूँकि तुझे फ़ैसला करना है न कि मुझे; इसलिए जो कुछ तू जानता है, कह दे।
[IRV | UR | OT | Job | Chapter 34 | Verse 34] अहल — ए — अक़्ल मुझ से कहेंगे, बल्कि हर 'अक़्लमन्द जो मेरी सुनता है कहेगा,
[IRV | UR | OT | Job | Chapter 34 | Verse 35] 'अय्यूब नादानी से बोलता है, और उसकी बातें हिकमत से ख़ाली हैं।
[IRV | UR | OT | Job | Chapter 34 | Verse 36] काश कि अय्यूब आख़िर तक आज़माया जाता, क्यूँकि वह शरीरों की तरह जवाब देता है।
[IRV | UR | OT | Job | Chapter 34 | Verse 37] इसलिए कि वह अपने गुनाहों पर बग़ावत को बढ़ाता है; वह हमारे बीच तालियाँ बजाता है, और ख़ुदा के ख़िलाफ़ बहुत बातें बनाता है।”
