[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 1] The sons of Levi: Gershon, Kohath, and Merari.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 46] The son of Amzi, the son of Bani, the son of Shemer,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 47] The son of Mahli, the son of Mushi, the son of Merari, the son of Levi.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 48] And their brothers the Levites were responsible for all the work of the Tent of the house of God.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 49] But Aaron and his sons made offerings on the altar of burned offering, and on the altar of perfume, for all the work of the most holy place, and to take away the sin of Israel, doing everything ordered by Moses, the servant of God.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 50] And these are the sons of Aaron: Eleazar his son, Phinehas his son, Abishua his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 51] Bukki his son, Uzzi his son, Zerahiah his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 52] Meraioth his son, Amariah his son, Ahitub his son,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 53] Zadok his son, Ahimaaz his son.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 54] Now these are their living-places, the limits inside which they were to put up their tents: to the sons of Aaron, of the families of the Kohathites, because they had the first selection,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 55] To them they gave Hebron and its outskirts in the land of Judah;
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 56] But the open country of the town, and the small places round it, they gave to Caleb, the son of Jephunneh.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 57] And to the sons of Aaron they gave Hebron, the town to which men might go in flight and be safe, and Libnah with its outskirts, and Jattir, and Eshtemoa with its outskirts,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 58] And Hilen with its outskirts, Debir with its outskirts,
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 59] And Ashan with its outskirts, and Beth-shemesh with its outskirts;
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 60] And from the tribe of Benjamin: Geba with its outskirts, and Alemeth with its outskirts, and Anathoth with its outskirts. All their towns among their families were thirteen towns.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 61] And to the rest of the sons of Kohath there were given by the Lord's decision ten towns out of the families of the tribe of Ephraim and out of the tribe of Dan and out of the half-tribe of Manasseh.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 62] And to the sons of Gershom, by their families, out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen towns.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 63] And to the sons of Merari, by their families, twelve towns were given by the Lord's decision, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 64] And the children of Israel gave to the Levites the towns with their outskirts.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 65] And they gave by the Lord's decision out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these towns whose names are given.
[BBE | EN | OT | 1 Chronicles | Chapter 6 | Verse 66] And to the families of the sons of Kohath were given towns by the Lord's decision out of the tribe of Ephraim.
