[IRV | HI | OT | Ezra | Chapter 2 | Verse 1] जिनको बाबेल का राजा नबूकदनेस्सर बाबेल को बन्दी बनाकर ले गया था, उनमें से प्रान्त के जो लोग बँधुआई से छूटकर यरूशलेम और यहूदा को अपने-अपने नगर में लौटे वे ये हैं।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 29] नबो के लोग बावन,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 30] मग्बीस की सन्तान एक सौ छप्पन,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 31] दूसरे एलाम की सन्तान बारह सौ चौवन,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 32] हारीम की सन्तान तीन सौ बीस,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 33] लोद, हादीद और ओनो के लोग सात सौ पच्चीस,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 34] यरीहो के लोग तीन सौ पैंतालीस,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 35] सना के लोग तीन हजार छः सौ तीस।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 36] फिर याजकों अर्थात् येशुअ के घराने में से यदायाह की सन्तान नौ सौ तिहत्तर,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 37] इम्मेर की सन्तान एक हजार बावन,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 38] पशहूर की सन्तान बारह सौ सैंतालीस,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 39] हारीम की सन्तान एक हजार सत्रह
[IRV | HI | OT | Ezra | Chapter 2 | Verse 40] फिर लेवीय, अर्थात् येशुअ की सन्तान और कदमीएल की सन्तान होदव्याह की सन्तान में से चौहत्तर।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 41] फिर गवैयों में से आसाप की सन्तान एक सौ अट्ठाईस।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 42] फिर दरबानों की सन्तान, शल्लूम की सन्तान, आतेर की सन्तान, तल्मोन की सन्तान, अक्कूब की सन्तान, हतीता की सन्तान, और शोबै की सन्तान, ये सब मिलाकर एक सौ उनतालीस हुए।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 43] फिर नतीन की सन्तान, सीहा की सन्तान, हसूपा की सन्तान, तब्बाओत की सन्तान।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 44] केरोस की सन्तान, सीअहा की सन्तान, पादोन की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 45] लबाना की सन्तान, हगाबा की सन्तान, अक्कूब की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 46] हागाब की सन्तान, शल्मै की सन्तान, हानान की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 47] गिद्देल की सन्तान, गहर की सन्तान, रायाह की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 48] रसीन की सन्तान, नकोदा की सन्तान, गज्जाम की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 49] उज्जा की सन्तान, पासेह की सन्तान, बेसै की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 50] अस्ना की सन्तान, मूनीम की सन्तान, नपीसीम की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 51] बकबूक की सन्तान, हकूपा की सन्तान, हर्हूर की सन्तान।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 52] बसलूत की सन्तान, महीदा की सन्तान, हर्शा की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 53] बर्कोस की सन्तान, सीसरा की सन्तान, तेमह की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 54] नसीह की सन्तान, और हतीपा की सन्तान।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 55] फिर सुलैमान के दासों की सन्तान, सोतै की सन्तान, हस्सोपेरेत की सन्तान, परूदा की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 56] याला की सन्तान, दर्कोन की सन्तान, गिद्देल की सन्तान,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 57] शपत्याह की सन्तान, हत्तील की सन्तान, पोकरेत-सबायीम की सन्तान, और आमी की सन्तान।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 58] सब नतीन और सुलैमान के दासों की सन्तान, तीन सौ बानवे थे।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 59] फिर जो तेल्मेलाह, तेलहर्शा, करूब, अद्दान और इम्मेर से आए, परन्तु वे अपने-अपने पितरों के घराने और वंशावली न बता सके कि वे इस्राएल के हैं, वे ये हैं:
[IRV | HI | OT | Ezra | Chapter 2 | Verse 60] अर्थात् दलायाह की सन्तान, तोबियाह की सन्तान और नकोदा की सन्तान, जो मिलकर छः सौ बावन थे।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 61] याजकों की सन्तान में से हबायाह की सन्तान, हक्कोस की सन्तान और बर्जिल्लै की सन्तान, जिसने गिलादी बर्जिल्लै की एक बेटी को ब्याह लिया और उसी का नाम रख लिया था।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 62] इन सभी ने अपनी-अपनी वंशावली का पत्र औरों की वंशावली की पोथियों में ढूँढ़ा, परन्तु वे न मिले, इसलिए वे अशुद्ध ठहराकर याजकपद से निकाले गए।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 63] और अधिपति ने उनसे कहा, कि जब तक ऊरीम और तुम्मीम धारण करनेवाला कोई याजक न हो, तब तक कोई परमपवित्र वस्तु खाने न पाए।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 64] समस्त मण्डली मिलकर बयालीस हजार तीन सौ साठ की थी।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 65] इनको छोड़ इनके सात हजार तीन सौ सैंतीस दास-दासियाँ और दो सौ गानेवाले और गानेवालियाँ थीं।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 66] उनके घोड़े सात सौ छत्तीस, खच्चर दो सौ पैंतालीस, ऊँट चार सौ पैंतीस,
[IRV | HI | OT | Ezra | Chapter 2 | Verse 67] और गदहे छः हजार सात सौ बीस थे।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 68] पितरों के घरानों के कुछ मुख्य-मुख्य पुरुषों ने जब यहोवा के भवन को जो यरूशलेम में है, आए, तब परमेश्वर के भवन को उसी के स्थान पर खड़ा करने के लिये अपनी-अपनी इच्छा से कुछ दिया।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 69] उन्होंने अपनी-अपनी पूँजी के अनुसार इकसठ हजार दर्कमोन सोना और पाँच हजार माने चाँदी और याजकों के योग्य एक सौ अंगरखे अपनी-अपनी इच्छा से उस काम के खजाने में दे दिए।
[IRV | HI | OT | Ezra | Chapter 2 | Verse 70] तब याजक और लेवीय और लोगों में से कुछ और गवैये और द्वारपाल और नतीन लोग अपने नगर में और सब इस्राएली अपने-अपने नगर में फिर बस गए।
