[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 1] The sons of Levi: Gershom, Kohath, and Merari.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 16] The sons of Levi: Gershom, Kohath, and Merari.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 17] And these are the names of the sons of Gershom: Libni and Shimei.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 18] And the sons of Kohath: Amram, and Jizhar, and Hebron, and Uzziel.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 19] The sons of Merari: Mahli and Mushi. And these are the families of Levi according to their fathers.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 20] Of Gershom: Libni his son, Jahath his son, Zimmah his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 21] Joah his son, Iddo his son, Zerah his son, Jeathrai his son.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 22] The sons of Kohath: Amminadab his son, Korah his son, Assir his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 23] Elkanah his son, and Ebiasaph his son, and Assir his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 24] Tahath his son, Uriel his son, Uzziah his son, and Saul his son.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 25] And the sons of Elkanah: Amasai and Ahimoth.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 26] Elkanah, — the sons of Elkanah: Zophai his son, and Nahath his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 27] Eliab his son, Jeroham his son, Elkanah his son.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 28] And the sons of Samuel: the firstborn Vashni and Abijah.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 29] The sons of Merari: Mahli; Libni his son, Shimei his son, Uzza his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 30] Shimea his son, Haggijah his son, Asaiah his son.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 31] And these are they whom David set over the service of song in the house of Jehovah after that the ark was in rest.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 32] And they ministered before the tabernacle of the tent of meeting with singing, until Solomon had built the house of Jehovah in Jerusalem; and they attended to their office according to their order.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 33] And these are they that attended, and their sons: Of the sons of the Kohathites: Heman the singer, the son of Joel, the son of Samuel,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 34] the son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 35] the son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 36] the son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 37] the son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 38] the son of Jizhar, the son of Kohath, the son of Levi, the son of Israel.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 39] And his brother Asaph, who stood on his right hand: Asaph, the son of Berechiah, the son of Shimea,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 40] the son of Michael, the son of Baaseiah, the son of Malchijah,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 41] the son of Ethni, the son of Zerah, the son of Adaiah,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 42] the son of Ethan, the son of Zimmah, the son of Shimei,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 43] the son of Jahath, the son of Gershom, the son of Levi.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 44] And their brethren the sons of Merari were on the left hand: Ethan the son of Kishi, the son of Abdi, the son of Malluch,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 45] the son of Hashabiah, the son of Amaziah, the son of Hilkijah,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 46] the son of Amzi, the son of Bani, the son of Shemer,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 47] the son of Mahli, the son of Mushi, the son of Merari, the son of Levi.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 48] And their brethren the Levites were given for all the service of the tabernacle of the house of God.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 49] And Aaron and his sons offered upon the altar of the burnt-offering, and on the altar of incense, for all the work of the most holy place, and to make atonement for Israel, according to all that Moses the servant of God had commanded.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 50] And these are the sons of Aaron: Eleazar his son, Phinehas his son, Abishua his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 51] Bukki his son, Uzzi his son, Zerahiah his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 52] Meraioth his son, Amariah his son, Ahitub his son,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 53] Zadok his son, Ahimaaz his son.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 54] And these are their dwelling-places according to their encampments, within their borders. For the sons of Aaron, of the family of the Kohathites, for theirs was the lot;
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 55] and they gave them Hebron in the land of Judah, and its suburbs round about it;
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 56] but the fields of the city, and the hamlets thereof gave they to Caleb the son of Jephunneh.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 57] And to the children of Aaron they gave the city of refuge, Hebron; and Libnah and its suburbs, and Jattir, and Eshtemoa and its suburbs,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 58] and Hilen and its suburbs, Debir and its suburbs,
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 59] and Ashan and its suburbs, and Beth-shemesh and its suburbs;
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 60] and, out of the tribe of Benjamin, Geba and its suburbs, and Allemeth and its suburbs, and Anathoth and its suburbs: all their cities, thirteen cities, according to their families.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 61] And to the children of Kohath that remained [were given] by lot out of the families of the tribe [of Ephraim and of the tribe of Dan and] of the half tribe, half Manasseh, ten cities.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 62] And to the children of Gershom according to their families out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 63] To the children of Merari [were given] by lot, according to their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 64] And the children of Israel gave to the Levites the cities and their suburbs.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 65] And they gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities which were mentioned by name.
[DARBY | EN | OT | 1 Chronicles | Chapter 6 | Verse 66] And to the families of the children of Kohath who had the cities of their territory out of the tribe of Ephraim,
