[IRV | PA | OT | Judges | Chapter 2 | Verse 1] ਤਦ ਯਹੋਵਾਹ ਦਾ ਦੂਤ ਗਿਲਗਾਲ ਤੋਂ ਬੋਕੀਮ ਨੂੰ ਆਇਆ ਅਤੇ ਕਹਿਣ ਲੱਗਾ, “ਮੈਂ ਤੁਹਾਨੂੰ ਮਿਸਰ ਤੋਂ ਕੱਢ ਲਿਆਇਆ ਅਤੇ ਤੁਹਾਨੂੰ ਇਸ ਦੇਸ਼ ਵਿੱਚ ਜਿਸ ਦੀ ਮੈਂ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਸੀ, ਲੈ ਆਇਆ ਅਤੇ ਮੈਂ ਕਿਹਾ ਕਿ ਮੈਂ ਤੁਹਾਡੇ ਨਾਲ ਆਪਣਾ ਨੇਮ ਕਦੇ ਨਾ ਤੋੜਾਂਗਾ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 12] ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਯਹੋਵਾਹ ਨੂੰ, ਜੋ ਉਨ੍ਹਾਂ ਨੂੰ ਮਿਸਰ ਦੇਸ ਵਿੱਚੋਂ ਕੱਢ ਲਿਆਇਆ ਸੀ, ਛੱਡ ਦਿੱਤਾ, ਅਤੇ ਪਰਾਏ ਦੇਵਤਿਆਂ ਦੀ ਅਰਥਾਤ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਦੇ ਦੇਵਤਿਆਂ ਦੀ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਰਹਿੰਦੇ ਸਨ, ਪੂਜਾ ਕਰਨ ਲੱਗੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗੇ ਮੱਥਾ ਟੇਕਿਆ, ਅਤੇ ਯਹੋਵਾਹ ਦਾ ਕ੍ਰੋਧ ਭੜਕਾਇਆ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 13] ਉਨ੍ਹਾਂ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਛੱਡ ਦਿੱਤਾ, ਅਤੇ ਬਆਲ ਦੇਵਤਿਆਂ ਅਤੇ ਅਸ਼ਤਾਰੋਥ ਦੇਵੀਆਂ ਦੀ ਪੂਜਾ ਕਰਨ ਲੱਗੇ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 14] ਇਸ ਲਈ ਯਹੋਵਾਹ ਦਾ ਕ੍ਰੋਧ ਇਸਰਾਏਲ ਉੱਤੇ ਭੜਕਿਆ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਲੁਟੇਰਿਆਂ ਦੇ ਹੱਥ ਵਿੱਚ ਦੇ ਦਿੱਤਾ ਜੋ ਉਨ੍ਹਾਂ ਨੂੰ ਲੁੱਟਣ ਲੱਗੇ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਵੈਰੀਆਂ ਦੇ ਹੱਥ ਕਰ ਦਿੱਤਾ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਚੁਫ਼ੇਰੇ ਸਨ ਅਤੇ ਉਹ ਫਿਰ ਆਪਣੇ ਵੈਰੀਆਂ ਦੇ ਅੱਗੇ ਖੜ੍ਹੇ ਨਾ ਹੋ ਸਕੇ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 15] ਅਤੇ ਜਿੱਥੇ ਕਿਤੇ ਉਹ ਬਾਹਰ ਨਿੱਕਲਦੇ, ਉੱਥੇ ਯਹੋਵਾਹ ਦਾ ਹੱਥ ਉਨ੍ਹਾਂ ਉੱਤੇ ਬੁਰਿਆਈ ਦੇ ਲਈ ਹੀ ਸੀ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ ਸੀ, ਅਤੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਸੀ, ਇਸ ਲਈ ਉਹ ਬਹੁਤ ਮੁਸੀਬਤ ਵਿੱਚ ਪੈ ਗਏ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 16] ਫੇਰ ਵੀ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਨਿਆਂਈਆਂ ਨੂੰ ਠਹਿਰਾਉਂਦਾ ਜੋ ਉਨ੍ਹਾਂ ਨੂੰ ਲੁਟੇਰਿਆਂ ਦੇ ਹੱਥੋਂ ਛੁਡਾ ਲੈਂਦੇ ਸਨ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 17] ਪਰ ਉਹ ਆਪਣੇ ਨਿਆਂਈਆਂ ਦੀ ਵੀ ਨਹੀਂ ਮੰਨਦੇ ਸਨ, ਸਗੋਂ ਪਰਾਏ ਦੇਵਤਿਆਂ ਦੇ ਪਿੱਛੇ ਲੱਗ ਕੇ ਵਿਭਚਾਰੀ ਹੋਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮੱਥਾ ਟੇਕਦੇ ਸਨ, ਅਤੇ ਉਹ ਉਸ ਰਾਹ ਤੋਂ ਛੇਤੀ ਨਾਲ ਮੁੜ ਗਏ ਜਿਸ ਉੱਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਿਉ-ਦਾਦੇ ਯਹੋਵਾਹ ਦੀ ਆਗਿਆ ਮੰਨਦੇ ਹੋਏ ਚੱਲਦੇ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਵਾਂਗੂੰ ਨਾ ਚੱਲੇ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 18] ਜਦ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਨਿਆਂਈਆਂ ਨੂੰ ਠਹਿਰਾਉਂਦਾ ਤਾਂ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਨਿਆਂਈਆਂ ਦੇ ਨਾਲ ਰਹਿੰਦਾ ਸੀ ਅਤੇ ਜਦ ਤੱਕ ਨਿਆਈਂ ਜੀਉਂਦਾ ਰਹਿੰਦਾ ਸੀ ਤਦ ਤੱਕ ਇਸਰਾਏਲ ਨੂੰ ਉਸ ਦੇ ਵੈਰੀਆਂ ਦੇ ਹੱਥੋਂ ਛੁਡਾਉਂਦਾ ਸੀ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਦੀ ਦੁਹਾਈ ਤੋਂ ਜੋ ਉਹ ਆਪਣੇ ਦੁੱਖ ਦੇਣ ਵਾਲਿਆਂ ਅਤੇ ਲੁਟੇਰਿਆਂ ਦੇ ਕਾਰਨ ਦਿੰਦੇ ਸਨ, ਦੁਖੀ ਹੁੰਦਾ ਸੀ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 19] ਪਰ ਜਦ ਉਹ ਨਿਆਈਂ ਮਰ ਜਾਂਦਾ ਤਾਂ ਉਹ ਫਿਰ ਮੁੜ ਜਾਂਦੇ, ਅਤੇ ਪਰਾਏ ਦੇਵਤਿਆਂ ਦੀ ਪੂਜਾ ਕਰਕੇ ਉਨ੍ਹਾਂ ਦੇ ਪਿੱਛੇ ਲੱਗਦੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗੇ ਮੱਥੇ ਟੇਕਦੇ, ਇਸ ਤਰ੍ਹਾਂ ਉਹ ਆਪਣੇ ਪੁਰਖਿਆਂ ਤੋਂ ਵੱਧ ਅਪਰਾਧੀ ਬਣੇ ਅਤੇ ਉਹ ਆਪਣੇ ਬੁਰੇ ਕੰਮਾਂ ਨੂੰ ਅਤੇ ਆਪਣੇ ਢੀਠਪੁਣੇ ਨੂੰ ਛੱਡਦੇ ਨਹੀਂ ਸਨ।
[IRV | PA | OT | Judges | Chapter 2 | Verse 20] ਇਸ ਲਈ ਯਹੋਵਾਹ ਦਾ ਕ੍ਰੋਧ ਇਸਰਾਏਲ ਉੱਤੇ ਫੇਰ ਭੜਕਿਆ ਅਤੇ ਉਸ ਨੇ ਕਿਹਾ, “ਕਿਉਂ ਜੋ ਇਸ ਕੌਮ ਨੇ ਮੇਰੇ ਉਸ ਨੇਮ ਨੂੰ ਜੋ ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਨਾਲ ਬੰਨ੍ਹਿਆ ਸੀ, ਤੋੜ ਦਿੱਤਾ ਅਤੇ ਮੇਰੀ ਆਗਿਆ ਨਾ ਮੰਨੀ,
[IRV | PA | OT | Judges | Chapter 2 | Verse 21] ਇਸ ਲਈ ਹੁਣ ਮੈਂ ਵੀ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਨੂੰ ਯਹੋਸ਼ੁਆ ਛੱਡ ਕੇ ਮਰ ਗਿਆ ਸੀ, ਕਿਸੇ ਨੂੰ ਵੀ ਉਨ੍ਹਾਂ ਦੇ ਅੱਗਿਓਂ ਨਹੀਂ ਕੱਢਾਂਗਾ
[IRV | PA | OT | Judges | Chapter 2 | Verse 22] ਤਾਂ ਜੋ ਮੈਂ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਦੇ ਰਾਹੀਂ ਇਸਰਾਏਲ ਦੀ ਪ੍ਰੀਖਿਆ ਲਵਾਂ ਕਿ ਜਿਸ ਤਰ੍ਹਾਂ ਉਨ੍ਹਾਂ ਦੇ ਪਿਉ-ਦਾਦੇ ਮੇਰੇ ਰਾਹਾਂ ਉੱਤੇ ਚੱਲਦੇ ਸਨ, ਉਸੇ ਤਰ੍ਹਾਂ ਇਹ ਵੀ ਚੱਲਣਗੇ ਜਾਂ ਨਹੀਂ।”
[IRV | PA | OT | Judges | Chapter 2 | Verse 23] ਇਸ ਲਈ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਦੇਸਾਂ ਦੇ ਲੋਕਾਂ ਨੂੰ ਛੇਤੀ ਨਾਲ ਨਾ ਕੱਢਿਆ ਸਗੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਰਹਿਣ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਯਹੋਸ਼ੁਆ ਦੇ ਹੱਥ ਵਿੱਚ ਵੀ ਨਹੀਂ ਦਿੱਤਾ ਸੀ।
