[IRV | PA | OT | Judges | Chapter 19 | Verse 1] ਉਨ੍ਹਾਂ ਦਿਨਾਂ ਵਿੱਚ ਜਦ ਇਸਰਾਏਲੀਆਂ ਦਾ ਕੋਈ ਰਾਜਾ ਨਹੀਂ ਸੀ ਤਾਂ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਇੱਕ ਲੇਵੀ ਮਨੁੱਖ ਜਿਹੜਾ ਇਫ਼ਰਾਈਮ ਦੇ ਪਹਾੜੀ ਦੇਸ਼ ਦੇ ਦੂਸਰੇ ਪਾਸੇ ਰਹਿੰਦਾ ਸੀ, ਬੈਤਲਹਮ ਯਹੂਦਾਹ ਤੋਂ ਆਪਣੇ ਲਈ ਇੱਕ ਰਖ਼ੈਲ ਨੂੰ ਰੱਖ ਲਿਆ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 12] ਪਰ ਉਸ ਦੇ ਸੁਆਮੀ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, “ਪਰਾਏ ਸ਼ਹਿਰ ਵਿੱਚ ਜੋ ਇਸਰਾਏਲੀਆਂ ਦਾ ਨਹੀਂ ਹੈ, ਅਸੀਂ ਨਹੀਂ ਜਾਂਵਾਂਗੇ, ਪਰ ਅਸੀਂ ਗਿਬਆਹ ਵੱਲ ਚਲੇ ਜਾਂਵਾਂਗੇ।”
[IRV | PA | OT | Judges | Chapter 19 | Verse 13] ਫਿਰ ਉਸ ਨੇ ਆਪਣੇ ਸੇਵਕ ਨੂੰ ਕਿਹਾ, “ਆ, ਅਸੀਂ ਇਨ੍ਹਾਂ ਥਾਵਾਂ ਵਿੱਚੋਂ ਕਿਸੇ ਇੱਕ ਵੱਲ ਚੱਲੀਏ, ਜਾਂ ਗਿਬਆਹ ਨੂੰ ਜਾਂ ਰਾਮਾਹ ਨੂੰ ਤਾਂ ਜੋ ਉੱਥੇ ਰਾਤ ਕੱਟੀਏ।”
[IRV | PA | OT | Judges | Chapter 19 | Verse 14] ਅਤੇ ਉਹ ਅੱਗੇ ਦੀ ਵੱਲ ਸਫ਼ਰ ਕਰਦੇ ਰਹੇ ਅਤੇ ਜਦ ਬਿਨਯਾਮੀਨ ਦੇ ਗਿਬਆਹ ਦੇ ਨੇੜੇ ਪਹੁੰਚੇ ਤਾਂ ਸੂਰਜ ਢੱਲ ਗਿਆ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 15] ਇਸ ਲਈ ਉਹ ਮੁੜ ਗਏ ਤਾਂ ਜੋ ਗਿਬਆਹ ਵਿੱਚ ਜਾ ਕੇ ਉੱਥੇ ਰਹਿਣ। ਅਤੇ ਉੱਥੇ ਜਾ ਕੇ ਉਹ ਸ਼ਹਿਰ ਦੇ ਇੱਕ ਚੌਂਕ ਵਿੱਚ ਬੈਠ ਗਿਆ ਕਿਉਂਕਿ ਉੱਥੇ ਅਜਿਹਾ ਕੋਈ ਨਹੀਂ ਸੀ ਜੋ ਉਨ੍ਹਾਂ ਨੂੰ ਰਾਤ ਕੱਟਣ ਲਈ ਆਪਣੇ ਘਰ ਲੈ ਜਾਂਦਾ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 16] ਤਦ ਵੇਖੋ, ਸ਼ਾਮ ਦੇ ਵੇਲੇ ਇੱਕ ਬਜ਼ੁਰਗ ਆਪਣੇ ਖੇਤ ਵਿੱਚੋਂ ਕੰਮ-ਧੰਦਾ ਮੁਕਾ ਕੇ ਉੱਥੇ ਆਇਆ, ਉਹ ਵੀ ਇਫ਼ਰਾਈਮ ਦੇ ਪਹਾੜੀ ਦੇਸ਼ ਦਾ ਸੀ, ਜੋ ਗਿਬਆਹ ਵਿੱਚ ਆ ਕੇ ਵੱਸ ਗਿਆ ਸੀ ਪਰ ਉੱਥੋਂ ਦੇ ਵਾਸੀ ਬਿਨਯਾਮੀਨੀ ਸਨ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 17] ਉਸ ਨੇ ਅੱਖਾਂ ਚੁੱਕ ਕੇ ਇੱਕ ਰਾਹੀ ਨੂੰ ਸ਼ਹਿਰ ਦੇ ਚੌਂਕ ਬੈਠੇ ਵੇਖਿਆ, ਤਾਂ ਉਸ ਬਜ਼ੁਰਗ ਨੇ ਪੁੱਛਿਆ, “ਤੂੰ ਕਿੱਥੋਂ ਆਇਆ ਹੈਂ ਅਤੇ ਕਿੱਥੇ ਜਾਣਾ ਹੈ?”
[IRV | PA | OT | Judges | Chapter 19 | Verse 18] ਉਹ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, “ਅਸੀਂ ਬੈਤਲਹਮ ਯਹੂਦਾਹ ਤੋਂ ਆਏ ਅਤੇ ਇਫ਼ਰਾਈਮ ਦੇ ਪਹਾੜੀ ਦੇਸ਼ ਦੇ ਦੂਸਰੇ ਪਾਸੇ ਜਾਣਾ ਹੈ। ਮੈਂ ਉੱਥੋਂ ਦਾ ਹੀ ਹਾਂ। ਮੈਂ ਬੈਤਲਹਮ ਯਹੂਦਾਹ ਨੂੰ ਗਿਆ ਸੀ ਅਤੇ ਹੁਣ ਆਪਣੇ ਘਰ ਦੇ ਵੱਲ ਜਾਂਦਾ ਹਾਂ। ਪਰ ਇੱਥੇ ਅਜਿਹਾ ਕੋਈ ਮਨੁੱਖ ਨਹੀਂ ਜੋ ਸਾਨੂੰ ਆਪਣੇ ਘਰ ਠਹਿਰਾਵੇ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 19] ਸਾਡੇ ਕੋਲ ਗਧਿਆਂ ਲਈ ਦਾਣਾ ਪੱਠਾ ਵੀ ਹੈ ਅਤੇ ਮੇਰੇ ਲਈ ਅਤੇ ਤੇਰੀ ਇਸ ਦਾਸੀ ਲਈ ਅਤੇ ਇਸ ਜੁਆਨ ਦੇ ਲਈ ਜੋ ਤੇਰੇ ਸੇਵਕਾਂ ਦੇ ਨਾਲ ਹੈ, ਰੋਟੀ ਅਤੇ ਦਾਖ਼ਰਸ ਵੀ ਹੈ, ਸਾਨੂੰ ਕਿਸੇ ਵਸਤੂ ਦੀ ਘਾਟ ਨਹੀਂ ਹੈ।”
[IRV | PA | OT | Judges | Chapter 19 | Verse 20] ਉਸ ਬਜ਼ੁਰਗ ਨੇ ਕਿਹਾ, “ਤੈਨੂੰ ਸੁੱਖ-ਸਾਂਦ ਹੋਵੇ ਅਤੇ ਤੇਰੀ ਸਾਰੀ ਲੋੜ ਸਾਡੇ ਸਿਰ ਤੇ ਹੋਵੇ ਪਰ ਤੂੰ ਚੌਂਕ ਵਿੱਚ ਰਾਤ ਬਿਲਕੁਲ ਨਾ ਕੱਟ।”
[IRV | PA | OT | Judges | Chapter 19 | Verse 21] ਤਦ ਉਹ ਉਸ ਨੂੰ ਆਪਣੇ ਘਰ ਲੈ ਗਿਆ ਅਤੇ ਉਸ ਦੇ ਗਧਿਆਂ ਨੂੰ ਪੱਠੇ ਪਾਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਪੈਰ ਧੋਤੇ ਅਤੇ ਖਾਣ-ਪੀਣ ਲੱਗੇ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 22] ਜਿਸ ਵੇਲੇ ਉਹ ਅਨੰਦ ਕਰ ਰਹੇ ਸਨ ਤਾਂ ਵੇਖੋ, ਉਸ ਸ਼ਹਿਰ ਦੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਜੋ ਬਲਿਆਲ ਦੇ ਵੰਸ਼ ਦੇ ਸਨ, ਕਈਆਂ ਨੇ ਉਸ ਦੇ ਘਰ ਨੂੰ ਘੇਰ ਲਿਆ ਅਤੇ ਬੂਹਾ ਖੜਕਾ ਕੇ ਉਸ ਘਰ ਦੇ ਸੁਆਮੀ ਵਾਲੇ ਅਰਥਾਤ ਉਸ ਬਜ਼ੁਰਗ ਨੂੰ ਕਹਿਣ ਲੱਗੇ, “ਜਿਹੜਾ ਮਨੁੱਖ ਤੇਰੇ ਘਰ ਆਇਆ ਹੈ ਉਸ ਨੂੰ ਬਾਹਰ ਕੱਢ ਲਿਆ ਜੋ ਅਸੀਂ ਉਸ ਨਾਲ ਸੰਗ ਕਰੀਏ।”
[IRV | PA | OT | Judges | Chapter 19 | Verse 23] ਉਸ ਮਨੁੱਖ ਅਰਥਾਤ ਘਰ ਦੇ ਸੁਆਮੀ ਨੇ ਬਾਹਰ ਨਿੱਕਲ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, “ਨਹੀਂ ਮੇਰੇ ਭਰਾਓ, ਅਜਿਹੀ ਬੁਰਿਆਈ ਨਾ ਕਰੋ, ਕਿਉਂ ਜੋ ਇਹ ਮਨੁੱਖ ਸਾਡੇ ਘਰ ਆਇਆ ਹੈ, ਇਸ ਲਈ ਅਜਿਹੀ ਦੁਸ਼ਟਤਾ ਨਾ ਕਰੋ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 24] ਵੇਖੋ, ਇੱਥੇ ਮੇਰੀ ਕੁਆਰੀ ਧੀ ਅਤੇ ਇਸ ਪੁਰਖ ਦੀ ਰਖ਼ੈਲ ਹਨ। ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਬਾਹਰ ਲੈ ਆਉਂਦਾ ਹਾਂ। ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਦੀ ਬੇਪਤੀ ਕਰੋ ਅਤੇ ਜੋ ਤੁਹਾਨੂੰ ਚੰਗਾ ਲੱਗੇ ਉਹੋ ਉਨ੍ਹਾਂ ਨਾਲ ਕਰੋ, ਪਰ ਇਸ ਮਨੁੱਖ ਨਾਲ ਅਜਿਹੀ ਦੁਸ਼ਟਤਾ ਨਾ ਕਰੋ।”
[IRV | PA | OT | Judges | Chapter 19 | Verse 25] ਪਰ ਉਨ੍ਹਾਂ ਲੋਕਾਂ ਨੇ ਉਸ ਦੀ ਗੱਲ ਨਾ ਮੰਨੀ। ਤਦ ਉਹ ਮਨੁੱਖ ਆਪਣੀ ਰਖ਼ੈਲ ਨੂੰ ਫੜ੍ਹ ਕੇ ਉਨ੍ਹਾਂ ਕੋਲ ਬਾਹਰ ਲੈ ਆਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦੇ ਨਾਲ ਸੰਗ ਕੀਤਾ ਅਤੇ ਸਾਰੀ ਰਾਤ ਸਗੋਂ ਸਵੇਰ ਤੱਕ ਉਸ ਨੂੰ ਛੇੜਦੇ ਰਹੇ ਅਤੇ ਜਦ ਸਵੇਰ ਹੋਈ ਤਾਂ ਉਸ ਨੂੰ ਛੱਡ ਗਏ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 26] ਤਦ ਉਹ ਇਸਤਰੀ ਸਵੇਰੇ ਹੀ ਆ ਕੇ ਉਸ ਮਨੁੱਖ ਦੇ ਘਰ ਦੇ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਡਿੱਗ ਪਈ ਜਿੱਥੇ ਉਸ ਦਾ ਪਤੀ ਸੀ, ਅਤੇ ਦਿਨ ਚੜ੍ਹਨ ਤੱਕ ਉੱਥੇ ਹੀ ਪਈ ਰਹੀ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 27] ਉਸ ਦੇ ਪਤੀ ਨੇ ਸਵੇਰੇ ਉੱਠ ਕੇ ਘਰ ਦਾ ਦਰਵਾਜ਼ਾ ਖੋਲ੍ਹਿਆ ਅਤੇ ਜਾਣ ਲਈ ਬਾਹਰ ਨਿੱਕਲਿਆ ਤਾਂ ਵੇਖੋ, ਉਸ ਦੀ ਰਖ਼ੈਲ ਘਰ ਦੇ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਪਈ ਸੀ ਅਤੇ ਉਸ ਦੇ ਹੱਥ ਡਿਉੜ੍ਹੀ ਨਾਲ ਲੱਗੇ ਹੋਏ ਸਨ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 28] ਉਹ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, “ਉੱਠ, ਅਸੀਂ ਚੱਲੀਏ!” ਪਰ ਕੋਈ ਉੱਤਰ ਨਾ ਮਿਲਿਆ। ਤਦ ਉਹ ਨੇ ਉਸ ਨੂੰ ਆਪਣੇ ਗਧੇ ਉੱਤੇ ਰੱਖ ਲਿਆ ਅਤੇ ਉੱਠ ਕੇ ਆਪਣੇ ਘਰ ਵੱਲ ਚੱਲ ਪਿਆ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 29] ਜਦ ਉਹ ਆਪਣੇ ਘਰ ਪਹੁੰਚ ਗਿਆ ਤਾਂ ਛੁਰੀ ਲੈ ਕੇ ਆਪਣੀ ਰਖ਼ੈਲ ਦੇ ਅੰਗ-ਅੰਗ ਕੱਟ ਕੇ ਬਾਰਾਂ ਟੁੱਕੜੇ ਕੀਤੇ ਅਤੇ ਇਸਰਾਏਲ ਦੀਆਂ ਸਾਰੀਆਂ ਹੱਦਾਂ ਵਿੱਚ ਭੇਜ ਦਿੱਤੇ।
[IRV | PA | OT | Judges | Chapter 19 | Verse 30] ਤਦ ਜਿਸ ਕਿਸੇ ਨੇ ਇਹ ਵੇਖਿਆ ਉਹ ਆਪਸ ਵਿੱਚ ਕਹਿਣ ਲੱਗੇ, “ਇਸਰਾਏਲੀਆਂ ਦੇ ਮਿਸਰ ਤੋਂ ਨਿੱਕਲ ਕੇ ਆਉਣ ਦੇ ਸਮੇਂ ਤੋਂ ਲੈ ਕੇ ਅੱਜ ਦੇ ਦਿਨ ਤੱਕ ਅਜਿਹਾ ਕੰਮ ਕਦੇ ਨਹੀਂ ਹੋਇਆ, ਅਤੇ ਨਾ ਹੀ ਕਿਸੇ ਨੇ ਵੇਖਿਆ! ਇਸ ਵੱਲ ਧਿਆਨ ਕਰੋ ਅਤੇ ਸਲਾਹ ਕਰ ਕੇ ਬੋਲੋ ਕਿ ਹੁਣ ਕੀ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।”
