[IRV | PA | OT | Judges | Chapter 1 | Verse 1] ਯਹੋਸ਼ੁਆ ਦੇ ਮਰਨ ਤੋਂ ਬਾਅਦ, ਇਸਰਾਏਲੀਆਂ ਨੇ ਯਹੋਵਾਹ ਤੋਂ ਪੁੱਛਿਆ, “ਭਲਾ, ਕਨਾਨੀਆਂ ਨਾਲ ਯੁੱਧ ਕਰਨ ਲਈ ਸਾਡੇ ਵੱਲੋਂ ਪਹਿਲਾਂ ਕੌਣ ਜਾਵੇਗਾ?”
[IRV | PA | OT | Judges | Chapter 1 | Verse 24] ਜਦ ਭੇਤੀਆਂ ਨੇ ਇੱਕ ਆਦਮੀ ਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚੋਂ ਨਿੱਕਲਦਿਆਂ ਵੇਖਿਆ ਤਾਂ ਉਸ ਨੂੰ ਕਿਹਾ, “ਜੇਕਰ ਤੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਵੜਨ ਦਾ ਰਾਹ ਸਾਨੂੰ ਵਿਖਾਏਂ ਤਾਂ ਅਸੀਂ ਵੀ ਤੇਰੇ ਨਾਲ ਭਲਿਆਈ ਕਰਾਂਗੇ।”
[IRV | PA | OT | Judges | Chapter 1 | Verse 25] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਵੜਨ ਦਾ ਰਾਹ ਵਿਖਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਸਾਰੇ ਸ਼ਹਿਰ ਨੂੰ ਤਲਵਾਰ ਦੀ ਧਾਰ ਨਾਲ ਮਾਰਿਆ ਪਰ ਉਸ ਮਨੁੱਖ ਨੂੰ ਉਸ ਦੇ ਸਾਰੇ ਘਰਾਣੇ ਨਾਲ ਜੀਉਂਦਾ ਛੱਡ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 26] ਉਸ ਮਨੁੱਖ ਨੇ ਹਿੱਤੀਆਂ ਦੇ ਦੇਸ਼ ਵਿੱਚ ਜਾ ਕੇ ਉੱਥੇ ਇੱਕ ਸ਼ਹਿਰ ਵਸਾਇਆ ਅਤੇ ਉਸ ਦਾ ਨਾਮ ਲੂਜ਼ ਰੱਖਿਆ, ਅਤੇ ਅੱਜ ਤੱਕ ਉਸ ਦਾ ਇਹੋ ਨਾਮ ਹੈ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 27] ਮਨੱਸ਼ਹ ਨੇ ਬੈਤ ਸ਼ਾਨ, ਤਆਨਾਕ, ਦੋਰ, ਯਿਬਲਾਮ ਅਤੇ ਮਗਿੱਦੋ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਪਿੰਡਾਂ ਦੇ ਵਾਸੀਆਂ ਨਾਲ ਨਾ ਕੱਢਿਆ, ਇਸ ਲਈ ਕਨਾਨੀ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਹੀ ਵੱਸੇ ਰਹੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 28] ਪਰ ਜਦ ਇਸਰਾਏਲੀ ਤਕੜੇ ਹੋਏ ਤਾਂ ਉਹ ਕਨਾਨੀਆਂ ਤੋਂ ਬੇਗਾਰੀ ਕਰਾਉਂਦੇ ਰਹੇ ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾ ਕੱਢਿਆ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 29] ਇਫ਼ਰਾਈਮ ਨੇ ਵੀ ਗਜ਼ਰ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ ਕਨਾਨੀਆਂ ਨੂੰ ਨਾ ਕੱਢਿਆ, ਇਸ ਲਈ ਕਨਾਨੀ ਗਜ਼ਰ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਵਿਚਕਾਰ ਹੀ ਵੱਸਦੇ ਰਹੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 30] ਜ਼ਬੂਲੁਨ ਨੇ ਵੀ ਕਿਤਰੋਨ ਅਤੇ ਨਹਲੋਲ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਨਾ ਕੱਢਿਆ, ਇਸ ਲਈ ਕਨਾਨੀ ਉਨ੍ਹਾਂ ਵਿੱਚ ਵੱਸਦੇ ਰਹੇ ਅਤੇ ਪਰ ਇਸਰਾਏਲੀ ਉਨ੍ਹਾਂ ਤੋਂ ਬੇਗਾਰੀ ਕਰਾਉਂਦੇ ਰਹੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 31] ਆਸ਼ੇਰ ਨੇ ਵੀ ਅੱਕੋ, ਸੀਦੋਨ, ਅਹਲਾਬ, ਅਕਜ਼ੀਬ, ਹਲਬਾਹ, ਅਫ਼ੀਕ ਅਤੇ ਰਹੋਬ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਨਾ ਕੱਢਿਆ
[IRV | PA | OT | Judges | Chapter 1 | Verse 32] ਸਗੋਂ ਆਸ਼ੇਰੀ ਉਸ ਦੇਸ਼ ਦੇ ਵਾਸੀ ਕਨਾਨੀਆਂ ਦੇ ਵਿਚਕਾਰ ਹੀ ਵੱਸ ਗਏ, ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਨਹੀਂ ਕੱਢਿਆ ਸੀ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 33] ਨਫ਼ਤਾਲੀ ਨੇ ਵੀ ਬੈਤ ਸ਼ਮਸ਼ ਅਤੇ ਬੈਤ ਅਨਾਥ ਦੇ ਵਾਸੀਆਂ ਨੂੰ ਨਾ ਕੱਢਿਆ, ਸਗੋਂ ਉਹ ਉਨ੍ਹਾਂ ਕਨਾਨੀਆਂ ਦੇ ਵਿੱਚ, ਜੋ ਉੱਥੇ ਰਹਿੰਦੇ ਸਨ ਜਾ ਵੱਸੇ, ਪਰ ਬੈਤ-ਸ਼ਮਸ਼ ਅਤੇ ਬੈਤ-ਅਨਾਥ ਦੇ ਵਾਸੀ ਉਨ੍ਹਾਂ ਨੂੰ ਬਗਾਰ ਦਿੰਦੇ ਰਹੇ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 34] ਅਮੋਰੀਆਂ ਨੇ ਦਾਨੀਆਂ ਨੂੰ ਪਹਾੜੀ ਦੇਸ਼ ਵਿੱਚ ਭੱਜਾ ਦਿੱਤਾ, ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਘਾਟੀ ਵਿੱਚ ਨਾ ਆਉਣ ਦਿੱਤਾ।
[IRV | PA | OT | Judges | Chapter 1 | Verse 35] ਅਮੋਰੀ ਹਰਸ ਦੇ ਪਰਬਤ ਉੱਤੇ ਅੱਯਾਲੋਨ ਅਤੇ ਸਾਲਬੀਮ ਵਿੱਚ ਵੱਸਦੇ ਰਹੇ, ਪਰ ਯੂਸੁਫ਼ ਦੇ ਘਰਾਣੇ ਦਾ ਹੱਥ ਅਜਿਹਾ ਤਕੜਾ ਹੋਇਆ ਕਿ ਉਹ ਉਨ੍ਹਾਂ ਕੋਲੋਂ ਬਗਾਰ ਲੈਂਦੇ ਰਹੇ,
[IRV | PA | OT | Judges | Chapter 1 | Verse 36] ਅਤੇ ਅਮੋਰੀਆਂ ਦੀ ਦੇਸ਼ ਦੀ ਹੱਦ ਅਕਰਾਬੀਮ ਪਰਬਤ ਦੀ ਚੜ੍ਹਾਈ ਤੋਂ ਲੈ ਕੇ ਸੇਲਾ ਤੋਂ ਉੱਪਰ ਵੱਲ ਸੀ।
