[IRV | KN | NT | Matthew | Chapter 15 | Verse 1] ತರುವಾಯ ಯೆರೂಸಲೇಮಿನಿಂದ ಫರಿಸಾಯರೂ, ಶಾಸ್ತ್ರಿಗಳೂ ಯೇಸುವಿನ ಬಳಿಗೆ ಬಂದು,
[IRV | KN | NT | Matthew | Chapter 15 | Verse 12] ಆಗ ಶಿಷ್ಯರು ಬಂದು ಆತನನ್ನು, “ಫರಿಸಾಯರು ಈ ಮಾತನ್ನು ಕೇಳಿ ಬೇಸರಗೊಂಡರೆಂದು ನಿನಗೆ ಗೊತ್ತಾಯಿತೋ” ಎಂದು ಕೇಳಿದರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 13] ಅದಕ್ಕೆ ಆತನು “ಪರಲೋಕದ ನನ್ನ ತಂದೆಯು ನೆಡದೆ ಇರುವ ಗಿಡಗಳನ್ನೆಲ್ಲಾ ಬೇರುಸಹಿತ ಕಿತ್ತುಹಾಕಲಾಗುವುದು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 14] ಅವರನ್ನು ಬಿಡಿರಿ, ಅವರುಕುರುಡರಿಗೆ ದಾರಿ ತೋರಿಸುವವರು ಕುರುಡರ ಹಾಗಿದ್ದಾರೆ. ಕುರುಡನು ಕುರುಡನಿಗೆ ದಾರಿ ತೋರಿಸಿದರೆ ಅವರಿಬ್ಬರೂ ಕುಣಿಯೊಳಗೆ ಬೀಳುವರು” ಅಂದನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 15] ಆಗ ಪೇತ್ರನು, “ಈ ಸಾಮ್ಯವನ್ನು ನಮಗೆ ವಿವರಿಸಿ ಹೇಳು” ಅಂದನು,
[IRV | KN | NT | Matthew | Chapter 15 | Verse 16] ಅದಕ್ಕೆ ಯೇಸು, “ನೀವೂ ಕೂಡಾ ಇನ್ನೂ ತಿಳಿವಳಿಕೆ ಇಲ್ಲದವರಾಗಿದ್ದೀರಾ?
[IRV | KN | NT | Matthew | Chapter 15 | Verse 17] ಬಾಯೊಳಕ್ಕೆ ಹೋಗುವಂಥದ್ದು ಹೊಟ್ಟೆಯಲ್ಲಿ ಸೇರಿ ವಿಸರ್ಜಿತವಾಗುತ್ತದೆಂದು ನಿಮಗೆ ತಿಳಿಯಲಿಲ್ಲವೋ?
[IRV | KN | NT | Matthew | Chapter 15 | Verse 18] ಆದರೆ ಬಾಯೊಳಗಿಂದ ಹೊರ ಬರುವಂಥವುಗಳು ಹೃದಯದಿಂದ ಬರುತ್ತವೆ. ಇವೇ ಮನುಷ್ಯನನ್ನು ಅಶುದ್ಧಿಮಾಡುವವು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 19] ಏಕೆಂದರೆ ಹೃದಯದಿಂದ ಕೆಟ್ಟ ಆಲೋಚನೆಗಳು, ಕೊಲೆ, ವ್ಯಭಿಚಾರ, ಜಾರತ್ವ, ಕಳ್ಳತನ, ಸುಳ್ಳುಸಾಕ್ಷಿ ಮತ್ತು ದೂಷಣೆಗಳು ಹೊರಟು ಬರುತ್ತವೆ.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 20] ಇಂಥವುಗಳೇ ಮನುಷ್ಯನನ್ನು ಅಶುದ್ಧಿಗೊಳಿಸುತ್ತವೆ. ಆದರೆ ಕೈ ತೊಳೆದುಕೊಳ್ಳದೆ ಊಟಮಾಡುವುದು ಮನುಷ್ಯನನ್ನು ಅಶುದ್ಧಿಗೊಳಿಸುವುದಿಲ್ಲ” ಅಂದನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 21] ಅನಂತರ ಯೇಸು ಅಲ್ಲಿಂದ ಹೊರಟು ತೂರ್ ಸೀದೋನ್ ಪಟ್ಟಣಗಳ ಪ್ರಾಂತ್ಯಗಳಿಗೆ ಹೋದನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 22] ಆ ಸೀಮೆಯಿಂದ ಕಾನಾನ್ಯಳಾದ ಸ್ತ್ರೀಯೊಬ್ಬಳು ಹೊರಟು ಬಂದು, “ಕರ್ತನೇ, ದಾವೀದನ ಕುಮಾರನೇ, ನನ್ನ ಮೇಲೆ ಕರುಣೆಯಿಡು, ನನ್ನ ಮಗಳಿಗೆ ದೆವ್ವಹಿಡಿದು ಬಹಳ ಯಾತನೆಪಡುತ್ತಿದ್ದಾಳೆ” ಎಂದು ಕೂಗಿಕೊಂಡಳು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 23] ಆದರೆ ಆತನು ಆಕೆಗೆ ಏನೂ ಉತ್ತರ ಕೊಡಲಿಲ್ಲ. ಆಗ ಆತನ ಶಿಷ್ಯರು ಬಂದು, “ಅವಳು ನಮ್ಮ ಹಿಂದೆ ಕೂಗಿಕೊಂಡು ಬರುತ್ತಿದ್ದಾಳೆ. ಆಕೆಯನ್ನು ಕಳುಹಿಸಿಬಿಡು” ಎಂದು ಆತನನ್ನು ಬೇಡಿಕೊಂಡರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 24] ಆದರೆ ಯೇಸು ಹೇಳಿದ್ದೇನೆಂದರೆ “ಕಳೆದುಹೋದ ಕುರಿಗಳಂತಿರುವ ಇಸ್ರಾಯೇಲ್ ಮನೆತನದವರ ಬಳಿಗೇ ಹೊರತು ಮತ್ತಾರ ಬಳಿಗೂ ನಾನು ಕಳುಹಿಸಲ್ಪಟ್ಟವನಲ್ಲ” ಅಂದನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 25] ಆಗ ಆಕೆ ಬಂದು ಆತನ ಮುಂದೆ ಅಡ್ಡ ಬಿದ್ದು, “ಕರ್ತನೇ ನನಗೆ ಸಹಾಯಮಾಡು” ಅಂದಳು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 26] ಅದಕ್ಕಾತನು, “ಮಕ್ಕಳ ರೊಟ್ಟಿಯನ್ನು ತೆಗೆದುಕೊಂಡು ನಾಯಿಮರಿಗಳಿಗೆ ಹಾಕುವುದು ಸರಿಯಲ್ಲ” ಎಂದು ಉತ್ತರಕೊಟ್ಟನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 27] ಆಕೆಯು, “ಹೌದು, ಕರ್ತನೇ, ಆದರೆ ನಾಯಿಮರಿಗಳಂತೂ ತಮ್ಮ ಯಜಮಾನನ ಮೇಜಿನಿಂದ ಬೀಳುವ ರೊಟ್ಟಿಯ ತುಂಡುಗಳನ್ನು ತಿನ್ನುತ್ತವಲ್ಲಾ” ಅಂದಳು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 28] ಆಗ ಯೇಸು ಆಕೆಗೆ, “ಸ್ತ್ರೀಯೇ ನಿನ್ನ ನಂಬಿಕೆ ದೊಡ್ಡದು. ನಿನ್ನ ಇಷ್ಟದಂತೆಯೇ ನಿನಗಾಗಲಿ” ಎಂದು ಉತ್ತರಕೊಟ್ಟನು. ಅದೇ ಗಳಿಗೆಯಲ್ಲಿ ಆಕೆಯ ಮಗಳು ಸ್ವಸ್ಥವಾದಳು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 29] ಯೇಸು ಅಲ್ಲಿಂದ ಹೊರಟು ಗಲಿಲಾಯ ಸಮುದ್ರದ ಬಳಿಗೆ ಬಂದನು. ಆಗ ಆತನು ಒಂದು ಬೆಟ್ಟವನ್ನು ಹತ್ತಿ ಕುಳಿತುಕೊಂಡನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 30] ಆಗ ಜನರು ದೊಡ್ಡ ಗುಂಪುಗಳಾಗಿ ಆತನ ಬಳಿಗೆ ಬಂದುದಲ್ಲದೆ ಕುಂಟರು, ಕುರುಡರು, ಮೂಕರು, ಕೈಕಾಲಿಲ್ಲದವರು ಈ ಮುಂತಾದ ಅನೇಕರನ್ನು ತಮ್ಮೊಂದಿಗೆ ಕರೆತಂದು ಅವರನ್ನು ಆತನ ಪಾದಗಳ ಬಳಿಯಲ್ಲಿ ಬಿಟ್ಟರು. ಆತನು ಅವರನ್ನು ಸ್ವಸ್ಥಮಾಡಿದನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 31] ಮೂಕರಾಗಿದ್ದವರು ಮಾತನಾಡುವುದನ್ನೂ ಕೈಕಾಲಿಲ್ಲದವರು ಸ್ವಸ್ಥವಾದದ್ದನ್ನೂ, ಕುಂಟರು ನಡೆದಾಡುವುದನ್ನೂ, ಕುರುಡರು ನೋಡುವುದನ್ನೂ ಜನರು ಕಂಡು ಆಶ್ಚರ್ಯಪಟ್ಟು ಇಸ್ರಾಯೇಲ್ಯರ ದೇವರನ್ನು ಕೊಂಡಾಡಿದರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 32] ಆಗ ಯೇಸು ತನ್ನ ಶಿಷ್ಯರನ್ನು ಹತ್ತಿರಕ್ಕೆ ಕರೆದು ಅವರಿಗೆ, “ನಾನು ಈ ಜನರನ್ನು ನೋಡಿ ಕನಿಕರಪಡುತ್ತೇನೆ. ಏಕೆಂದರೆ ಅವರು ಮೂರು ದಿನಗಳಿಂದಲೂ ನನ್ನ ಜೊತೆಯಲ್ಲಿದ್ದಾರೆ. ಅವರಿಗೆ ತಿನ್ನುವುದಕ್ಕೆ ಏನೂ ಇಲ್ಲ. ಅವರನ್ನು ಹಸಿವಿನಿಂದ ಕಳುಹಿಸಿಬಿಡುವುದಕ್ಕೆ ನನಗೆ ಇಷ್ಟವಿಲ್ಲ. ಅವರು ದಾರಿಯಲ್ಲಿ ಬಳಲಿ ಹೋದಾರು” ಎಂದು ಹೇಳಿದನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 33] ಶಿಷ್ಯರು ಆತನಿಗೆ, “ಇಷ್ಟು ದೊಡ್ಡ ಜನರ ಗುಂಪನ್ನು ತೃಪ್ತಿಪಡಿಸಲಾಗುವಷ್ಟು ರೊಟ್ಟಿಯು ಈ ಅಡವಿಯಲ್ಲಿ ನಮಗೆ ಎಲ್ಲಿಂದ ಸಿಕ್ಕೀತು?” ಎಂದು ಹೇಳಿದರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 34] ಅದಕ್ಕೆ ಯೇಸು, “ನಿಮ್ಮಲ್ಲಿ ಎಷ್ಟು ರೊಟ್ಟಿಗಳಿವೆ?” ಎಂದು ಕೇಳಿದ್ದಕ್ಕೆ ಅವರು, “ಏಳು ರೊಟ್ಟಿಗಳಿವೆ ಮತ್ತು ಕೆಲವು ಸಣ್ಣ ಮೀನುಗಳು ಅವೆ” ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 35] ಆಗ ಆತನು ಜನರ ಗುಂಪಿಗೆ, ನೆಲದ ಮೇಲೆ ಕುಳಿತುಕೊಳ್ಳಿರಿ ಎಂದು ಅಪ್ಪಣೆ ಕೊಟ್ಟನು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 36] ಆತನು ಆ ಏಳು ರೊಟ್ಟಿಗಳನ್ನೂ ಆ ಮೀನುಗಳನ್ನೂ ತೆಗೆದುಕೊಂಡು ದೇವರಿಗೆ ಸ್ತೋತ್ರ ಮಾಡಿ ಅವುಗಳನ್ನು ಮುರಿದು ಶಿಷ್ಯರಿಗೆ ಕೊಟ್ಟನು. ಶಿಷ್ಯರು ಜನರಿಗೆ ಹಂಚಿಕೊಟ್ಟರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 37] ಆ ಜನರೆಲ್ಲರೂ ಊಟಮಾಡಿ ತೃಪ್ತರಾದರು. ಉಳಿದ ತುಂಡುಗಳನ್ನು ಕೂಡಿಸಲಾಗಿ ಏಳು ಪುಟ್ಟಿಗಳು ತುಂಬಿದವು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 38] ಊಟಮಾಡಿದವರು ಹೆಂಗಸರು ಮಕ್ಕಳು ಅಲ್ಲದೆ ಗಂಡಸರೇ ನಾಲ್ಕು ಸಾವಿರವಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 15 | Verse 39] ತರುವಾಯ ಆತನು ಆ ಜನರ ಗುಂಪುಗಳನ್ನು ಕಳುಹಿಸಿ ಬಿಟ್ಟು ದೋಣಿಯನ್ನು ಹತ್ತಿ ಮಗದಾನ್ ಸೀಮೆಗೆ ಹೋದನು.
