[IRV | KN | NT | Matthew | Chapter 27 | Verse 1] ಬೆಳಗಾಗಲು ಎಲ್ಲಾ ಮುಖ್ಯಯಾಜಕರೂ, ಜನರ ಹಿರಿಯರೂ ಯೇಸುವನ್ನು ಕೊಲ್ಲಿಸಬೇಕೆಂದು ಸಂಚುಮಾಡಿಕೊಂಡು,
[IRV | KN | NT | Matthew | Chapter 27 | Verse 16] ಆ ಕಾಲದಲ್ಲಿ ಬರಬ್ಬನೆಂಬ ಕುಖ್ಯಾತನಾದ ಒಬ್ಬ ಸೆರೆಯವನಿದ್ದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 17] ಹೀಗಿರಲಾಗಿ ಅವರು ಸೇರಿಬಂದಿದ್ದ ಸಮಯದಲ್ಲಿ ಪಿಲಾತನು, “ನಿಮಗೆ ಯಾರನ್ನು ಬಿಟ್ಟುಕೊಡಬೇಕೆನ್ನುತ್ತೀರಿ? ಬರಬ್ಬನನ್ನೋ ಅಥವಾ ಕ್ರಿಸ್ತನೆನ್ನಿಸಿಕೊಳ್ಳುವ ಯೇಸುವನ್ನೋ?” ಎಂದು ಅವರನ್ನು ಕೇಳಿದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 18] ಏಕೆಂದರೆ ಅವರು ಹೊಟ್ಟೆಕಿಚ್ಚಿನಿಂದಲೇ ಈ ರೀತಿಯಾಗಿ ಮಾಡಿದ್ದಾರೆಂದು ಅವನಿಗೆ ತಿಳಿದಿತ್ತು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 19] ಇದಲ್ಲದೆ ಅವನು ನ್ಯಾಯಾಸನದಲ್ಲಿ ಕುಳಿತಿರುವಾಗ ಅವನ ಹೆಂಡತಿಯು, “ನೀನು ಆ ನೀತಿವಂತನ ಗೊಡವೆಗೆ ಹೋಗಬೇಡ; ಅವನ ದೆಸೆಯಿಂದ ಈ ಹೊತ್ತು ಕನಸಿನಲ್ಲಿ ಬಹಳ ತೊಂದರೆ ಪಟ್ಟೆನು” ಎಂದು ಅವನ ಬಳಿಗೆ ಸಂದೇಶ ಹೇಳಿಕಳುಹಿಸಿದಳು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 20] ಆದರೆ ಮುಖ್ಯಯಾಜಕರೂ ಹಿರಿಯರೂ ಬರಬ್ಬನನ್ನು ಬಿಟ್ಟುಕೊಡಬೇಕೆಂದು ಬೇಡಿಕೊಳ್ಳುವಂತೆಯೂ ಯೇಸುವನ್ನು ಸಾಯಿಸಬೇಕೆಂದು ಕೇಳುವ ಹಾಗೆಯೂ ಜನರನ್ನು ಒಡಂಬಡಿಸಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 21] ಅದಕ್ಕೆ ದೇಶಾಧಿಪತಿಯು ಅವರನ್ನು, “ಈ ಇಬ್ಬರಲ್ಲಿ ಯಾರನ್ನು ನಿಮಗೆ ಬಿಟ್ಟುಕೊಡಬೇಕನ್ನುತ್ತೀರಿ?” ಎಂದು ಕೇಳಲು ಅವರು “ಬರಬ್ಬನನ್ನು” ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 22] ಪಿಲಾತನು ಅವರನ್ನು, “ಹಾಗಾದರೆ ಕ್ರಿಸ್ತನೆನ್ನಿಸಿಕೊಳ್ಳುವ ಯೇಸುವನ್ನು ನಾನೇನು ಮಾಡಲಿ?” ಎಂದು ಕೇಳಲು ಎಲ್ಲರೂ, “ಅವನನ್ನು ಶಿಲುಬೆಗೆ ಹಾಕಿಸು” ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 23] ಅದಕ್ಕವನು “ಏಕೆ? ಈತನು ಮಾಡಿದ ಅಪರಾಧವೇನು?” ಅಂದನು. ಆದರೆ ಅವರು, “ಅವನನ್ನು ಶಿಲುಬೆಗೆ ಹಾಕಿಸು” ಎಂದು ಬಹಳವಾಗಿ ಆರ್ಭಟಿಸಿದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 24] ಆಗ ಪಿಲಾತನು ತನ್ನ ಯತ್ನ ನಡೆಯುವುದಿಲ್ಲ ಗದ್ದಲ ಮಾತ್ರ ಹೆಚ್ಚಾಗುತ್ತದೆ ಎಂದು ತಿಳಿದು ನೀರನ್ನು ತೆಗೆದುಕೊಂಡು ಜನರ ಮುಂದೆ ಕೈ ತೊಳೆದುಕೊಂಡು, “ಈ ನೀತಿವಂತನನ್ನು ಕೊಲ್ಲಿಸುವುದರಲ್ಲಿ ನಾನು ನಿರಪರಾಧಿ, ನೀವೇ ನೋಡಿಕೊಳ್ಳಿರಿ” ಎನ್ನಲು
[IRV | KN | NT | Matthew | Chapter 27 | Verse 25] ಜನರೆಲ್ಲಾ, “ಆತನ ರಕ್ತವು ನಮ್ಮ ಮತ್ತು ನಮ್ಮ ಮಕ್ಕಳ ಮೇಲೆ ಬರಲಿ” ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 26] ಆಗ ಬರಬ್ಬನನ್ನು ಅವರಿಗೆ ಬಿಟ್ಟುಕೊಟ್ಟು ಯೇಸುವನ್ನು ಕೊರಡೆಗಳಿಂದ ಹೊಡಿಸಿ ಶಿಲುಬೆಗೆ ಹಾಕುವುದಕ್ಕೆ ಒಪ್ಪಿಸಿದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 27] ಆ ಮೇಲೆ ದೇಶಾಧಿಪತಿಯ ಸಿಪಾಯಿಗಳು ಯೇಸುವನ್ನು ಅರಮನೆಯೊಳಗೆ ಕರೆದುಕೊಂಡು ಹೋಗಿ ಪಟಾಲವನ್ನೆಲ್ಲಾ ಆತನ ಸುತ್ತಲೂ ಸೇರಿಸಿಕೊಂಡು,
[IRV | KN | NT | Matthew | Chapter 27 | Verse 28] ಆತನ ಬಟ್ಟೆಗಳನ್ನು ತೆಗೆದುಹಾಕಿ ಕೆಂಪು ನಿಲುವಂಗಿಯನ್ನು ಹೊದಿಸಿ,
[IRV | KN | NT | Matthew | Chapter 27 | Verse 29] ಮುಳ್ಳುಬಳ್ಳಿಯಿಂದ ಕಿರೀಟವನ್ನು ಹೆಣೆದು ಆತನ ತಲೆಯ ಮೇಲೆ ಇಟ್ಟು ಬಲಗೈಯಲ್ಲಿ ಬೆತ್ತವನ್ನು ಕೊಟ್ಟು, ಆತನ ಮುಂದೆ ಮೊಣಕಾಲೂರಿ, “ಯೆಹೂದ್ಯರ ಅರಸನೇ, ನಿನಗೆ ನಮಸ್ಕಾರ” ಎಂದು ಆತನನ್ನು ಪರಿಹಾಸ್ಯಮಾಡಿ
[IRV | KN | NT | Matthew | Chapter 27 | Verse 30] ಮತ್ತು ಆತನ ಮೇಲೆ ಉಗುಳಿ ಆ ಬೆತ್ತವನ್ನು ತೆಗೆದುಕೊಂಡು ಆತನ ತಲೆಯ ಮೇಲೆ ಹೊಡೆದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 31] ಹೀಗೆ ಆತನನ್ನು ಪರಿಹಾಸ್ಯಮಾಡಿದ ಮೇಲೆ ಆ ನಿಲುವಂಗಿಯನ್ನು ತೆಗೆದು ಆತನ ಬಟ್ಟೆಗಳನ್ನು ಹೊದಿಸಿ ಆತನನ್ನು ಶಿಲುಬೆಗೆ ಹಾಕುವುದಕ್ಕೆ ತೆಗೆದುಕೊಂಡು ಹೋದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 32] ಅವರು ಹೊರಕ್ಕೆ ಹೋಗುತ್ತಿರುವಾಗ ಕುರೇನೆ ಪಟ್ಟಣದ ಸೀಮೋನನೆಂಬುವನನ್ನು ಕಂಡು ಅವನನ್ನು ಬಲವಂತವಾಗಿ ಆತನ ಶಿಲುಬೆಯನ್ನು ಹೊರುವುದಕ್ಕೆ ಕರೆದುಕೊಂಡರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 33] ಅವರೆಲ್ಲರೂ ಗೊಲ್ಗೊಥಾ ಅಂದರೆ “ಕಪಾಲಸ್ಥಳ” ಎಂಬ ಸ್ಥಾನಕ್ಕೆ ಬಂದಾಗ
[IRV | KN | NT | Matthew | Chapter 27 | Verse 34] ಆತನಿಗೆ ಕಹಿ ಬೆರಸಿದ ದ್ರಾಕ್ಷಾರಸವನ್ನು ಕುಡಿಯುವುದಕ್ಕೆ ಕೊಟ್ಟರು; ಆತನು ಅದನ್ನು ರುಚಿ ನೋಡಿ ಕುಡಿಯಲಾರದೆ ಇದ್ದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 35] ಬಳಿಕ ಅವರು ಆತನನ್ನು ಶಿಲುಬೆಗೆ ಹಾಕಿ ಆತನ ಬಟ್ಟೆಗಳಿಗಾಗಿ ಚೀಟು ಹಾಕಿ ಪಾಲುಮಾಡಿಕೊಂಡರು;
[IRV | KN | NT | Matthew | Chapter 27 | Verse 36] ಮತ್ತು ಅಲ್ಲಿ ಕುಳಿತುಕೊಂಡು ಆತನನ್ನು ಕಾಯುತ್ತಾ ಇದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 37] ಇದಲ್ಲದೆ ಆತನ ಮೇಲೆ ಹೊರಿಸಿದ ಅಪರಾಧವನ್ನು ಬರೆದು ಆತನ ತಲೆಯ ಮೇಲ್ಗಡೆ ಹಚ್ಚಿದರು; ಅದೇನೆಂದರೆ, “ಈತನು ಯೇಸು, ಯೆಹೂದ್ಯರ ಅರಸನು” ಎಂಬುದೇ.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 38] ಆಗ ಇಬ್ಬರು ಕಳ್ಳರನ್ನು ತಂದು ಒಬ್ಬನನ್ನು ಬಲಗಡೆಯಲ್ಲಿ ಮತ್ತೊಬ್ಬನನ್ನು ಎಡಗಡೆಯಲ್ಲಿ ಆತನ ಸಂಗಡ ಶಿಲುಬೆಗೆ ಹಾಕಿದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 39] ಅಲ್ಲಿ ಹಾದುಹೋಗುತ್ತಿರುವವರು ತಲೆ ಅಲ್ಲಾಡಿಸಿ,
[IRV | KN | NT | Matthew | Chapter 27 | Verse 40] “ದೇವಾಲಯವನ್ನು ಕೆಡವಿ ಮೂರು ದಿನದಲ್ಲಿ ಕಟ್ಟುವವನೇ, ನಿನ್ನನ್ನು ರಕ್ಷಿಸಿಕೊ; ನೀನು ದೇವರ ಮಗನೇ ಆಗಿದ್ದರೆ ಶಿಲುಬೆಯಿಂದ ಇಳಿದು ಬಾ” ಎಂದು ಆತನನ್ನು ಹಂಗಿಸುತ್ತಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 41] ಅದೇ ರೀತಿ ಮುಖ್ಯಯಾಜಕರೂ, ಶಾಸ್ತ್ರಿಗಳೂ, ಹಿರಿಯರೂ, “ಅವನು ಮತ್ತೊಬ್ಬರನ್ನು ರಕ್ಷಿಸಿದನು, ತನ್ನನ್ನು ತಾನೇ ರಕ್ಷಿಸಿಕೊಳ್ಳಲಾರನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 42] ಅವನು ಇಸ್ರಾಯೇಲಿನ ಅರಸನಲ್ಲವೇ. ಈಗ ಶಿಲುಬೆಯಿಂದ ಇಳಿದು ಬರಲಿ, ಇಳಿದು ಬಂದರೆ ಅವನಲ್ಲಿ ನಂಬಿಕೆಯಿಡುತ್ತೇವೆ ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 43] ಅವನು ದೇವರಲ್ಲಿ ಭರವಸವಿಟ್ಟಿದ್ದಾನೆ, ದೇವರಿಗೆ ಇಷ್ಟವಿದ್ದರೆ ಈಗ ಅವನನ್ನು ಬಿಡಿಸಲಿ; ‘ತಾನು ದೇವರ ಮಗನಾಗಿದ್ದೇನೆಂದು ಹೇಳಿದನಲ್ಲಾ’” ಎಂದು ಅಣಕಿಸಿ ಮಾತನಾಡುತ್ತಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 44] ಆತನ ಸಂಗಡ ಶಿಲುಬೆಗೆ ಹಾಕಲ್ಪಟ್ಟ ಕಳ್ಳರು ಸಹ ಆತನನ್ನು ಅದೇ ಪ್ರಕಾರ ನಿಂದಿಸುತ್ತಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 45] ಮಧ್ಯಾಹ್ನ ಹನ್ನೆರಡು ಘಂಟೆಯಿಂದ ಮೂರು ಘಂಟೆಯ ವರೆಗೆ ಆ ದೇಶದ ಮೇಲೆಲ್ಲಾ ಕತ್ತಲೆ ಕವಿಯಿತು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 46] ಸುಮಾರು ಮೂರು ಘಂಟೆಗೆ ಯೇಸು, “ಏಲೀ, ಏಲೀ, ಲಮಾ ಸಬಕ್ತಾನೀ” ಅಂದರೆ, “ನನ್ನ ದೇವರೇ, ನನ್ನ ದೇವರೇ, ಏಕೆ ನನ್ನನ್ನು ಕೈಬಿಟ್ಟಿದ್ದೀ” ಎಂದು ಮಹಾ ಧ್ವನಿಯಿಂದ ಕೂಗಿದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 47] ಅಲ್ಲಿ ನಿಂತಿದ್ದವರಲ್ಲಿ ಕೆಲವರು ಅದನ್ನು ಕೇಳಿ, “ಇವನು ಎಲೀಯನನ್ನು ಕರೆಯುತ್ತಿದ್ದಾನೆ” ಅಂದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 48] ಕೂಡಲೆ ಅವರಲ್ಲಿ ಒಬ್ಬನು ಓಡಿಹೋಗಿ ಸ್ಪಂಜನ್ನು ತಂದು ಹುಳಿರಸದಿಂದ ತುಂಬಿಸಿ ಕೋಲಿಗೆ ಸಿಕ್ಕಿಸಿ ಆತನಿಗೆ ಕುಡಿಯುವುದಕ್ಕೆ ಕೊಟ್ಟನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 49] ಮಿಕ್ಕಾದವರು, “ಬಿಡು, ಎಲೀಯನು ಬಂದು ಅವನನ್ನು ರಕ್ಷಿಸುವನೇನೋ ನೋಡೋಣ” ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 50] ಅನಂತರ ಯೇಸು ತಿರುಗಿ ಮಹಾ ಧ್ವನಿಯಿಂದ ಕೂಗಿ ಪ್ರಾಣಬಿಟ್ಟನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 51] ಆಗ ಇಗೋ, ದೇವಾಲಯದ ಪರದೆಯು ಮೇಲಿಂದ ಕೆಳಗಿನವರೆಗೂ ಹರಿದು ಎರಡು ಭಾಗವಾಯಿತು; ಭೂಮಿಯು ನಡುಗಿತು;
[IRV | KN | NT | Matthew | Chapter 27 | Verse 52] ಬಂಡೆಗಳು ಸೀಳಿಹೋದವು; ಸಮಾಧಿಗಳು ತೆರೆದವು; ನಿದ್ರೆಹೋಗಿದ್ದ ಅನೇಕ ಭಕ್ತರ ದೇಹಗಳು ಜೀವದಿಂದ ಎದ್ದವು;
[IRV | KN | NT | Matthew | Chapter 27 | Verse 53] ಮತ್ತು ಆತನ ಪುನರುತ್ಥಾನವಾದ ಮೇಲೆ ಸಮಾಧಿಗಳೊಳಗಿಂದ ಹೊರಗೆ ಬಂದು ಪರಿಶುದ್ಧ ಪಟ್ಟಣದೊಳಗೆ ಹೋಗಿ ಅನೇಕರಿಗೆ ಕಾಣಿಸಿಕೊಂಡರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 54] ಶತಾಧಿಪತಿಯು ಮತ್ತು ಅವನ ಸಂಗಡ ಯೇಸುವನ್ನು ಕಾಯುತ್ತಿದ್ದವರು ಭೂಕಂಪವನ್ನೂ, ನಡೆದ ಸಂಗತಿಗಳನ್ನೂ ನೋಡಿ ಬಹಳ ಹೆದರಿಕೊಂಡು, “ನಿಜವಾಗಿ ಈತನು ದೇವಕುಮಾರನಾಗಿದ್ದನು” ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 55] ಇದಲ್ಲದೆ ಅನೇಕ ಸ್ತ್ರೀಯರು ಅಲ್ಲಿ ಇದ್ದು ದೂರದಿಂದ ಇದನ್ನು ನೋಡುತ್ತಿದ್ದರು. ಇವರು ಯೇಸುವಿನ ಸೇವೆಮಾಡುತ್ತಾ ಗಲಿಲಾಯದಿಂದ ಆತನ ಹಿಂದೆ ಬಂದವರಾಗಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 56] ಇವರಲ್ಲಿ ಮಗ್ದಲದ ಮರಿಯಳೂ ಯಾಕೋಬ ಯೋಸೆಯರ ತಾಯಿಯಾದ ಮರಿಯಳೂ ಜೆಬೆದಾಯನ ಮಕ್ಕಳ ತಾಯಿಯೂ ಇದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 57] ಸಂಜೆಯಾದಾಗ ಅರಿಮಥಾಯ ಊರಿನ ಯೋಸೇಫನೆಂಬ ಒಬ್ಬ ಧನವಂತನು ಅಲ್ಲಿಗೆ ಬಂದನು. ಇವನು ಸಹ ಯೇಸುವಿನ ಶಿಷ್ಯನಾಗಿದ್ದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 58] ಇವನು ಪಿಲಾತನ ಬಳಿಗೆ ಹೋಗಿ ಯೇಸುವಿನ ದೇಹವನ್ನು ತನಗೆ ಕೊಡಿಸಬೇಕೆಂದು ಬೇಡಿಕೊಳ್ಳಲು ಪಿಲಾತನು ಅದನ್ನು ಆತನಿಗೆ ಕೊಡಬೇಕೆಂದು ಅಪ್ಪಣೆಮಾಡಿದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 59] ಯೋಸೇಫನು ದೇಹವನ್ನು ತೆಗೆದುಕೊಂಡು ಅದನ್ನು ಶುದ್ಧವಾದ ನಾರುಮಡಿಯಲ್ಲಿ ಸುತ್ತಿ
[IRV | KN | NT | Matthew | Chapter 27 | Verse 60] ಬಂಡೆಯಲ್ಲಿ ತೋಡಿದ್ದ ಹೊಸ ಸಮಾಧಿಯಲ್ಲಿ ಇಟ್ಟು ಸಮಾಧಿಯ ಬಾಗಿಲಿಗೆ ದೊಡ್ಡ ಕಲ್ಲನ್ನು ಉರುಳಿಸಿ ಹೊರಟುಹೋದನು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 61] ಮಗ್ದಲದ ಮರಿಯಳೂ ಮತ್ತು ಆ ಇನ್ನೊಬ್ಬ ಮರಿಯಳೂ ಅಲ್ಲಿ ಸಮಾಧಿಗೆ ಎದುರಾಗಿ ಕುಳಿತಿದ್ದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 62] ಮರುದಿನ ಅಂದರೆ ಸಿದ್ಧತೆಯ ದಿನ ಕಳೆದ ಮೇಲೆ ಮುಖ್ಯಯಾಜಕರೂ ಫರಿಸಾಯರೂ ಪಿಲಾತನ ಬಳಿಗೆ ಸೇರಿಬಂದು,
[IRV | KN | NT | Matthew | Chapter 27 | Verse 63] “ಯಜಮಾನನೇ, ಆ ಮೋಸಗಾರನು ಬದುಕಿದ್ದಾಗ ‘ತಾನು ಮೂರು ದಿನದ ಮೇಲೆ ಜೀವದಿಂದ ಏಳುತ್ತೇನೆ’ ಎಂದು ಹೇಳಿದ್ದು ನಮ್ಮ ನೆನಪಿಗೆ ಬಂದಿತು;
[IRV | KN | NT | Matthew | Chapter 27 | Verse 64] ಆದಕಾರಣ ಮೂರನೆಯ ದಿನದ ತನಕ ಸಮಾಧಿಯನ್ನು ಭದ್ರಮಾಡಿ ಕಾಯುವುದಕ್ಕೆ ಅಪ್ಪಣೆಕೊಡಬೇಕು; ಇಲ್ಲದಿದ್ದರೆ ಅವನ ಶಿಷ್ಯರು ಬಂದು ಅವನನ್ನು ಕದ್ದುಕೊಂಡು ಹೋಗಿ ಸತ್ತವನು ಬದುಕಿ ಬಂದಿದ್ದಾನೆ” ಎಂದು ಹೇಳಾರು; ಆಗ ಮೊದಲನೆಯ ವಂಚನೆಗಿಂತ ಕಡೆಯ ವಂಚನೆಯು ಕೆಡುಕಾದೀತು ಅಂದರು.
[IRV | KN | NT | Matthew | Chapter 27 | Verse 65] ಪಿಲಾತನು ಅವರಿಗೆ, “ಕಾವಲುಗಾರರನ್ನು ಕರೆದುಕೊಂಡು ಹೋಗಿ ನಿಮಗೆ ತಿಳಿದ ಹಾಗೆ ಭದ್ರಮಾಡಿ ಕಾಯಿರಿ” ಎಂದು ಹೇಳಲು
[IRV | KN | NT | Matthew | Chapter 27 | Verse 66] ಅವರು ಹೊರಟು ಕಾವಲುಗಾರರನ್ನು ಇರಿಸಿ ಆ ಕಲ್ಲಿಗೆ ಮುದ್ರೆಹಾಕಿ ಸಮಾಧಿಯನ್ನು ಸುಭದ್ರಮಾಡಿದರು.
