[LXX | EL | OT | Judges | Chapter 11 | Verse 1] Καὶ Ἰεφθάε ὁ Γαλααδίτης ἐπῃρμένος δυνάμει, καὶ αὐτὸς υἱοῖς γυναικὸς πόρνης, ἣ ἐγέννησε τῷ Γαλαὰδ τὸν Ἰεφθάε.
[LXX | EL | OT | Judges | Chapter 11 | Verse 12] Καὶ ἀπέστειλεν Ἰεφθάε ἀγγέλους πρὸς βασιλέα υἱῶν Ἀμμὼν, λέγων, τί ἐμοὶ καὶ σοὶ, ὅτι ἦλθες πρὸς μὲ τοῦ παρατάξασθαι ἐν τῇ γῇ μου;
[LXX | EL | OT | Judges | Chapter 11 | Verse 13] Καὶ εἶπε βασιλεὺς υἱῶν Ἀμμὼν πρὸς τοὺς ἀγγέλους Ἰεφθάε, ὅτι ἔλαβεν Ἰσραὴλ τὴν γῆν μου ἐν τῷ ἀναβαίνειν αὐτὸν ἐξ Αἰγύπτου ἀπὸ Ἀρνὼν ἕως Ἰαβὸκ καὶ ἕως τοῦ Ἰορδάνου· καὶ νῦν ἐπίστρεψον αὐτὰς ἐν εἰρήνῃ, καὶ πορεύσομαι.
[LXX | EL | OT | Judges | Chapter 11 | Verse 14] Καὶ προσέθηκεν ἔτι Ἰεφθάε, καὶ ἀπέστειλεν ἀγγέλους πρὸς βασιλέα υἱῶν Ἀμμών.
[LXX | EL | OT | Judges | Chapter 11 | Verse 15] Καὶ εἶπεν αὐτῷ, οὕτω λέγει Ἰεφθάε, οὐκ ἔλαβεν Ἰσραὴλ τὴν γῆν Μωὰβ, καὶ τὴν γῆν υἱῶν Ἀμμών,
[LXX | EL | OT | Judges | Chapter 11 | Verse 16] ὅτι ἐν τῷ ἀναβαίνειν αὐτοὺς ἐξ Αἰγύπτου ἐπορεύθη Ἰσραὴλ ἐν τῇ ἐρήμῳ ἕως θαλάσσης Σὶφ, καὶ ἦλθεν εἰς Κάδης.
[LXX | EL | OT | Judges | Chapter 11 | Verse 17] Καὶ ἀπέστειλεν Ἰσραὴλ ἀγγέλους πρὸς βασιλέα Ἐδὼμ, λέγων, παρελεύσομαι δὴ ἐν τῇ γῇ σου· καὶ οὐκ ἤκουσε βασιλεὺς Ἐδώμ· καί γε πρὸς βασιλέα Μωὰβ ἀπέστειλε, καὶ οὐκ εὐδόκησε· καὶ ἐκάθισεν Ἰσραὴλ ἐν Κάδης,
[LXX | EL | OT | Judges | Chapter 11 | Verse 18] καὶ ἐπορεύθη ἐν τῇ ἐρήμῳ, καὶ ἐκύκλωσε τὴν γῆν Ἐδὼμ καὶ τὴν γῆν Μωάβ· καὶ ἦλθεν ἀπὸ ἀνατολῶν ἡλίου τῇ γῇ Μωὰβ, καὶ παρενέβαλεν ἐν πέραν Ἀρνὼν, καὶ οὐκ εἰσῆλθεν ἐν ὁρίοις Μωὰβ, ὅτι Ἀρνὼν ὅριον Μωάβ.
[LXX | EL | OT | Judges | Chapter 11 | Verse 19] Καὶ ἀπέστειλεν Ἰσραὴλ ἀγγέλους πρὸς Σηὼν βασιλέα τοῦ Ἀμοῤῥαίου βασιλέα Ἐσεβῶν, καὶ εἶπεν αὐτῷ Ἰσραήλ, παρέλθωμεν δὴ ἐν τῇ γῇ σου ἕως τοῦ τόπου ἡμῶν.
[LXX | EL | OT | Judges | Chapter 11 | Verse 20] Καὶ οὐκ ἐνεπίστευσε Σηὼν τῷ Ἰσραὴλ παρελθεῖν ἐν τῷ ὁρίῳ αὐτοῦ· καὶ συνῆξε Σηὼν πάντα τὸν λαὸν αὐτοῦ, καὶ παρενέβαλον εἰς Ἰασὰ, καὶ παρετάξατο πρὸς Ἰσραήλ.
[LXX | EL | OT | Judges | Chapter 11 | Verse 21] Καὶ παρέδωκε Κύριος ὁ Θεὸς Ἰσραὴλ τὸν Σηὼν καὶ πάντα τὸν λαὸν αὐτοῦ ἐν χειρὶ Ἰσραὴλ, καὶ ἐπάταξεν αὐτόν· καὶ ἐκληρονόμησεν Ἰσραὴλ πᾶσαν τὴν γῆν τοῦ Ἀμοῤῥαίου τοῦ κατοικοῦντος τὴν γῆν ἐκείνην
[LXX | EL | OT | Judges | Chapter 11 | Verse 22] ἀπὸ Ἀρνὼν καὶ ἕως τοῦ Ἰαβὸκ, καὶ ἀπὸ τοῦ ἐρήμου ἕως τοῦ Ἰορδάνου.
[LXX | EL | OT | Judges | Chapter 11 | Verse 23] Καὶ νῦν Κύριος ὁ Θεὸς Ἰσραὴλ ἐξῇρε τὸν Ἀμοῤῥαῖον ἀπὸ προσώπου λαοῦ αὐτοῦ Ἰσραήλ, καὶ σὺ κληρονομήσεις αὐτόν;
[LXX | EL | OT | Judges | Chapter 11 | Verse 24] Οὐχὶ ἃ ἐὰν κληρονομήσει σε Χαμὼς ὁ θεὸς σοῦ, αὐτὰ κληρονομήσεις, καὶ τοὺς πάντας οὓς ἐξῇρε Κύριος ὁ Θεὸς ἡμῶν ἀπὸ προσώπου ἡμῶν, αὐτοὺς κληρονομήσομεν;
[LXX | EL | OT | Judges | Chapter 11 | Verse 25] Καὶ νῦν μὴ ἐν ἀγαθῷ ἀγαθώτερος σὺ ὑπὲρ Βαλὰκ υἱὸν Σεπφὼρ βασιλέως Μωάβ; μὴ μαχόμενος ἐμαχέσατο μετὰ Ἰσραὴλ, ἢ πολεμῶν ἐπολέμησεν αὐτὸν,
[LXX | EL | OT | Judges | Chapter 11 | Verse 26] ἐν τῷ οἰκῆσαι ἐν Ἐσεβὼν καὶ ἐν τοῖς ὁρίοις αὐτῆς, καὶ ἐν γῇ Ἀροὴρ καὶ ἐν τοῖς ὁρίοις αὐτῆς, καὶ ἐν πάσαις ταῖς πόλεσι ταῖς παρὰ τὸν Ἰορδάνην, τριακόσια ἔτη; καὶ διατί οὐκ ἐῤῥύσω αὐτοὺς ἐν τῷ καιρῷ ἐκείνῳ;
[LXX | EL | OT | Judges | Chapter 11 | Verse 27] Καὶ νῦν ἐγώ εἰμι οὐχ ἥμαρτόν σοι, καὶ σὺ ποιεῖς μετʼ ἐμοῦ πονηρίαν τοῦ παρατάξασθαι ἐν ἐμοί· κρίναι Κύριος ὁ κρίνων σήμερον ἀναμέσον υἱῶν Ἰσραὴλ καὶ ἀναμέσον υἱῶν Ἀμμών.
[LXX | EL | OT | Judges | Chapter 11 | Verse 28] Καὶ οὐκ ἤκουσε βασιλεὺς υἱῶν Ἀμμὼν τῶν λόγων Ἰεφθάε, ὧν ἀπέστειλε πρὸς αὐτόν.
[LXX | EL | OT | Judges | Chapter 11 | Verse 29] Καὶ ἐγένετο ἐπὶ Ἰεφθάε πνεῦμα Κυρίου, καὶ παρῆλθε τὸν Γαλαὰδ, καὶ τὸν Μανασσῆ, καὶ παρῆλθε τὴν σκοπιὰν Γαλαὰδ εἰς τὸ πέραν υἱῶν Ἀμμών.
[LXX | EL | OT | Judges | Chapter 11 | Verse 30] Καὶ ηὔξατο Ἰεφθάε εὐχὴν τῷ Κυρίῳ, καὶ εἶπεν, ἐὰν διδοὺς δῷς μοι τοὺς υἱοὺς Ἁμμὼν ἐν τῆ χειρί μου,
[LXX | EL | OT | Judges | Chapter 11 | Verse 31] καὶ ἔσται ὁ ἐκπορευόμενος ὃς ἂν ἐξέλθῃ ἀπὸ τῆς θύρας τοῦ οἴκου μου εἰς συνάντησίν μου ἐν τῷ ἐπιστρέφειν με ἐν εἰρήνῃ ἀπὸ υἱῶν Ἀμμὼν, καὶ ἔσται τῷ Κυρίῳ, ἀνοίσω αὐτὸν ὁλοκαύτωμα.
[LXX | EL | OT | Judges | Chapter 11 | Verse 32] Καὶ παρῆλθεν Ἰεφθάε πρὸς υἱοὺς Ἀμμὼν παρατάξασθαι πρὸς αὐτούς· καὶ παρέδωκεν αὐτοὺς Κύριος ἐν χειρὶ αὐτοῦ.
[LXX | EL | OT | Judges | Chapter 11 | Verse 33] Καὶ ἐπάταξεν αὐτοὺς ἀπὸ Ἀροὴρ ἕως ἐλθεῖν ἄχρις Ἀρνὼν ἐν ἀριθμῷ εἴκοσι πόλεις, καὶ ἕως Ἐβελχαρμὶμ, πληγὴν μεγάλην σφόδρα· καὶ συνεστάλησαν οἱ υἱοὶ Ἀμμὼν ἀπὸ προσώπου υἱῶν Ἰσραήλ.
[LXX | EL | OT | Judges | Chapter 11 | Verse 34] Καὶ ἦλθεν Ἰεφθάε εἰς Μασσηφὰ εἰς τὸν οἶκον αὐτοῦ· καὶ ἰδοὺ ἡ θυγάτηρ αὐτοῦ ἐξεπορεύετο εἰς ὑπάντησιν ἐν τυμπάνοις καὶ χοροῖς· καὶ αὕτη ἦν μονογενὴς αὐτῷ· οὐκ ἦν αὐτῷ ἕτερος υἱὸς ἢ θυγάτηρ.
[LXX | EL | OT | Judges | Chapter 11 | Verse 35] Καὶ ἐγένετο ὡς εἶδεν αὐτὴν αὐτός, διέῤῥηξε τὰ ἱμάτια αὐτοῦ, καὶ εἶπεν, ἆ ἆ, θυγάτηρ μου, ταραχῇ ἐτάραξάς με, καὶ σὺ ἦς ἐν τῷ ταράχῳ μου, καὶ ἐγώ εἰμι ἤνοιξα κατὰ σοῦ τὸ στόμα μου πρὸς Κύριον, καὶ οὐ δυνήσομαι ἀποστρέψαι.
[LXX | EL | OT | Judges | Chapter 11 | Verse 36] Ἡ δὲ εἶπε πρὸς αὐτὸν, πάτερ, ἤνοιξας τὸ στόμα σου πρὸς Κύριον; ποίησόν μοι ὃν τρόπον ἐξῆλθεν ἐκ στόματός σου, ἐν τῷ ποιῆσαί σοι Κύριον ἐκδίκησιν τῶν ἐχθρῶν σου ἀπὸ τῶν υἱῶν Ἀμμών.
[LXX | EL | OT | Judges | Chapter 11 | Verse 37] Καὶ ἥδε εἶπε πρὸς τὸν πατέρα αὐτῆς, ποιησάτω δὴ ὁ πατήρ μου τὸν λόγον τοῦτον· ἔασόν με δύο μῆνας, καὶ πορεύσομαι καὶ καταβήσομαι ἐπὶ τὰ ὄρη, καὶ κλαύσομαι ἐπὶ τὰ παρθένιά μου ἐγώ εἰμι καὶ αἱ συνεταιρίδες μου.
[LXX | EL | OT | Judges | Chapter 11 | Verse 38] Καὶ εἶπε, πορεύου· καὶ ἀπέστειλεν αὐτὴν δύο μῆνας· καὶ ἐπορεύθη αὐτὴ καὶ αἱ συνεταιρίδες αὐτῆς, καὶ ἔκλαυσεν ἐπὶ τὰ παρθένια αὐτῆς ἐπὶ τὰ ὄρη.
[LXX | EL | OT | Judges | Chapter 11 | Verse 39] Καὶ ἐγένετο ἐν τέλει τῶν δύο μηνῶν, καὶ ἐπέστρεψε πρὸς τὸν πατέρα αὐτῆς· καὶ ἐποίησεν ἐν αὐτῇ τὴν εὐχὴν αὐτοῦ ἣν ηὔξατο· καὶ αὕτη οὐκ ἔγνω ἄνδρα· καὶ ἐγένετο εἰς πρόσταγμα ἐν Ἰσραήλ·
[LXX | EL | OT | Judges | Chapter 11 | Verse 40] Ἀπὸ ἡμερῶν εἰς ἡμέρας ἐπορεύοντο θυγατέρες Ἰσραὴλ θρηνεῖν τὴν θυγατέρα Ἰεφθάε τοῦ Γαλααδίτου ἐπὶ τέσσαρας ἡμέρας ἐν τῷ ἐνιαυτῷ.
