[LXX | EL | OT | Judges | Chapter 5 | Verse 1] Καὶ ἦσαν Δεββῶρα καὶ Βαρὰκ υἱὸς Ἀβινεὲμ ἐν τῇ ἡμέρᾳ ἐκείνῃ, λέγοντες,
[LXX | EL | OT | Judges | Chapter 5 | Verse 13] Τότε κατέβη κατάλειμμα τοῖς ἰσχυροῖς· λαὸς Κυρίου κατέβη αὐτῷ ἐν τοῖς κραταιοῖς ἐξ ἐμοῦ.
[LXX | EL | OT | Judges | Chapter 5 | Verse 14] Ἐφραῒμ ἐξεῤῥίζωσεν αὐτοὺς ἐν τῷ Ἀμαλὴκ, ὀπίσω σου Βενιαμὶν ἐν τοῖς λαοῖς σου· ἐν ἐμοὶ Μαχὶρ κατέβησαν ἐξερευνῶντες· καὶ ἀπὸ Ζαβουλὼν ἕλκοντες ἐν ῥάβδῳ διηγήσεως γραμματέως.
[LXX | EL | OT | Judges | Chapter 5 | Verse 15] Καὶ ἀρχηγοι ἐν Ἰσσάχαρ μετὰ Δεββώρας καὶ Βαράκ· οὕτω Βαρὰκ ἐν κοιλάσιν ἀπέστειλεν ἐν ποσὶν αὐτοῦ, εἰς τὰς μερίδας Ῥουβὴν, μεγάλοι ἐξικνούμενοι καρδίαν.
[LXX | EL | OT | Judges | Chapter 5 | Verse 16] Εἰς τί ἐκάθισαν ἀναμέσον τῆς διγομίας τοῦ ἀκοῦσαι συρισμοῦ ἀγελῶν εἰς διαιρέσεις Ῥουβήν; μεγάλοι ἐξετασμοὶ καρδίας.
[LXX | EL | OT | Judges | Chapter 5 | Verse 17] Γαλαάδ ἐν τῷ πέραν τοῦ Ἰορδάνου οὗ ἐσκήνωσε· καὶ Δὰν εἰς τί παροικεῖ πλοίοις; Ἀσὴρ ἐκάθισε παραλίαν θαλασσῶν, καὶ ἐπὶ διεξόδοις αὐτοῦ σκηνώσει.
[LXX | EL | OT | Judges | Chapter 5 | Verse 18] Ζαβουλὼν λαὸς ὠνείδισε ψυχὴν αὐτοῦ εἰς θάνατον, καὶ Νεφθαλὶ ἐπὶ ὕψη ἀγροῦ
[LXX | EL | OT | Judges | Chapter 5 | Verse 19] ἦλθον αὐτῶν. Βασιλεῖς παρετάξαντο, τότε ἐπολέμησαν βασιλεῖς Χαναὰν ἐν Θαναὰχ ἐπὶ ὕδατι Μαγεδδὼ, δῶρον ἀργυρίου οὐκ ἔλαβον.
[LXX | EL | OT | Judges | Chapter 5 | Verse 20] Ἐξ οὐρανοῦ παρετάξαντο οἱ ἀστέρες, ἐκ τρίβων αὐτῶν παρετάξαντο μετὰ Σισάρα.
[LXX | EL | OT | Judges | Chapter 5 | Verse 21] Χειμάῤῥους Κισῶν ἐξέσυρεν αὐτοὺς, χειμάῤῥους ἀρχαίων, χειμάῤῥους Κισῶν· καταπατήσει αὐτὸν ψυχή μου δυνατή.
[LXX | EL | OT | Judges | Chapter 5 | Verse 22] Ὅτε ἐνεποδίσθησαν πτέρναι ἵππου, σπουδῇ ἔσπευσαν ἰσχυροὶ αὐτοῦ
[LXX | EL | OT | Judges | Chapter 5 | Verse 23] καταρᾶσθαι Μηρὼζ, εἶπεν ἄγγελος Κυρίου, καταρᾶσθε· ἐπικατάρατος πᾶς ὁ κατοικῶν αὐτὴν, ὅτι οὐκ ἤλθοσαν εἰς βοήθειαν Κυρίου, εἰς βοήθειαν ἐν δυνατοῖς.
[LXX | EL | OT | Judges | Chapter 5 | Verse 24] Εὐλογηθείη ἐν γυναιξὶν Ἰαὴλ γυνὴ Χαβὲρ τοῦ Κιναίου, ἀπὸ γυναικῶν ἐν σκηναῖς εὐλογηθείη.
[LXX | EL | OT | Judges | Chapter 5 | Verse 25] Ὕδωρ ᾔτησε, γάλα ἔδωκεν ἐν λεκάνῃ· ὑπερεχόντων προσήνεγκε βούτυρον.
[LXX | EL | OT | Judges | Chapter 5 | Verse 26] Χεῖρα αὐτῆς ἀριστερὰν εἰς πάσσαλον ἐξέτεινε, καὶ δεξιὰν αὐτῆς εἰς σφύραν κοπίωντων, καὶ ἐσφυροκόπησε Σισάρα, διήλωσε κεφαλὴν αὐτοῦ καὶ ἐπάταξε, διήλωσε κρόταφον αὐτοῦ.
[LXX | EL | OT | Judges | Chapter 5 | Verse 27] Ἀναμέσον τῶν ποδῶν αὐτῆς κατεκυλίσθη· ἔπεσε καὶ ἐκοιμήθη ἀναμέσον τῶν ποδῶν αὐτῆς, κατακλιθεὶς ἔπεσε· καθὼς κατεκλίθη ἐκεῖ ἔπεσεν ἐξοδευθείς.
[LXX | EL | OT | Judges | Chapter 5 | Verse 28] Διὰ τῆς θυρίδος παρέκυψε μήτηρ Σισάρα ἐκτὸς τοῦ τοξικοῦ, διότι ᾐσχύνθη ἅρμα αὐτοῦ; διότι ἐχρόνισαν πόδες ἁρμάτων αὐτοῦ;
[LXX | EL | OT | Judges | Chapter 5 | Verse 29] Αἱ σοφαὶ ἄρχουσαι αὐτῆς ἀπεκρίθησαν πρὸς αὐτὴν, καὶ αὐτὴ ἀπέστρεψε λόγους αὐτῆς ἑαυτῇ,
[LXX | EL | OT | Judges | Chapter 5 | Verse 30] οὐχ εὑρήσουσιν αὐτὸν διαμερίζοντα σκῦλα; οἰκτίρμων οἰκτειρήσει εἰς κεφαλὴν ἀνδρός· σκῦλα βαμμάτων τῷ Σισάρᾳ, σκῦλα βαμμάτων ποικιλίας, βάμματα ποικιλτῶν αὐτὰ τῷ τραχήλῳ αὐτοῦ σκῦλα.
[LXX | EL | OT | Judges | Chapter 5 | Verse 31] Οὕτως ἀπόλοιντο πάντες οἱ ἐχθροί σου, Κύριε· καὶ οἱ ἀγαπῶντες αὐτὸν, ὡς ἔξοδος ἡλίου ἐν δυνάμει αὐτοῦ. Καὶ ἡσύχασεν ἡ γῆ τεσσαράκοντα ἔτη.
