[KJV | EN | OT | Psalms | Chapter 119 | Verse 1] (א) Blessed are the undefiled in the way, Who walk in the law of the Lord.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 48] (ו) My hands also will I lift up unto thy commandments, which I have loved; And I will meditate in thy statutes. ZAIN.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 49] (ז) Remember the word unto thy servant, Upon which thou hast caused me to hope.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 50] (ז) This is my comfort in my affliction: For thy word hath quickened me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 51] (ז) The proud have had me greatly in derision: Yet have I not declined from thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 52] (ז) I remembered thy judgments of old, O Lord; And have comforted myself.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 53] (ז) Horror hath taken hold upon me because of the wicked That forsake thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 54] (ז) Thy statutes have been my songs In the house of my pilgrimage.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 55] (ז) I have remembered thy name, O Lord, in the night, And have kept thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 56] (ז) This I had, Because I kept thy precepts. CHETH.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 57] (ח) Thou art my portion, O Lord: I have said that I would keep thy words.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 58] (ח) I intreated thy favour with my whole heart: Be merciful unto me according to thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 59] (ח) I thought on my ways, And turned my feet unto thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 60] (ח) I made haste, and delayed not To keep thy commandments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 61] (ח) The bands of the wicked have robbed me: But I have not forgotten thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 62] (ח) At midnight I will rise to give thanks unto thee Because of thy righteous judgments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 63] (ח) I am a companion of all them that fear thee, And of them that keep thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 64] (ח) The earth, O Lord, is full of thy mercy: Teach me thy statutes. TETH.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 65] (ט) Thou hast dealt well with thy servant, O Lord, according unto thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 66] (ט) Teach me good judgment and knowledge: For I have believed thy commandments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 67] (ט) Before I was afflicted I went astray: But now have I kept thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 68] (ט) Thou art good, and doest good; Teach me thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 69] (ט) The proud have forged a lie against me: But I will keep thy precepts with my whole heart.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 70] (ט) Their heart is as fat as grease; But I delight in thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 71] (ט) It is good for me that I have been afflicted; That I might learn thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 72] (ט) The law of thy mouth is better unto me Than thousands of gold and silver. JOD.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 73] (י) Thy hands have made me and fashioned me: Give me understanding, that I may learn thy commandments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 74] (י) They that fear thee will be glad when they see me; Because I have hoped in thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 75] (י) I know, O Lord, that thy judgments are right, And that thou in faithfulness hast afflicted me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 76] (י) Let, I pray thee, thy merciful kindness be for my comfort, According to thy word unto thy servant.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 77] (י) Let thy tender mercies come unto me, that I may live: For thy law is my delight.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 78] (י) Let the proud be ashamed; for they dealt perversely with me without a cause: But I will meditate in thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 79] (י) Let those that fear thee turn unto me, And those that have known thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 80] (י) Let my heart be sound in thy statutes; That I be not ashamed. CAPH.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 81] (כ) My soul fainteth for thy salvation: But I hope in thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 82] (כ) Mine eyes fail for thy word, Saying, When wilt thou comfort me?
[KJV | EN | OT | Psalms | Chapter 119 | Verse 83] (כ) For I am become like a bottle in the smoke; Yet do I not forget thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 84] (כ) How many are the days of thy servant? When wilt thou execute judgment on them that persecute me?
[KJV | EN | OT | Psalms | Chapter 119 | Verse 85] (כ) The proud have digged pits for me, Which are not after thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 86] (כ) All thy commandments are faithful: They persecute me wrongfully; help thou me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 87] (כ) They had almost consumed me upon earth; But I forsook not thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 88] (כ) Quicken me after thy lovingkindness; So shall I keep the testimony of thy mouth. LAMED.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 89] (ל) For ever, O Lord, Thy word is settled in heaven.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 90] (ל) Thy faithfulness is unto all generations: Thou hast established the earth, and it abideth.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 91] (ל) They continue this day according to thine ordinances: For all are thy servants.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 92] (ל) Unless thy law had been my delights, I should then have perished in mine affliction.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 93] (ל) I will never forget thy precepts: For with them thou hast quickened me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 94] (ל) I am thine, save me; For I have sought thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 95] (ל) The wicked have waited for me to destroy me: But I will consider thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 96] (ל) I have seen an end of all perfection: But thy commandment is exceeding broad. MEM.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 97] (מ) O how love I thy law! It is my meditation all the day.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 98] (מ) Thou through thy commandments hast made me wiser than mine enemies: For they are ever with me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 99] (מ) I have more understanding than all my teachers: For thy testimonies are my meditation.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 100] (מ) I understand more than the ancients, Because I keep thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 101] (מ) I have refrained my feet from every evil way, That I might keep thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 102] (מ) I have not departed from thy judgments: For thou hast taught me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 103] (מ) How sweet are thy words unto my taste! Yea, sweeter than honey to my mouth!
[KJV | EN | OT | Psalms | Chapter 119 | Verse 104] (מ) Through thy precepts I get understanding: Therefore I hate every false way. NUN.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 105] (נ) Thy word is a lamp unto my feet, And a light unto my path.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 106] (נ) I have sworn, and I will perform it, That I will keep thy righteous judgments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 107] (נ) I am afflicted very much: Quicken me, O Lord, according unto thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 108] (נ) Accept, I beseech thee, the freewill offerings of my mouth, O Lord, And teach me thy judgments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 109] (נ) My soul is continually in my hand: Yet do I not forget thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 110] (נ) The wicked have laid a snare for me: Yet I erred not from thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 111] (נ) Thy testimonies have I taken as an heritage for ever: For they are the rejoicing of my heart.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 112] (נ) I have inclined mine heart to perform thy statutes Alway, even unto the end. SAMECH.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 113] (ס) I hate vain thoughts: But thy law do I love.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 114] (ס) Thou art my hiding place and my shield: I hope in thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 115] (ס) Depart from me, ye evildoers: For I will keep the commandments of my God.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 116] (ס) Uphold me according unto thy word, that I may live: And let me not be ashamed of my hope.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 117] (ס) Hold thou me up, and I shall be safe: And I will have respect unto thy statutes continually.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 118] (ס) Thou hast trodden down all them that err from thy statutes: For their deceit is falsehood.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 119] (ס) Thou puttest away all the wicked of the earth like dross: Therefore I love thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 120] (ס) My flesh trembleth for fear of thee; And I am afraid of thy judgments. AIN.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 121] (ע) I have done judgment and justice: Leave me not to mine oppressors.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 122] (ע) Be surety for thy servant for good: Let not the proud oppress me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 123] (ע) Mine eyes fail for thy salvation, And for the word of thy righteousness.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 124] (ע) Deal with thy servant according unto thy mercy, And teach me thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 125] (ע) I am thy servant; give me understanding, That I may know thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 126] (ע) It is time for thee, Lord, to work: For they have made void thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 127] (ע) Therefore I love thy commandments Above gold; yea, above fine gold.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 128] (ע) Therefore I esteem all thy precepts concerning all things to be right; And I hate every false way. PE.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 129] (פ) Thy testimonies are wonderful: Therefore doth my soul keep them.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 130] (פ) The entrance of thy words giveth light; It giveth understanding unto the simple.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 131] (פ) I opened my mouth, and panted: For I longed for thy commandments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 132] (פ) Look thou upon me, and be merciful unto me, As thou usest to do unto those that love thy name.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 133] (פ) Order my steps in thy word: And let not any iniquity have dominion over me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 134] (פ) Deliver me from the oppression of man: So will I keep thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 135] (פ) Make thy face to shine upon thy servant; And teach me thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 136] (פ) Rivers of waters run down mine eyes, Because they keep not thy law. TZADDI.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 137] (צ) Righteous art thou, O Lord, And upright are thy judgments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 138] (צ) Thy testimonies that thou hast commanded are righteous And very faithful.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 139] (צ) My zeal hath consumed me, Because mine enemies have forgotten thy words.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 140] (צ) Thy word is very pure: Therefore thy servant loveth it.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 141] (צ) I am small and despised: Yet do not I forget thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 142] (צ) Thy righteousness is an everlasting righteousness, And thy law is the truth.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 143] (צ) Trouble and anguish have taken hold on me: Yet thy commandments are my delights.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 144] (צ) The righteousness of thy testimonies is everlasting: Give me understanding, and I shall live. KOPH.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 145] (ק) I cried with my whole heart; Hear me, O Lord: I will keep thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 146] (ק) I cried unto thee; save me, And I shall keep thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 147] (ק) I prevented the dawning of the morning, and cried: I hoped in thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 148] (ק) Mine eyes prevent the night watches, That I might meditate in thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 149] (ק) Hear my voice according unto thy lovingkindness: O Lord, quicken me according to thy judgment.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 150] (ק) They draw nigh that follow after mischief: They are far from thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 151] (ק) Thou art near, O Lord; And all thy commandments are truth.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 152] (ק) Concerning thy testimonies, I have known of old That thou hast founded them for ever. RESH.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 153] (ר) Consider mine affliction, and deliver me: For I do not forget thy law.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 154] (ר) Plead my cause, and deliver me: Quicken me according to thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 155] (ר) Salvation is far from the wicked: For they seek not thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 156] (ר) Great are thy tender mercies, O Lord: Quicken me according to thy judgments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 157] (ר) Many are my persecutors and mine enemies; Yet do I not decline from thy testimonies.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 158] (ר) I beheld the transgressors, and was grieved; Because they kept not thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 159] (ר) Consider how I love thy precepts: Quicken me, O Lord, according to thy lovingkindness.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 160] (ר) Thy word is true from the beginning: And every one of thy righteous judgments endureth for ever. SCHIN.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 161] (ש) Princes have persecuted me without a cause: But my heart standeth in awe of thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 162] (ש) I rejoice at thy word, As one that findeth great spoil.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 163] (ש) I hate and abhor lying: But thy law do I love.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 164] (ש) Seven times a day do I praise thee Because of thy righteous judgments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 165] (ש) Great peace have they which love thy law: And nothing shall offend them.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 166] (ש) Lord, I have hoped for thy salvation, And done thy commandments.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 167] (ש) My soul hath kept thy testimonies; And I love them exceedingly.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 168] (ש) I have kept thy precepts and thy testimonies: For all my ways are before thee. TAU.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 169] (ת) Let my cry come near before thee, O Lord: Give me understanding according to thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 170] (ת) Let my supplication come before thee: Deliver me according to thy word.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 171] (ת) My lips shall utter praise, When thou hast taught me thy statutes.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 172] (ת) My tongue shall speak of thy word: For all thy commandments are righteousness.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 173] (ת) Let thine hand help me; For I have chosen thy precepts.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 174] (ת) I have longed for thy salvation, O Lord; And thy law is my delight.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 175] (ת) Let my soul live, and it shall praise thee; And let thy judgments help me.
[KJV | EN | OT | Psalms | Chapter 119 | Verse 176] (ת) I have gone astray like a lost sheep; seek thy servant; For I do not forget thy commandments.
