[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 1] These bee the wordes which Moses spake vnto all Israel, on this side Iorden in the wildernesse, in the plaine, ouer against the red Sea, betweene Paran and Tophel, and Laban, and Hazeroth, and Di-zahab.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 15] So I tooke the chiefe of your tribes wise and knowen men, and made them rulers ouer you, captaines ouer thousands, and captaines ouer hundreds, and captaines ouer fiftie, and captaines ouer tenne, and officers among your tribes.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 16] And I charged your iudges that same time, saying, Heare the controuersies betweene your brethren, and iudge righteously betweene euery man and his brother, and the stranger that is with him.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 17] Ye shall haue no respect of person in iudgement, but shall heare the small aswell as the great: yee shall not feare the face of man: for the iudgement is Gods: and the cause that is too hard for you, bring vnto me, and I will heare it.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 18] Also I commanded you the same time all the things which ye should doe.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 19] Then we departed from Horeb, and went through all that great and terrible wildernesse (as yee haue seene) by the way of the mountaine of the Amorites, as the Lord our God commanded vs: and we came to Kadesh-barnea.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 20] And I saide vnto you, Yee are come vnto the mountaine of the Amorites, which the Lord our God doeth giue vnto vs.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 21] Beholde, the Lord thy God hath layde the land before thee: go vp and possesse it, as the Lord the God of thy fathers hath saide vnto thee: feare not, neither be discouraged.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 22] Then ye came vnto me euery one, and said, We wil send men before vs, to search vs out the land and to bring vs word againe, what way we must go vp by, and vnto what cities we shall come.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 23] So the saying pleased me well, and I tooke twelue men of you, of euery tribe one.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 24] Who departed, and went vp into the mountaine, and came vnto the riuer Eshcol, and searched out the land.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 25] And tooke of the fruite of the land in their hands, and brought it vnto vs, and brought vs worde againe, and sayd, It is a good land, which the Lord our God doeth giue vs.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 26] Notwithstanding, ye would not go vp, but were disobedient vnto the commandement of the Lord your God,
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 27] And murmured in your tentes, and sayd, Because the Lord hated vs, therefore hath hee brought vs out of the land of Egypt, to deliuer vs into the hand of the Amorites, and to destroy vs.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 28] Whither shall we go vp? our brethren haue discouraged our hearts, saying, The people is greater, and taller then we: the cities are great and walled vp to heauen: and moreouer we haue seene the sonnes of the Anakims there.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 29] But I sayd vnto you, Dread not, nor be afrayd of them.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 30] The Lord your God, who goeth before you, he shall fight for you, according to all that he did vnto you in Egypt before your eyes,
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 31] And in the wildernesse, where thou hast seene how the Lord thy God bare thee, as a man doeth beare his sonne, in all the way which ye haue gone, vntill ye came vnto this place.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 32] Yet for all this ye did not beleeue the Lord your God,
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 33] Who went in the way before you, to search you out a place to pitch your tentes in, in fire by night, that ye might see what way to goe, and in a cloude by day.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 34] Then the Lord heard the voyce of your wordes, and was wroth, and sware, saying,
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 35] Surely there shall not one of these men of this froward generation, see that good land, which I sware to giue vnto your fathers,
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 36] Saue Caleb the sonne of Iephunneh: he shall see it, and to him will I giue the land that he hath troden vpon, and to his children, because he hath constantly followed the Lord.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 37] Also the Lord was angry with me for your sakes, saying, Thou also shalt not goe in thither,
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 38] But Ioshua the sonne of Nun which standeth before thee, he shall go in thither: incourage him: for he shall cause Israel to inherite it.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 39] Moreouer, your children, which ye sayd should be a praye, and your sonnes, which in that day had no knowledge betweene good and euill, they shall go in thither, and vnto them wil I giue it, and they shall possesse it.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 40] But as for you, turne backe, and take your iourney into the wildernesse by the way of the red Sea.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 41] Then ye answered and sayd vnto me, We haue sinned against the Lord, we wil go vp, and fight, according to all that the Lord our God hath commanded vs: and ye armed you euery man to the warre, and were ready to goe vp into the mountaine.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 42] But the Lord said vnto me, Say vnto them, Goe not vp, neither fight, (for I am not among you) least ye fall before your enemies.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 43] And when I told you, ye would not heare, but rebelled against the commandement of the Lord, and were presumptuous, and went vp into the mountaine.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 44] Then the Amorites which dwelt in that mountaine came out against you, and chased you (as bees vse to doe) and destroied you in Seir, euen vnto Hormah.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 45] And when ye came againe, ye wept before the Lord, but the Lord would not heare your voyce, nor incline his eares vnto you.
[GNV | EN | OT | Deuteronomy | Chapter 1 | Verse 46] So ye abode in Kadesh a long time, according to the time that ye had remained before.
