[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 1] ಗೋಡೆಯನ್ನು ಕಟ್ಟಿ ಮುಗಿಸಿದ ನಂತರ ನಾನು ಬಾಗಿಲುಗಳನ್ನು ಇರಿಸಿದೆನು; ದ್ವಾರಪಾಲಕರನ್ನೂ, ಗಾಯಕರನ್ನೂ, ಲೇವಿಯರನ್ನೂ ನೇಮಿಸಲಾಯಿತು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 14] ಜಕ್ಕೈಯನ ಸಂತಾನದವರು - 760.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 15] ಬಿನ್ನೂಯನ ಸಂತಾನದವರು - 648.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 16] ಬೇಬೈಯನ ಸಂತಾನದವರು - 628.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 17] ಅಜ್ಗಾದಿನ ಸಂತಾನದವರು - 2,322.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 18] ಅದೋನೀಕಾಮಿನ ಸಂತಾನದವರು - 667.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 19] ಬಿಗ್ವೈಯನ ಸಂತಾನದವರು - 2,067.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 20] ಆದೀನನ ಸಂತಾನದವರು - 655.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 21] ಆಟೇರಿನವರಾದ ಹಿಜ್ಕೀಯನ ಸಂತಾನದವರು - 98.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 22] ಹಾಷುಮಿನ ಸಂತಾನದವರು - 328.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 23] ಬೇಚೈಯನ ಸಂತಾನದವರು - 324.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 24] ಹಾರಿಫಿನ ಸಂತಾನದವರು - 112.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 25] ಗಿಬ್ಯೋನಿನ ಸಂತಾನದವರು - 95.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 26] ಬೇತ್ಲೆಹೇಮ್ ಮತ್ತು ನೆಟೋಫ ಊರಿನವರು - 188.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 27] ಅನಾತೋತ್ ಊರಿನವರು - 128.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 28] ಬೇತಜ್ಮಾವೇತಿನ ಊರಿನವರು - 42.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 29] ಕಿರ್ಯತ್ಯಾರೀಮ್, ಕೆಫೀರಾ ಮತ್ತು ಬೇರೋತ್ ಊರಿನವರು - 743.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 30] ರಾಮಾ ಮತ್ತು ಗೆಬ ಊರಿನವರು - 621.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 31] ಮಿಕ್ಮಾಸಿನವರು - 122.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 32] ಬೇತೇಲ್ ಮತ್ತು ಆಯಿ ಎಂಬ ಊರಿನವರು - 123.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 33] ಎರಡನೆಯ ನೆಬೋವಿನವರು - 52.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 34] ಎರಡನೆಯ ಏಲಾಮಿನವರು - 1,254.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 35] ಹಾರಿಮನವರು - 320.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 36] ಯೆರಿಕೋವಿನವರು - 347.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 37] ಲೋದ್, ಹಾದೀದ್, ಮತ್ತು ಓನೋ ಊರಿನವರು - 721.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 38] ಸೆನಾಹನವರು - 3,930.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 39] ಯಾಜಕರಲ್ಲಿ - ಯೆದಾಯನ ಸಂತಾನದವರಾದ ಯೇಷೂವನ ಮನೆಯವರು - 973.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 40] ಇಮ್ಮೇರನ ಸಂತಾನದವರು - 1,052.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 41] ಪಷ್ಹೂರನ ಸಂತಾನದವರು - 1,247.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 42] ಹಾರಿಮನ ಸಂತಾನದವರು - 1,017
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 43] ಲೇವಿಯರಲ್ಲಿ - ಹೋದವ್ಯನ ಸಂತಾನದವರಾದ ಯೇಷೂವ, ಕದ್ಮೀಯೇಲ್ ಸಂತಾನದವರು - 74.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 44] ಗಾಯಕರಲ್ಲಿ; ಆಸಾಫನ ಸಂತಾನದರು - 148.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 45] ದ್ವಾರಪಾಲಕರಲ್ಲಿ; ಶಲ್ಲೂಮ್, ಆಟೇರ್, ಟಲ್ಮೋನ್, ಅಕ್ಕೂಬ್, ಹಟೀಟಾ, ಶೋಬೈ ಇವರ ಸಂತಾನದವರು ಒಟ್ಟು - 138.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 46] ದೇವಾಲಯದ ಸೇವಕರಲ್ಲಿ; ಜೀಹ, ಹಸೂಫ, ಟಬ್ಬಾವೋತ್ ಸಂತಾನದರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 47] ಕೇರೋಸ್, ಸೀಯ, ಪಾದೋನ್ ಸಂತಾನದರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 48] ಲೆಬಾನ, ಹಗಾಬ, ಸಲ್ಮೈ ಸಂತಾನದರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 49] ಹಾನಾನ್, ಗಿದ್ದೇಲ್, ಗಹರ್ ಸಂತಾನದರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 50] ರೆವಾಯ, ರೆಚೀನ್, ನೆಕೋದ ಸಂತಾನದರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 51] ಗಜ್ಜಾಮ್, ಉಜ್ಜ, ಪಾಸೇಹ ಸಂತಾನದವರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 52] ಬೇಸೈ, ಮೆಯನೀಮ್, ನೆಫೀಷೆಸೀಮ್ ಸಂತಾನದವರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 53] ಬಕ್ಬೂಕ್, ಹಕ್ಕೂಫ, ಹರ್ಹೂರ್ ಸಂತಾನದವರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 54] ಬಚ್ಲೂತ್, ಮೆಹೀದ, ಹರ್ಷ ಸಂತಾನದವರು
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 55] ಬರ್ಕೋಸ್, ಸೀಸೆರ, ತೆಮಹ ಸಂತಾನದವರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 56] ನೆಚೀಹ, ಹಟೀಫ ಸಂತಾನದವರು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 57] ಸೊಲೊಮೋನನ ಸೇವಕರಲ್ಲಿ - ಸೋಟೈ, ಸೋಫೆರೆತ್, ಪೆರೀದನ ಸಂತಾನದವರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 58] ಯಾಲ, ದರ್ಕೋನ್, ಗಿದ್ದೇಲ್ ಸಂತಾನದವರು,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 59] ಶೆಫಟ್ಯ, ಹಟ್ಟೀಲ್, ಪೋಕೆರೆತ್ ಹಚ್ಚೆಬಾಯೀಮ್, ಆಮೋನ್ ಸಂತಾನದವರು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 60] ಎಲ್ಲಾ ದೇವಾಲಯದ ಸೇವಕರೂ ಸೊಲೊಮೋನನ ಸೇವಕರು ಒಟ್ಟು 392 ಮಂದಿ.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 61] ತೇಲ್ಮೆಲಹ, ತೇಲ್ಹರ್ಷ, ಕೆರೂಬ್, ಆದ್ದೋನ್ ಮತ್ತು ಇಮ್ಮೇರ್, ಎಂಬ ಊರುಗಳಿಂದ ಬಂದವರಾಗಿ ತಮ್ಮ ಗೋತ್ರಗಳ ವಂಶಾವಳಿಗಳನ್ನು ತೋರಿಸಿ ತಾವು ಇಸ್ರಾಯೇಲರೆಂಬುದನ್ನು ಸ್ಥಾಪಿಸಲಾರದವರಾದ,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 62] ದೆಲಾಯ, ಟೋಬೀಯ, ನೆಕೋದ ಇವರ ಸಂತಾನದವರು - 642.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 63] ಯಾಜಕರಲ್ಲಿ: ಹೋಬಾಯ, ಹಕ್ಕೋಚ್, ಬರ್ಜಿಲ್ಲೈ ಇವರ ಸಂತಾನದವರು ತಮ್ಮ ವಂಶಾವಳಿಯ ದಾಖಲೆ ತೋರಿಸಲಾರದೆ ಹೋದರು. ಬರ್ಜಿಲ್ಲೈ ಎಂಬುವನು ಗಿಲ್ಯಾದ್ಯನಾದ ಬರ್ಜಿಲ್ಲೈಯ ಹೆಣ್ಣುಮಕ್ಕಳಲ್ಲಿ ಒಬ್ಬಾಕೆಯನ್ನು ಮದುವೆ ಮಾಡಿಕೊಂಡು ಅವನ ಹೆಸರನ್ನು ಇಟ್ಟುಕೊಂಡಿದ್ದನು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 64] ಇವರು ತಮ್ಮ ವಂಶಾವಳಿ ಪತ್ರಗಳನ್ನು ಹುಡುಕಿದರೂ ಅವು ಸಿಕ್ಕದ ಕಾರಣ ಅವರನ್ನು ಅಶುದ್ಧರೆಂದು ಯಾಜಕೋದ್ಯೋಗದಿಂದ ತಳ್ಳಲ್ಪಟ್ಟರು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 65] ಊರೀಮ್ ಮತ್ತು ತುಮ್ಮೀಮುಗಳ ಮೂಲಕ ದೈವನಿರ್ಣಯವನ್ನು ತಿಳಿಸಬಲ್ಲವನಾದ ಯಾಜಕನು ಬರುವ ತನಕ ಇವರು ಮಹಾಪರಿಶುದ್ಧ ಪದಾರ್ಥಗಳನ್ನು ಭೋಜನ ಮಾಡಬಾರದೆಂಬುದಾಗಿ ದೇಶಾಧಿಪತಿಯು ಆಜ್ಞಾಪಿಸಿದನು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 66] ಸರ್ವಸಮೂಹದವರ ಒಟ್ಟು ಸಂಖ್ಯೆಯು ನಲ್ವತ್ತೆರಡು ಸಾವಿರದ ಮುನ್ನೂರ ಅರವತ್ತಾಗಿತ್ತು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 67] ಈ ಸಂಖ್ಯೆಯಲ್ಲಿ ಲೆಕ್ಕಿಸಲ್ಪಡದ ಅವರ ಸೇವಕ ಸೇವಕಿಯರು ಏಳು ಸಾವಿರದ ಮುನ್ನೂರ ಮೂವತ್ತೇಳು ಮಂದಿ. ಅವರ ಗಾಯಕರೂ ಗಾಯಕಿಯರೂ ಇನ್ನೂರ ನಲ್ವತ್ತೈದು ಮಂದಿ.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 68] ಅವರಿಗೆ ಏಳು ನೂರ ಮೂವತ್ತಾರು ಕುದುರೆಗಳೂ, ಇನ್ನೂರ ನಲ್ವತ್ತೈದು ಹೇಸರಗತ್ತೆಗಳೂ,
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 69] ನಾನೂರ ಮೂವತ್ತೈದು ಒಂಟೆಗಳೂ ಆರು ಸಾವಿರದ ಏಳುನೂರಿಪ್ಪತ್ತು ಕತ್ತೆಗಳೂ ಇದ್ದವು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 70] ಗೋತ್ರಪ್ರಧಾನರಲ್ಲಿ ಕೆಲವರು ಕೆಲಸಕಾರ್ಯಗಳಿಗಾಗಿ ಧನ ಸಹಾಯ ಮಾಡಿದರು. ತಿರ್ಷಾತಾ ಅನ್ನಿಸಿಕೊಳ್ಳುವ ದೇಶಾಧಿಪತಿಯು ಭಂಡಾರಕ್ಕೆ ಕೊಟ್ಟದ್ದು ಸಾವಿರ ಬಂಗಾರದ ನಾಣ್ಯಗಳು, ಐವತ್ತು ಬೋಗುಣಿಗಳು, ಐನೂರಮೂವತ್ತು ಯಾಜಕವಸ್ತ್ರಗಳು.
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 71] ಬೇರೆ ಕೆಲವು ಮಂದಿ ಗೋತ್ರಪ್ರಧಾನರು ಕಟ್ಟಡದ ಭಂಡಾರಕ್ಕೆ ಕೊಟ್ಟದ್ದು - ಇಪ್ಪತ್ತು ಸಾವಿರ ಬಂಗಾರದ ನಾಣ್ಯಗಳು, ಒಂದು ಲಕ್ಷದ ಹತ್ತು ಸಾವಿರ ತೊಲಾ ಬೆಳ್ಳಿ;
[IRV | KN | OT | Nehemiah | Chapter 7 | Verse 72] ಉಳಿದ ಜನರು ಕೊಟ್ಟದ್ದು ಇಪ್ಪತ್ತು ಸಾವಿರ ಬಂಗಾರದ ನಾಣ್ಯಗಳು, ಒಂದು ಲಕ್ಷ ತೊಲಾ ಬೆಳ್ಳಿ, ಅರುವತ್ತೇಳು ಯಾಜಕವಸ್ತ್ರಗಳನ್ನು ನೀಡಿದರು.
