[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 1] ആദാം, ശേത്ത്, ഏനോശ്,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 21] യാരഹ്, ഹദോരാം, ഊസാൽ, ദിക്ലാ,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 22] എബാൽ, അബീമായേൽ, ശെബാ,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 23] ഓഫീർ, ഹവീലാ, യോബാബ് എന്നിവരെ ജനിപ്പിച്ചു; ഇവരെല്ലാവരും യൊക്താന്റെ പുത്രന്മാർ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 24] ശേം, അർപ്പക്ഷദ്, ശേലഹ്, ഏബെർ,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 25] പേലെഗ്, രെയൂ, ശെരൂഗ്,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 26] നാഹോർ, തേരഹ്, അബ്രാം;
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 27] ഇവൻ തന്നേ അബ്രാഹാം.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 28] അബ്രാഹാമിന്റെ പുത്രന്മാർ: യിസ്ഹാക്ക്, യിശ്മായേൽ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 29] അവരുടെ വംശപാരമ്പര്യമാവിതു: യിശ്മായേലിന്റെ ആദ്യജാതൻ നെബായോത്ത്,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 30] കേദാർ, അദ്ബെയേൽ, മിബ്ശാം, മിശ്മാ, ദൂമാ,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 31] മസ്സാ, ഹദദ്, തേമാ, യെതൂർ, നാഫീഷ്, കേദമാ; ഇവർ യിശ്മായേലിന്റെ പുത്രന്മാർ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 32] അബ്രാഹാമിന്റെ വെപ്പാട്ടിയായ കെതൂരയുടെ പുത്രന്മാർ: സിമ്രാൻ, യൊക്ശാൻ, മേദാൻ, മിദ്യാൻ, യിശ്ബാക്, ശൂവഹ് എന്നിവരെ അവൾ പ്രസവിച്ചു. യോക്ശാന്റെ പുത്രന്മാർ: ശെബാ, ദെദാൻ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 33] മിദ്യാന്റെ പുത്രന്മാർ: ഏഫാ, ഏഫെർ, ഹനോക്ക്, അബീദാ, എൽദായാ; ഇവരെല്ലാവരും കെതൂരയുടെ പുത്രന്മാർ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 34] അബ്രാഹാം യിസ്ഹാക്കിനെ ജനിപ്പിച്ചു. യിസ്ഹാക്കിന്റെ പുത്രന്മാർ ഏശാവ്, യിസ്രായേൽ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 35] ഏശാവിന്റെ പുത്രന്മാർ: എലീഫാസ്, രെയൂവേൽ, യെയൂശ്, യലാം, കോരഹ്.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 36] എലീഫാസിന്റെ പുത്രന്മാർ: തേമാൻ, ഓമാർ, സെഫീ, ഗഥാം, കെനസ്, തിമ്നാ, അമാലേക്.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 37] രെയൂവേലിന്റെ പുത്രന്മാർ: നഹത്ത്, സേറഹ്, ശമ്മാ, മിസ്സാ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 38] സേയീരിന്റെ പുത്രന്മാർ: ലോതാൻ, ശോബാൽ, സിബെയോൻ, അനാ, ദീശോൻ, ഏസെർ, ദീശാൻ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 39] ലോതാന്റെ പുത്രന്മാർ: ഹോരി, ഹോമാം; തിമ്നാ ലോതാന്റെ സഹോദരി ആയിരുന്നു.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 40] ശോബാലിന്റെ പുത്രന്മാർ: അലീയാൻ, മാനഹത്ത്, ഏബാൽ, ശെഫി, ഓനാം. സിബേയോന്റെ പുത്രന്മാർ: അയ്യാ, അനാ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 41] അനയുടെ പുത്രന്മാർ: ദീശോൻ. ദീശോന്റെ പുത്രന്മാർ: ഹമ്രാൻ, എശ്ബാൽ, യിത്രാൻ, കെരാൻ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 42] ഏസെരിന്റെ പുത്രന്മാർ: ബിൽഹാൻ, സാവാൻ, യാക്കാൻ. ദീശാന്റെ പുത്രന്മാർ: ഊസ്, അരാൻ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 43] യിസ്രായേൽമക്കളെ രാജാവു വാഴുംമുമ്പെ ഏദോംദേശത്തു വാണ രാജാക്കന്മാർ ആരെന്നാൽ: ബെയോരിന്റെ മകനായ ബേല; അവന്റെ പട്ടണത്തിന്നു ദിൻഹാബാ എന്നു പേർ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 44] ബേല മരിച്ചശേഷം ബൊസ്രക്കാരനായ സേരഹിന്റെ മകൻ യോബാബ് അവന്നു പകരം രാജാവായി.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 45] യോബാബ് മരിച്ചശേഷം തേമാദേശക്കാരനായ ഹൂശാം അവന്നു പകരം രാജാവായി.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 46] ഹൂശാം മരിച്ചശേഷം ബദദിന്റെ മകൻ ഹദദ് അവന്നു പകരം രാജാവായി; അവൻ മോവാബ് സമഭൂമിയിൽ മിദ്യാനെ തോല്പിച്ചു; അവന്റെ പട്ടണത്തിന്നു അവീത്ത് എന്നു പേർ.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 47] ഹദദ് മരിച്ചശേഷം മസ്രേക്കക്കാരനായ സമ്ലാ അവന്നു പകരം രാജാവായി.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 48] സമ്ലാ മരിച്ചശേഷം നദീതീരത്തുള്ള രെഹോബോത്ത് പട്ടണക്കാരനായ ശൗൽ അവന്നു പകരം രാജാവായി.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 49] ശൗൽ മരിച്ചശേഷം അക്ബോരിന്റെ മകൻ ബാൽഹാനാൻ അവന്നു പകരം രാജാവായി.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 50] ബാൽഹാനാൻ മരിച്ചശേഷം ഹദദ് അവന്നു പകരം രാജാവായി. അവന്റെ പട്ടണത്തിന്നു പായീ എന്നും ഭാര്യക്കു മെഹേതബേൽ എന്നും പേർ. അവൾ മേസാഹാബിന്റെ മകളായ മത്രേദിന്റെ മകളായിരുന്നു.
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 51] ഹദദും മരിച്ചു. ഏദോമ്യ പ്രഭുക്കന്മാരാവിതു: തിമ്നാപ്രഭു, അല്യാപ്രഭു, യെഥേത്ത്പ്രഭു,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 52] ഒഹൊലീബാമാപ്രഭു, ഏലാപ്രഭു,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 53] പീനോൻപ്രഭു, കെനസ്പ്രഭു, തേമാൻപ്രഭു,
[IRV | ML | OT | 1 Chronicles | Chapter 1 | Verse 54] മിബ്സാർപ്രഭു, മഗ്ദീയേൽപ്രഭു, ഈരാംപ്രഭു; ഇവരത്രേ ഏദോമ്യപ്രഭുക്കന്മാർ.
