[VANDYKE | AR | OT | Job | Chapter 38 | Verse 1] ثُمَّ قَالَ الرَّبُّ لأَيُّوبَ مِنَ الْعَاصِفَةِ:
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 25] مَنْ حَفَرَ قَنَوَاتٍ لِسُيُولِ الْمَطَرِ، وَمَمَرّاً لِلصَّوَاعِقِ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 26] لِيُمْطِرَ عَلَى أَرْضٍ مُقْفِرَةٍ لَا إِنْسَانَ فِيهَا،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 27] لِيُرْوِيَ الأَرْضَ الْخَرِبَةَ، وَلِيَسْتَنْبِتَ الأَرْضَ عُشْباً؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 28] هَلْ لِلْمَطَرِ أَبٌ؟ وَمَنْ أَنْجَبَ قَطَرَاتِ النَّدَى؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 29] وَمِنْ أَيِّ أَحْشَاءٍ خَرَجَ الْجَمَدُ، وَمَنْ وَلَدَ صَقِيعَ السَّمَاءِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 30] تَتَجَلَّدُ الْمِيَاهُ كَحِجَارَةٍ وَيَتَجَمَّدُ وَجْهُ الْغَمْرِ.
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 31] هَلْ تَرْبِطُ سَلاسِلَ الثُّرَيَّا، أَمْ تَفُكُّ عُقَدَ الْجَوْزَاءِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 32] هَلْ تَهْدِي كَوَاكِبَ الْمَنَازِلِ فِي فُصُولِهَا، أَمْ تَهْدِي النَّعْشَ مَعَ بِنَاتِهِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 33] هَلْ تَعْرِفُ أَحْكَامَ السَّمَاوَاتِ، أَمْ أَسَّسْتَ سُلْطَتَهَا عَلَى الأَرْضِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 34] هَلْ تَرْفَعُ صَوْتَكَ آمِراً الْغَمَامَ فَيَغْمُرَكَ فَيْضُ الْمِيَاهِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 35] هَلْ فِي وُسْعِكَ أَنْ تُطْلِقَ الْبُرُوقَ فَتَمْضِيَ وَتَقُولَ لَكَ: هَا نَحْنُ طَوْعَ أَمْرِكَ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 36] مَنْ أَضْفَى عَلَى الْغُيُومِ حِكْمَةً وَأَنْعَمَ عَلَى الضَّبَابِ بِالْفَهْمِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 37] مَنْ لَهُ الْحِكْمَةُ لِيُحْصِيَ النُّجُومَ، وَمَنْ يَصُبُّ الْمَاءَ مِنْ مَيَازِيبِ السَّمَاءِ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 38] حِينَ يَتَلَبَّدُ التُّرَابُ وَتَتَمَاسَكُ كُتَلُ الطِّينِ؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 39] هَلْ تَصْطَادُ الْفَرِيسَةَ لِلَّبُؤَةِ، أَمْ تُشْبِعُ جُوعَ الأَشْبَالِ،
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 40] حِينَ تَتَرَبَّصُ فِي الْعَرَائِنِ وَتَكْمُنُ فِي أَوْجَارِهَا؟
[VANDYKE | AR | OT | Job | Chapter 38 | Verse 41] مَنْ يُزَوِّدُ الْغُرَابَ بِصَيْدِهِ إِذْ تَنْعَبُ فِرَاخُهُ مُسْتَغِيثَةً بِاللهِ، وَتَهِيمُ لاِفْتِقَارِهَا إِلَى الْقُوتِ؟
