[VANDYKE | AR | OT | Job | Chapter 21 | Verse 1] فَأَجَابَ أَيُّوبُ وَقَالَ:
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 22] «أَٱللهُ يُعَلَّمُ مَعْرِفَةً، وَهُوَ يَقْضِي عَلَى ٱلْعَالِينَ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 23] هَذَا يَمُوتُ فِي عَيْنِ كَمَالِهِ. كُلُّهُ مُطْمَئِنٌّ وَسَاكِنٌ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 24] أَحْوَاضُهُ مَلآنَةٌ لَبَنًا، وَمُخُّ عِظَامِهِ طَرِيٌّ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 25] وَذَلِكَ يَمُوتُ بِنَفْسٍ مُرَّةٍ وَلَمْ يَذُقْ خَيْرًا.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 26] كِلَاهُمَا يَضْطَجِعَانِ مَعًا فِي ٱلتُّرَابِ وَٱلدُّودُ يَغْشَاهُمَا.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 27] «هُوَذَا قَدْ عَلِمْتُ أَفْكَارَكُمْ وَٱلنِّيَّاتِ ٱلَّتِي بِهَا تَظْلِمُونَنِي.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 28] لِأَنَّكُمْ تَقُولُونَ: أَيْنَ بَيْتُ ٱلْعَاتِي؟ وَأَيْنَ خَيْمَةُ مَسَاكِنِ ٱلْأَشْرَارِ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 29] أَفَلَمْ تَسْأَلُوا عَابِرِي ٱلسَّبِيلِ، وَلَمْ تَفْطِنُوا لِدَلَائِلِهِمْ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 30] إِنَّهُ لِيَوْمِ ٱلْبَوَارِ يُمْسَكُ ٱلشِّرِّيرُ. لِيَوْمِ ٱلسَّخَطِ يُقَادُونَ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 31] مَنْ يُعْلِنُ طَرِيقَهُ لِوَجْهِهِ؟ وَمَنْ يُجَازِيهِ عَلَى مَا عَمِلَ؟
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 32] هُوَ إِلَى ٱلْقُبُورِ يُقَادُ، وَعَلَى ٱلْمَدْفَنِ يُسْهَرُ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 33] حُلْوٌ لَهُ مَدَرُ ٱلْوَادِي. يَزْحَفُ كُلُّ إِنْسَانٍ وَرَاءَهُ، وَقُدَّامَهُ مَا لَا عَدَدَ لَهُ.
[VANDYKE | AR | OT | Job | Chapter 21 | Verse 34] فَكَيْفَ تُعَزُّونَنِي بَاطِلًا وَأَجْوِبَتُكُمْ بَقِيَتْ خِيَانَةً؟».
