[BSB | EN | NT | Acts | Chapter 19 | Verse 1] While Apollos was at Corinth, Paul passed through the interior and came to Ephesus. There he found some disciples
[BSB | EN | NT | Acts | Chapter 19 | Verse 22] He sent two of his helpers, Timothy and Erastus, to Macedonia, while he stayed for a time in the province of Asia.
[BSB | EN | NT | Acts | Chapter 19 | Verse 23] About that time there arose a great disturbance about the Way.
[BSB | EN | NT | Acts | Chapter 19 | Verse 24] It began with a silversmith named Demetrius who made silver shrines of Artemis, bringing much business to the craftsmen.
[BSB | EN | NT | Acts | Chapter 19 | Verse 25] Demetrius assembled the craftsmen, along with the workmen in related trades. “Men,” he said, “you know that this business is our source of prosperity.
[BSB | EN | NT | Acts | Chapter 19 | Verse 26] And you can see and hear that not only in Ephesus, but in nearly the whole province of Asia, Paul has persuaded a great number of people to turn away. He says that man-made gods are no gods at all.
[BSB | EN | NT | Acts | Chapter 19 | Verse 27] There is danger not only that our business will fall into disrepute, but also that the temple of the great goddess Artemis will be discredited and her majesty deposed—she who is worshiped by all the province of Asia and the whole world.”
[BSB | EN | NT | Acts | Chapter 19 | Verse 28] When the men heard this, they were enraged and began shouting, “Great is Artemis of the Ephesians!”
[BSB | EN | NT | Acts | Chapter 19 | Verse 29] Soon the whole city was in disarray. They rushed together into the theatre, dragging with them Gaius and Aristarchus, Paul’s traveling companions from Macedonia.
[BSB | EN | NT | Acts | Chapter 19 | Verse 30] Paul wanted to go before the assembly, but the disciples would not allow him.
[BSB | EN | NT | Acts | Chapter 19 | Verse 31] Even some of Paul’s friends who were officials of the province of Asia sent word to him, begging him not to venture into the theatre.
[BSB | EN | NT | Acts | Chapter 19 | Verse 32] Meanwhile the assembly was in turmoil. Some were shouting one thing and some another, and most of them did not even know why they were there.
[BSB | EN | NT | Acts | Chapter 19 | Verse 33] The Jews in the crowd pushed Alexander forward to explain himself, and he motioned for silence so he could make his defense to the people.
[BSB | EN | NT | Acts | Chapter 19 | Verse 34] But when they realized that he was a Jew, they all shouted in unison for about two hours: “Great is Artemis of the Ephesians!”
[BSB | EN | NT | Acts | Chapter 19 | Verse 35] Finally the city clerk quieted the crowd and declared, “Men of Ephesus, doesn’t everyone know that the city of Ephesus is guardian of the temple of the great Artemis and of her image, which fell from heaven?
[BSB | EN | NT | Acts | Chapter 19 | Verse 36] Since these things are undeniable, you ought to be calm and not do anything rash.
[BSB | EN | NT | Acts | Chapter 19 | Verse 37] For you have brought these men here, though they have neither robbed our temple nor blasphemed our goddess.
[BSB | EN | NT | Acts | Chapter 19 | Verse 38] So if Demetrius and his fellow craftsmen have a complaint against anyone, the courts are open and proconsuls are available. Let them bring charges against one another there.
[BSB | EN | NT | Acts | Chapter 19 | Verse 39] But if you are seeking anything beyond this, it must be settled in a legal assembly.
[BSB | EN | NT | Acts | Chapter 19 | Verse 40] For we are in jeopardy of being charged with rioting for today’s events, and we have no justification to account for this commotion.”
