[IRV | ML | OT | Numbers | Chapter 29 | Verse 1] ഏഴാം മാസം ഒന്നാം തിയ്യതി വിശുദ്ധസഭായോഗം കൂടേണം; അന്നു സാമാന്യവേലയൊന്നും ചെയ്യരുതു; അതു നിങ്ങൾക്കു കാഹളനാദോത്സവം ആകുന്നു.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 18] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 19] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 20] മൂന്നാം ദിവസം പതിനൊന്നു കാളയെയും രണ്ടു ആട്ടുകൊറ്റനെയും ഒരു വയസ്സു പ്രായമുള്ള ഊനമില്ലാത്ത പതിന്നാലു കുഞ്ഞാടിനെയും അർപ്പിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 21] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 22] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 23] നാലാം ദിവസം പത്തു കാളയെയും രണ്ടു ആട്ടുകൊറ്റനെയും ഒരു വയസ്സുപ്രായമുള്ള ഊനമില്ലാത്ത പതിന്നാലു കുഞ്ഞാടിനെയും അർപ്പിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 24] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 25] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 26] അഞ്ചാം ദിവസം ഒമ്പതു കാളയെയും രണ്ടു ആട്ടുകൊറ്റനെയും ഒരു വയസ്സു പ്രായമുള്ള ഊനമില്ലാത്ത പതിന്നാലു കുഞ്ഞാടിനെയും അർപ്പിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 27] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 28] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 29] ആറാം ദിവസം എട്ടു കാളയെയും രണ്ടു ആട്ടുകൊറ്റനെയും ഒരു വയസ്സു പ്രായമുള്ള ഊനമില്ലാത്ത പതിന്നാലും കുഞ്ഞാടിനെയും അർപ്പിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 30] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 31] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 32] ഏഴാം ദിവസം ഏഴു കാളയെയും രണ്ടു ആട്ടുകൊറ്റനെയും ഒരു വയസ്സു പ്രായമുള്ള ഊനമില്ലാത്ത പതിന്നാലു കുഞ്ഞാടിനെയും അർപ്പിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 33] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 34] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 35] എട്ടാം ദിവസം നിങ്ങൾക്കു അന്ത്യയോഗം ഉണ്ടാകേണം; അന്നു സാമാന്യവേലയൊന്നും ചെയ്യരുതു.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 36] എന്നാൽ യഹോവെക്കു സൗരഭ്യവാസനയായ ദഹനയാഗമായി ഒരു കാളയെയും ഒരു ആട്ടുകൊറ്റനെയും ഒരു വയസ്സു പ്രായമുള്ള ഊനമില്ലാത്ത ഏഴു കുഞ്ഞാടിനെയും ഹോമയാഗം കഴിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 37] അവയുടെ ഭോജനയാഗവും പാനീയയാഗങ്ങളും കാള, ആട്ടുകൊറ്റൻ, കുഞ്ഞാടു എന്നിവയുടെ എണ്ണംപോലെയും നിയമംപോലെയും ആയിരിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 38] നിരന്തരഹോമയാഗത്തിന്നും അതിന്റെ ഭോജനയാഗത്തിന്നും പാനീയയാഗങ്ങൾക്കും പുറമെ പാപയാഗത്തിന്നായിട്ടു ഒരു കോലാട്ടുകൊറ്റനും വേണം.
[IRV | ML | OT | Numbers | Chapter 29 | Verse 39] ഇവയെ നിങ്ങൾ നിങ്ങളുടെ നേർച്ചകളും സ്വമേധാദാനങ്ങളുമായ ഹോമയാഗങ്ങൾക്കും ഭോജനയാഗങ്ങൾക്കും പാനീയയാഗങ്ങൾക്കും പുറമെ നിങ്ങളുടെ ഉത്സവങ്ങളിൽ യഹോവെക്കു അർപ്പിക്കേണം.
