[IRV | ML | OT | Numbers | Chapter 7 | Verse 1] മോശെ തിരുനിവാസം നിവിർത്തുകഴിഞ്ഞിട്ടു അതും അതിന്റെ ഉപകരണങ്ങളൊക്കെയും അഭിഷേകം ചെയ്തു ശുദ്ധീകരിക്കയും യാഗപീഠത്തെയും അതിന്റെ സകലപാത്രങ്ങളെയും അഭിഷേകം കഴിച്ചു ശുദ്ധീകരിക്കയും ചെയ്ത ദിവസം
[IRV | ML | OT | Numbers | Chapter 7 | Verse 12] ഒന്നാം ദിവസം വഴിപാടു കഴിച്ചവൻ യെഹൂദാഗോത്രത്തിൽ അമ്മീനാദാബിന്റെ മകനായ നഹശോൻ.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 13] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - അവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 14] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കം ഉള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 15] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു ആൺകുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 16] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ, സമാധാനയാഗത്തിന്നായി രണ്ടു കാള,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 17] അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു ചെമ്മരിയാട്ടിൻകുട്ടി; ഇതു അമ്മീനാദാബിന്റെ മകനായ നഹശോന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 18] രണ്ടാം ദിവസം യിസ്സാഖാരിന്റെ മക്കളുടെ പ്രഭുവായ സൂവാരിന്റെ മകൻ നെഥനയേൽ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 19] അവൻ വഴിപാടു കഴിച്ചതു: വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 20] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 21] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 22] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 23] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു; ഇതു സൂവാരിന്റെ മകനായ നെഥനയേലിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 24] മൂന്നാം ദിവസം സെബൂലൂന്റെ മക്കളുടെ പ്രഭുവായ ഹേലോന്റെ മകൻ എലീയാബ് വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 25] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയമാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 26] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കം ഉള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 27] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ; ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 28] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 29] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു; ഇതു ഹേലോന്റെ മകൻ എലീയാബിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 30] നാലാം ദിവസം രൂബേന്റെ മക്കളുടെ പ്രഭുവായ ശെദേയൂരിന്റെ മകൻ എലീസൂർ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 31] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റി മുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 32] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 33] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 34] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 35] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു; ഇതു ശെദേയൂരിന്റെ മകൻ എലീസൂരിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 36] അഞ്ചാം ദിവസം ശിമെയോന്റെ മക്കളുടെ പ്രഭുവായ സൂരീശദ്ദായിയുടെ മകൻ ശെലൂമീയേൽ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 37] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 38] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 39] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 40] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ, സമാധാനയാഗത്തിന്നായി രണ്ടു കാള,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 41] അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു സൂരീശദ്ദായിയുടെ മകൻ ശെലൂമീയേലിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 42] ആറാം ദിവസം ഗാദിന്റെ മക്കളുടെ പ്രഭുവായ ദെയൂവേലിന്റെ മകൻ എലീയാസാഫ് വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 43] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 44] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 45] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 46] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 47] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു ദെയൂവേലിന്റെ മകൻ എലീയാസാഫിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 48] ഏഴാം ദിവസം എഫ്രയീമിന്റെ മക്കളുടെ പ്രഭുവായ അമ്മീഹൂദിന്റെ മകൻ എലീശാമാ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 49] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയമാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 50] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കം ഉള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 51] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സുപ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 52] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 53] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു അമ്മീഹൂദിന്റെ മകൻ എലീശാമായുടെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 54] എട്ടാം ദിവസം മനശ്ശെയുടെ മക്കളുടെ പ്രഭുവായ പെദാസൂരിന്റെ മകൻ ഗമലീയേൽ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 55] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവരണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണ ചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 56] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 57] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 58] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 59] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു; ഇതു പെദാസൂരിന്റെ മകൻ ഗമലീയേലിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 60] ഒമ്പതാം ദിവസം ബെന്യാമീന്റെ മക്കളുടെ പ്രഭുവായ ഗിദെയോനിയുടെ മകൻ അബീദാൻ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 61] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണ ചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 62] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 63] ഹോമയാഗത്തിന്നായി, ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 64] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 65] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു ഗിദെയോനിയുടെ മകൻ അബീദാന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 66] പത്താം ദിവസം ദാന്റെ മക്കളുടെ പ്രഭുവായ അമ്മീശദ്ദായിയുടെ മകൻ അഹീയേസെർ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 67] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണ ചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 68] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കം ഉള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 69] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 70] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 71] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു അമ്മീശദ്ദായിയുടെ മകൻ അഹീയേസെരിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 72] പതിനൊന്നാം ദിവസം ആശേരിന്റെ മക്കളുടെ പ്രഭുവായ ഒക്രാന്റെ മകൻ പഗീയേൽ വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 73] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവ രണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 74] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 75] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 76] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 77] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു ഒക്രാന്റെ മകനായ പഗീയേലിന്റെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 78] പന്ത്രണ്ടാം ദിവസം നഫ്താലിയുടെ മക്കളുടെ പ്രഭുവായ ഏനാന്റെ മകൻ അഹീര വഴിപാടു കഴിച്ചു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 79] അവന്റെ വഴിപാടു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം നൂറ്റിമുപ്പതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിത്തളിക, എഴുപതു ശേക്കെൽ തൂക്കമുള്ള ഒരു വെള്ളിക്കിണ്ണം - ഇവരണ്ടും ഭോജനയാഗത്തിന്നായി എണ്ണചേർത്ത നേരിയ മാവുകൊണ്ടു നിറഞ്ഞിരുന്നു -
[IRV | ML | OT | Numbers | Chapter 7 | Verse 80] ധൂപവർഗ്ഗം നിറഞ്ഞതും പത്തു ശേക്കെൽ തൂക്കമുള്ളതുമായ ഒരു പൊൻകലശം,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 81] ഹോമയാഗത്തിന്നായി ഒരു കാളക്കിടാവു, ഒരു ആട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള ഒരു കുഞ്ഞാടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 82] പാപയാഗത്തിന്നായി ഒരു കോലാട്ടുകൊറ്റൻ,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 83] സമാധാനയാഗത്തിന്നായി രണ്ടു കാള, അഞ്ചു ആട്ടുകൊറ്റൻ, അഞ്ചു കോലാട്ടുകൊറ്റൻ, ഒരു വയസ്സു പ്രായമുള്ള അഞ്ചു കുഞ്ഞാടു. ഇതു ഏനാന്റെ മകൻ അഹീരയുടെ വഴിപാടു.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 84] യാഗപീഠം അഭിഷേകം ചെയ്ത ദിവസം യിസ്രായേൽ പ്രഭുക്കന്മാരുടെ പ്രതിഷ്ഠവഴിപാടു ഇതു ആയിരുന്നു; വെള്ളിത്തളിക പന്ത്രണ്ടു, വെള്ളിക്കിണ്ണം പന്ത്രണ്ടു,
[IRV | ML | OT | Numbers | Chapter 7 | Verse 85] പൊൻകലശം പന്ത്രണ്ടു, വെള്ളിത്തളിക ഒന്നിന്നു തൂക്കം നൂറ്റിമുപ്പതു ശേക്കെൽ; കിണ്ണം ഒന്നിന്നു എഴുപതു ശേക്കെൽ; ഇങ്ങനെ വെള്ളിപ്പാത്രങ്ങൾ ആകെ വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം രണ്ടായിരത്തി നാനൂറു ശേക്കെൽ.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 86] ധൂപവർഗ്ഗം നിറഞ്ഞ പൊൻകലശം പന്ത്രണ്ടു; ഓരോന്നു വിശുദ്ധമന്ദിരത്തിലെ തൂക്കപ്രകാരം പത്തു ശേക്കെൽ വീതം കലശങ്ങളുടെ പൊന്നു ആകെ നൂറ്റിരുപതു ശേക്കെൽ.
[IRV | ML | OT | Numbers | Chapter 7 | Verse 87] ഹോമയാഗത്തിന്നുള്ള നാൽക്കാലികൾ എല്ലാംകൂടി കാളക്കിടാവു പന്ത്രണ്ടു, ആട്ടുകൊറ്റൻ പന്ത്രണ്ടു, ഒരു വയസ്സു പ്രായമുള്ള കുഞ്ഞാടു പന്ത്രണ്ടു, അവയുടെ ഭോജനയാഗം, പാപയാഗത്തിന്നായി കോലാട്ടുകൊറ്റൻ പന്ത്രണ്ടു;
