[IRV | ML | OT | Numbers | Chapter 1 | Verse 1] അവർ മിസ്രയീംദേശത്തുനിന്നു പുറപ്പെട്ടതിന്റെ രണ്ടാം സംവത്സരം രണ്ടാം മാസം ഒന്നാം തിയ്യതി യഹോവ സീനായിമരുഭൂമിയിൽ സമാഗമനകൂടാരത്തിൽവെച്ചു മോശെയോടു അരുളിച്ചെയ്തതു എന്തെന്നാൽ:
[IRV | ML | OT | Numbers | Chapter 1 | Verse 23] പേരുപേരായി ശിമെയോൻ ഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ അമ്പത്തൊമ്പതിനായിരത്തി മുന്നൂറുപേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 24] ഗാദിന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 25] ഗാദ്ഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ നാല്പത്തയ്യായിരത്തറുനൂറ്റമ്പതു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 26] യെഹൂദയുടെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 27] യെഹൂദാഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ എഴുപത്തുനാലായിരത്തറുനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 28] യിസ്സാഖാരിന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 29] യിസ്സാഖാർഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ അമ്പത്തുനാലായിരത്തി നാനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 30] സെബൂലൂന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും
[IRV | ML | OT | Numbers | Chapter 1 | Verse 31] പേരുപേരായി സെബൂലൂൻ ഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ അമ്പത്തേഴായിരത്തി നാനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 32] യോസേഫിന്റെ മക്കളിൽ എഫ്രയീമിന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും
[IRV | ML | OT | Numbers | Chapter 1 | Verse 33] പേരുപേരായി എഫ്രയീംഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ നാല്പതിനായിരത്തഞ്ഞൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 34] മനശ്ശെയുടെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 35] മനശ്ശെഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ മുപ്പത്തീരായിരത്തിരുനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 36] ബെന്യാമീന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 37] ബെന്യാമീൻ ഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ മുപ്പത്തയ്യായിരത്തി നാനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 38] ദാന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 39] ദാൻഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ അറുപത്തീരായിരത്തെഴുനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 40] ആശേരിന്റെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 41] ആശേർഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ നാല്പത്തോരായിരത്തഞ്ഞൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 42] നഫ്താലിയുടെ മക്കളുടെ സന്തതികളിൽ കുലംകുലമായും കുടുംബംകുടുംബമായും ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരും പേരുപേരായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 43] നഫ്താലിഗോത്രത്തിൽ എണ്ണപ്പെട്ടവർ അമ്പത്തുമൂവായിരത്തി നാനൂറു പേർ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 44] മോശെയും അഹരോനും ഗോത്രത്തിന്നു ഒരുവൻ വീതം യിസ്രായേൽപ്രഭുക്കന്മാരായ പന്ത്രണ്ടു പുരുഷന്മാരുംകൂടി എണ്ണമെടുത്തവർ ഇവർ തന്നേ.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 45] യിസ്രായേൽമക്കളിൽ ഗോത്രംഗോത്രമായി ഇരുപതു വയസ്സുമുതൽ മേലോട്ടു യുദ്ധത്തിന്നു പ്രാപ്തിയുള്ള സകലപുരുഷന്മാരുമായി
[IRV | ML | OT | Numbers | Chapter 1 | Verse 46] എണ്ണപ്പെട്ടവർ ആകെ ആറുലക്ഷത്തി മൂവായിരത്തഞ്ഞൂറ്റമ്പതു പേർ ആയിരുന്നു.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 47] ഇവരുടെ കൂട്ടത്തിൽ ലേവ്യരെ പിതൃഗോത്രമായി എണ്ണിയില്ല.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 48] ലേവിഗോത്രത്തെ മാത്രം എണ്ണരുതു;
[IRV | ML | OT | Numbers | Chapter 1 | Verse 49] യിസ്രായേൽമക്കളുടെ ഇടയിൽ അവരുടെ സംഖ്യ എടുക്കയും അരുതു എന്നു യഹോവ മോശെയോടു കല്പിച്ചിരുന്നു.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 50] ലേവ്യരെ സാക്ഷ്യനിവാസത്തിന്നും അതിന്റെ ഉപകരണങ്ങൾക്കും വസ്തുക്കൾക്കും ഒക്കെ വിചാരകന്മാരായി നിയമിക്കേണം; അവർ തിരുനിവാസവും അതിന്റെ ഉപകരണങ്ങളൊക്കെയും വഹിക്കേണം; അവർ അതിന്നു ശുശ്രൂഷ ചെയ്കയും തിരുനിവാസത്തിന്റെ ചുറ്റും പാളയമടിച്ചു പാർക്കയും വേണം.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 51] തിരുനിവാസം പുറപ്പെടുമ്പോൾ ലേവ്യർ അതു അഴിച്ചെടുക്കേണം; തിരുനിവാസം അടിക്കുമ്പോൾ ലേവ്യർ അതു നിവിർത്തേണം; ഒരന്യൻ അടുത്തുവന്നാൽ മരണ ശിക്ഷ അനുഭവിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 52] യിസ്രായേൽമക്കൾ ഗണംഗണമായി ഓരോരുത്തൻ താന്താന്റെ പാളയത്തിലും ഓരോരുത്തൻ താന്താന്റെ കൊടിക്കരികെയും ഇങ്ങനെ കൂടാരം അടിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 1 | Verse 53] എന്നാൽ യിസ്രായേൽമക്കളുടെ സംഘത്തിന്മേൽ ക്രോധം ഉണ്ടാകാതിരിക്കേണ്ടതിന്നു ലേവ്യർ സാക്ഷ്യനിവാസത്തിന്നു ചുറ്റം പാളയമിറങ്ങേണം; ലേവ്യർ സാക്ഷ്യനിവാസത്തിന്റെ കാര്യം നോക്കേണം
[IRV | ML | OT | Numbers | Chapter 1 | Verse 54] എന്നു യഹോവ മോശെയോടു കല്പിച്ചതുപോലെ എല്ലാം യിസ്രായേൽമക്കൾ ചെയ്തു; അതുപോലെ തന്നേ അവർ ചെയ്തു.
