[IRV | ML | OT | Numbers | Chapter 33 | Verse 1] മോശെയുടെയും അഹരോന്റെയും കൈക്കീഴിൽ ഗണംഗണമായി മിസ്രയീംദേശത്തുനിന്നു പുറപ്പെട്ട യിസ്രായേൽമക്കളുടെ പ്രയാണങ്ങൾ ആവിതു:
[IRV | ML | OT | Numbers | Chapter 33 | Verse 39] അഹരോൻ ഹോർപർവ്വതത്തിൽവെച്ചു മരിച്ചപ്പോൾ അവന്നു നൂറ്റിരുപത്തിമൂന്നു വയസ്സായിരുന്നു.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 40] എന്നാൽ കനാൻദേശത്തു തെക്കു പാർത്തിരുന്ന കനാന്യനായ അരാദ് രാജാവു യിസ്രായേൽ മക്കളുടെ വരവിനെക്കുറിച്ചു കേട്ടു.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 41] ഹോർപർവ്വതത്തിങ്കൽനിന്നു അവർ പുറപ്പെട്ടു സല്മോനയിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 42] സല്മോനയിൽനിന്നു പറപ്പെട്ടു പൂനോനിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 43] പൂനോനിൽനിന്നു പുറപ്പെട്ടു ഓബോത്തിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 44] ഓബോത്തിൽനിന്നു പുറപ്പെട്ടു മോവാബിന്റെ അതിരിങ്കൽ ഈയേ-അബാരീമിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 45] ഈയീമിൽനിന്നു പുറപ്പെട്ടു ദീബോൻഗാദിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 46] ദീബോൻഗാദിൽനിന്നു പുറപ്പെട്ടു അല്മോദിബ്ളാഥയീമിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 47] അല്മോദിബ്ളാഥയീമിൽനിന്നു പുറപ്പെട്ടു നെബോവിന്നു കിഴക്കു അബാരീംപർവ്വതത്തിങ്കൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 48] അബാരീംപർവ്വതത്തിങ്കൽ നിന്നു പുറപ്പെട്ടു യെരീഹോവിന്നെതിരെ യോർദ്ദാന്നരികെ മോവാബ്സമഭൂമിയിൽ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 49] യോർദ്ദാന്നരികെ മോവാബ്സമഭൂമിയിൽ ബേത്ത്-യെശീമോത്ത് മുതൽ ആബേൽ-ശിത്തീംവരെ പാളയമിറങ്ങി.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 50] യെരീഹോവിന്നെതിരെ യോർദ്ദാന്നരികെ മോവാബ് സമഭൂമിയിൽവെച്ചു യഹോവ മോശെയോടു അരുളിച്ചെയ്തതു:
[IRV | ML | OT | Numbers | Chapter 33 | Verse 51] നീ യിസ്രായേൽമക്കളോടു പറയേണ്ടുന്നതെന്തെന്നാൽ: നിങ്ങൾ യോർദ്ദാന്നക്കരെ കനാൻദേശത്തേക്കു കടന്നശേഷം
[IRV | ML | OT | Numbers | Chapter 33 | Verse 52] ദേശത്തിലെ സകലനിവാസികളെയും നിങ്ങളുടെ മുമ്പിൽനിന്നു നീക്കിക്കളഞ്ഞു അവരുടെ വിഗ്രഹങ്ങളെയും ബിംബങ്ങളെയും എല്ലാം തകർത്തു അവരുടെ സകലപൂജാഗിരികളെയും നശിപ്പിച്ചുകളയേണം.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 53] നിങ്ങൾ ദേശം കൈവശമാക്കി അതിൽ കുടിപാർക്കേണം; നിങ്ങൾ കൈവശമാക്കേണ്ടതിന്നു ഞാൻ ആ ദേശം നിങ്ങൾക്കു തന്നിരിക്കുന്നു.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 54] നിങ്ങൾ കുടുംബംകുടുംബമായി ദേശം ചീട്ടിട്ടു അവകാശമാക്കേണം; ആളേറെയുള്ളവർക്കു ഏറെയും കുറെയുള്ളവർക്കു കുറെയും അവകാശം കൊടുക്കേണം; അവന്നവന്നു ചീട്ടു എവിടെ വീഴുന്നുവോ അവിടെ അവന്റെ അവകാശം ആയിരിക്കേണം; പിതൃഗോത്രം പിതൃഗോത്രമായി നിങ്ങൾക്കു അവകാശം ലഭിക്കേണം.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 55] എന്നാൽ ദേശത്തെ നിവാസികളെ നിങ്ങളുടെ മുമ്പിൽനിന്നു നീക്കിക്കളയാതിരുന്നാൽ നിങ്ങൾ അവരിൽ ശേഷിപ്പിക്കുന്നവർ നിങ്ങളുടെ കണ്ണുകളിൽ മുള്ളുകളും പാർശ്വങ്ങളിൽ കണ്ടകങ്ങളുമായി നിങ്ങൾ പാർക്കുന്ന ദേശത്തു നിങ്ങളെ ഉപദ്രവിക്കും.
[IRV | ML | OT | Numbers | Chapter 33 | Verse 56] അത്രയുമല്ല, ഞാൻ അവരോടു ചെയ്‌വാൻ നിരൂപിച്ചതുപോലെ നിങ്ങളോടു ചെയ്യും.
