[IRV | ML | OT | Numbers | Chapter 16 | Verse 1] എന്നാൽ ലേവിയുടെ മകനായ കെഹാത്തിന്റെ മകനായ യിസ്ഹാരിന്റെ മകൻ കോരഹ്, രൂബേൻഗോത്രത്തിൽ എലീയാബിന്റെ പുത്രന്മാരായ ദാഥാൻ, അബീരാം, പേലെത്തിന്റെ മകനായ ഓൻ എന്നിവർ
[IRV | ML | OT | Numbers | Chapter 16 | Verse 12] പിന്നെ മോശെ എലിയാബിന്റെ പുത്രന്മാരായ ദാഥാനെയും അബീരാമിനെയും വിളിപ്പാൻ ആളയച്ചു; അതിന്നു അവർ:
[IRV | ML | OT | Numbers | Chapter 16 | Verse 13] ഞങ്ങൾ വരികയില്ല; മരുഭൂമിയിൽ ഞങ്ങളെ കൊല്ലുവാൻ നീ ഞങ്ങളെ പാലും തേനും ഒഴുകുന്ന ദേശത്തുനിന്നു കൊണ്ടുവന്നരിക്കുന്നതു പോരാഞ്ഞിട്ടു നിന്നെത്തന്നെ ഞങ്ങൾക്കു അധിപതിയും ആക്കുന്നുവോ?
[IRV | ML | OT | Numbers | Chapter 16 | Verse 14] അത്രയുമല്ല, നീ ഞങ്ങളെ പാലും തേനും ഒഴുകുന്ന ദേശത്തേക്കു കൊണ്ടുവരികയോ നിലങ്ങളും മുന്തിരിത്തോട്ടങ്ങളും അവകാശമായി തരികയോ ചെയ്തിട്ടില്ല; നീ ഇവരുടെ കണ്ണു ചുഴന്നുകളയുമോ? ഞങ്ങൾ വരികയില്ല എന്നു പറഞ്ഞു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 15] അപ്പോൾ മോശെ ഏറ്റവും കോപിച്ചു. അവൻ യഹോവയോടു: അവരുടെ വഴിപാടു കടാക്ഷിക്കരുതേ; ഞാൻ അവരുടെ പക്കൽനിന്നു ഒരു കഴുതയെപ്പോലും വാങ്ങീട്ടില്ല; അവരിൽ ഒരുത്തനോടും ഒരു ദോഷം ചെയ്തിട്ടുമില്ല എന്നു പറഞ്ഞു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 16] മോശെ കോരഹിനോടു: നീയും നിന്റെ എല്ലാകൂട്ടവും നാളെ യഹോവയുടെ സന്നിധിയിൽ വരേണം; നീയും അവരും അഹരോനും കൂടെ തന്നേ.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 17] നിങ്ങൾ ഓരോരുത്തൻ താന്താന്റെ ധൂപകലശം എടുത്തു അവയിൽ ധൂപവർഗ്ഗം ഇട്ടു ഒരോരുത്തൻ ഓരോ ധൂപകലശമായി ഇരുനൂറ്റമ്പതു കലശവും യഹോവയുടെ സന്നിധിയിൽ കൊണ്ടുവരുവിൻ; നീയും അഹരോനും കൂടെ താന്താന്റെ ധൂപകലശവുമായി വരേണം എന്നു പറഞ്ഞു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 18] അങ്ങനെ അവർ ഓരോരുത്തൻ താന്താന്റെ ധൂപകലശം എടുത്തു തീയിട്ടു അതിൽ ധൂപവർഗ്ഗവും ഇട്ടു മോശെയും അഹരോനുമായി സമാഗമനകൂടാരത്തിന്റെ വാതിൽക്കൽ നിന്നു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 19] കോരഹ് അവർക്കു വിരോധമായി സർവ്വസഭയെയും സമാഗമനകൂടാരത്തിന്റെ വാതിൽക്കൽ കൂട്ടിവരുത്തി; അപ്പോൾ യഹോവയുടെ തേജസ്സു സർവ്വസഭെക്കും പ്രത്യക്ഷമായി.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 20] യഹോവ മോശെയോടും അഹരോനോടും:
[IRV | ML | OT | Numbers | Chapter 16 | Verse 21] ഈ സഭയുടെ മദ്ധ്യേനിന്നു മാറിപ്പോകുവിൻ; ഞാൻ അവരെ ക്ഷണത്തിൽ സംഹരിക്കും എന്നു കല്പിച്ചു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 22] അപ്പോൾ അവർ കവിണ്ണുവീണു: സകലജനത്തിന്റെയും ആത്മാക്കൾക്കു ഉടയവനാകുന്ന ദൈവമേ, ഒരു മനുഷ്യൻ പാപം ചെയ്തതിന്നു നീ സർവ്വസഭയോടും കോപിക്കുമൊ എന്നു പറഞ്ഞു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 23] അതിന്നു യഹോവ മോശെയോടു:
[IRV | ML | OT | Numbers | Chapter 16 | Verse 24] കോരഹ്, ദാഥാൻ, അബീരാം എന്നിവരുടെ വാസസ്ഥലത്തിന്റെ ചുറ്റിലും നിന്നു മാറിക്കൊൾവിൻ എന്നു സഭയോടു പറക എന്നു കല്പിച്ചു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 25] മോശെ എഴുന്നേറ്റു ദാഥാന്റെയും അബീരാമിന്റെയും അടുക്കൽ ചെന്നു; യിസ്രായേൽമൂപ്പന്മാരും അവന്റെ പിന്നാലെ ചെന്നു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 26] അവൻ സഭയോടു: ഈ ദുഷ്ടമനുഷ്യരുടെ സകലപാപങ്ങളാലും നിങ്ങൾ സംഹരിക്കപ്പെടാതിരിക്കേണ്ടതിന്നു അവരുടെ കൂടാരങ്ങളുടെ അടുക്കൽനിന്നു മാറിപ്പോകുവിൻ; അവർക്കുള്ള യാതൊന്നിനെയും തൊടരുതു എന്നു പറഞ്ഞു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 27] അങ്ങനെ അവർ കോരഹ്, ദാഥാൻ, അബീരാം എന്നവരുടെ വാസസ്ഥലത്തിന്റെ ചുറ്റിലുംനിന്നു മാറിപ്പോയി. എന്നാൽ ദാഥാനും അബീരാമും പുറത്തു വന്നു: അവരും അവരുടെ ഭാര്യമാരും പുത്രന്മാരും കുഞ്ഞുങ്ങളും താന്താങ്ങളുടെ കൂടാരവാതിൽക്കൽനിന്നു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 28] അപ്പോൾ മോശെ പറഞ്ഞതു: ഈ സകലപ്രവൃത്തികളും ചെയ്യേണ്ടതിന്നു യഹോവ എന്നെ അയച്ചു; ഞാൻ സ്വമേധയായി ഒന്നും ചെയ്തിട്ടില്ല എന്നു നിങ്ങൾ ഇതിനാൽ അറിയും:
[IRV | ML | OT | Numbers | Chapter 16 | Verse 29] സകലമനുഷ്യരും മരിക്കുന്നതുപോലെ ഇവർ മരിക്കയോ സകലമനുഷ്യർക്കും ഭവിക്കുന്നതുപോലെ ഇവർക്കു ഭവിക്കയോ ചെയ്താൽ യഹോവ എന്നെ അയച്ചിട്ടില്ല.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 30] എന്നാൽ യഹോവ ഒരു അപൂർവ്വകാര്യം പ്രവർത്തിക്കയും ഭൂമി വായ് പിളർന്നു അവരെയും അവർക്കുള്ള സകലത്തെയും വിഴുങ്ങിക്കളകയും അവർ ജീവനോടു പാതാളത്തിലേക്കു ഇറങ്ങുകയും ചെയ്താൽ അവർ യഹോവയെ നിരസിച്ചു എന്നു നിങ്ങൾ അറിയും.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 31] അവൻ ഈ വാക്കുകളെല്ലാം പറഞ്ഞു തീർന്നപ്പോൾ അവരുടെ കീഴെ ഭൂമി പിളർന്നു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 32] ഭൂമി വായ് തുറന്നു അവരെയും അവരുടെ കുടുംബങ്ങളെയും കോരഹിനോടു ചേർന്നിട്ടുള്ള എല്ലാവരെയും അവരുടെ സർവ്വസമ്പത്തിനെയും വിഴുങ്ങിക്കളഞ്ഞു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 33] അവരും അവരോടു ചേർന്നിട്ടുള്ള എല്ലാവരും ജീവനോടെ പാതാളത്തിലേക്കു ഇറങ്ങി; ഭൂമി അവരുടെമേൽ അടകയും അവർ സഭയുടെ ഇടയിൽനിന്നു നശിക്കയും ചെയ്തു.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 34] അവരുടെ ചുറ്റും ഇരുന്ന യിസ്രായേല്യർ ഒക്കെയും അവരുടെ നിലവിളി കേട്ടു: ഭൂമി നമ്മെയും വഴുങ്ങിക്കളയരുതേ എന്നു പറഞ്ഞു ഓടിപ്പോയി.
[IRV | ML | OT | Numbers | Chapter 16 | Verse 35] അപ്പോൾ യഹോവയിങ്കൽനിന്നു തീ പുറപ്പെട്ടു ധൂപം കാട്ടിയ ഇരുനൂറ്റമ്പതുപേരെയും ദഹിപ്പിച്ചു.
