[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 1] Ἰούδας Ἰησοῦ Χριστοῦ δοῦλος, ἀδελφὸς δὲ Ἰακώβου, τοῖς ἐν θεῷ πατρὶ ⸀ἠγαπημένοις καὶ Ἰησοῦ Χριστῷ τετηρημένοις κλητοῖς·
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 12] οὗτοί εἰσιν ⸀οἱ ἐν ταῖς ἀγάπαις ὑμῶν σπιλάδες συνευωχούμενοι, ἀφόβως ἑαυτοὺς ποιμαίνοντες, νεφέλαι ἄνυδροι ὑπὸ ἀνέμων παραφερόμεναι, δένδρα φθινοπωρινὰ ἄκαρπα δὶς ἀποθανόντα ἐκριζωθέντα,
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 13] κύματα ἄγρια θαλάσσης ἐπαφρίζοντα τὰς ἑαυτῶν αἰσχύνας, ἀστέρες πλανῆται οἷς ὁ ζόφος τοῦ σκότους εἰς αἰῶνα τετήρηται.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 14] Προεφήτευσεν δὲ καὶ τούτοις ἕβδομος ἀπὸ Ἀδὰμ Ἑνὼχ λέγων· Ἰδοὺ ἦλθεν κύριος ἐν ἁγίαις μυριάσιν αὐτοῦ,
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 15] ποιῆσαι κρίσιν κατὰ πάντων καὶ ἐλέγξαι ⸂πάντας τοὺς ἀσεβεῖς⸃ περὶ πάντων τῶν ἔργων ἀσεβείας αὐτῶν ὧν ἠσέβησαν καὶ περὶ πάντων τῶν σκληρῶν ὧν ἐλάλησαν κατʼ αὐτοῦ ἁμαρτωλοὶ ἀσεβεῖς.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 16] οὗτοί εἰσιν γογγυσταί, μεμψίμοιροι, κατὰ τὰς ἐπιθυμίας ⸀αὐτῶν πορευόμενοι, καὶ τὸ στόμα αὐτῶν λαλεῖ ὑπέρογκα, θαυμάζοντες πρόσωπα ὠφελείας χάριν.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 17] Ὑμεῖς δέ, ἀγαπητοί, μνήσθητε τῶν ῥημάτων τῶν προειρημένων ὑπὸ τῶν ἀποστόλων τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ·
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 18] ὅτι ἔλεγον ⸀ὑμῖν· ⸂Ἐπʼ ἐσχάτου χρόνου⸃ ἔσονται ἐμπαῖκται κατὰ τὰς ἑαυτῶν ἐπιθυμίας πορευόμενοι τῶν ἀσεβειῶν.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 19] οὗτοί εἰσιν οἱ ἀποδιορίζοντες, ψυχικοί, πνεῦμα μὴ ἔχοντες.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 20] ὑμεῖς δέ, ἀγαπητοί, ⸂ἐποικοδομοῦντες ἑαυτοὺς τῇ ἁγιωτάτῃ ὑμῶν πίστει⸃, ἐν πνεύματι ἁγίῳ προσευχόμενοι,
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 21] ἑαυτοὺς ἐν ἀγάπῃ θεοῦ τηρήσατε προσδεχόμενοι τὸ ἔλεος τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ εἰς ζωὴν αἰώνιον.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 22] καὶ οὓς μὲν ⸀ἐλεᾶτε ⸂διακρινομένους,
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 23] οὓς δὲ σῴζετε ἐκ πυρὸς ἁρπάζοντες, οὓς δὲ ἐλεᾶτε ἐν φόβῳ⸃, μισοῦντες καὶ τὸν ἀπὸ τῆς σαρκὸς ἐσπιλωμένον χιτῶνα.
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 24] Τῷ δὲ δυναμένῳ φυλάξαι ⸀ὑμᾶς ἀπταίστους καὶ στῆσαι κατενώπιον τῆς δόξης αὐτοῦ ἀμώμους ἐν ἀγαλλιάσει
[SBLGNT | EL | NT | Jude | Chapter 1 | Verse 25] ⸀μόνῳ θεῷ σωτῆρι ἡμῶν ⸂διὰ Ἰησοῦ Χριστοῦ τοῦ κυρίου ἡμῶν⸃ ⸀δόξα μεγαλωσύνη κράτος καὶ ἐξουσία ⸂πρὸ παντὸς τοῦ αἰῶνος⸃ καὶ νῦν καὶ εἰς πάντας τοὺς αἰῶνας· ἀμήν.
