[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 1] ਸਾਰੇ ਇਸਰਾਏਲੀ ਹਬਰੋਨ ਵਿੱਚ ਦਾਊਦ ਕੋਲ ਇਕੱਠੇ ਹੋਏ ਅਤੇ ਉਸ ਨੂੰ ਆਖਿਆ, ਵੇਖੋ, ਅਸੀਂ ਤਾਂ ਤੁਹਾਡੀ ਹੀ ਹੱਡੀ ਅਤੇ ਮਾਸ ਹਾਂ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 12] ਉਹ ਦੇ ਪਿੱਛੋਂ ਦੋਦੋ ਦਾ ਪੁੱਤਰ ਅਲਆਜ਼ਾਰ ਅਹੋਹੀ ਜਿਹੜਾ ਉਨ੍ਹਾਂ ਤਿੰਨਾਂ ਸੂਰਮਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਸੀ,
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 13] ਉਹ ਦਾਊਦ ਦੇ ਨਾਲ ਫਸਦੰਮੀਮ ਵਿੱਚ ਸੀ, ਅਤੇ ਉੱਥੇ ਫ਼ਲਿਸਤੀ ਯੁੱਧ ਕਰਨ ਨੂੰ ਇਕੱਠੇ ਹੋਏ ਸਨ ਅਤੇ ਉੱਥੇ ਇੱਕ ਟੁੱਕੜਾ ਪੈਲੀ ਦਾ ਜੌਂਵਾਂ ਨਾਲ ਭਰਿਆ ਹੋਇਆ ਸੀ ਅਤੇ ਲੋਕ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਅੱਗੋਂ ਭੱਜ ਗਏ,
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 14] ਪਰ ਉਨ੍ਹਾਂ ਉਸ ਪੈਲੀ ਦੇ ਵਿਚਕਾਰ ਖੜ੍ਹੇ ਹੋ ਕੇ ਉਸ ਨੂੰ ਬਚਾਇਆ, ਅਤੇ ਫ਼ਲਿਸਤੀਆਂ ਨੂੰ ਵੱਢ ਸੁੱਟਿਆ, ਸੋ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇਸ ਜਿੱਤ ਤੋਂ ਵੱਡਾ ਛੁਟਕਾਰਾ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 15] ਅਤੇ ਉਨ੍ਹਾਂ ਤੀਹ ਸਰਦਾਰਾਂ ਵਿੱਚੋਂ ਇਹ ਤਿੰਨ ਨਿੱਕਲ ਕੇ ਪਰਬਤ ਤੇ ਅਦੁੱਲਾਮ ਦੀ ਗੁਫ਼ਾ ਵਿੱਚ ਦਾਊਦ ਕੋਲ ਆਏ ਅਤੇ ਫ਼ਲਿਸਤੀਆਂ ਦੀ ਸੈਨਾਂ ਨੇ ਰਫ਼ਾਈਮ ਦੀ ਘਾਟੀ ਵਿੱਚ ਛਾਉਣੀ ਪਾਈ ਹੋਈ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 16] ਦਾਊਦ ਉਸ ਵੇਲੇ ਗੜ੍ਹ ਵਿੱਚ ਸੀ ਅਤੇ ਫ਼ਲਿਸਤੀਆਂ ਦੀ ਛਾਉਣੀ ਉਸ ਸਮੇਂ ਬੈਤਲਹਮ ਵਿੱਚ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 17] ਅਤੇ ਦਾਊਦ ਨੇ ਤਰਸਦਿਆਂ ਹੋਇਆਂ ਆਖਿਆ, ਕਾਸ਼! ਕਿ ਕੋਈ ਮੈਨੂੰ ਬੈਤਲਹਮ ਦੇ ਉਸ ਖੂਹ ਦਾ ਇੱਕ ਘੁੱਟ ਪਾਣੀ ਪਿਲਾਵੇ, ਜਿਹੜਾ ਫਾਟਕ ਦੇ ਕੋਲ ਹੈ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 18] ਤਦ ਉਨ੍ਹਾਂ ਤਿੰਨਾਂ ਨੇ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਡੇਰੇ ਦੇ ਵਿੱਚੋਂ ਦੀ ਲੰਘ ਕੇ ਬੈਤਲਹਮ ਦੇ ਖੂਹ ਤੋਂ ਪਾਣੀ ਭਰਿਆ ਜਿਹੜਾ ਫਾਟਕ ਉੱਤੇ ਸੀ ਅਤੇ ਦਾਊਦ ਨੂੰ ਲਿਆ ਦਿੱਤਾ, ਪਰ ਉਸ ਨੇ ਨਾ ਪੀਤਾ ਸਗੋਂ ਉਸ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਡੋਲ੍ਹ ਦਿੱਤਾ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 19] ਅਤੇ ਆਖਿਆ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਇਹ ਮੇਰੇ ਤੋਂ ਦੂਰ ਹੋਵੇ, ਜੋ ਮੈਂ ਇਹ ਕੰਮ ਕਰਾਂ, ਕੀ ਮੈਂ ਇਨ੍ਹਾਂ ਲੋਕਾਂ ਦਾ ਲਹੂ ਪੀਵਾਂ, ਜਿਨ੍ਹਾਂ ਨੇ ਆਪਣੀਆਂ ਜਾਨਾਂ ਨੂੰ ਹਥੇਲੀ ਉੱਤੇ ਧਰਿਆ ਹੈ? ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੀ ਜਾਨ ਨੂੰ ਤਲੀ ਉੱਤੇ ਰੱਖ ਕੇ ਇਸ ਨੂੰ ਲਿਆਏ, ਇਸ ਲਈ ਉਸ ਨੇ ਉਹ ਨੂੰ ਪੀਣ ਤੋਂ ਇਨਕਾਰ ਕੀਤਾ। ਇਸ ਤਰ੍ਹਾਂ ਦੇ ਕੰਮ ਇਨ੍ਹਾਂ ਤਿੰਨ ਸੂਰਮਿਆਂ ਨੇ ਕੀਤੇ।
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 20] ਅਤੇ ਯੋਆਬ ਦਾ ਭਰਾ ਅਬੀਸ਼ਈ ਉਨ੍ਹਾਂ ਤਿੰਨਾਂ ਵਿੱਚੋਂ ਮੁਖੀਆ ਸੀ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਤਿੰਨ ਸੌ ਜਣਿਆਂ ਉੱਤੇ ਆਪਣਾ ਬਰਛਾ ਚਲਾਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ, ਤਾਂ ਉਹ ਇਨ੍ਹਾਂ ਤਿੰਨਾਂ ਦੇ ਵਿੱਚੋਂ ਨਾਮੀ ਬਣਿਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 21] ਉਨ੍ਹਾਂ ਤਿੰਨਾਂ ਦੇ ਵਿੱਚ ਇਹ ਉਨ੍ਹਾਂ ਦੋਹਾਂ ਨਾਲੋਂ ਜ਼ਿਆਦਾ ਪਤਵੰਤਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਪ੍ਰਧਾਨ ਹੋਇਆ ਪਰ ਉਹ ਉਨ੍ਹਾਂ ਪਹਿਲੇ ਤਿੰਨਾਂ ਦੇ ਦਰਜੇ ਤੱਕ ਨਾ ਪਹੁੰਚਿਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 22] ਅਤੇ ਯਹੋਯਾਦਾ ਦਾ ਪੁੱਤਰ ਬਨਾਯਾਹ ਜਿਹੜਾ ਇੱਕ ਕਬਸਿਏਲੀ ਸੂਰਮੇ ਦਾ ਪੁੱਤਰ ਸੀ ਜਿਸ ਨੇ ਵੱਡੀ ਬਹਾਦੁਰੀ ਦੇ ਕੰਮ ਕੀਤੇ ਸਨ, ਉਸ ਨੇ ਮੋਆਬ ਦੇ ਦੋ ਸ਼ੇਰ ਵਰਗੇ ਜੁਆਨਾਂ ਨੂੰ ਅਤੇ ਬਰਫ਼ ਦੀ ਰੁੱਤ ਵਿੱਚ ਇੱਕ ਟੋਏ ਦੇ ਵਿੱਚ ਜਾ ਕੇ ਇੱਕ ਸ਼ੇਰ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 23] ਅਤੇ ਉਸ ਨੇ ਪੰਜ ਹੱਥ ਦੇ ਇੱਕ ਲੰਮੇ ਮਿਸਰੀ ਜੁਆਨ ਨੂੰ ਜਾਨ ਤੋਂ ਮਾਰ ਦਿੱਤਾ, ਉਸ ਮਿਸਰੀ ਦੇ ਹੱਥ ਵਿੱਚ ਜੁਲਾਹੇ ਦੇ ਸ਼ਤੀਰ ਵਰਗਾ ਇੱਕ ਬਰਛਾ ਸੀ ਪਰ ਉਹ ਇੱਕ ਲਾਠੀ ਲੈ ਕੇ ਉਹ ਦੇ ਕੋਲ ਉਤਰਿਆ ਅਤੇ ਉਹ ਨੇ ਬਰਛਾ ਮਿਸਰੀ ਦੇ ਹੱਥੋਂ ਖੋਹ ਲਿਆ, ਅਤੇ ਉਸੇ ਦੇ ਬਰਛੇ ਨਾਲ ਉਸ ਨੂੰ ਮਾਰ ਸੁੱਟਿਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 24] ਯਹੋਯਾਦਾ ਦੇ ਪੁੱਤਰ ਬਨਾਯਾਹ ਨੇ ਇਹੋ ਜਿਹੇ ਕੰਮ ਕੀਤੇ, ਅਤੇ ਉਨ੍ਹਾਂ ਤਿੰਨਾਂ ਸੂਰਮਿਆਂ ਵਿੱਚ ਉਸ ਦਾ ਨਾਮ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 25] ਵੇਖੋ, ਉਹ ਉਨ੍ਹਾਂ ਤੀਹਾਂ ਨਾਲੋਂ ਵੱਧ ਪਤਵੰਤਾ ਸੀ ਤਾਂ ਵੀ ਉਹ ਪਹਿਲੇ ਤਿੰਨਾਂ ਦੇ ਦਰਜੇ ਤੱਕ ਨਾ ਪਹੁੰਚਿਆ ਅਤੇ ਦਾਊਦ ਨੇ ਉਸ ਨੂੰ ਆਪਣੇ ਰਾਖਿਆਂ ਦਾ ਪ੍ਰਧਾਨ ਨਿਯੁਕਤ ਕੀਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 26] ਫੌਜਾਂ ਦੇ ਸੂਰਮੇ ਇਹ ਸਨ, ਯੋਆਬ ਦਾ ਭਰਾ ਅਸਾਹੇਲ, ਬੈਤਲਹਮੀ ਦੋਦੋ ਦਾ ਪੁੱਤਰ ਅਲਹਨਾਨ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 27] ਹਰੋਰੀ ਸ਼ੰਮੋਥ, ਪਲੋਨੀ ਹਲਸ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 28] ਤਕੋਈ ਇੱਕੇਸ਼ ਦਾ ਪੁੱਤਰ ਈਰਾ, ਅਬੀਅਜ਼ਰ ਅੰਨਥੋਥੀ,
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 29] ਹੁਸ਼ਾਥੀ ਸਿਬਕੀ, ਅਹੋਹੀ ਈਲਈ,
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 30] ਨਟੋਫਾਥੀ ਮਹਰਈ, ਨਟੋਫਾਥੀ ਬਆਨਾਹ ਦਾ ਪੁੱਤਰ ਹੇਲਦ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 31] ਗਿਬਅਹ ਦਾ ਬਿਨਯਾਮੀਨੀ ਰੀਬਈ ਦਾ ਪੁੱਤਰ ਈਥਈ, ਬਨਾਯਾਹ ਪਿਰਾਥੋਨੀ,
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 32] ਗਾਸ਼ ਦੀਆਂ ਨਦੀਆਂ ਦੇ ਕੋਲ ਦਾ ਹੂਰਈ, ਅਰਬਾਥੀ ਅਬੀਏਲ,
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 33] ਬਹਰੂਮੀ ਅਜ਼ਮਾਵਥ, ਅਲਯਹਬਾ ਸ਼ਅਲਬੋਨੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 34] ਗਿਜ਼ੋਨੀ ਹਾਸੇਮ ਦਾ ਪੁੱਤਰ, ਹਰਾਰੀ ਸ਼ਾਗੇ ਦਾ ਪੁੱਤਰ ਯੋਨਾਥਾਨ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 35] ਹਰਾਰੀ ਸਾਕਾਰ ਦਾ ਪੁੱਤਰ ਅਹੀਆਮ, ਊਰ ਦਾ ਪੁੱਤਰ ਅਲੀਫਾਲ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 36] ਮਕੇਰਾਥੀ ਹੇਫ਼ਰ, ਪਲੋਨੀ ਅਹੀਯਾਹ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 37] ਕਰਮਲੀ ਹਸਰੋ, ਅਜ਼ਬਈ ਦਾ ਪੁੱਤਰ ਨਅਰਈ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 38] ਨਾਥਾਨ ਦਾ ਭਰਾ ਯੋਏਲ, ਹਗਰੀ ਦਾ ਪੁੱਤਰ ਮਿਬਹਾਰ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 39] ਅੰਮੋਨੀ ਸਲਕ, ਬੇਰੋਥੀ ਨਹਰਈ, ਸਰੂਯਾਹ ਦੇ ਪੁੱਤਰ ਯੋਆਬ ਦਾ ਸ਼ਸਤਰ ਦਾ ਚੁੱਕਣ ਵਾਲਾ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 40] ਈਰਾ ਯਿਥਰੀ ਅਤੇ ਗਾਰੇਬ ਯਿਥਰੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 41] ਹਿੱਤੀ ਊਰਿੱਯਾਹ, ਅਹਲਈ ਦਾ ਪੁੱਤਰ ਜ਼ਾਬਾਦ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 42] ਰਊਬੇਨੀ ਸ਼ੀਜ਼ਾ ਦਾ ਪੁੱਤਰ ਅਦੀਨਾ ਰਊਬੇਨੀਆਂ ਦਾ ਮੁਖੀਆ ਤੇ ਉਹ ਦੇ ਨਾਲ ਤੀਹ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 43] ਮਅਕਾਹ ਦਾ ਪੁੱਤਰ ਹਾਨਾਨ, ਮਿਥਨੀ ਯੋਸ਼ਾਫ਼ਾਤ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 44] ਅਸ਼ਤਾਰਾਥੀ ਉੱਜ਼ੀਯਾਹ, ਅਰੋਏਰੀ ਹੋਥਾਮ ਦੇ ਪੁੱਤਰ ਸ਼ਾਮਾ ਤੇ ਯਈਏਲ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 45] ਸ਼ਿਮਰੀ ਦਾ ਪੁੱਤਰ ਯਦੀਏਲ, ਤੇ ਉਹ ਦਾ ਭਰਾ ਯੋਹਾ, ਤੀਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 46] ਮਹਵੀ ਅਲੀਏਲ ਤੇ ਅਲਨਾਮ ਦੇ ਪੁੱਤਰ ਯਿਰੀਬਈ ਤੇ ਯੋਸ਼ਵਯਾਹ ਅਤੇ ਯਿਥਮਾਹ ਮੋਆਬੀ
[IRV | PA | OT | 1 Chronicles | Chapter 11 | Verse 47] ਅਲੀਏਲ ਤੇ ਓਬੇਦ ਤੇ ਯਅਸੀਏਲ ਮਸੋਬਾਯਾਥੀ।
