[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 1] ਦਾਊਦ ਨੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰਿਆਂ ਸਰਦਾਰਾਂ ਨੂੰ, ਅਰਥਾਤ ਗੋਤਾਂ ਦੇ ਸਰਦਾਰਾਂ ਨੂੰ ਅਤੇ ਉਨ੍ਹਾਂ ਮੰਡਲੀਆਂ ਦੇ ਸਰਦਾਰਾਂ ਨੂੰ, ਜਿਹੜੇ ਵਾਰੋ-ਵਾਰੀ ਪਾਤਸ਼ਾਹ ਦੀ ਸੇਵਾ ਕਰਦੇ ਸਨ ਅਤੇ ਹਜ਼ਾਰਾਂ ਦੇ ਸਰਦਾਰਾਂ ਨੂੰ, ਸੈਂਕੜਿਆਂ ਦੇ ਸਰਦਾਰਾਂ ਨੂੰ, ਪਾਤਸ਼ਾਹ ਅਤੇ ਉਸ ਦੇ ਪੁੱਤਰਾਂ ਦੇ ਸਾਰੇ ਮਾਲ ਧਨ ਦੇ ਸਰਦਾਰਾਂ ਨੂੰ, ਹੁੱਦੇਦਾਰਾਂ ਨੂੰ, ਸੂਰਮਿਆਂ ਨੂੰ, ਅਤੇ ਸਾਰੇ ਮਹਾਂ ਬਲੀਆਂ ਨੂੰ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਇਕੱਠਿਆਂ ਕੀਤਾ
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 12] ਅਤੇ ਉਨ੍ਹਾਂ ਸਭਨਾਂ ਦਾ ਨਕਸ਼ਾ ਜਿਹੜਾ ਉਹ ਦੇ ਆਤਮਾ ਵਿੱਚ ਸੀ, ਅਰਥਾਤ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੇ ਵਿਹੜਿਆਂ ਦਾ, ਇਰਦ-ਗਿਰਦ ਦੀਆਂ ਕੋਠੜੀਆਂ ਦਾ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਘਰ ਦੇ ਭੰਡਾਰਾਂ ਦਾ, ਚੜ੍ਹਾਈਆਂ ਹੋਈਆਂ ਵਸਤਾਂ ਦੇ ਖਜ਼ਾਨਿਆਂ ਦਾ
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 13] ਅਤੇ ਜਾਜਕਾਂ ਤੇ ਲੇਵੀਆਂ ਦੀਆਂ ਵਾਰੀਆਂ ਦਾ, ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੀ ਟਹਿਲ ਸੇਵਾ ਦੇ ਸਾਰੇ ਕਾਰਜ ਦੇ ਲਈ, ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੀ ਭਗਤੀ ਦੇ ਸਾਰੇ ਭਾਂਡਿਆ ਦੇ ਲਈ
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 14] ਅਤੇ ਸੋਨੇ ਦੇ ਭਾਂਡਿਆ ਦੇ ਲਈ ਸੋਨਾ ਤੋਲ ਕੇ ਦਿੱਤਾ, ਹਰੇਕ ਪ੍ਰਕਾਰ ਦੀ ਸੇਵਾ ਦੇ ਸਾਰੇ ਭਾਂਡਿਆ ਦੇ ਲਈ ਅਤੇ ਚਾਂਦੀ ਦੇ ਸਾਰੇ ਭਾਂਡਿਆ ਦੇ ਲਈ ਚਾਂਦੀ ਤੋਲ ਦਿੱਤੀ, ਸਭ ਪ੍ਰਕਾਰ ਦੀ ਟਹਿਲ ਸੇਵਾ ਦੇ ਸਾਰੇ ਭਾਂਡਿਆ ਦੇ ਲਈ
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 15] ਅਤੇ ਸੁਨਹਿਰੀ ਦੀਵਟ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਸੁਨਹਿਰੀ ਦੀਵਿਆਂ ਦੇ ਲਈ ਵੀ ਤੋਲ ਨਾਲ ਦਿੱਤਾ ਹਰੇਕ ਦੀਵਟ ਅਤੇ ਉਸ ਦੇ ਦੀਵਿਆਂ ਦੇ ਲਈ ਸੋਨਾ ਤੋਲ ਕੇ ਦਿੱਤਾ ਅਤੇ ਚਾਂਦੀ ਦੀਆਂ ਦੀਵਟਾਂ ਦੇ ਲਈ ਚਾਂਦੀ ਤੋਲ ਦਿੱਤੀ, ਹਰੇਕ ਦੀਵਟ ਅਤੇ ਉਸ ਦੇ ਦੀਵਿਆਂ ਦੇ ਲਈ, ਜਿਵੇਂ ਹਰੇਕ ਦੀਵਟ ਦੇ ਕੰਮ ਲਈ ਜ਼ਰੂਰੀ ਸੀ, ਚਾਂਦੀ ਤੋਲ ਨਾਲ ਦਿੱਤੀ
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 16] ਅਤੇ ਚੜਾਵੇ ਦੀ ਰੋਟੀ ਦੀਆਂ ਮੇਜ਼ਾਂ ਦੀ ਮਿਣਤੀ ਦੇ ਅਨੁਸਾਰ ਹਰੇਕ ਮੇਜ਼ ਲਈ ਸੋਨਾ ਤੋਲ ਦਿੱਤਾ ਅਤੇ ਚਾਂਦੀ ਦੀਆਂ ਮੇਜ਼ਾਂ ਦੇ ਲਈ ਚਾਂਦੀ ਤੋਲ ਦਿੱਤੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 17] ਕਾਂਟਿਆਂ, ਬਾਟੀਆਂ ਅਤੇ ਕਟੋਰਿਆਂ ਦੇ ਲਈ ਕੁੰਦਨ ਸੋਨਾ ਦਿੱਤਾ, ਅਤੇ ਸੁਨਹਿਰੀ ਛੰਨਿਆਂ ਦੇ ਲਈ ਹਰੇਕ ਛੰਨੇ ਦੇ ਲਈ ਸੋਨਾ ਤੋਲ ਨਾਲ ਦਿੱਤਾ ਅਤੇ ਚਾਂਦੀ ਦੇ ਛੰਨਿਆਂ ਦੇ ਲਈ ਹਰੇਕ ਛੰਨੇ ਦੇ ਲਈ ਚਾਂਦੀ ਤੋਲ ਕੇ ਦਿੱਤਾ,
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 18] ਅਤੇ ਧੂਪ ਦੀ ਜਗਵੇਦੀ ਦੇ ਲਈ ਕੁੰਦਨ ਸੋਨਾ ਤੋਲ ਦਿੱਤਾ ਅਤੇ ਕਰੂਬੀਆਂ ਦੇ ਸੁਨਹਿਰੀ ਰਥ ਦੇ ਨਮੂਨੇ ਦੇ ਅਨੁਸਾਰ ਜਿਹੜੇ ਖੰਭ ਪਸਾਰੇ ਹੋਏ ਯਹੋਵਾਹ ਦੇ ਨੇਮ ਦੇ ਸੰਦੂਕ ਉੱਤੇ ਪੜਦਾ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 19] ਦਾਊਦ ਬੋਲਿਆ, ਇਹ ਸੱਭੇ ਲਿਖਤ ਨਾਲ ਯਹੋਵਾਹ ਨੇ ਆਪਣੇ ਹੱਥ ਦੇ ਰਾਹੀਂ ਜੋ ਮੇਰੇ ਉੱਤੇ ਸੀ ਇਸ ਨਕਸ਼ੇ ਦੇ ਸਾਰੇ ਕੰਮ ਮੈਨੂੰ ਸਿਖਾਏ
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 20] ਅਤੇ ਦਾਊਦ ਨੇ ਆਪਣੇ ਪੁੱਤਰ ਸੁਲੇਮਾਨ ਨੂੰ ਆਖਿਆ, ਤਕੜਾ ਅਤੇ ਸੂਰਮਾ ਹੋ ਅਤੇ ਕੰਮ ਕਰ, ਨਾ ਡਰੀਂ ਅਤੇ ਨਾ ਘਬਰਾਵੀਂ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਅਰਥਾਤ ਮੇਰਾ ਪਰਮੇਸ਼ੁਰ ਤੇਰੇ ਅੰਗ-ਸੰਗ ਹੈ, ਉਹ ਤੈਨੂੰ ਨਾ ਭੁੱਲੇਗਾ ਨਾ ਤੈਨੂੰ ਤਿਆਗੇਗਾ ਜਦ ਤੱਕ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਦੀ ਟਹਿਲ ਸੇਵਾ ਲਈ ਸਾਰਾ ਕੰਮ ਸੰਪੂਰਨ ਨਾ ਹੋਵੇ!
[IRV | PA | OT | 1 Chronicles | Chapter 28 | Verse 21] ਅਤੇ ਵੇਖ, ਜਾਜਕਾਂ ਅਤੇ ਲੇਵੀਆਂ ਦੀਆਂ ਟੋਲੀਆਂ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੀ ਸਾਰੀ ਟਹਿਲ ਸੇਵਾ ਦੇ ਲਈ ਹਾਜ਼ਰ ਹਨ ਅਤੇ ਹਰ ਪਰਕਾਰ ਦੇ ਕਾਰਜ ਲਈ ਸਾਰੇ ਪੁਰਸ਼ ਜਿਹੜੇ ਹਰ ਪਰਕਾਰ ਦੀ ਸੇਵਾ ਵਿੱਚ ਚਤਰ ਹਨ, ਤੇਰੇ ਨਾਲ ਹੋਣਗੇ, ਸਰਦਾਰ ਅਤੇ ਸਾਰੇ ਲੋਕ ਤੇਰੀ ਆਗਿਆ ਵਿੱਚ ਹੋਣਗੇ।
