[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 1] ਦਾਊਦ ਪਾਤਸ਼ਾਹ ਨੇ ਸਾਰੀ ਸਭਾ ਨੂੰ ਆਖਿਆ, ਮੇਰਾ ਪੁੱਤਰ ਸੁਲੇਮਾਨ ਜੋ ਇਕੱਲਾ ਪਰਮੇਸ਼ੁਰ ਨੇ ਚੁਣ ਲਿਆ ਹੈ, ਉਹ ਬਾਲਕ ਅਤੇ ਮਾਸੂਮ ਹੈ, ਪਰ ਕੰਮ ਬਹੁਤ ਵੱਡਾ ਹੈ ਕਿਉਂ ਜੋ ਉਹ ਭਵਨ ਮਨੁੱਖ ਦੇ ਲਈ ਨਹੀਂ ਸਗੋਂ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਲਈ ਹੋਵੇਗਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 14] ਪਰ ਮੈਂ ਕੌਣ ਅਤੇ ਮੇਰੀ ਪਰਜਾ ਕੌਣ, ਜੋ ਅਸੀਂ ਇਸ ਪ੍ਰਕਾਰ ਮਨ ਦੇ ਪ੍ਰੇਮ ਨਾਲ ਭੇਟਾਂ ਚੜ੍ਹਾਉਣ ਦੀ ਸ਼ਕਤੀ ਰੱਖੀਏ? ਕਿਉਂ ਜੋ ਸਾਰੀਆਂ ਵਸਤਾਂ ਤੇਰੀ ਵੱਲੋਂ ਹੀ ਆਉਂਦੀਆਂ ਹਨ ਅਤੇ ਤੇਰੇ ਹੱਥ ਦੀ ਦਾਤ ਤੋਂ ਅਸੀਂ ਤੈਨੂੰ ਦਿੱਤਾ ਹੈ!
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 15] ਅਸੀਂ ਤਾਂ ਆਪਣੇ ਪੁਰਖਿਆਂ ਵਾਂਗੂੰ ਤੇਰੇ ਅੱਗੇ ਓਪਰੇ ਅਤੇ ਰਾਹੀ ਹਾਂ, ਧਰਤੀ ਉੱਤੇ ਸਾਡੇ ਦਿਨ ਛਾਂ ਵਾਂਗੂੰ ਹਨ ਅਤੇ ਕੁਝ ਠਿਕਾਣਾ ਹੈ ਨਹੀਂ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 16] ਹੇ ਯਹੋਵਾਹ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ, ਇਹ ਸਭ ਭੰਡਾਰ ਜਿਹੜਾ ਅਸੀਂ ਇਕੱਠਾ ਕੀਤਾ ਹੈ, ਕਿ ਤੇਰੇ ਪਵਿੱਤਰ ਨਾਮ ਦੇ ਲਈ ਇੱਕ ਭਵਨ ਬਣਾਈਏ ਤੇਰੇ ਹੀ ਹੱਥੋਂ ਆਇਆ ਹੈ ਅਤੇ ਸਭ ਤੇਰਾ ਹੀ ਹੈ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 17] ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਮੈਂ ਇਸ ਗੱਲ ਨੂੰ ਵੀ ਜਾਣਦਾ ਹਾਂ ਕਿ ਤੂੰ ਮਨ ਨੂੰ ਜਾਂਚਦਾ ਹੈਂ ਅਤੇ ਸਚਿਆਈ ਤੈਨੂੰ ਚੰਗੀ ਲੱਗਦੀ ਹੈ, ਅਤੇ ਮੈਂ ਤਾਂ ਆਪਣੇ ਮਨ ਦੀ ਸਚਿਆਈ ਨਾਲ ਇਹ ਸਭ ਕੁਝ ਮਨ ਦੇ ਪ੍ਰੇਮ ਨਾਲ ਚੜ੍ਹਾਇਆ ਹੈ ਅਤੇ ਮੈਂ ਵੱਡੀ ਸ਼ਾਂਤੀ ਨਾਲ ਇਹ ਵੀ ਦੇਖਿਆ ਜੋ ਤੇਰੀ ਪਰਜਾ ਜਿਹੜੀ ਇੱਥੇ ਹਾਜ਼ਰ ਹੈ, ਮਨ ਦੇ ਪ੍ਰੇਮ ਨਾਲ ਤੇਰੇ ਲਈ ਦਿੰਦੇ ਹਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 18] ਹੇ ਯਹੋਵਾਹ ਸਾਡੇ ਪਿਤਾਵਾਂ ਅਬਰਾਹਾਮ, ਇਸਹਾਕ, ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਪਰਮੇਸ਼ੁਰ ਆਪਣੀ ਪਰਜਾ ਦੇ ਹਿਰਦਿਆਂ ਦੇ ਧਿਆਨ ਅਤੇ ਵਿਚਾਰਾਂ ਵਿੱਚ ਸਦਾ ਇਹ ਦ੍ਰਿੜ੍ਹ ਕਰ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਮਨਾਂ ਨੂੰ ਆਪਣੇ ਲਈ ਤਿਆਰ ਕਰ!
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 19] ਅਤੇ ਮੇਰੇ ਪੁੱਤਰ ਸੁਲੇਮਾਨ ਨੂੰ ਸੱਚਾ ਮਨ ਬਖਸ਼ ਤਾਂ ਜੋ ਉਹ ਤੇਰਿਆਂ ਹੁਕਮਾਂ ਅਤੇ ਸਾਖੀਆਂ ਬਿਧੀਆਂ ਦੀ ਪਾਲਨਾ ਕਰੇ ਅਤੇ ਇੰਨ੍ਹਾਂ ਸਭਨਾਂ ਦੇ ਅਨੁਸਾਰ ਚੱਲੇ ਅਤੇ ਉਸ ਭਵਨ ਨੂੰ ਉਸਾਰੇ, ਜਿਸ ਦੇ ਲਈ ਮੈਂ ਤਿਆਰੀ ਕੀਤੀ ਹੈ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 20] ਤਦ ਦਾਊਦ ਨੇ ਸਾਰੀ ਸਭਾ ਨੂੰ ਆਗਿਆ ਦਿੱਤੀ ਕਿ ਹੁਣ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਧੰਨ ਆਖੋ! ਤਾਂ ਸਾਰੀ ਸਭਾ ਨੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪੁਰਖਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਮਹਿਮਾ ਕੀਤੀ ਅਤੇ ਆਪੋ ਆਪਣੇ ਸਿਰ ਝੁਕਾ ਕੇ ਯਹੋਵਾਹ ਨੂੰ ਅਤੇ ਪਾਤਸ਼ਾਹ ਨੂੰ ਮੱਥਾ ਟੇਕਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 21] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਅਗਲੇ ਦਿਨ ਸਵੇਰ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਲਈ ਬਲੀਦਾਨਾਂ ਨੂੰ ਬਲੀਦਾਨ ਕੀਤਾ, ਅਤੇ ਯਹੋਵਾਹ ਦੇ ਲਈ ਹੋਮ ਦੀਆਂ ਭੇਟਾਂ ਚੜ੍ਹਾਈਆਂ, ਅਰਥਾਤ ਇੱਕ ਹਜ਼ਾਰ ਬਲ਼ਦ, ਇੱਕ ਹਜ਼ਾਰ ਛੱਤਰਾ, ਅਤੇ ਇੱਕ ਹਜ਼ਾਰ ਲੇਲਾ, ਉਨ੍ਹਾਂ ਦੇ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਬੇਅੰਤ ਬਲੀਆਂ ਸਣੇ ਜੋ ਸਾਰੀ ਇਸਰਾਏਲ ਦੇ ਲਈ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 22] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸੇ ਦਿਨ ਵੱਡੇ ਅਨੰਦ ਨਾਲ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਖਾਧਾ ਪੀਤਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਫੇਰ ਦੂਜੀ ਵਾਰੀ ਦਾਊਦ ਦੇ ਪੁੱਤਰ ਸੁਲੇਮਾਨ ਨੂੰ ਪਾਤਸ਼ਾਹ ਠਹਿਰਾਇਆ ਅਤੇ ਉਹ ਨੂੰ ਯਹੋਵਾਹ ਦੇ ਲਈ ਪ੍ਰਧਾਨ ਹੋਣ ਲਈ ਮਸਹ ਕੀਤਾ, ਅਤੇ ਸਾਦੋਕ ਨੂੰ ਜਾਜਕ ਹੋਣ ਦੇ ਲਈ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 23] ਅਖ਼ੀਰ, ਸੁਲੇਮਾਨ ਯਹੋਵਾਹ ਦੇ ਸਿੰਘਾਸਣ ਉੱਤੇ ਰਾਜਾ ਹੋ ਕੇ ਆਪਣੇ ਪਿਤਾ ਦਾਊਦ ਦੇ ਥਾਂ ਬਿਰਾਜਮਾਨ ਹੋਇਆ ਅਤੇ ਧਨ ਸੰਪਤੀ ਵਾਲਾ ਹੋਇਆ ਅਤੇ ਸਾਰਾ ਇਸਰਾਏਲ ਉਸ ਦੀ ਆਗਿਆਕਾਰੀ ਕਰਦਾ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 24] ਅਤੇ ਸਾਰੇ ਸਰਦਾਰ, ਸੂਰਮੇ, ਦਾਊਦ ਪਾਤਸ਼ਾਹ ਦੇ ਸਾਰੇ ਪੁੱਤਰ ਵੀ ਸੁਲੇਮਾਨ ਪਾਤਸ਼ਾਹ ਦੇ ਆਗਿਆਕਾਰੀ ਹੋਏ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 25] ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲ ਦੇ ਵੇਖਣ ਵਿੱਚ ਸੁਲੇਮਾਨ ਦੀ ਵੱਡੀ ਮਹਿਮਾ ਕੀਤੀ ਅਤੇ ਉਸ ਨੂੰ ਅਜਿਹਾ ਰਾਜ ਦਾ ਤੇਜ ਬਖ਼ਸ਼ ਦਿੱਤਾ, ਜਿਹੋ ਜਿਹਾ ਉਸ ਤੋਂ ਪਹਿਲੋਂ ਇਸਰਾਏਲ ਵਿੱਚ ਕਿਸੇ ਰਾਜੇ ਦਾ ਨਹੀਂ ਹੋਇਆ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 26] ਦਾਊਦ, ਯੱਸੀ ਦਾ ਪੁੱਤਰ ਸਾਰੇ ਇਸਰਾਏਲ ਉੱਤੇ ਰਾਜ ਕਰਦਾ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 27] ਉਹ ਸਮਾਂ ਜਿਸ ਵਿੱਚ ਉਹ ਇਸਰਾਏਲ ਉੱਤੇ ਰਾਜ ਕਰ ਰਿਹਾ ਸੀ ਸੋ ਚਾਲ੍ਹੀ ਸਾਲਾਂ ਦਾ ਸੀ, ਸੱਤ ਸਾਲ ਉਸ ਨੇ ਹਬਰੋਨ ਵਿੱਚ ਰਾਜ ਕੀਤਾ ਸੀ ਅਤੇ ਤੇਤੀ ਸਾਲ ਤੱਕ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਰਾਜ ਕੀਤਾ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 28] ਉਹ ਚੰਗੀ ਲੰਮੀ ਅਵਸਥਾ ਵਿੱਚ ਜੀਉਣ, ਧਨ ਅਤੇ ਪਤ ਨਾਲ ਪੂਰੀ ਤਰ੍ਹਾਂ ਪੂਰਨ ਹੋ ਕੇ ਮਰ ਗਿਆ ਅਤੇ ਉਸ ਦਾ ਪੁੱਤਰ ਸੁਲੇਮਾਨ ਉਸ ਦੇ ਥਾਂ ਪਾਤਸ਼ਾਹ ਹੋਇਆ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 29] ਅਤੇ ਦਾਊਦ ਪਾਤਸ਼ਾਹ ਦਾ ਵਿਰਤਾਂਤ ਆਦ ਤੋਂ ਲੈ ਕੇ ਅੰਤ ਤੱਕ, ਵੇਖੋ, ਉਹ ਸਮੂਏਲ ਅਗੰਮ ਗਿਆਨੀ ਦੇ ਇਤਿਹਾਸ ਵਿੱਚ ਅਤੇ ਨਾਥਾਨ ਨਬੀ ਦੇ ਇਤਿਹਾਸ ਵਿੱਚ ਅਤੇ ਗਾਦ ਅਗੰਮ ਗਿਆਨੀ ਦੇ ਇਤਿਹਾਸ ਵਿੱਚ ਲਿਖਿਆ ਹੈ
[IRV | PA | OT | 1 Chronicles | Chapter 29 | Verse 30] ਅਰਥਾਤ ਉਸ ਦੇ ਸਾਰੇ ਰਾਜ ਅਤੇ ਬਲ ਦਾ ਵਰਨਣ ਅਤੇ ਜਿਹੜੇ-ਜਿਹੜੇ ਸਮੇਂ ਉਸ ਉੱਤੇ ਅਤੇ ਇਸਰਾਏਲ ਉੱਤੇ ਅਤੇ ਸਾਰੇ ਦੇਸਾਂ ਦੀਆਂ ਸਾਰੀਆਂ ਰਾਜਧਾਨੀਆਂ ਉੱਤੇ ਵਰਤਮਾਨ ਹੋਏ ਸਨ ਉਨ੍ਹਾਂ ਦਾ ਹਾਲ ਸਭ ਲਿਖਿਆ ਹੈ।
