[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 1] ਯਿੱਸਾਕਾਰ ਦੇ ਚਾਰ ਪੁੱਤਰ ਸਨ, ਤੋਲਾ ਤੇ ਫੂਆਹ ਤੇ ਯਾਸ਼ੂਬ ਤੇ ਸ਼ਿਮਰੋਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 21] ਅਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਜ਼ਾਬਾਦ ਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਸ਼ੁਥਲਹ ਤੇ ਅਜ਼ਰ ਤੇ ਅਲਆਦ ਜਿਨ੍ਹਾਂ ਨੂੰ ਗਥ ਦੇ ਮਨੁੱਖਾਂ ਨੇ ਜਿਹੜੇ ਉਸ ਦੇਸ ਵਿੱਚ ਜੰਮੇ ਸਨ ਇਸ ਲਈ ਮਾਰ ਸੁੱਟਿਆ ਕਿ ਉਹ ਉਨ੍ਹਾਂ ਦੇ ਪਸ਼ੂਆਂ ਦੀ ਚੋਰੀ ਕਰਨ ਨੂੰ ਆਏ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 22] ਉਨ੍ਹਾਂ ਦਾ ਪਿਤਾ ਇਫ਼ਰਾਈਮ ਬਹੁਤ ਦਿਨਾਂ ਤੱਕ ਸੋਗ ਕਰਦਾ ਰਿਹਾ, ਉਹ ਦਾ ਭਾਈਚਾਰਾ ਉਸ ਨੂੰ ਤਸੱਲੀ ਦੇਣ ਲਈ ਆਏ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 23] ਉਹ ਆਪਣੀ ਔਰਤ ਕੋਲ ਗਿਆ ਅਤੇ ਉਹ ਗਰਭਵਤੀ ਹੋਈ ਅਤੇ ਇੱਕ ਪੁੱਤਰ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਅਤੇ ਉਸ ਦਾ ਨਾਮ ਬਰੀਆਹ ਰੱਖਿਆ ਕਿਉਂ ਜੋ ਉਹ ਦੇ ਘਰ ਵਿੱਚ ਬੁਰਿਆਈ ਆਈ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 24] ਅਤੇ ਉਹ ਦੀ ਧੀ ਸ਼ਅਰਾਹ ਸੀ ਜਿਸ ਨੇ ਹੇਠਲੇ ਤੇ ਉੱਪਰਲੇ ਬੈਤ-ਹੋਰੋਨ ਨੂੰ ਅਤੇ ਉੱਜ਼ੇਨ-ਸ਼ਅਰਾਹ ਨੂੰ ਬਣਾਇਆ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 25] ਅਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਰਫਹ ਤੇ ਰਸ਼ਫ਼ ਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਤਲਹ ਤੇ ਉਹ ਦਾ ਪੁੱਤਰ ਤਹਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 26] ਉਹ ਦਾ ਪੁੱਤਰ ਲਅਦਾਨ, ਉਹ ਦਾ ਪੁੱਤਰ ਅੰਮੀਹੂਦ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਲੀਸ਼ਾਮਾ,
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 27] ਉਹ ਦਾ ਪੁੱਤਰ ਨੂਨ, ਉਹ ਦਾ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 28] ਉਨ੍ਹਾਂ ਦੇ ਜਾਇਦਾਦ ਤੇ ਵਸੇਬੇ ਇਹ ਸਨ, ਬੈਤਏਲ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ ਅਤੇ ਚੜਦੇ ਪਾਸੇ ਨਅਰਾਨ ਅਤੇ ਲਹਿੰਦੇ ਪਾਸੇ ਗਜ਼ਰ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ, ਨਾਲੇ ਸ਼ਕਮ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ ਅੱਯਾਹ ਤੱਕ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 29] ਅਤੇ ਮਨੱਸ਼ੀਆਂ ਦੀਆਂ ਹੱਦਾਂ ਕੋਲ ਬੈਤ ਸ਼ਾਨ ਦੇ ਪਿੰਡਾਂ ਸਣੇ, ਤਆਨਾਕ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ, ਮਗਿੱਦੋ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ, ਦੋਰ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਣੇ। ਇਹਨਾਂ ਵਿੱਚ ਇਸਰਾਏਲ ਦੇ ਪੁੱਤਰ ਯੂਸੁਫ਼ ਦੇ ਪੁੱਤਰ ਵੱਸਦੇ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 30] ਆਸ਼ੇਰ ਦੇ ਪੁੱਤਰ, ਯਿਮਨਾਹ ਤੇ ਯਿਸ਼ਵਾਹ ਤੇ ਯਿਸ਼ਵੀ ਤੇ ਬਰੀਆਹ ਤੇ ਉਨ੍ਹਾਂ ਦੀ ਭੈਣ ਸਰਹ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 31] ਅਤੇ ਬਰੀਆਹ ਦੇ ਪੁੱਤਰ, ਹੇਬਰ ਤੇ ਮਲਕੀਏਲ ਜਿਹੜਾ ਬਿਰਜ਼ਾਵਿਥ ਦਾ ਪਿਤਾ ਹੈ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 32] ਅਤੇ ਹੇਬਰ ਤੋਂ ਯਫਲੇਟ ਤੇ ਸ਼ੋਮਰ ਤੇ ਹੋਥਾਮ ਤੇ ਉਨ੍ਹਾਂ ਦੀ ਭੈਣ ਸ਼ੂਆ ਨੇ ਜਨਮ ਲਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 33] ਅਤੇ ਯਫਲੇਟ ਦੇ ਪੁੱਤਰ, ਪਾਸਕ ਤੇ ਬਿਮਹਾਲ ਤੇ ਅਸ਼ਵਥ। ਇਹ ਯਫਲੇਟ ਦੇ ਪੁੱਤਰ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 34] ਅਤੇ ਸ਼ਮਰ ਦੇ ਪੁੱਤਰ, ਅਹੀ ਤੇ ਰੋਹਗਾਹ, ਤੇ ਹੁੱਬਾਹ ਤੇ ਅਰਾਮ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 35] ਅਤੇ ਉਹ ਦਾ ਭਰਾ ਹੇਲਮ ਦੇ ਪੁੱਤਰ, ਸੋਫਾਹ ਤੇ ਯਿਮਨਾ ਤੇ ਸ਼ੇਲਸ਼ ਤੇ ਆਮਲ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 36] ਸੋਫਾਹ ਦੇ ਪੁੱਤਰ, ਸੂਅਹ ਤੇ ਹਰਨਫਰ ਤੇ ਸ਼ੂਆਲ ਤੇ ਬੇਰੀ ਤੇ ਯਿਮਰਾਹ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 37] ਬਸਰ ਤੇ ਹੋਦ ਤੇ ਸ਼ੰਮਾ ਤੇ ਸ਼ਿਲਸ਼ਾਹ ਤੇ ਯਿਥਰਾਨ ਤੇ ਬਏਰਾ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 38] ਅਤੇ ਯਥਰ ਦੇ ਪੁੱਤਰ, ਯਫ਼ੁੰਨਹ ਤੇ ਪਿਸਪਾ ਤੇ ਅਰਾ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 39] ਅਤੇ ਉੱਲਾ ਦੇ ਪੁੱਤਰ, ਆਰਹ ਤੇ ਹੰਨੀਏਲ ਤੇ ਰਿਸਯਾ
[IRV | PA | OT | 1 Chronicles | Chapter 7 | Verse 40] ਇਹ ਸਾਰੇ ਆਸ਼ੇਰ ਦੇ ਪੁੱਤਰ ਸਨ, ਪਿਤਾਵਾਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਏ, ਉੱਤਮ ਤੇ ਬਹੁਤ ਤਕੜੇ ਸੂਰਮੇ, ਸਰਦਾਰ ਅਤੇ ਜਿੰਨੇ ਕੁਲ ਪੱਤ੍ਰੀ ਅਨੁਸਾਰ ਸੈਨਾਂ ਦੇ ਯੋਧੇ ਗਿਣੇ ਗਏ ਸੋ ਛੱਬੀ ਹਜ਼ਾਰ ਸਨ।
