[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 1] ਇਹ ਇਸਰਾਏਲ ਦੇ ਪੁੱਤਰ ਸਨ: ਰਊਬੇਨ, ਸ਼ਿਮਓਨ, ਲੇਵੀ, ਯਹੂਦਾਹ, ਯਿੱਸਾਕਾਰ, ਜ਼ਬੂਲੁਨ
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 19] ਜਦੋਂ ਅਜ਼ੁਬਾਹ ਮਰ ਗਈ ਤਾਂ ਕਾਲੇਬ ਨੇ ਅਫਰਾਥ ਨਾਲ ਵਿਆਹ ਲਿਆ ਅਤੇ ਉਸ ਨੇ ਉਹ ਦੇ ਲਈ ਹੂਰ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 20] ਹੂਰ ਦਾ ਪੁੱਤਰ ਊਰੀ ਸੀ ਅਤੇ ਊਰੀ ਦਾ ਪੁੱਤਰ ਬਸਲਏਲ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 21] ਫੇਰ ਹਸਰੋਨ ਗਿਲਆਦ ਦੇ ਪਿਤਾ ਮਾਕੀਰ ਦੀ ਧੀ ਕੋਲ ਗਿਆ, ਜਿਹ ਨਾਲ ਉਸ ਨੇ ਸੱਠ ਸਾਲਾਂ ਦਾ ਹੋ ਕੇ ਵਿਆਹ ਕਰ ਲਿਆ ਅਤੇ ਉਸ ਨੇ ਉਹ ਦੇ ਲਈ ਸਗੂਬ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 22] ਸਗੂਬ ਦਾ ਪੁੱਤਰ ਯਾਈਰ ਸੀ ਜਿਹ ਦੇ ਕੋਲ ਗਿਲਆਦ ਦੇਸ ਵਿੱਚ ਤੇਈ ਸ਼ਹਿਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 23] ਗਸ਼ੂਰ ਅਤੇ ਅਰਾਮ ਨੇ ਯਾਈਰ ਦੇ ਨਗਰਾਂ ਨੂੰ ਅਤੇ ਕਨਾਥ ਵੀ ਉਹ ਦੇ ਪਿੰਡਾਂ ਸਮੇਤ ਉਨ੍ਹਾਂ ਕੋਲੋਂ ਲੈ ਲਿਆ ਅਰਥਾਤ ਸੱਠਾਂ ਨਗਰਾਂ ਨੂੰ। ਇਹ ਸਭ ਗਿਲਆਦ ਦੇ ਪਿਤਾ ਮਾਕੀਰ ਦੇ ਪੁੱਤਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 24] ਇਹ ਦੇ ਮਗਰੋਂ ਕਿ ਹਸਰੋਨ ਕਾਲੇਬ ਅਫਰਾਥਾਹ ਵਿੱਚ ਮਰ ਗਿਆ ਤਾਂ ਹਸਰੋਨ ਦੀ ਔਰਤ ਅਬਿਯਾਹ ਨੇ ਉਹ ਦੇ ਲਈ ਅਸ਼ਹੂਰ ਜਿਹੜਾ ਤਕੋਆਹ ਦਾ ਪਿਤਾ ਸੀ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 25] ਹਸਰੋਨ ਦੇ ਪਹਿਲੌਠੇ ਯਰਹਮਏਲ ਦੇ ਪੁੱਤਰ ਸਨ: ਰਾਮ ਜਿਹੜਾ ਪਹਿਲੌਠਾ ਸੀ, ਬੂਨਾਹ, ਓਰਨ, ਅਤੇ ਓਸਮ ਅਹੀਯਾਹ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 26] ਯਰਹਮਏਲ ਦੀ ਇੱਕ ਹੋਰ ਔਰਤ ਸੀ ਜਿਹ ਦਾ ਨਾਮ ਅਟਾਰਾਹ ਸੀ। ਉਹ ਓਨਾਮ ਦੀ ਮਾਤਾ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 27] ਯਰਹਮਏਲ ਦੇ ਪਹਿਲੌਠੇ ਰਾਮ ਦੇ ਪੁੱਤਰ: ਮਅਸ, ਯਾਮੀਨ ਅਤੇ ਏਕਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 28] ਓਨਾਮ ਦੇ ਪੁੱਤਰ ਸ਼ੰਮਈ ਅਤੇ ਯਾਦਾ ਸਨ। ਸ਼ੰਮਈ ਦੇ ਪੁੱਤਰ ਨਾਦਾਬ ਅਤੇ ਅਬੀਸ਼ੂਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 29] ਅਬੀਸ਼ੂਰ ਦੀ ਔਰਤ ਦਾ ਨਾਮ ਅਬੀਹੈਲ ਸੀ ਅਤੇ ਉਸ ਨੇ ਉਹ ਦੇ ਲਈ ਅਹਬਾਨ ਅਤੇ ਮੋਲੀਦ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 30] ਨਾਦਾਬ ਦੇ ਪੁੱਤਰ: ਸਲਦ, ਅੱਪਇਮ ਸਨ। ਪਰ ਸਲਦ ਬੇ-ਔਲਾਦ ਹੀ ਮਰ ਗਿਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 31] ਅੱਪਇਮ ਦਾ ਪੁੱਤਰ ਯਿਸ਼ਈ ਸੀ, ਯਿਸ਼ਈ ਦਾ ਪੁੱਤਰ ਸ਼ੇਸ਼ਾਨ ਸੀ ਅਤੇ ਸ਼ੇਸ਼ਾਨ ਦਾ ਪੁੱਤਰ ਅਹਲਈ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 32] ਸ਼ੰਮਈ ਦੇ ਭਰਾ ਯਾਦਾ ਦੇ ਪੁੱਤਰ ਯਥਰ ਅਤੇ ਯੋਨਾਥਾਨ ਸਨ। ਯਥਰ ਬੇ-ਔਲਾਦ ਹੀ ਮਰ ਗਿਆ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 33] ਯੋਨਾਥਾਨ ਦੇ ਪੁੱਤਰ ਪਲਥ ਅਤੇ ਜ਼ਾਜ਼ਾ ਸਨ। ਇਹ ਯਰਹਮਏਲ ਦੇ ਪੁੱਤਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 34] ਸ਼ੇਸ਼ਾਨ ਦੇ ਪੁੱਤਰ ਨਹੀਂ ਸਨ ਪਰ ਧੀਆਂ ਸਨ ਅਤੇ ਸ਼ੇਸ਼ਾਨ ਦਾ ਇੱਕ ਮਿਸਰੀ ਟਹਿਲੂਆ ਸੀ ਜਿਹ ਦਾ ਨਾਮ ਯਰਹਾ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 35] ਸ਼ੇਸ਼ਾਨ ਨੇ ਆਪਣੀ ਧੀ ਦਾ ਵਿਆਹ ਆਪਣੇ ਟਹਿਲੂਏ ਯਰਹਾ ਨਾਲ ਕਰ ਦਿੱਤਾ ਅਤੇ ਉਸ ਨੇ ਉਹ ਦੇ ਲਈ ਅੱਤਈ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 36] ਅੱਤਈ ਦਾ ਪੁੱਤਰ ਨਾਥਾਨ ਸੀ ਅਤੇ ਨਾਥਾਨ ਦਾ ਪੁੱਤਰ ਜ਼ਾਬਾਦ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 37] ਜ਼ਾਬਾਦ ਦਾ ਪੁੱਤਰ ਅਫ਼ਲਾਲ ਸੀ ਅਤੇ ਅਫ਼ਲਾਲ ਦਾ ਪੁੱਤਰ ਓਬੇਦ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 38] ਓਬੇਦ ਦਾ ਪੁੱਤਰ ਯੇਹੂ ਸੀ ਅਤੇ ਯੇਹੂ ਦਾ ਪੁੱਤਰ ਅਜ਼ਰਯਾਹ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 39] ਅਜ਼ਰਯਾਹ ਦਾ ਪੁੱਤਰ ਹਲਸ ਸੀ ਅਤੇ ਹਲਸ ਦਾ ਪੁੱਤਰ ਅਲਾਸਾਹ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 40] ਅਲਾਸਾਹ ਦਾ ਪੁੱਤਰ ਸਿਸਮਾਈ ਸੀ ਅਤੇ ਸਿਸਮਾਈ ਦਾ ਪੁੱਤਰ ਸ਼ੱਲੂਮ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 41] ਸ਼ੱਲੂਮ ਦਾ ਪੁੱਤਰ ਯਕਮਯਾਹ ਸੀ ਅਤੇ ਯਕਮਯਾਹ ਦਾ ਪੁੱਤਰ ਅਲੀਸ਼ਾਮਾ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 42] ਯਰਹਮਏਲ ਦੇ ਭਰਾ ਕਾਲੇਬ ਦੇ ਪੁੱਤਰ ਮੇਸ਼ਾ ਉਹ ਦਾ ਪਹਿਲੌਠਾ ਜਿਹੜਾ ਜ਼ੀਫ ਦਾ ਪਿਤਾ ਅਤੇ ਹਬਰੋਨ ਦੇ ਪਿਤਾ ਮਾਰੇਸ਼ਾਹ ਦੇ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 43] ਹਬਰੋਨ ਦੇ ਪੁੱਤਰ: ਕੋਰਹ, ਤੱਪੂਆਹ, ਰਕਮ ਅਤੇ ਸ਼ਮਾ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 44] ਸ਼ਮਾ ਦਾ ਪੁੱਤਰ ਰਹਮ ਸੀ ਜਿਹੜਾ ਯਾਰਕਆਮ ਦਾ ਪਿਤਾ ਹੋਇਆ ਅਤੇ ਰਕਮ ਦਾ ਪੁੱਤਰ ਸ਼ੰਮਈ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 45] ਸ਼ੰਮਈ ਦਾ ਪੁੱਤਰ ਮਾਓਨ ਸੀ ਅਤੇ ਮਾਓਨ ਬੈਤ ਸੂਰ ਦਾ ਪਿਤਾ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 46] ਕਾਲੇਬ ਦੀ ਦਾਸੀ ਏਫਾਹ ਨੇ ਹਾਰਾਨ, ਮੋਸਾ ਅਤੇ ਗਾਜ਼ੇਜ਼ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਅਤੇ ਹਾਰਾਨ ਦਾ ਪੁੱਤਰ ਗਾਜ਼ੇਜ਼ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 47] ਯਾਹਦਈ ਦੇ ਪੁੱਤਰ: ਰਗਮ, ਯੋਥਾਮ, ਗੇਸ਼ਾਨ, ਪਲਟ, ਏਫਾਹ ਅਤੇ ਸ਼ਾਅਫ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 48] ਮਅਕਾਹ ਕਾਲੇਬ ਦੀ ਦਾਸੀ ਨੇ ਸ਼ਬਰ ਅਤੇ ਤਿਰਹਨਾਹ ਨੂੰ ਜਨਮ ਦਿੱਤਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 49] ਉਸ ਨੇ ਵੀ ਮਦਮੰਨਾਹ ਦੇ ਪਿਤਾ ਸ਼ਅਫ, ਮਕਬੇਨਾ ਦੇ ਪਿਤਾ ਸ਼ਵਾ ਅਤੇ ਗਿਬਆਹ ਦੇ ਪਿਤਾ ਨੂੰ ਜਨਮ ਦਿੱਤਾ ਅਤੇ ਕਾਲੇਬ ਦੀ ਧੀ ਅਕਸਾਹ ਸੀ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 50] ਇਹ ਹੂਰ ਦਾ ਪੁੱਤਰ ਜਿਹੜਾ ਅਫਰਾਥਾਹ ਦਾ ਪਹਿਲੌਠਾ ਸੀ, ਕਾਲੇਬ ਦੇ ਪੁੱਤਰ ਸਨ, ਕਿਰਯਥ-ਯਾਰੀਮ ਦਾ ਪਿਤਾ ਸ਼ੋਬਾਲ,
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 51] ਬੈਤਲਹਮ ਦਾ ਪਿਤਾ ਸਾਲਮਾ, ਬੈਤਗਾਦੇਰ ਦਾ ਪਿਤਾ ਹਾਰੇਫ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 52] ਕਿਰਯਥ-ਯਾਰੀਮ ਦੇ ਪਿਤਾ ਸ਼ੋਬਾਲ ਦੇ ਪੁੱਤਰ ਸਨ, ਹਾਰੋਆਹ ਤੇ ਮਨੁਹੋਥ ਦਾ ਅੱਧਾ ਹਿੱਸਾ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 53] ਕਿਰਯਥ-ਯਾਰੀਮ ਦੀਆਂ ਕੁੱਲਾਂ, ਯਿਥਰੀ, ਪੂਥੀ, ਸ਼ੁਮਾਥੀ ਅਤੇ ਮਿਸ਼ਰਾਈ ਜਿਨ੍ਹਾਂ ਤੋਂ ਸਾਰਆਥੀ ਅਤੇ ਅਸ਼ਤਾਉਲੀ ਨਿੱਕਲੇ।
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 54] ਸਾਲਮਾ ਦੇ ਪੁੱਤਰ, ਬੈਤਲਹਮ ਨਟੋਫਾਥੀ, ਅਟਰੋਥ-ਬੈਤ-ਯੋਆਬ ਦਾ ਘਰਾਣਾ ਤੇ ਮਨਹਥੀਆਂ ਦਾ ਅੱਧਾ ਹਿੱਸਾ, ਸਾਰਈ
[IRV | PA | OT | 1 Chronicles | Chapter 2 | Verse 55] ਅਤੇ ਉਨ੍ਹਾਂ ਲਿਖਾਰੀਆਂ ਦੀਆਂ ਕੁਲਾਂ ਜਿਹੜੇ ਯਾਬੇਸ ਵਿੱਚ ਵੱਸਦੇ ਸਨ, ਤੀਰਆਥੀ ਸ਼ਿਮਆਥੀ ਅਤੇ ਸੂਕਾਥੀ। ਇਹ ਕੇਨੀ ਹਨ ਜਿਹੜੇ ਰੇਕਾਬ ਦੇ ਘਰਾਣੇ ਦੇ ਪਿਤਾ ਹੰਮਥ ਤੋਂ ਆਏ ਸਨ।
