[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 1] ਫਿਰ ਦਾਊਦ ਅਤੇ ਸੈਨਾਪਤੀਆਂ ਨੇ ਆਸਾਫ਼, ਹੇਮਾਨ ਅਤੇ ਯਦੂਥੂਨ ਦੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਕਈਆਂ ਨੂੰ ਉਪਾਸਨਾ ਲਈ ਵੱਖਰਾ ਰੱਖਿਆ ਕਿ ਉਹ ਬਰਬਤਾਂ, ਸਿਤਾਰਾਂ ਤੇ ਛੈਣਿਆਂ ਨਾਲ ਅਗੰਮ ਵਾਕ ਕਰਨ ਅਤੇ ਕੰਮ ਕਰਨ ਵਾਲਿਆਂ ਦੀ ਗਿਣਤੀ ਉਨ੍ਹਾਂ ਦੀ ਸੇਵਾ ਅਨੁਸਾਰ ਇਹ ਸੀ,
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 12] ਪੰਜਵੀਂ ਨਥਨਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 13] ਛੇਵੀਂ ਬੁੱਕੀਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 14] ਸੱਤਵੀਂ ਯਸ਼ਰੇਲਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 15] ਅੱਠਵੀਂ ਯਸ਼ਆਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 16] ਨੌਵੀਂ ਮੱਤਨਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 17] ਦਸਵੀਂ ਸ਼ਿਮਈ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 18] ਗਿਆਰਵੀਂ ਅਜ਼ਰਏਲ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 19] ਬਾਰਵੀਂ ਹਸ਼ਬਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 20] ਤੇਰ੍ਹਵੀਂ ਸ਼ੂਬਾਏਲ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 21] ਚੌਦਵੀਂ ਮੱਤਿਥਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 22] ਪੰਦਰਵੀਂ ਯਿਰੇਮੋਥ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 23] ਸੋਲ਼ਵੀਂ ਹਨਨਯਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 24] ਸਤਾਰਵੀਂ ਯਾਸ਼ਬਕਾਸ਼ਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 25] ਅਠਾਰਵੀਂ ਹਨਾਨੀ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 26] ਉੱਨੀਵੀਂ ਮੱਲੋਥੀ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 27] ਵੀਹਵੀਂ ਅਲੀਯਾਥਾਹ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 28] ਇੱਕੀਵੀਂ ਹੋਥੀਰ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 29] ਬਾਈਵੀਂ ਗੱਦਲਤੀ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 30] ਤੇਈਵੀਂ ਮਹਜ਼ੀਓਥ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 25 | Verse 31] ਚੌਵੀਵੀਂ ਰੋਮਮਤੀ-ਅਜ਼ਰ ਦੀ। ਉਹ ਦੇ ਪੁੱਤਰ ਤੇ ਭਰਾ ਬਾਰਾਂ ਸਨ।
