[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 1] ਲੇਵੀ ਦੇ ਪੁੱਤਰ, ਗੇਰਸ਼ੋਨ, ਕਹਾਥ ਤੇ ਮਰਾਰੀ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 30] ਉਹ ਦਾ ਪੁੱਤਰ ਸ਼ਿਮਆ, ਉਹ ਦਾ ਪੁੱਤਰ ਹੱਗੀਯਾਹ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਸਾਯਾਹ।
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 31] ਇਹ ਉਹ ਹਨ ਜਿਨ੍ਹਾਂ ਨੂੰ ਦਾਊਦ ਨੇ ਯਹੋਵਾਹ ਭਵਨ ਦੇ ਗਵੱਈਯਾਂ ਉੱਤੇ ਨਿਯੁਕਤ ਕੀਤਾ, ਜਦੋਂ ਸੰਦੂਕ ਮੁੱਖ ਸਥਾਨ ਵਿੱਚ ਆਇਆ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 32] ਅਤੇ ਜਦ ਤੱਕ ਕਿ ਸੁਲੇਮਾਨ ਨੇ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਯਹੋਵਾਹ ਦੇ ਭਵਨ ਨੂੰ ਪੂਰਾ ਕੀਤਾ, ਓਹ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਦੇ ਡੇਰੇ ਦੇ ਅੱਗੇ ਗਾਉਣ ਦੀ ਸੇਵਾ ਕਰਦੇ ਸਨ ਅਤੇ ਓਹ ਆਪਣੀ-ਆਪਣੀ ਵਾਰੀ ਦੇ ਅਨੁਸਾਰ ਆਪਣੀ ਟਹਿਲ ਸੇਵਾ ਵਿੱਚ ਹਾਜ਼ਰ ਰਹਿੰਦੇ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 33] ਇਹ ਹਾਜ਼ਰ ਰਹਿੰਦੇ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੁੱਤਰ, ਕਹਾਥੀਆਂ ਵਿੱਚੋਂ ਹੇਮਾਨ ਗਵੱਯਾ, ਯੋਏਲ ਦਾ ਪੁੱਤਰ, ਸਮੂਏਲ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 34] ਅਲਕਾਨਾਹ ਦਾ ਪੁੱਤਰ, ਯਰੋਹਾਮ ਦਾ ਪੁੱਤਰ, ਅਲੀਏਲ ਦਾ ਪੁੱਤਰ, ਤੋਆਹ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 35] ਸੂਫ਼ ਦਾ ਪੁੱਤਰ, ਅਲਕਾਨਾਹ ਦਾ ਪੁੱਤਰ, ਮਹਥ ਦਾ ਪੁੱਤਰ, ਅਮਾਸਈ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 36] ਅਲਕਾਨਾਹ ਦਾ ਪੁੱਤਰ, ਯੋਏਲ ਦਾ ਪੁੱਤਰ, ਅਜ਼ਰਯਾਹ ਦਾ ਪੁੱਤਰ, ਸਫਨਯਾਹ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 37] ਤਹਥ ਦਾ ਪੁੱਤਰ, ਅੱਸੀਰ ਦਾ ਪੁੱਤਰ, ਅਬਯਾਸਾਫ ਦਾ ਪੁੱਤਰ, ਕੋਰਹ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 38] ਯਿਸਹਾਰ ਦਾ ਪੁੱਤਰ, ਕਹਾਥ ਦਾ ਪੁੱਤਰ, ਲੇਵੀ ਦਾ ਪੁੱਤਰ, ਇਸਰਾਏਲ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 39] ਅਤੇ ਉਹ ਦਾ ਭਰਾ ਆਸਾਫ਼, ਜਿਹੜਾ ਉਹ ਦੇ ਸੱਜੇ ਪਾਸੇ ਖੜ੍ਹਾ ਹੁੰਦਾ ਸੀ ਆਸਾਫ਼ ਬਰਕਯਾਹ ਦਾ ਪੁੱਤਰ, ਸ਼ਿਮਆ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 40] ਮੀਕਾਏਲ ਦਾ ਪੁੱਤਰ, ਬਅਸੇਯਾਹ ਦਾ ਪੁੱਤਰ, ਮਲਕੀਯਾਹ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 41] ਅਥਨੀ ਦਾ ਪੁੱਤਰ, ਜ਼ਰਹ ਦਾ ਪੁੱਤਰ, ਅਦਾਯਾਹ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 42] ਏਥਾਨ ਦਾ ਪੁੱਤਰ, ਜ਼ਿੰਮਾਹ ਦਾ ਪੁੱਤਰ, ਸ਼ਮਈ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 43] ਯਹਥ ਦਾ ਪੁੱਤਰ, ਗੇਰਸ਼ੋਮ ਦਾ ਪੁੱਤਰ, ਲੇਵੀ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 44] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਮਰਾਰੀ ਦੇ ਪੁੱਤਰ ਖੱਬੇ ਪਾਸੇ, ਏਥਾਨ ਕੀਸ਼ੀ ਦਾ ਪੁੱਤਰ, ਅਬਦੀ ਦਾ ਪੁੱਤਰ, ਮੱਲੂਕ ਦਾ ਪੁੱਤਰ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 45] ਹਸ਼ਬਯਾਹ ਦਾ ਪੁੱਤਰ, ਅਮਸਯਾਹ ਦਾ ਪੁੱਤਰ, ਹਿਲਕੀਯਾਹ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 46] ਅਮਸੀ ਦਾ ਪੁੱਤਰ, ਬਾਨੀ ਦਾ ਪੁੱਤਰ, ਸ਼ਾਮਰ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 47] ਮਹਲੀ ਦਾ ਪੁੱਤਰ, ਮੂਸ਼ੀ ਦਾ ਪੁੱਤਰ, ਮਰਾਰੀ ਦਾ ਪੁੱਤਰ, ਲੇਵੀ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 48] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਲੇਵੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਡੇਰੇ ਦੀ ਸਾਰੀ ਟਹਿਲ ਸੇਵਾ ਲਈ ਥਾਪੇ ਗਏ।
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 49] ਪਰ ਹਾਰੂਨ ਤੇ ਉਹ ਦੇ ਪੁੱਤਰ ਹੋਮ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਧੂਪ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਅਤੇ ਅੱਤ ਪਵਿੱਤਰ ਸਥਾਨ ਦੇ ਸਾਰੇ ਕੰਮ ਲਈ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਪ੍ਰਾਸਚਿਤ ਲਈ ਭੇਟਾਂ ਚੜ੍ਹਾਉਂਦੇ ਸਨ ਜਿਵੇਂ ਹੀ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦਾਸ ਮੂਸਾ ਨੇ ਹੁਕਮ ਦਿੱਤਾ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 50] ਅਤੇ ਇਹ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰ ਸਨ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਲਆਜ਼ਾਰ, ਉਹ ਦਾ ਪੁੱਤਰ ਫ਼ੀਨਹਾਸ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਬੀਸ਼ੂਆ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 51] ਉਹ ਦਾ ਪੁੱਤਰ ਬੁੱਕੀ, ਉਹ ਦਾ ਪੁੱਤਰ ਉੱਜ਼ੀ, ਉਹ ਦਾ ਪੁੱਤਰ ਜ਼ਰਹਯਾਹ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 52] ਉਹ ਦਾ ਪੁੱਤਰ ਮਰਾਯੋਥ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਮਰਯਾਹ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਹੀਟੂਬ,
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 53] ਉਹ ਦਾ ਪੁੱਤਰ ਸਾਦੋਕ, ਉਹ ਦਾ ਪੁੱਤਰ ਅਹੀਮਅਸ।
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 54] ਇਹ ਉਨ੍ਹਾਂ ਦੇ ਵਸੇਬੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਛਾਉਣੀਆਂ ਅਨੁਸਾਰ ਉਨ੍ਹਾਂ ਦੀਆਂ ਹੱਦਾਂ ਵਿੱਚ ਸਨ। ਕਹਾਥੀਆਂ ਦੇ ਪਰਿਵਾਰਾਂ ਵਿੱਚੋਂ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਦਾ ਪਹਿਲਾ ਗੁਣਾ ਨਿੱਕਲਿਆ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 55] ਸੋ ਉਨ੍ਹਾਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਯਹੂਦੀਆਂ ਦੇ ਸਾਰੇ ਦੇਸ ਵਿੱਚ ਹਬਰੋਨ ਤੇ ਉਹ ਦੀਆਂ ਆਲੇ-ਦੁਆਲੇ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਦਿੱਤੀਆਂ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 56] ਪਰ ਸ਼ਹਿਰ ਦੀਆਂ ਪੈਲੀਆਂ ਤੇ ਉਹ ਦੇ ਪਿੰਡ ਉਨ੍ਹਾਂ ਨੇ ਯਫ਼ੁੰਨਹ ਦੇ ਪੁੱਤਰ ਕਾਲੇਬ ਨੂੰ ਦਿੱਤੇ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 57] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਹਾਰੂਨ ਦੇ ਪੁੱਤਰਾਂ ਨੂੰ ਪਨਾਹ ਦੇ ਨਗਰ ਦਿੱਤੇ ਅਰਥਾਤ ਹਬਰੋਨ, ਲਿਬਨਾਹ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ, ਯੱਤੀਰ, ਅਸ਼ਤਮੋਆ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 58] ਤੇ ਹੀਲੇਨ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ, ਦਬੀਰ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 59] ਤੇ ਆਸ਼ਾਨ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ ਤੇ ਬੈਤ ਸ਼ਮਸ਼ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 60] ਅਤੇ ਬਿਨਯਾਮੀਨ ਦੇ ਗੋਤ ਵਿੱਚੋਂ, ਗਬਾ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ, ਅੱਲਮਥ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ ਤੇ ਅਨਾਥੋਥ ਉਹ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ। ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੁਲਾਂ ਦੇ ਸਾਰੇ ਸ਼ਹਿਰ ਤੇਰ੍ਹਾਂ ਸ਼ਹਿਰ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 61] ਕਹਾਥ ਦੇ ਪੁੱਤਰਾਂ ਲਈ ਜਿਹੜੇ ਉਸ ਗੋਤ ਦੀ ਕੁਲ ਵਿੱਚੋਂ ਬਾਕੀ ਸਨ ਉਸ ਅੱਧੇ ਗੋਤ ਤੋਂ ਅਰਥਾਤ ਮਨੱਸ਼ਹ ਦੇ ਅੱਧੇ ਗੋਤ ਤੋਂ ਗੁਣਾ ਪਾ ਕੇ ਦਸ ਸ਼ਹਿਰ ਮਿਲੇ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 62] ਅਤੇ ਗੇਰਸ਼ੋਮ ਦੇ ਪੁੱਤਰਾਂ ਲਈ ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੁਲਾਂ ਅਨੁਸਾਰ, ਯਿੱਸਾਕਾਰ ਦੇ ਗੋਤ ਤੋਂ ਤੇ ਆਸ਼ੇਰ ਦੇ ਗੋਤ ਤੋਂ ਤੇ ਨਫ਼ਤਾਲੀ ਦੇ ਗੋਤ ਤੋਂ ਤੇ ਮਨੱਸ਼ਹ ਦੇ ਗੋਤ ਤੋਂ ਬਾਸ਼ਾਨ ਵਿੱਚ ਤੇਰ੍ਹਾਂ ਸ਼ਹਿਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 63] ਮਰਾਰੀ ਦੇ ਪੁੱਤਰਾਂ ਲਈ ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੁਲਾਂ ਅਨੁਸਾਰ ਰਊਬੇਨ ਦੇ ਗੋਤ ਤੋਂ, ਗਾਦ ਦੇ ਗੋਤ ਤੋਂ ਤੇ ਜ਼ਬੂਲੁਨ ਦੇ ਗੋਤ ਤੋਂ ਗੁਣਾ ਪਾ ਕੇ ਬਾਰਾਂ ਸ਼ਹਿਰ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 64] ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੇ ਲੇਵੀਆਂ ਨੂੰ ਇਹ ਸ਼ਹਿਰ ਉਨ੍ਹਾਂ ਦੀਆਂ ਸ਼ਾਮਲਾਟਾਂ ਸਣੇ ਦਿੱਤੇ
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 65] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਗੁਣਾ ਪਾ ਕੇ ਯਹੂਦੀਆਂ ਦੇ ਗੋਤ ਤੋਂ ਤੇ ਸ਼ਿਮਓਨੀਆਂ ਦੇ ਗੋਤ ਤੋਂ ਤੇ ਬਿਨਯਾਮੀਨੀਆਂ ਦੇ ਗੋਤ ਤੋਂ ਇਹ ਸ਼ਹਿਰ ਦਿੱਤੇ ਜਿਨ੍ਹਾਂ ਦੇ ਨਾਵਾਂ ਦਾ ਵਰਨਣ ਹੋਇਆ ਹੈ।
[IRV | PA | OT | 1 Chronicles | Chapter 6 | Verse 66] ਅਤੇ ਕਹਾਥੀਆਂ ਦੀਆਂ ਕਈ ਕੁਲਾਂ ਲਈ ਉਨ੍ਹਾਂ ਦੇ ਬੰਨਿਆਂ ਦੇ ਸ਼ਹਿਰ ਇਫ਼ਰਾਈਮ ਦੇ ਗੋਤ ਤੋਂ ਸਨ
