[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 1] ਯਹੂਦਾਹ ਦੇ ਪੁੱਤਰ: ਪਰਸ, ਹਸਰੋਨ, ਕਰਮੀ, ਹੂਰ ਅਤੇ ਸ਼ੋਬਾਲ।
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 22] ਅਤੇ ਯੋਕੀਮ ਤੇ ਕੋਜ਼ੇਬਾ ਦੇ ਮਨੁੱਖ ਤੇ ਯੋਆਸ਼ ਤੇ ਸਾਰਾਫ ਜੋ ਮੋਆਬ ਤੇ ਹਕੂਮਤ ਕਰਦੇ ਸਨ ਅਤੇ ਯਾਸ਼ੂਬੀ-ਲਹਮ। ਇਹ ਗੱਲਾਂ ਪੁਰਾਣੀਆਂ ਹਨ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 23] ਇਹ ਘੁਮਿਆਰ ਸਨ ਅਤੇ ਗਦੇਰਾਹ ਤੇ ਨਟਾਈਮ ਦੇ ਵੱਸਣ ਵਾਲੇ ਸਨ। ਉੱਥੇ ਉਹ ਪਾਤਸ਼ਾਹ ਦਾ ਕੰਮ ਕਰਦੇ ਹੋਏ ਉਸ ਦੇ ਨਾਲ ਰਹਿੰਦੇ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 24] ਸ਼ਿਮਓਨ ਦੇ ਪੁੱਤਰ, ਨਮੂਏਲ ਤੇ ਯਾਮੀਨ, ਯਾਰੀਬ, ਜ਼ਰਹ ਸ਼ਾਊਲ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 25] ਉਹ ਦਾ ਪੁੱਤਰ ਸ਼ੱਲੂਮ, ਉਹ ਦਾ ਮਿਬਸਾਮ, ਉਹ ਦਾ ਪੁੱਤਰ ਮਿਸ਼ਮਾ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 26] ਅਤੇ ਮਿਸ਼ਮਾ ਦੇ ਪੁੱਤਰ ਹੰਮੂਏਲ, ਉਹ ਦਾ ਪੁੱਤਰ ਜ਼ੱਕੂਰ, ਉਹ ਦਾ ਪੁੱਤਰ ਸ਼ਿਮਈ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 27] ਅਤੇ ਸ਼ਿਮਈ ਦੇ ਸੋਲ਼ਾਂ ਪੁੱਤਰ ਅਤੇ ਛੇ ਧੀਆਂ ਸਨ ਪਰ ਉਸ ਦੇ ਭਰਾਵਾਂ ਦੇ ਬਹੁਤ ਬਾਲ ਬੱਚੇ ਨਹੀਂ ਸਨ ਅਤੇ ਉਹਨਾਂ ਦੇ ਸਾਰੇ ਕੁਲ ਯਹੂਦੀਆਂ ਦੇ ਕੁੱਲ ਵਾਂਗੂੰ ਨਾ ਵਧੇ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 28] ਅਤੇ ਓਹ ਬਏਰਸ਼ਬਾ ਵਿੱਚ ਤੇ ਮੋਲਾਦਾਹ ਤੇ ਹਸਰਸ਼ੂਆਲ ਵਿੱਚ ਵੱਸਦੇ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 29] ਅਤੇ ਬਿਲਹਾਹ ਵਿੱਚ ਤੇ ਆਸਮ ਵਿੱਚ ਤੇ ਤੋਲਾਦ ਵਿੱਚ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 30] ਅਤੇ ਬਥੂਏਲ ਵਿੱਚ ਤੇ ਹਾਰਮਾਹ ਵਿੱਚ ਤੇ ਸਿਕਲਗ ਵਿੱਚ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 31] ਅਤੇ ਬੈਤ ਮਰਕਾਬੋਥ ਵਿੱਚ ਤੇ ਹਸਰ-ਸੂਸੀਮ ਵਿੱਚ ਤੇ ਬੈਤ-ਬਿਰਈ ਵਿੱਚ ਤੇ ਸ਼ਅਰਇਮ ਵਿੱਚ। ਇਹ ਉਨ੍ਹਾਂ ਦੇ ਸ਼ਹਿਰ ਦਾਊਦ ਦੇ ਰਾਜ ਤੱਕ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 32] ਉਨ੍ਹਾਂ ਦੇ ਪਿੰਡ, ਏਟਾਮ ਤੇ ਏਨ, ਰਿੰਮੋਨ ਤੇ ਤੋਕਨ ਤੇ ਆਸ਼ਾਨ, ਪੰਜ ਸ਼ਹਿਰ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 33] ਨਾਲੇ ਇਨ੍ਹਾਂ ਸ਼ਹਿਰਾਂ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਦੇ ਸਾਰੇ ਪਿੰਡ ਬਆਲ ਤੱਕ। ਇਹ ਉਨ੍ਹਾਂ ਦੇ ਵਸੇਬੇ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੁਲਪੱਤ੍ਰੀਆਂ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 34] ਅਤੇ ਮਸ਼ੋਬਾਬ ਤੇ ਯਮਲੇਕ ਤੇ ਯੋਸ਼ਾਹ ਅਮਸਯਾਹ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 35] ਅਤੇ ਯੋਏਲ ਤੇ ਯੇਹੂ ਯੋਸ਼ਿਬਯਾਹ ਦਾ ਪੁੱਤਰ, ਸਰਾਯਾਹ ਦਾ ਪੁੱਤਰ, ਅਸੀਏਲ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 36] ਅਤੇ ਅਲਯੋਏਨਈ ਤੇ ਯਅਕੋਬਾਹ ਤੇ ਯਸ਼ੋਹਾਯਾਹ ਤੇ ਅਸਾਯਾਹ ਤੇ ਅਦੀਏਲ ਤੇ ਯਿਸੀਮਿਏਲ ਤੇ ਬਨਾਯਾਹ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 37] ਅਤੇ ਸ਼ਿਫ਼ਈ ਦਾ ਪੁੱਤਰ ਜ਼ੀਜ਼ਾ, ਅੱਲੋਨ ਦਾ ਪੁੱਤਰ ਯਦਾਯਾਹ ਦਾ ਪੁੱਤਰ, ਸ਼ਿਮਰੀ ਦਾ ਪੁੱਤਰ, ਸ਼ਮਅਯਾਹ ਦਾ ਪੁੱਤਰ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 38] ਇਹ ਜਿਨ੍ਹਾਂ ਦੇ ਨਾਵਾਂ ਦਾ ਵਰਨਣ ਹੋਇਆ ਆਪੋ ਆਪਣੇ ਕੁੱਲਾਂ ਦੇ ਸਰਦਾਰ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਘਰਾਣੇ ਬਹੁਤ ਹੀ ਵਧ ਗਏ।
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 39] ਅਤੇ ਉਹ ਗਦੋਰ ਤੋਂ ਬਾਹਰ ਉਸ ਘਾਟੀ ਦੇ ਪੂਰਬ ਤੱਕ ਆਪਣਿਆਂ ਇੱਜੜਾਂ ਲਈ ਚਾਰਗਾਹ ਲੱਭਣ ਗਏ।
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 40] ਉੱਥੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵਧੀਆ ਤੋਂ ਵਧੀਆ ਅਤੇ ਖੁੱਲ੍ਹੀ ਚਾਰਗਾਹ ਲੱਭੀ, ਅਤੇ ਉਹ ਦੇਸ ਲੰਮਾ ਚੌੜਾ, ਸ਼ਾਂਤੀ ਅਤੇ ਸੁੱਖ ਚੈਨ ਵਾਲਾ ਸੀ, ਕਿਉਂ ਜੋ ਹਾਮ ਦੇ ਲੋਕ ਮੁੱਢੋਂ ਉੱਥੇ ਵੱਸਦੇ ਸਨ।
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 41] ਉਹ ਜਿਨ੍ਹਾਂ ਦੇ ਨਾਮ ਲਿਖੇ ਗਏ ਹਨ, ਉਹਨਾਂ ਨੇ ਯਹੂਦੀਆਂ ਦੇ ਪਾਤਸ਼ਾਹ ਹਿਜ਼ਕੀਯਾਹ ਦੇ ਸਮੇਂ ਉਹਨਾਂ ਦੇ ਡੇਰਿਆਂ ਤੇ ਹਮਲਾ ਕੀਤਾ ਅਤੇ ਮਊਨੀਮ ਉੱਤੇ ਜਿਹੜੇ ਉੱਥੇ ਰਹਿੰਦੇ ਸਨ, ਉਹਨਾਂ ਨੂੰ ਅਜਿਹਾ ਮਾਰਿਆ ਕਿ ਉਹ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਸ਼ਟ ਹੋ ਗਏ ਤੇ ਆਪ ਉੱਥੇ ਰਹਿਣ ਲੱਗੇ ਕਿਉਂ ਜੋ ਉੱਥੇ ਉਨ੍ਹਾਂ ਦੇ ਇੱਜੜਾਂ ਦੇ ਲਈ ਚਾਰਾ ਸੀ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 42] ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਅਰਥਾਤ ਸ਼ਿਮਓਨ ਦੇ ਪੁੱਤਰਾਂ ਵਿੱਚੋਂ ਪੰਜ ਸੌ ਪੁਰਸ਼ ਸੇਈਰ ਦੇ ਪਰਬਤ ਉੱਤੇ ਗਏ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਮੁਖੀਏ ਯਿਸ਼ਈ ਦੇ ਪੁੱਤਰ ਪਲਟਯਾਹ ਤੇ ਨਅਰਯਾਹ ਤੇ ਰਫ਼ਾਯਾਹ ਤੇ ਉੱਜ਼ੀਏਲ ਸਨ
[IRV | PA | OT | 1 Chronicles | Chapter 4 | Verse 43] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਰਹਿੰਦਿਆਂ ਅਮਾਲੇਕੀਆਂ ਨੂੰ ਜਿਹੜੇ ਭੱਜ ਨਿੱਕਲੇ ਸਨ ਮਾਰ ਸੁੱਟਿਆ ਅਤੇ ਉਹ ਆਪ ਉੱਥੇ ਅੱਜ ਤੱਕ ਵੱਸਦੇ ਹਨ।
