[IRV | PA | OT | Joshua | Chapter 4 | Verse 1] ਜਦ ਸਾਰੀ ਕੌਮ ਯਰਦਨ ਦੇ ਪਾਰ ਲੰਘ ਚੁੱਕੀ, ਤਦ ਯਹੋਵਾਹ ਨੇ ਯਹੋਸ਼ੁਆ ਨੂੰ ਆਖਿਆ
[IRV | PA | OT | Joshua | Chapter 4 | Verse 12] ਫਿਰ ਰਊਬੇਨੀ, ਗਾਦੀ ਅਤੇ ਮਨੱਸ਼ਹ ਦਾ ਅੱਧਾ ਗੋਤ ਇਸਰਾਏਲੀਆਂ ਦੇ ਅੱਗੋਂ ਦੀ ਸ਼ਸਤਰ ਧਾਰੀ ਹੋ ਕੇ ਮੂਸਾ ਦੇ ਆਖਣ ਅਨੁਸਾਰ ਪਾਰ ਲੰਘੇ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 13] ਤਦ ਚਾਲ੍ਹੀ ਕੁ ਹਜ਼ਾਰ ਯਹੋਵਾਹ ਦੇ ਸਨਮੁਖ ਯੁੱਧ ਲਈ ਸ਼ਸਤਰ ਧਾਰੀ ਹੋ ਕੇ ਯਰੀਹੋ ਦੇ ਮੈਦਾਨ ਵਿੱਚ ਲੜਾਈ ਲਈ ਪਾਰ ਲੰਘੇ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 14] ਉਸ ਦਿਨ ਯਹੋਵਾਹ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਸਾਹਮਣੇ ਯਹੋਸ਼ੁਆ ਨੂੰ ਵਡਿਆਈ ਦਿੱਤੀ ਤਾਂ ਜਿਵੇਂ ਉਹ ਮੂਸਾ ਕੋਲੋਂ ਉਸ ਦੀ ਸਾਰੀ ਉਮਰ ਤੱਕ ਡਰਦੇ ਰਹੇ ਸਨ ਤਿਵੇਂ ਉਸ ਦੇ ਕੋਲੋਂ ਵੀ ਡਰਦੇ ਸਨ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 15] ਤਦ ਯਹੋਵਾਹ ਨੇ ਯਹੋਸ਼ੁਆ ਨੂੰ ਆਖਿਆ,
[IRV | PA | OT | Joshua | Chapter 4 | Verse 16] ਉਹਨਾਂ ਜਾਜਕਾਂ ਨੂੰ ਜਿਹੜੇ ਸਾਖੀ ਦੇ ਸੰਦੂਕ ਨੂੰ ਚੁੱਕਦੇ ਹਨ ਹੁਕਮ ਕਰ ਕਿ ਉਹ ਯਰਦਨ ਤੋਂ ਬਾਹਰ ਆਉਣ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 17] ਉਸ ਤੋਂ ਬਾਅਦ ਯਹੋਸ਼ੁਆ ਨੇ ਜਾਜਕਾਂ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਯਰਦਨ ਤੋਂ ਬਾਹਰ ਆਓ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 18] ਤਦ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦ ਉਹ ਜਾਜਕ ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੇ ਨੇਮ ਦੇ ਸੰਦੂਕ ਨੂੰ ਚੁੱਕੀ ਜਾਂਦੇ ਸਨ ਯਰਦਨ ਵਿੱਚੋਂ ਬਾਹਰ ਆਏ ਅਤੇ ਜਦ ਉਹਨਾਂ ਜਾਜਕਾਂ ਦੇ ਪੈਰਾਂ ਦੀਆਂ ਤਲੀਆਂ ਸੁੱਕੀ ਧਰਤੀ ਉੱਤੇ ਟਿਕੀਆਂ ਤਾਂ ਯਰਦਨ ਦੇ ਪਾਣੀ ਆਪਣੇ ਥਾਂ ਉੱਤੇ ਮੁੜ ਆਏ ਅਤੇ ਅੱਗੇ ਵਾਂਗੂੰ ਆਪਣਿਆਂ ਸਾਰਿਆਂ ਕੰਢਿਆਂ ਉੱਤੇ ਚੜ੍ਹ ਗਏ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 19] ਤਦ ਲੋਕ ਪਹਿਲੇ ਮਹੀਨੇ ਦੀ ਦਸਵੀਂ ਤਾਰੀਖ਼ ਨੂੰ ਯਰਦਨ ਤੋਂ ਉੱਤੇ ਆਏ ਅਤੇ ਯਰੀਹੋ ਦੀ ਚੜ੍ਹਦੀ ਹੱਦ ਉੱਤੇ ਗਿਲਗਾਲ ਵਿੱਚ ਡੇਰੇ ਲਾਏ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 20] ਯਹੋਸ਼ੁਆ ਨੇ ਉਹਨਾਂ ਬਾਰਾਂ ਪੱਥਰਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਨੂੰ ਯਰਦਨ ਵਿੱਚੋਂ ਚੁੱਕ ਲਿਆਏ ਸਨ ਗਿਲਗਾਲ ਵਿੱਚ ਖੜ੍ਹਾ ਕੀਤਾ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 21] ਤਦ ਉਸ ਨੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਆਖਿਆ ਕਿ ਜਦ ਤੁਹਾਡੇ ਬਾਲਕ ਆਉਣ ਵਾਲੇ ਸਮੇਂ ਵਿੱਚ ਆਪਣਿਆਂ ਪਿਤਾਵਾਂ ਕੋਲੋਂ ਪੁੱਛਣ ਕਿ ਇਹ ਪੱਥਰ ਇੱਥੇ ਕਿਉਂ ਹਨ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 22] ਤਦ ਤੁਸੀਂ ਆਪਣੇ ਬਾਲਕਾਂ ਨੂੰ ਸਮਝਾਇਓ ਕਿ ਇਸਰਾਏਲ ਇਸ ਯਰਦਨ ਤੋਂ ਸੁੱਕੀ ਭੂਮੀ ਉੱਤੇ ਪਾਰ ਲੰਘਿਆ ਸੀ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 23] ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਡੇ ਅੱਗੋਂ ਯਰਦਨ ਦੇ ਪਾਣੀਆਂ ਨੂੰ ਸੁਕਾ ਦਿੱਤਾ ਜਦ ਤੱਕ ਤੁਸੀਂ ਪਾਰ ਨਾ ਲੰਘ ਚੁੱਕੇ ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਲਾਲ ਸਮੁੰਦਰ ਨੂੰ ਕੀਤਾ ਸੀ ਜਦ ਤੱਕ ਅਸੀਂ ਪਾਰ ਨਾ ਲੰਘੇ।
[IRV | PA | OT | Joshua | Chapter 4 | Verse 24] ਇਸ ਲਈ ਕਿ ਧਰਤੀ ਦੇ ਸਾਰੇ ਲੋਕ ਯਹੋਵਾਹ ਦੇ ਹੱਥ ਨੂੰ ਜਾਣਨ ਕਿ ਉਹ ਬਲਵੰਤ ਹੈ ਤਾਂ ਜੋ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਸਦਾ ਤੱਕ ਡਰਦੇ ਰਿਹਾ ਕਰੋ।
