[IRV | PA | OT | Joshua | Chapter 2 | Verse 1] ਤਦ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਨੇ ਦੋ ਮਨੁੱਖਾਂ ਨੂੰ ਸ਼ਿੱਟੀਮ ਤੋਂ ਗੁਪਤ ਰੂਪ ਵਿੱਚ ਭੇਤ ਲੈਣ ਲਈ ਭੇਜਿਆ। ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ, ਜਾ ਕੇ ਉਸ ਦੇਸ ਯਰੀਹੋ ਨੂੰ ਵੇਖੋ ਤਾਂ ਉਹ ਝੱਟ ਚਲੇ ਗਏ ਅਤੇ ਇੱਕ ਵੇਸਵਾ ਦੇ ਘਰ ਵਿੱਚ ਜਾ ਠਹਿਰੇ ਜਿਸ ਦਾ ਨਾਮ ਰਾਹਾਬ ਸੀ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 12] ਇਸ ਲਈ ਹੁਣ ਤੁਸੀਂ ਮੇਰੇ ਨਾਲ ਯਹੋਵਾਹ ਦੀ ਸਹੁੰ ਖਾਓ ਇਸ ਲਈ ਕਿ ਜਿਵੇਂ ਤੁਹਾਡੇ ਉੱਤੇ ਮੈਂ ਦਯਾ ਕੀਤੀ ਹੈ, ਤੁਸੀਂ ਮੇਰੇ ਪਿਤਾ ਦੇ ਘਰਾਣੇ ਉੱਤੇ ਦਯਾ ਕਰੋਗੇ ਅਤੇ ਇੱਕ ਪੱਕੀ ਨਿਸ਼ਾਨੀ ਮੈਨੂੰ ਦਿਓ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 13] ਕਿ ਮੇਰੇ ਪਿਤਾ, ਮੇਰੀ ਮਾਤਾ, ਮੇਰੇ ਭਰਾਵਾਂ, ਮੇਰੀਆਂ ਭੈਣਾਂ ਨੂੰ ਅਤੇ ਜੋ ਕੁਝ ਉਹਨਾਂ ਦਾ ਹੈ ਜੀਉਂਦਾ ਰੱਖੋਗੇ ਅਤੇ ਸਾਡੀਆਂ ਜਾਨਾਂ ਨੂੰ ਮੌਤ ਤੋਂ ਬਚਾਓਗੇ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 14] ਉਹਨਾਂ ਮਨੁੱਖਾਂ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਜੇਕਰ ਤੁਸੀਂ ਸਾਡੀ ਇਹ ਗੱਲ ਨਾ ਦੱਸੋ ਤਾਂ ਤੁਹਾਡੀ ਜਾਨ ਦੇ ਬਦਲੇ ਸਾਡੀ ਜਾਨ ਹੈ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ ਕਿ ਜਿਸ ਵੇਲੇ ਯਹੋਵਾਹ ਇਹ ਦੇਸ ਸਾਨੂੰ ਦੇ ਦੇਵੇ ਤਾਂ ਅਸੀਂ ਤੁਹਾਡੇ ਨਾਲ ਦਯਾ ਅਤੇ ਸਚਿਆਈ ਨਾਲ ਵਿਵਹਾਰ ਕਰਾਂਗੇ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 15] ਉਹ ਨੇ ਉਹਨਾਂ ਨੂੰ ਰੱਸੇ ਨਾਲ ਖਿੜਕੀ ਦੇ ਵਿੱਚ ਦੀ ਉਤਾਰ ਦਿੱਤਾ ਕਿਉਂ ਜੋ ਉਹ ਦਾ ਘਰ ਸ਼ਹਿਰ ਦੀ ਚਾਰ-ਦੀਵਾਰੀ ਦੇ ਨਾਲ ਲੱਗਦਾ ਸੀ ਅਤੇ ਉਹ ਉਸੇ ਸ਼ਹਿਰ ਵਿੱਚ ਰਹਿੰਦੀ ਸੀ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 16] ਉਸ ਨੇ ਉਹਨਾਂ ਨੂੰ ਆਖਿਆ, ਪਰਬਤ ਵੱਲ ਚਲੇ ਜਾਓ ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਤੁਹਾਨੂੰ ਮਿਲ ਪੈਣ। ਇਸ ਲਈ ਤੁਸੀਂ ਤਿੰਨਾਂ ਦਿਨਾਂ ਤੱਕ ਆਪਣੇ ਆਪ ਨੂੰ ਲੁਕਾ ਛੱਡੋ ਜਦ ਤੱਕ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਨਾ ਮੁੜਨ ਉਸ ਦੇ ਪਿੱਛੋਂ ਤੁਸੀਂ ਆਪਣੇ ਰਾਹ ਚਲੇ ਜਾਇਓ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 17] ਉਹਨਾਂ ਮਨੁੱਖਾਂ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਇਸ ਸਹੁੰ ਤੋਂ ਜਿਹੜੀ ਤੂੰ ਸਾਨੂੰ ਖੁਆਈ ਹੈ ਅਸੀਂ ਬਰੀ ਹੋਵਾਂਗੇ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 18] ਵੇਖ, ਜਦ ਅਸੀਂ ਇਸ ਦੇਸ ਵਿੱਚ ਆਵਾਂਗੇ ਤਾਂ ਇਹ ਲਾਲ ਸੂਤ ਦੀ ਡੋਰੀ ਇਸ ਖਿੜਕੀ ਨਾਲ ਬੰਨ੍ਹੀ ਜਿਹ ਦੇ ਵਿੱਚੋਂ ਦੀ ਤੂੰ ਸਾਨੂੰ ਉਤਾਰਿਆ ਹੈ ਅਤੇ ਆਪਣੇ ਪਿਤਾ, ਆਪਣੀ ਮਾਤਾ, ਆਪਣਿਆਂ ਭਰਾਵਾਂ ਅਤੇ ਆਪਣੇ ਪਿਤਾ ਦੇ ਸਾਰੇ ਘਰਾਣੇ ਨੂੰ ਆਪਣੇ ਕੋਲ ਘਰ ਵਿੱਚ ਇਕੱਠਿਆਂ ਕਰੀਂ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 19] ਤਦ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ ਕਿ ਜੋ ਕੋਈ ਤੇਰੇ ਘਰ ਦੇ ਬੂਹੇ ਵਿੱਚੋਂ ਗਲੀ ਵਿੱਚ ਨਿੱਕਲ ਕੇ ਜਾਵੇਗਾ ਉਸ ਦਾ ਖੂਨ ਉਸ ਦੇ ਸਿਰ ਉੱਤੇ ਹੋਵੇਗਾ ਅਤੇ ਅਸੀਂ ਬੇਦੋਸ਼ ਹੋਵਾਂਗੇ ਅਤੇ ਜੇ ਕੋਈ ਤੇਰੇ ਕੋਲ ਘਰ ਵਿੱਚ ਹੋਵੇਗਾ ਉਸ ਦੇ ਉੱਤੇ ਜੇ ਕਿਸੇ ਦਾ ਹੱਥ ਉੱਠੇਗਾ ਤਾਂ ਉਸ ਦਾ ਖੂਨ ਸਾਡੇ ਸਿਰ ਉੱਤੇ ਹੋਵੇਗਾ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 20] ਜੇਕਰ ਤੂੰ ਸਾਡੀ ਇਹ ਗੱਲ ਦੱਸ ਦੇਵੇਂਗੀ ਤਾਂ ਉਸ ਸਹੁੰ ਤੋਂ ਜਿਹੜੀ ਤੂੰ ਸਾਨੂੰ ਖੁਆਈ ਹੈ ਅਸੀਂ ਬਰੀ ਹੋਵਾਂਗੇ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 21] ਉਸ ਨੇ ਆਖਿਆ, ਤੁਹਾਡੀ ਗੱਲ ਅਨੁਸਾਰ ਹੋਵੇ। ਸੋ ਉਹ ਨੇ ਉਹਨਾਂ ਨੂੰ ਭੇਜ ਦਿੱਤਾ ਤਾਂ ਉਹ ਚਲੇ ਗਏ ਅਤੇ ਉਹ ਨੇ ਲਾਲ ਸੂਤ ਦੀ ਡੋਰੀ ਖਿੜਕੀ ਨਾਲ ਬੰਨ੍ਹ ਦਿੱਤੀ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 22] ਤਾਂ ਉਹ ਤੁਰ ਕੇ ਪਰਬਤ ਵੱਲ ਗਏ ਅਤੇ ਉੱਥੇ ਤਿੰਨ ਦਿਨ ਰਹੇ ਜਦ ਤੱਕ ਉਹਨਾਂ ਦਾ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਨਾ ਮੁੜੇ ਅਤੇ ਪਿੱਛਾ ਕਰਨ ਵਾਲਿਆਂ ਨੇ ਉਹਨਾਂ ਨੂੰ ਸਾਰੇ ਰਾਹ ਵਿੱਚ ਲੱਭਿਆ ਪਰ ਉਹ ਨਾ ਲੱਭੇ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 23] ਤਾਂ ਉਹ ਦੋਵੇਂ ਮਨੁੱਖ ਮੁੜੇ ਅਤੇ ਪਹਾੜੋਂ ਉਤਰੇ ਅਤੇ ਪਾਰ ਲੰਘ ਕੇ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਕੋਲ ਆਏ ਤਾਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਜੋ ਉਹਨਾਂ ਨਾਲ ਹੋਈਆਂ ਸਨ ਉਹ ਨੂੰ ਦੱਸੀਆਂ।
[IRV | PA | OT | Joshua | Chapter 2 | Verse 24] ਅਤੇ ਉਹਨਾਂ ਨੇ ਯਹੋਸ਼ੁਆ ਨੂੰ ਆਖਿਆ, ਸੱਚ-ਮੁੱਚ ਯਹੋਵਾਹ ਨੇ ਇਹ ਸਾਰਾ ਦੇਸ ਸਾਡੇ ਹੱਥ ਵਿੱਚ ਦੇ ਦਿੱਤਾ ਹੈ ਕਿਉਂ ਜੋ ਇਸ ਦੇਸ ਦੇ ਸਾਰੇ ਵਸਨੀਕ ਸਾਡੇ ਤੋਂ ਘਬਰਾ ਗਏ ਹਨ।
