[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 1] Ἔστι δὲ πίστις ἐλπιζομένων ὑπόστασις, πραγμάτων ἔλεγχος οὐ βλεπομένων.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 24] Πίστει Μωσῆς μέγας γενόμενος ἠρνήσατο λέγεσθαι υἱὸς θυγατρὸς Φαραώ,
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 25] μᾶλλον ἑλόμενος συγκακουχεῖσθαι τῷ λαῷ τοῦ Θεοῦ ἢ πρόσκαιρον ἔχειν ἁμαρτίας ἀπόλαυσιν·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 26] μείζονα πλοῦτον ἡγησάμενος τῶν ἐν Αἰγύπτῳ θησαυρῶν τὸν ὀνειδισμὸν τοῦ Χριστοῦ· ἀπέβλεπε γὰρ εἰς τὴν μισθαποδοσίαν.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 27] Πίστει κατέλιπεν Αἴγυπτον, μὴ φοβηθεὶς τὸν θυμὸν τοῦ βασιλέως· τὸν γὰρ ἀόρατον ὡς ὁρῶν ἐκαρτέρησε.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 28] Πίστει πεποίηκε τὸ Πάσχα καὶ τὴν πρόσχυσιν τοῦ αἵματος, ἵνα μὴ ὁ ὀλοθρεύων τὰ πρωτότοκα θίγῃ αὐτῶν.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 29] Πίστει διέβησαν τὴν Ἐρυθρὰν θάλασσαν ὡς διὰ ξηρᾶς· ἧς πεῖραν λαβόντες οἱ Αἰγύπτιοι κατεπόθησαν.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 30] Πίστει τὰ τείχη Ἰεριχὼ ἔπεσε, κυκλωθέντα ἐπὶ ἑπτὰ ἡμέρας.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 31] Πίστει Ῥαὰβ ἡ πόρνη οὐ συναπώλετο τοῖς ἀπειθήσασι, δεξαμένη τοὺς κατασκόπους μετ᾿ εἰρήνης.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 32] Καὶ τί ἔτι λέγω; Ἐπιλείψει γάρ με διηγούμενον ὁ χρόνος περὶ Γεδεών, Βαράκ τε καὶ Σαμψὼν καὶ Ἰεφθάε, Δαβίδ τε καὶ Σαμουὴλ καὶ τῶν προφητῶν·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 33] οἳ διὰ πίστεως κατηγωνίσαντο βασιλείας, εἰργάσαντο δικαιοσύνην, ἐπέτυχον ἐπαγγελιῶν, ἔφραξαν στόματα λεόντων,
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 34] ἔσβεσαν δύναμιν πυρός, ἔφυγον στόματα μαχαίρας, ἐνεδυναμώθησαν ἀπὸ ἀσθενείας, ἐγενήθησαν ἰσχυροὶ ἐν πολέμῳ, παρεμβολὰς ἔκλιναν ἀλλοτρίων.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 35] Ἔλαβον γυναῖκες ἐξ ἀναστάσεως τοὺς νεκροὺς αὐτῶν· ἄλλοι δὲ ἐτυμπανίσθησαν, οὐ προσδεξάμενοι τὴν ἀπολύτρωσιν, ἵνα κρείττονος ἀναστάσεως τύχωσιν·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 36] ἕτεροι δὲ ἐμπαιγμῶν καὶ μαστίγων πεῖραν ἔλαβον, ἔτι δὲ δεσμῶν καὶ φυλακῆς·
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 37] ἐλιθάσθησαν, ἐπρίσθησαν, ἐπειράσθησαν, ἐν φόνῳ μαχαίρας ἀπέθανον· περιῆλθον ἐν μηλωταῖς, ἐν αἰγείοις δέρμασιν, ὑστερούμενοι, θλιβόμενοι, κακουχούμενοι —
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 38] ὧν οὐκ ἦν ἄξιος ὁ κόσμος — ἐν ἐρημίαις πλανώμενοι καὶ ὄρεσι καὶ σπηλαίοις καὶ ταῖς ὀπαῖς τῆς γῆς.
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 39] Καὶ οὗτοι πάντες, μαρτυρηθέντες διὰ τῆς πίστεως, οὐκ ἐκομίσαντο τὴν ἐπαγγελίαν,
[GRCGTR | EL | NT | Hebrews | Chapter 11 | Verse 40] τοῦ Θεοῦ περὶ ἡμῶν κρεῖττόν τι προβλεψαμένου, ἵνα μὴ χωρὶς ἡμῶν τελειωθῶσι.
