[IRV | BN | OT | Joshua | Chapter 19 | Verse 1] আর গুলিবাঁট অনুযায়ী দ্বিতীয় অংশ শিমিয়োনের নামে, নিজের নিজের গোষ্ঠী অনুসারে শিমিয়োন-সন্তানদের বংশের নামে উঠল; তাদের অধিকার যিহূদা-সন্তানদের অধিকারের মধ্যে হল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 28] এবং এব্রোণে, রহোবে, হম্মোনে ও কান্নাতে এবং মহাসীদোন পর্যন্ত গেল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 29] পরে সে সীমা ঘুরে রামায় ও প্রাচীর বেষ্টিত সোর নগরে গেল, পরে সে সীমা ঘুরে হোষাতে গেল এবং অকষীয় প্রদেশের মহাসমুদ্রতীরে,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 30] আর উম্মা, অফেক ও রহোব তার প্রান্ত হল; তাদের গ্রামগুলির সঙ্গে বাইশটি নগর।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 31] নিজের নিজের গোষ্ঠী অনুসারে আশের-সন্তানদের বংশের এই অধিকার; তাদের গ্রামের সঙ্গে এই সব নগরগুলি।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 32] পরে গুলিবাঁট অনুযায়ী ষষ্ঠ অংশ নপ্তালি-সন্তানদের নামে, নিজের নিজের গোষ্ঠী অনুসারে নপ্তালি-সন্তানদের নামে উঠল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 33] তাদের সীমা হেলফ অবধি, সানন্নীমের অলোন বৃক্ষ পর্যন্ত, অদামী-নেকব ও যব্‌নিয়েল দিয়ে লক্কুম পর্যন্ত গেল ও তার শেষভাগ যর্দনে ছিল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 34] আর ঐ সীমা পশ্চিম দিকে ফিরে অস্‌নোৎ-তাবোর পর্যন্ত গেল এবং সেখান দিয়ে হুক্কোক পর্যন্ত গেল; আর দক্ষিণে সবূলূন পর্যন্ত ও পশ্চিমে আশের পর্যন্ত ও সূর্য্য উদয়ের দিকে যর্দ্দনের কাছে যিহূদা পর্যন্ত গেল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 35] আর দেওয়ালে ঘেরা নগর সিদ্দীম, সের, হম্মৎ, রক্কৎ, কিন্নেরৎ,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 36] অদামা, রামা, হাৎসোর,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 37] কেদশ, ইদ্রিয়ী, ঐন্‌-হাৎসোর,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 38] যিরোণ, মিগদল-এল, হোরেম, বৈৎ-অনাৎ ও বৈৎ-শেমশ; তাদের গ্রামের সঙ্গে ঊনিশটি নগর।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 39] নিজের নিজের গোষ্ঠী অনুসারে নপ্তালি-সন্তানদের বংশের এই অধিকার; তাদের গ্রামের সঙ্গে এই সব নগরগুলি।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 40] পরে গুলিবাঁট অনুযায়ী সপ্তম অংশ নিজের নিজের গোষ্ঠী অনুসারে দান-সন্তানদের নামে উঠল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 41] তাদের অধিকারের সীমা সরা, ইষ্টায়োল, ঈর-শেমশ,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 42] শালবীন, অয়ালোন, যিৎলা,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 43] এলোন, তিম্না, ইক্রোণ,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 44] ইল্‌তকী, গিব্বথোন, বালৎ,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 45] যিহূদ, বনে-বরক, গাৎ-রিম্মোণ,
[IRV | BN | OT | Joshua | Chapter 19 | Verse 46] মেয়র্কোন, রক্কোন ও যাফোর সামনের অঞ্চল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 47] আর দান (পূর্ব পুরুষ) সন্তানদের সীমা সেই সমস্ত স্থান অতিক্রম করল; কারণ দান-সন্তানেরা লেশম নগরের বিরুদ্ধে গিয়ে যুদ্ধ করল এবং তা অধিকার করে তরোয়াল দিয়ে আক্রমণ করল এবং অধিকারের সঙ্গে তার মধ্যে বাস করল এবং নিজেদের পূর্বপুরুষ দানের নাম অনুসারে লেশমের নাম দান রাখল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 48] নিজের নিজের গোষ্ঠী অনুসারে দান-সন্তানদের বংশের এই অধিকার; তাদের গ্রামের সঙ্গে এই সব নগরগুলি।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 49] এই ভাবে নিজের নিজের সীমা অনুসারে অধিকারের জন্য তারা দেশ বিভাগের কাজ শেষ করল; আর ইস্রায়েল-সন্তানরা তাদের মধ্যে নূনের পুত্র যিহোশূয়কে এক অধিকার দিল।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 50] তারা সদাপ্রভুর বাক্য অনুসারে তিনি যে নগর চেয়েছিলেন অর্থাৎ পাহাড়ি অঞ্চল ইফ্রয়িম প্রদেশে তিম্নৎ-সেরহ তাঁকে দিল; তাতে তিনি ঐ নগর নির্মাণ করে সেখানে বাস করলেন।
[IRV | BN | OT | Joshua | Chapter 19 | Verse 51] এই সমস্ত অধিকার ইলীয়াসর যাজক, নূনের পুত্র যিহোশূয় ও ইস্রায়েল-সন্তানদের বংশের সমস্ত পিতৃকুলপতিদের শীলোতে সদাপ্রভুর সামনে সমাগম-তাঁবুর দরজার কাছে গুলিবাঁটের মাধ্যমে দিলেন। এই ভাবে তাঁরা দেশ ভাগের কাজ শেষ করলেন।
