[IRV | BN | OT | Joshua | Chapter 15 | Verse 1] পরে গুলিবাট অনুযায়ী নিজেদের গোষ্ঠী অনুসারে যিহূদা-সন্তানদের বংশের অংশ ঠিক করা হল; ইদোমের সীমা পর্যন্ত, অর্থাৎ দক্ষিণ দিকে, দক্ষিণের একেবারে শেষ প্রান্তে, শিন প্রান্তর পর্যন্ত।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 12] আর পশ্চিম সীমা মহাসমুদ্র ও তার অঞ্চল পর্যন্ত। নিজেদের গোষ্ঠী অনুসারে যিহূদা-সন্তানদের চারিদিকের সীমা এই।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 13] আর যিহোশূয়ের প্রতি সদাপ্রভুর আদেশ অনুসারে তিনি যিহূদা-সন্তানদের মধ্যে যিফুন্নির ছেলে কালেবের অংশ কিরিয়ৎ-অর্ব [অর্বপুর] অর্থাৎ হিব্রোণ দিলেন, ঐ অর্ব অনাকের বাবা।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 14] আর কালেব সেই জায়গা থেকে অনাকের সন্তানদের, শেশয়, অহীমান ও তল্‌ময় নামে অনাকের তিন ছেলেকে অধিকার থেকে বঞ্চিত করলেন।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 15] সেখান থেকে তিনি দবীর নিবাসীদের বিরুদ্ধে গেলেন; আগে দবীরের নাম কিরিয়ৎ-সেফর ছিল।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 16] আর কালেব বললেন, “যে কেউ কিরিয়ৎ-সেফরকে আক্রমণ করে অধিকার করবে, তার সঙ্গে আমি আমার মেয়ে অক্‌ষার বিয়ে দেব।”
[IRV | BN | OT | Joshua | Chapter 15 | Verse 17] আর কালেবের ভাই কনষের ছেলে অৎনীয়েল তা অধিকার করলে তিনি তার সঙ্গে তার মেয়ে অক্‌ষার বিয়ে দিলেন।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 18] আর ঐ কন্যা এসে তার বাবার কাছে একটি জমি চাইতে স্বামীকে বুদ্ধি দিল এবং সে তার গাধার পিঠ থেকে নামল; কালেব তাকে বললেন, “তুমি কি চাও?”
[IRV | BN | OT | Joshua | Chapter 15 | Verse 19] সে বলল, “আপনি আমাকে একটি উপহার দিন, দক্ষিণ অঞ্চলে অবস্থিত জমি আমাকে দিয়েছেন, জলের উনুইগুলিও আমাকে দিন।” তাতে তিনি তাকে উপরের উনুইগুলি ও নিচের উনুইগুলিও দিলেন।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 20] নিজেদের গোষ্ঠী অনুসারে যিহূদা-সন্তানদের বংশের এই অধিকার।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 21] দক্ষিণ অঞ্চলে ইদোমের সীমার কাছে যিহূদা-সন্তানদের বংশের প্রান্তে অবস্থিত নগর কব্‌সেল, এদর, যাগুর,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 22] কীনা, দীমোনা, অদাদা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 23] কেদশ, হাৎসোর, যিৎনন,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 24] সীফ, টেলম, বালোৎ,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 25] হাৎসোর-হদত্তা, করিয়োৎ-হিষ্রোণ অর্থাৎ হাৎসোর,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 26] অমাম, শমা, মোলদা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 27] হৎসর-গদ্দা, হিষ্‌মোন, বৈৎ-পেলট,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 28] হৎসর-শূয়াল, বের-শেবা, বিষিয়োথিয়া,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 29] বালা, ইয়ীম, এৎসম,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 30] ইল্‌তোলদ, কসীল, হর্মা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 31] সিক্লগ, মদ্‌মন্না ও সন্‌সন্না,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 32] লবায়োৎ, শিল্‌হীম, ঐন ও রিম্মোণ; নিজেদের গ্রামের সঙ্গে মোট উনত্রিশটি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 33] নিম্নভূমিতে ইষ্টায়োল, সরা, অশ্‌না,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 34] সানোহ, ঐন্‌গন্নীম, তপূহ, ঐনম,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 35] যর্মূৎ, অদুল্লম, সোখো, অসেকা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 36] শারয়িম, অদীথয়িম, গদেরা ও গদেরোথয়িম; তাদের গ্রামের সঙ্গে চৌদ্দটি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 37] সনান, হদাশা, মিগদল্‌-গাদ,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 38] দিলিয়ন, মিস্‌পী, যক্তেল,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 39] লাখীশ, বস্কৎ, ইগ্লোন,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 40] কব্বোন, লহমম, কিৎলীশ,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 41] গদেরোৎ, বৈৎ-দাগোন, নয়মা ও মক্কেদা; তাদের গ্রামের সঙ্গে ষোলটি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 42] লিবনা, এথর, আশন,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 43] যিপ্তহ, অশ্‌না, নৎসীব,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 44] কিয়িলা, অকষীব ও মারেশা; তাদের গ্রামের সঙ্গে নয়টি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 45] ইক্রোণ এবং সেখানের উপনগর ও সমস্ত গ্রামগুলি;
[IRV | BN | OT | Joshua | Chapter 15 | Verse 46] ইক্রোণ থেকে মহাসমুদ্র পর্যন্ত অস্‌দোদের কাছে সমস্ত স্থান ও গ্রাম।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 47] অস্‌দোদ, তার উপনগর ও সমস্ত গ্রামগুলি; ঘসা, তার উপনগর ও সমস্ত গ্রামগুলি; মিশরের স্রোত ও মহাসমুদ্র ও তার সীমা পর্যন্ত।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 48] আর পাহাড়ি দেশে শামীর, যত্তীর, সোখো,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 49] দন্না, কিরিয়ৎ-সন্না অর্থাৎ দবীর,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 50] অনাব, ইষ্টিমোয়, আনীম,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 51] গোশন, হোলোন ও গীলো; তাদের গ্রামের সঙ্গে এগারটি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 52] অরাব, দূমা, ইশিয়ন,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 53] যানীম, বৈৎ-তপূহ, অফেকা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 54] হুমটা, কিরিয়ৎ-অর্ব অর্থাৎ হিব্রোণ ও সীয়োর; তাদের গ্রামের সঙ্গে নয়টি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 55] মায়োন, কর্মিল, সীফ, যুটা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 56] যিষ্রিয়েল, যক্‌দিয়াম, সানোহ,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 57] কয়িন, গিবিয়া ও তিম্না; তাদের গ্রামের সঙ্গে দশটি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 58] হল্‌হূল, বৈৎ-সূর, গদোর,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 59] মারৎ, বৈৎ-অনোৎ ও ইল্‌তকোন; তাদের গ্রামের সঙ্গে ছয়টি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 60] কিরিয়ৎ-বাল অর্থাৎ কিরিয়ৎ-যিয়ারীম ও রব্বা; তাদের গ্রামের সঙ্গে দুইটি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 61] প্রান্তরে বৈৎ-অরাবা, মিদ্দীন, সকাখা,
[IRV | BN | OT | Joshua | Chapter 15 | Verse 62] নিব্‌শন, লবন-নগর ও ঐন্‌-গদী; তাদের গ্রামের সঙ্গে ছয়টি নগর।
[IRV | BN | OT | Joshua | Chapter 15 | Verse 63] কিন্তু যিহূদা-সন্তানেরা যিরুশালেমে বসবাসকারী যিবূষীয়দেরকে অধিকার থেকে বঞ্চিত করতে পারল না; যিবূষিয়েরা আজও যিহূদা-সন্তানদের সঙ্গে যিরূশালেমে বাস করছে।
