[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 1] Of Moab. The LORD of Armies, the God of Israel, says: “Woe to Nebo! For it is laid waste. Kiriathaim is disappointed. It is taken. Misgab is put to shame and broken down.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 23] on Kiriathaim, on Beth Gamul, on Beth Meon,
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 24] on Kerioth, on Bozrah, and on all the cities of the land of Moab, far or near.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 25] The horn of Moab is cut off, and his arm is broken,” says the LORD.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 26] “Make him drunk, for he magnified himself against the LORD. Moab will wallow in his vomit, and he also will be in derision.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 27] For wasn’t Israel a derision to you? Was he found among thieves? For as often as you speak of him, you shake your head.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 28] You inhabitants of Moab, leave the cities, and dwell in the rock. Be like the dove that makes her nest over the mouth of the abyss.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 29] “We have heard of the pride of Moab. He is very proud in his loftiness, his pride, his arrogance, and the arrogance of his heart.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 30] I know his wrath,” says the LORD, “that it is nothing; his boastings have done nothing.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 31] Therefore I will wail for Moab. Yes, I will cry out for all Moab. They will mourn for the men of Kir Heres.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 32] With more than the weeping of Jazer I will weep for you, vine of Sibmah. Your branches passed over the sea. They reached even to the sea of Jazer. The destroyer has fallen on your summer fruits and on your vintage.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 33] Gladness and joy is taken away from the fruitful field and from the land of Moab. I have caused wine to cease from the wine presses. No one will tread with shouting. The shouting will be no shouting.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 34] From the cry of Heshbon even to Elealeh, even to Jahaz they have uttered their voice, from Zoar even to Horonaim, to Eglath Shelishiyah; for the waters of Nimrim will also become desolate.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 35] Moreover I will cause to cease in Moab,” says the LORD, “him who offers in the high place, and him who burns incense to his gods.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 36] Therefore my heart sounds for Moab like flutes, and my heart sounds like flutes for the men of Kir Heres. Therefore the abundance that he has gotten has perished.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 37] For every head is bald, and every beard clipped. There are cuttings on all the hands, and sackcloth on the waist.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 38] On all the housetops of Moab, and in its streets, there is lamentation everywhere; for I have broken Moab like a vessel in which no one delights,” says the LORD.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 39] “How it is broken down! How they wail! How Moab has turned the back with shame! So will Moab become a derision and a terror to all who are around him.”
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 40] For the LORD says: “Behold, he will fly as an eagle, and will spread out his wings against Moab.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 41] Kerioth is taken, and the strongholds are seized. The heart of the mighty men of Moab at that day will be as the heart of a woman in her pangs.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 42] Moab will be destroyed from being a people, because he has magnified himself against the LORD.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 43] Terror, the pit, and the snare are on you, inhabitant of Moab,” says the LORD.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 44] “He who flees from the terror will fall into the pit; and he who gets up out of the pit will be taken in the snare, for I will bring on him, even on Moab, the year of their visitation,” says the LORD.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 45] “Those who fled stand without strength under the shadow of Heshbon; for a fire has gone out of Heshbon, and a flame from the middle of Sihon, and has devoured the corner of Moab, and the crown of the head of the tumultuous ones.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 46] Woe to you, O Moab! The people of Chemosh are undone; for your sons are taken away captive, and your daughters into captivity.
[WEB | EN | OT | Jeremiah | Chapter 48 | Verse 47] “Yet I will reverse the captivity of Moab in the latter days,” says the LORD. Thus far is the judgment of Moab.
