[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 1] وَبَعْدَ أَنِ اكْتَمَلَ بِنَاءُ السُّورِ، وَأَقَمْتُ الْمَصَارِيعَ، وَتَمَّ تَعْيِينُ الْبَوَّابِينَ وَالْمُغَنِّينَ، وَاللّاوِيِّينَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 12] بَنُو عِيلامَ: أَلْفٌ وَمِئَتَانِ وَأَرْبَعَةٌ وَخَمْسُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 13] بَنُو زَتُّو: ثَمَانِي مِئَةٍ وَخَمْسَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 14] بَنُو زَكَّايَ: سَبْعُ مِئَةٍ وَسِتُّونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 15] بَنُو بَنُّوِي: سِتُّ مِئَةٍ وَثَمَانِيَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 16] بَنُو بَابَايَ: سِتُّ مِئَةٍ وَثَمَانِيَةٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 17] بَنُو عَزْجَدَ: أَلْفَانِ وَثَلاثُ مِئَةٍ وَاثْنَانِ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 18] بَنُو أَدُونِيقَامَ: سِتُّ مِئَةٍ وَسَبْعَةٌ وَسِتُّونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 19] بَنُو بِغْوَايَ: أَلْفَانِ وَسَبْعَةٌ وَسِتُّونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 20] بَنُو عَادِينَ: سِتُّ مِئَةٍ وَخَمْسَةٌ وَخَمْسُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 21] بَنُو أَطِّيرَ مِنْ نَسْلِ حَزَقِيَّا: ثَمَانِيَةٌ وَتِسْعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 22] بَنُو حَشُومَ: ثَلاثُ مِئَةٍ وَثَمَانِيَةٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 23] بَنُو بِيصَايَ: ثَلاثُ مِئَةٍ وَأَرْبَعَةٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 24] بَنُو حَارِيفَ: مِئَةٌ وَاثْنَا عَشَرَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 25] (وَقَدْ عَادَ مِنْ أَهْلِ الْمُدْنِ التَّالِيَةِ الَّتِي عَاشَ آبَاؤُهُمْ فِيهَا) مِنْ أَهْلِ جِبْعُونَ: خَمْسَةٌ وَتِسْعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 26] مِنْ أَهْلِ بَيْتِ لَحْمٍ وَنَطُوفَةَ: مِئَةٌ وَثَمَانِيَةٌ وَثَمَانُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 27] مِنْ أَهْلِ عَنَاثُوثَ: مِئَةٌ وَثَمَانِيَةٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 28] مِنْ أَهْلِ بَيْتِ عَزْمُوتَ: اثْنَانِ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 29] مِنْ أَهْلِ قَرْيَةِ يَعَارِيمَ كَفِيرَةَ وَبَئِيرُوتَ: سَبْعُ مِئَةٍ وَثَلاثَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 30] مِنْ أَهْلِ الرَّامَةِ وَجَبَعَ: سِتُّ مِئَةٍ وَوَاحِدٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 31] مِنْ أَهْلِ مِخْمَاسَ: مِئَةٌ وَاثْنَانِ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 32] مِنْ أَهْلِ بَيْتِ إِيلَ وَعَايَ: مِئَةٌ وَثَلاثَةٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 33] مِنْ أَهْلِ نَبُو الأُخْرَى: اثْنَانِ وَخَمْسُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 34] مِنْ أَهْلِ عِيلامَ الآخَرِ: أَلْفٌ وَمِئَتَانِ وَأَرْبَعَةٌ وَخَمْسُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 35] مِنْ أَهْلِ حَارِيمَ: ثَلاثُ مِئَةٍ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 36] مِنْ أَهْلِ أَرِيحَا: ثَلاثُ مِئَةٍ وَخَمْسَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 37] مِنْ أَهْلِ لُودَ وَحَادِيدَ وَأُونُو: سَبْعُ مِئَةٍ وَوَاحِدٌ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 38] مِنْ أَهْلِ سَنَاءَةَ: ثَلاثَةُ آلافٍ وَتِسْعُ مِئَةٍ وَثَلاثُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 39] وَهَذِهِ عَشَائِرُ الْكَهَنَةِ الْعَائِدِينَ مِنَ السَّبْيِ: مِنْ بَنِي يَدْعِيَا مِنْ نَسْلِ يَشُوعَ: تِسْعُ مِئَةٍ وَثَلاثَةٌ وَسَبْعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 40] بَنُو إِمِّيرَ: أَلْفٌ وَاثْنَانِ وَخَمْسُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 41] بَنُو فَشْحُورَ: أَلْفٌ وَمِئَتَانِ وَسَبْعَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 42] بَنُو حَارِيمَ: أَلْفٌ وَسَبْعَةَ عَشَرَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 43] أَمَّا عَشَائِرُ اللّاوِيِّينَ فَهُمْ: بَنُو يَشُوعَ مِنْ نَسْلِ قَدْمِيئِيلَ مِنْ أَحْفَادِ هُودُويَا: أَرْبَعَةٌ وَسَبْعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 44] الْمُغَنُّونَ مِنْ بَنِي آسَافَ: مِئَةٌ وَثَمَانِيَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 45] حُرَّاسُ أَبْوَابِ الْهَيْكَلِ مِنْ بَنِي شَلُّومَ، وَأَطِيرَ وَطَلْمُونَ وَعَقُّوبَ وَحَطِيطَا وَشُوبَايَ: مِئَةٌ وَثَمَانِيَةٌ وَثَلاثُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 46] خُدَّامُ الْهَيْكَلِ: بَنُو صِيحَا وَحَسُوفَا وَطَبَاعُوتَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 47] وَقِيرُوسَ وَسِيعَا وَفَادُونَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 48] وَلَبَانَةَ وَحَجَابَا وَسَلْمَايَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 49] وَحَانَانَ وَجَدِيلَ وَجَاحَرَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 50] وَرَآيَا وَرَصِينَ وَنَقُودَا،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 51] وَجَزَامَ وَعَزَا وَفَاسِيحَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 52] وَبِيسَايَ وَمَعُونِيمَ وَنَفِيشَسِيمَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 53] وَبَقْبُوقَ وَحَقُوفَا وَحَرْحُورَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 54] وَبَصْلِيتَ وَمَحِيدَا وَحَرْشَا،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 55] وَبَرْقُوسَ وَسِيسَرَا وَتَامَحَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 56] وَنَصِيحَ وَحَطِيفَا.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 57] وَمِنْ نَسْلِ رِجَالِ سُلَيْمَانَ الْعَائِدِينَ مِنَ السَّبْيِ: بَنُو سُوطَايَ، وَسُوفَرَثَ وَفَرِيدَا،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 58] وَيَعْلا وَدَرْقُونَ وَجَدِيلَ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 59] وَشَفَطْيَا وَحَطِّيلَ وَفُوخَرَةِ الظِّبَاءِ وَآمُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 60] فَكَانَتْ جُمْلَةُ عَدَدِ الْعَائِدِينَ مِنْ بَنِي خُدَّامِ الْهَيْكَلِ وَرِجَالِ سُلَيْمَانَ ثَلاثَ مِئَةٍ وَاثْنَيْنِ وَتِسْعِينَ رَجُلاً.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 61] وَهَذَا بَيَانٌ بِعَشَائِرِ الْعَائِدِينَ مِنْ تَلِّ مِلْحٍ وَتَلِّ حَرْشَا كَرُوبَ وَأَدُونَ وَإِمِّيرَ مِمَّنْ أَخْفَقُوا فِي إِثْبَاتِ انْتِمَاءِ بُيُوتِ آبَائِهِمْ وَنَسْلِهِمْ إِلَى إِسْرَائِيلَ:
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 62] بَنُو دَلايَا وَطُوبِيَّا وَنَقُودَا: سِتُّ مِئَةٍ وَاثْنَانِ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 63] وَمِنَ الْكَهَنَةِ: بَنُو حَبَابَا وَهَقُّوصَ وَبَرْزِلّايَ الَّذِي تَزَوَّجَ مِنْ بَنَاتِ بَرْزِلّايَ الْجِلْعَادِيِّ وَانْتَسَبَ إِلَيْهِمْ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 64] هَؤُلاءِ مُنِعُوا مِنْ مُمَارَسَةِ خِدْمَةِ الْكَهَنُوتِ، إِذْ لَمْ تُوْجَدْ أَنْسَابُهُمْ مُدَوَّنَةً فِي سِجِلاتِ الْكَهَنَةِ،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 65] لِذَلِكَ أَمَرَهُمُ الْحَاكِمُ أَلّا يَتَنَاوَلُوا مِنْ طَعَامِ الْكَهَنَةِ إِلَى أَنْ يَحْضُرَ كَاهِنٌ يَقْدِرُ أَنْ يَسْتَخْدِمَ الأُورِيمَ وَالتُّمِّيمَ (لِيَفْصِلَ فِي الأَمْرِ).
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 66] فَكَانَتْ جُمْلَةُ الْعَائِدِينَ مِنَ السَّبْيِ اثْنَيْنِ وَأَرْبَعِينَ أَلْفاً وَثَلاثَ مِئَةٍ وَسِتِّينَ رَجُلاً،
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 67] فَضْلاً عَنْ عَبِيدِهِمْ وَإِمَائِهِمْ الَّذِينَ بَلَغَ مَجْمُوعُهُمْ سَبْعَةَ آلافٍ وَثَلاثَ مِئَةٍ وَسَبْعَةً وَثَلاثِينَ. أَمَّا الْمُغَنُّونَ وَالْمُغَنِّيَاتُ فَكَانُوا مِئَتَيْنِ وَخَمْسَةً وَأَرْبَعِينَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 68] وَكَانَ مَعَهُمْ مِنَ الْخَيْلِ سَبْعُ مِئَةٍ وَسِتَّةٌ وَثَلَاثُونَ، وَمِنَ الْبِغَالِ مِئَتَانِ وَخَمْسَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 69] وَمِنَ الْجِمَالِ أَرْبَعُ مِئَةٍ وَخَمْسَةٌ وَثَلاثُونَ، وَمِنَ الْحَمِيرِ سِتَّةُ آلافٍ وَسَبْعُ مِئَةٍ وَعِشْرُونَ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 70] وَتَبَرَّعَ بَعْضُ الرُّؤَسَاءِ بِأَمْوَالٍ لِلْعَمَلِ فِي بَيْتِ الرَّبِّ، فَتَبَرَّعَ الْحَاكِمُ لِلْخَزِينَةِ بِأَلْفِ دِرْهَمٍ مِنَ الذَّهَبِ وَخَمْسِينَ مِنْضَحَةً وَخَمْسِ مِئَةٍ وَثَلاثِينَ قَمِيصاً لِلْكَهَنَةِ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 71] وَقَدَّمَ بَعْضُ رُؤَسَاءِ الْعَائِلاتِ لِخَزِينَةِ الْعَمَلِ رِبْوَتَيْنِ (نَحْوَ مِئَةٍ وَسَبْعِينَ كِيلُو جِرَاماً) مِنَ الذَّهَبِ، وَأَلْفَيْنِ وَمِئَتَيْ مَناً (نَحْوَ طُنٍّ وَثُلْثِ الطُّنِّ) مِنَ الْفِضَّةِ.
[VANDYKE | AR | OT | Nehemiah | Chapter 7 | Verse 72] وَأَمَّا مَا قَدَّمَهُ بَقِيَّةُ الشَّعْبِ فَكَانَ سِتَّ رِبْوَاتٍ (نَحْوَ خَمْسِ مِئَةٍ وَعَشْرِ كِيلُو جِرَاماً) مِنَ الذَّهَبِ، وَأَلْفَيْ مَناً (نَحْوَ طُنٍّ وَرُبْعِ الطُّنِّ) مِنَ الْفِضَّةِ وَسَبْعَةً وَسِتِّينَ قَمِيصاً لِلْكَهَنَةِ.
