[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 1] These are the words which Moses spoke to all Israel on the east side of Jordan in the wilderness, in the plain over against Suf, between Paran, and Tophel, and Laban, and Hazeroth, and Dizahab.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 24] And they turned and ascended the mountain, and came to the valley of Eshcol, and explored it.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 25] And they took of the fruit of the land in their hands, and brought it down to us, and brought us word again, and said, It is a good land which the LORD our God doth give us.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 26] Notwithstanding, ye would not go up, but rebelled against the commandment of the LORD your God:
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 27] And ye murmured in your tents, and said, Because the LORD hated us, he hath brought us forth from the land of Egypt, to deliver us into the hand of the Amorites, to destroy us.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 28] Whither shall we go up? our brethren have discouraged our heart, saying, The people are greater and taller than we; the cities are great and walled up to heaven; and moreover, we have seen the sons of the Anakims there.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 29] Then I said to you, Dread not, neither be afraid of them.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 30] The LORD your God who goeth before you; he shall fight for you, according to all that he did for you in Egypt before your eyes;
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 31] And in the wilderness, where thou hast seen how the LORD thy God bore thee, as a man doth bear his son, in all the way that ye went, until ye came into this place.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 32] Yet in this thing ye did not believe the LORD your God,
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 33] Who went in the way before you, to search out for you a place to pitch your tents in , in fire by night, to show you by what way ye should go, and in a cloud by day.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 34] And the LORD heard the voice of your words, and was wroth, and swore, saying,
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 35] Surely there shall not one of these men of this evil generation see that good land, which I swore to give to your fathers,
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 36] Save Caleb the son of Jephunneh; he shall see it, and to him will I give the land that he hath trod upon, and to his children, because he hath wholly followed the LORD.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 37] Also the LORD was angry with me for your sakes, saying, Thou also shalt not go in thither.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 38] But Joshua the son of Nun, who standeth before thee, he shall go in thither. Encourage him: for he shall cause Israel to inherit it.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 39] Moreover, your little ones, which ye said should be a prey, and your children, which in that day had no knowledge between good and evil, they shall go in thither, and to them will I give it, and they shall possess it.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 40] But as for you, turn ye, and take your journey into the wilderness by the way of the Red sea.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 41] Then ye answered and said to me, We have sinned against the LORD, we will go up and fight, according to all that the LORD our God commanded us. And when ye had girded on every man his weapons of war, ye were ready to ascend the hill.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 42] And the LORD said to me, Say to them, Go not up, neither fight; for I am not among you; lest ye be smitten before your enemies.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 43] So I spoke to you; and ye would not hear, but rebelled against the commandment of the LORD, and presumptuously ascended the hill.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 44] And the Amorites, who dwelt on that mountain, came out against you, and chased you, as bees do, and destroyed you in Seir, even to Hormah.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 45] And ye returned and wept before the LORD; but the LORD would not hearken to your voice, nor give ear to you.
[WEBSTER | EN | OT | Deuteronomy | Chapter 1 | Verse 46] So ye abode in Kadesh many days, according to the days that ye abode there .
