[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 1] Ὢν δεκαδύο ἐτῶν Μανασσῆς ἐν τῷ βασιλεῦσαι αὐτὸν, καὶ πεντηκονταπέντε ἔτη ἐβασίλευσεν ἐν Ἱερουσαλήμ.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 12] Καὶ ὡς ἐθλίβη, ἐζήτησε τὸ πρόσωπον Θεοῦ τοῦ Κυρίου αὐτοῦ, καὶ ἐταπεινώθη σφόδρα ἀπὸ προσώπου Θεοῦ πατέρων αὐτοῦ,
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 13] καὶ προσηύξατο πρὸς αὐτόν· καὶ ἐπήκουσεν αὐτοῦ καὶ ἐπήκουσε τῆς βοῆς αὐτοῦ, καὶ ἐπέστρεψεν αὐτὸν εἰς Ἱερουσαλὴμ ἐπὶ τὴν βασιλείαν αὐτοῦ, καὶ ἔγνω Μανασσῆς ὅτι Κύριος αὐτός ἐστι Θεός.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 14] Καὶ μετὰ ταῦτα ᾠκοδόμησε τεῖχος ἔξω τῆς πόλεως Δαυὶδ ἀπὸ Λιβὸς κατὰ Νότον ἐν τῷ χειμάῤῥῳ, καὶ κατὰ τὴν εἴσοδον τὴν διὰ τῆς πύλης τῆς ἰχθυϊκῆς ἐκπορευομένων τὴν πύλην τὴν κυκλόθεν, καὶ εἰς Ὄπελ, καὶ ὕψωσε σφόδρα, καὶ κατέστησεν ἄρχοντας τῆς δυνάμεως ἐν πάσαις ταῖς πόλεσι ταῖς τειχήρεσιν ἐν Ἰούδα.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 15] Καὶ περιεῖλε τοὺς θεοὺς τοὺς ἀλλοτρίους καὶ τὸ γλυπτὸν ἐξ οἴκου Κυρίου, καὶ πάντα τὰ θυσιαστήρια, ἃ ᾠκοδόμησεν ἐν ὄρει οἴκου Κυρίου καὶ ἐν Ἱερουσαλὴμ, καὶ ἔξωθεν τῆς πόλεως·
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 16] Καὶ κατώρθωσε τὸ θυσιαστήριον Κυρίου, καὶ ἐθυσίασεν ἐπʼ αὐτὸ θυσίαυ σωτηρίου καὶ αἰνέσεως· καὶ εἶπε τῷ Ἰούδα, τοῦ δουλεύειν Κυρίῳ Θεῷ Ἰσραήλ.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 17] Πλὴν ἔτι ὁ λαὸς ἐπὶ τῶν ὑψηλῶν ἐθυσίαζε, πλὴν Κυρίῳ Θεῷ αὐτῶν.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 18] Καὶ τὰ λοιπὰ τῶν λόγων Μανασσῆ, καὶ ἡ προσευχὴ αὐτοῦ ἡ πρὸς τὸν Θεὸν, καὶ λόγοι τῶν ὁρώντων τῶν λαλούντων πρὸς αὐτὸν ἐπʼ ὀνόματι Θεοῦ Ἰσραήλ,
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 19] ἰδοὺ ἐπὶ λόγων προσευχῆς αὐτοῦ, καὶ ἐπήκουσεν αὐτοῦ· καὶ πᾶσαι αἱ ἁμαρτίαι αὐτοῦ καὶ ἀποστάσεις αὐτοῦ, καὶ οἱ τόποι ἐφʼ οἷς ᾠκοδόμησεν ἐν αὐτοῖς τὰ ὑψηλὰ, καὶ ἔστησεν ἐκεῖ ἄλση καὶ γλυπτὰ, πρὸ τοῦ ἐπιστρέψαι, ἰδοὺ γέγραπται ἐπὶ τῶν λόγων τῶν ὁρώντων.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 20] Καὶ ἐκοιμήθη Μανασσῆς μετὰ τῶν πατέρων αὐτοῦ, καὶ ἔθαψαν αὐτὸν ἐν παραδείσῳ οἴκου αὐτοῦ· καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ Ἀμὼν υἱὸς αὐτοῦ.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 21] Ὢν ἐτῶν εἴκοσι καὶ δύο Ἀμὼν ἐν τῷ βασιλεύειν αὐτὸν, καὶ δύο ἔτη ἑβασιλευσεν ἐν Ἱερουσαλήμ.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 22] Καὶ ἐποίησε τὸ πονηρὸν ἐνώπιον Κυρίου, ὡς ἐποίησε Μανασσῆς ὁ πατὴρ αὐτοῦ· καὶ πᾶσι τοῖς εἰδώλοις οἷς ἐποίησε Μανασσῆς ὁ πατὴρ αὐτοῦ, ἔθυεν Ἀμὼν καὶ ἐδούλευσεν αὐτοῖς.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 23] Καὶ οὐκ ἐταπεινώθη ἐναντίον Κυρίου ὡς ἐταπεινώθη Μανασσῆς ὁ πατὴρ αὐτοῦ, ὅτι υἱὸς αὐτοῦ Ἀμὼν ἐπλήθυνε πλημμέλειαν.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 24] Καὶ ἐπέθεντο αὐτῷ οἱ παῖδες αὐτοῦ, καὶ ἐπάταξαν αὐτὸν ἐν οἴκῳ αὐτοῦ.
[LXX | EL | OT | 2 Chronicles | Chapter 33 | Verse 25] Καὶ ἐπάταξεν ὁ λαὸς τῆς γῆς τοῦς ἐπιθεμένους ἐπὶ τὸν βασιλέα Ἀμὼν, καὶ ἐβασίλευσεν ὁ λαὸς τῆς γῆς τὸν Ἰωσίαν υἱὸν αὐτοῦ ἀντʼ αὐτοῦ.
