[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 1] Τότε εἰπε Σαλωμὼν, Κύριος εἶπε τοῦ κατασκηνῶσαι ἐν γνόφῳ,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 21] Καὶ ἀκούσῃ τῆς δεήσεως τοῦ παιδός σου, καὶ λαοῦ σου Ἰσραὴλ, ἃ ἂν προσεύξωνται εἰς τὸν τόπον τοῦτον· καὶ σὺ εἰσακούσῃ ἐν τῷ τόπῳ τῆς κατοικήσεώς σου ἐκ τοῦ οὐρανοῦ, καὶ ἀκούσῃ καὶ ἵλεως ἔσῃ.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 22] Ἐὰν ἁμάρτῃ ἀνὴρ τῷ πλησίον αὐτοῦ καὶ λάβῃ ἐπʼ αὐτὸν ἀρὰν τοῦ ἀρᾶσθαι αὐτὸν, καὶ ἔλθῃ καὶ ἀράσηται κατέναντι τοῦ θυσιαστηρίου ἐν τῷ οἴκῳ τούτῳ,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 23] καὶ σὺ εἰσακούσῃ ἐκ τοῦ οὐρανοῦ, καὶ ποιήσεις, καὶ κρινεῖς τοὺς δούλους σου, τοῦ ἀποδοῦναι τῷ ἀνόμῳ, καὶ ἀποδοῦναι ὁδοὺς αὐτοῦ εἰς κεφαλὴν αὐτοῦ, καὶ τοῦ δικαιῶσαι δίκαιον, τοῦ ἀποδοῦναι αὐτῷ κατὰ τὴν δικαιοσύνην αὐτοῦ.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 24] Καὶ ἐὰν θραυσθῇ ὁ λαός σου Ἰσραὴλ κατέναντι τοῦ ἐχθροῦ, ἐὰν ἁμάρτωσί σοι, καὶ ἐπιστρέψωσι καὶ ἐξομολογήσωνται τῷ ὀνόματί σου, καὶ προσεύξωνται καὶ δεηθῶσιν ἐναντίον σου ἐν τῷ οἴκῳ τούτῳ,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 25] καὶ σὺ εἰσακούσῃ ἐκ τοῦ οὐρανοῦ, καὶ ἵλεως ἔσῃ ταῖς ἁμαρτίαις λαοῦ σου Ἰσραὴλ, καὶ ἀποστρέψεις αὐτοὺς εἰς τὴν γῆν ἣν ἔδωκας αὐτοῖς καὶ τοῖς πατράσιν αὐτῶν.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 26] Ἐν τῷ συσχεθῆναι τὸν οὐρανὸν καὶ μὴ γενέσθαι ὑετὸν, ὅτι ἁμαρτήσονταί σοι, καὶ προσεύξονται εἰς τὸν τόπον τοῦτον, καὶ αἰνέσουσι τὸ ὄνομά σου, καὶ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν ἐπιστρέψουσιν, ὅτι ταπεινώσεις αὐτοὺς,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 27] καὶ σὺ εἰσακούσῃ ἐκ τοῦ οὐρανοῦ, καὶ ἵλεως ἔσῃ ταῖς ἁμαρτίαις τῶν παίδων καὶ τοῦ λαοῦ σου Ἰσραὴλ, ὅτι δηλώσεις αὐτοῖς τὴν ὁδὸν τὴν ἀγαθὴν, ἐν ᾗ πορεύσονται ἐν αὐτῇ, καὶ δώσεις ὑετὸν ἐπὶ τὴν γῆν σου, ἣν ἔδωκας τῷ λαῷ σου εἰς κληρονομίαν.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 28] Λιμὸς ἐὰν γένηται ἐπὶ τῆς γῆς, θάνατος ἐὰν γένηται, ἀνεμοφθορία καὶ ἴκτερος, ἀκρὶς καὶ βροῦχος ἐὰν γένηται, καὶ ἐὰν θλίψῃ αὐτὸν ὁ ἐχθρὸς κατέναντι τῶν πόλεων αὐτῶν, κατὰ πᾶσαν πληγὴν καὶ πάντα πόνον,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 29] καὶ πᾶσα προσευχὴ, καὶ πᾶσα δέησις ἣ ἐὰν γένηται παντὶ ἀνθρώπῳ καὶ παντὶ λαῷ σου Ἰσραὴλ, ἐὰν γνῷ ἄνθρωπος τὴν ἁφὴν αὐτοῦ καὶ τὴν μαλακίαν αὐτοῦ, καὶ διαπετάσῃ τὰς χεῖρας αὐτοῦ εἰς τὸν οἶκον τοῦτον,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 30] καὶ σὺ εἰσακούσῃ ἐκ τοῦ οὐρανοῦ ἐξ ἑτοίμου κατοικητηρίου σου, καὶ ἱλάσῃ, καὶ δώσεις ἀνδρὶ κατὰ τὰς ὁδοὺς αὐτοῦ, ὡς ἂν γνῷς τὴν καρδίαν αὐτοῦ, ὅτι μόνος γινώσκεις τὴν καρδίαν υἱῶν ἀνθρώπων,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 31] ὅπως φοβῶνται πάσας ὁδούς σου πάσας τὰς ἡμέρας ἃς αὐτοὶ ζῶσιν ἐπὶ πρόσωπον τῆς γῆς, ἧς ἔδωκας τοῖς πατράσιν ἡμῶν.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 32] Καὶ πᾶς ἀλλότριος ὃς οὐκ ἐκ τοῦ λαοῦ σου Ἰσραήλ ἐστιν αὐτὸς, καὶ ἔλθῃ ἐκ γῆς μακρόθεν διὰ τὸ ὄνομά σου τὸ μέγα, καὶ τὴν χεῖρά σου τὴν κραταιὰν, καὶ τὸν βραχίονά σου τὸν ὑψηλὸν, καὶ ἔλθωσι καὶ προσεύξωνται εἰς τὸν τόπον τοῦτον,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 33] καὶ σὺ εἰσακούσῃ ἐκ τοῦ οὐρανοῦ ἐξ ἑτοίμου κατοικητηρίου σου, καὶ ποιήσεις κατὰ πάντα ὅσα ἂν ἐπικαλέσηταί σε ὁ ἀλλότριος, ὅπως γνῶσι πάντες οἱ λαοὶ τῆς γῆς τὸ ὄνομά σου, καὶ τοῦ φοβεῖσθαί σε, ὡς ὁ λαός σου Ἰσραὴλ, καὶ τοῦ γνῶναι ὅτι τὸ ὄνομά σου ἐπικέκληται ἐπὶ τὸν οἶκον τοῦτον, ὃν ᾠκοδόμησα.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 34] Ἐὰν δὲ ἐξέλθῃ ὁ λαός σου εἰς πόλεμον ἐπὶ τοὺς ἐχθροὺς αὐτοῦ ἐν ὁδῷ ᾗ ἀποστελεῖς αὐτούς, καὶ προσεύξωνται πρὸς σὲ κατὰ τὴν ὁδὸν τῆς πόλεως ταύτης ἣν ἐξελέξω ἐν αὐτῇ, καὶ οἴκου οὗ ᾠκοδόμηκα τῷ ὀνόματί σου,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 35] καὶ ἀκούσῃ ἐκ τοῦ οὐρανοῦ τῆς προσευχῆς αὐτῶν καὶ τῆς δεήσεως αὐτῶν, καὶ ποιήσεις τὸ δικαίωμα αὐτῶν.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 36] Ὅτι ἁμαρτήσονταί σοι, ὅτι οὐκ ἔσται ἄνθρωπος ὃς οὐχ ἁμαρτήσεται, καὶ πατάξεις αὐτοὺς καὶ παραδώσεις αὐτοὺς κατὰ πρόσωπον ἐχθρῶν καὶ αἰχμαλωτεύσουσιν αὐτοὺς οἱ αἰχμαλωτεύοντες αὐτοὺς εἰς γῆν ἐχθρῶν εἰς γῆν μακρὰν ἢ ἐγγὺς,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 37] καὶ ἐπιστρέψωσι καρδίαν αὐτῶν ἐν τῇ γῇ αὐτῶν οὗ μετήχθησαν ἐκεῖ, καί γε ἐπιστρέψωσι καὶ δεηθῶσί σου ἐν τῇ αἰχμαλωσίᾳ αὐτῶν, λέγοντες, ἡμάρτομεν, ἠνομήσαμεν, ἠδικήσαμεν,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 38] καὶ ἐπιστρέψωσι πρὸς σὲ ἐν ὅλῃ καρδίᾳ καὶ ἐν ὅλῃ ψυχῇ αὐτῶν ἐν γῇ αἰχμαλωτευσάντων αὐτοὺς, ὅπου ᾐχμαλώτευσαν αὐτοὺς, καὶ προσεύξωνται ὁδὸν γῆς αὐτῶν ἧς ἔδωκας τοῖς πατράσιν αὐτῶν, καὶ τῆς πόλεως ἧς ἐξελέξω, καὶ τοῦ οἴκου οὗ ᾠκοδόμησα τῷ ὀνόματί σου,
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 39] καὶ ἀκούσῃ ἐκ τοῦ οὐρανοῦ ἐξ ἑτοίμου κατοικητηρίου σου τῆς προσευχῆς αὐτῶν καὶ τῆς δεήσεως αὐτῶν, καὶ ποιήσεις κρίματα, καὶ ἵλεως ἔσῃ τῷ λαῷ τῷ ἁμαρτῶντί σοι.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 40] Καὶ νῦν Κύριε ἔστωσαν δὴ οἱ ὀφθαλμοί σου ἀνεῳγμένοι, καὶ τὰ ὦτά σου ἐπήκοα εἰς τὴν δέησιν τοῦ τόπου τούτου.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 41] Καὶ νῦν ἀνάστηθι Κύριε ὁ Θεὸς εἰς τὴν κατάπαυσίν σου, σὺ καὶ ἡ κιβωτὸς τῆς ἰσχύος σου· ἱερεῖς σου Κύριε ὁ Θεὸς ἐνδύσαιντο σωτηρίαν, καὶ οἱ υἱοί σου εὐφρανθήτωσαν ἐν ἀγαθοῖς.
[LXX | EL | OT | 2 Chronicles | Chapter 6 | Verse 42] Κύριε ὁ Θεὸς, μὴ ἀποστρέψῃς τὸ πρόσωπον τοῦ χριστοῦ σου, μνήσθητι τὰ ἐλέη Δαυὶδ τοῦ δούλου σου.
