[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 1] Ὢν εἴκοσι καὶ πέντε ἐτῶν ἐβασίλευσεν Ἀμασίας, καὶ εἰκοσιεννέα ἔτη ἐβασίλευσεν ἐν Ἱερουσαλὴμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἰωαδαὲν ἀπὸ Ἱερουσαλήμ.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 12] Καὶ δέκα χιλιάδας ἐζώγρησαν οἱ υἱοὶ Ἰούδα, καὶ ἔφερον αὐτοὺς ἐπὶ τὸ ἄκρον τοῦ κρημνοῦ, καὶ κατεκρήμνιζον αὐτοὺς ἀπὸ τοῦ ἄκρου τοῦ κρημνοῦ, καὶ πάντες διεῤῥήγνυντο.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 13] Καὶ υἱοὶ τῆς δυνάμεως οὓς ἀπέστρεψεν Ἀμασίας τοῦ μὴ πορευθῆναι μετʼ αὐτοῦ εἰς πόλεμον, καὶ ἐπέθεντο ἐπὶ τὰς πόλεις Ἰούδα ἀπὸ Σαμαρείας ἕως Βαιθωρών· καὶ ἐπάταξαν ἐν αὐτοῖς τρεῖς χιλιάδας, καὶ ἐσκύλευσαν σκῦλα πολλά.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 14] Καὶ ἐγένετο μετὰ τὸ ἐλθεῖν Ἀμασίαν πατάξαντος τὴν Ἰδουμαίαν, καὶ ἤνεγκε πρὸς αὐτὸν τοὺς θεοὺς υἱῶν Σηεὶρ, καὶ ἔστησεν αὐτοὺς αὐτῷ εἰς θεοὺς, καὶ ἐναντίον αὐτῶν προσεκύνει, καὶ αὐτὸς αὐτοῖς ἔθυε.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 15] Καὶ ἐγένετο ὀργὴ Κυρίου ἐπὶ Ἀμασίαν, καὶ ἀπέστειλεν αὐτῷ προφήτην, καὶ εἶπεν αὐτῷ, τί ἐζήτησας τοὺς θεοὺς τοῦ λαοῦ, οἳ οὐκ ἐξείλοντο τὸν λαὸν ἑαυτῶν ἐκ χειρός σου;
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 16] Καὶ ἐγένετο ἐν τῷ λαλῆσαι αὐτῷ πρὸς αὐτὸν, καὶ εἶπεν αὐτῷ, μὴ σύμβουλον τοῦ βασιλέως δέδωκά σε; πρόσεχε ἵνα μὴ μαστιγωθῇς· καὶ ἐσιώπησεν ὁ προφήτης, καὶ εἶπεν, ὅτι γινώσκω, ὅτι ἐβούλετο ἐπὶ σοὶ τοῦ καταφθεῖραί σε, ὅτι ἐποίησας τοῦτο, καὶ οὐκ ἐπήκουσας τῆς συμβουλίας μου.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 17] Καὶ ἐβουλεύσατο Ἀμασίας ὁ βασιλεὺς Ἰούδα, καὶ ἀπέστειλε πρὸς Ἰωὰς υἱὸν Ἰωάχαζ υἱοῦ Ἰηοὺ βασιλέα Ἰσραὴλ, λέγων, δεῦρο, καὶ ὀφθῶμεν προσώποις.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 18] Καὶ ἀπέστειλεν Ἰωὰς βασιλεὺς Ἰσραὴλ πρὸς Ἀμασίαν βασιλέα Ἰούδα, λέγων, ὁ ἀκχοὺχ ὁ ἐν τῷ Λιβάνῳ ἀπέστειλε πρὸς τὴν κέδρον τὴν ἐν τῷ Λιβάνῳ, λέγων, δὸς τὴν θυγατέρα σου τῷ υἱῷ μου εἰς γυναῖκα, καὶ ἰδοὺ ἐλεύσεται τὰ θηρία τοῦ ἀγροῦ τὰ ἐν τῷ Λιβάνῳ· καὶ ἦλθον τὰ θηρία, καὶ κατεπάτησαν τὸν ἀκχούχ.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 19] Εἶπας, ἰδοὺ ἐπάταξα τὴν Ἰδουμαίαν, καὶ ἐπαίρει σε ἡ καρδία σου ἡ βαρεῖα· νῦν κάθισον ἐν οἴκῳ σου, καὶ ἱνατί συμβάλλεις ἐν κακίᾳ, καὶ πεσῇ σὺ καὶ Ἰούδας μετὰ σοῦ;
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 20] Καὶ οὐκ ἤκουσεν Ἀμασίας, ὅτι παρὰ Κυρίου ἐγένετο τοῦ παραδοῦναι αὐτὸν εἰς χεῖρας, ὅτι ἐξεζήτησε τοὺς θεοὺς τῶν Ἰδουμαίων.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 21] Καὶ ἀνέβη Ἰωὰς βασιλεὺς Ἰσραὴλ, καὶ ὤφθησαν ἀλλήλοις αὐτὸς καὶ Ἀμασίας βασιλεὺς Ἰούδα ἐν Βαιθσαμὺς, ἥ ἐστι τοῦ Ἰούδα.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 22] Καὶ ἐτροπώθη Ἰούδας κατὰ πρόσωπον Ἰσραὴλ, καὶ ἔφυγεν ἕκαστος εἰς τὸ σκήνωμα αὐτοῦ.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 23] Καὶ τὸν Ἀμασίαν βασιλέα Ἰούδα τὸν τοῦ Ἰωὰς υἱοῦ Ἰωάχαζ κατέλαβεν Ἰωὰς βασιλεὺς Ἰσραὴλ ἐν Βαιθσαμὺς, καὶ εἰσήγαγεν αὐτὸν εἰς Ἱερουσαλὴμ· καὶ κατέσπασεν ἀπὸ τοῦ τείχους Ἱερουσαλὴμ ἀπὸ πύλης Ἐφραὶμ ἕως πύλης γωνίας τετρακοσίους πήχεις.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 24] Καὶ πᾶν τὸ χρυσίον καὶ τὸ ἀργύριον, καὶ πάντα τὰ σκεύη τὰ εὑρεθέντα ἐν οἴκῳ Κυρίου καὶ παρὰ τῷ Ἀβδεδὸμ, καὶ τοὺς θησαυροὺς οἴκου τοῦ βασιλέως, καὶ τοὺς υἱοὺς τῶν συμμίξεων, καὶ ἐπέστρεψεν εἰς Σαμάρειαν.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 25] Καὶ ἔζησεν Ἀμασίας ὁ τοῦ Ἰωὰς βασιλεὺς Ἰούδα μετὰ τὸ ἀποθανεῖν Ἰωὰς τὸν τοῦ Ἰωάχαζ βασιλέα Ἰσραὴλ ἔτη δεκαπέντε.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 26] Καὶ οἱ λοιποὶ λόγοι Ἀμασίου οἱ πρῶτοι καὶ οἱ ἔσχατοι οὐκ ἰδοὺ γεγραμμένοι ἐπὶ βιβλίου βασιλέων Ἰούδα καὶ Ἰσραήλ;
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 27] Καὶ ἐν τῷ καιρῷ ᾧ ἀπέστη Ἀμασίας ἀπὸ Κυρίου, καὶ ἐπέθεντο αὐτῷ ἐπίθεσιν, καὶ ἔφυγεν ἀπὸ Ἱερουσαλὴμ εἰς Λαχίς· καὶ ἀπέστειλαν κατόπισθεν αὐτοῦ εἰς Λαχίς, καὶ ἐθανάτωσαν αὐτὸν ἐκεῖ.
[LXX | EL | OT | 2 Chronicles | Chapter 25 | Verse 28] Καὶ ἀνέλαβον αὐτὸν ἐπὶ τῶν ἵππων, καὶ ἔθαψαν αὐτὸν μετὰ τῶν πατέρων αὐτοῦ ἐν πόλει Δαυίδ.
