[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 1] Καὶ ἐποίησε θυσιαστήριον χαλκοῦν, εἴκοσι πήχεων τὸ μῆκος, καὶ εἴκοσι πήχεων τὸ εὖρος, καὶ δέκα πήχεων τὸ ὕψος.
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 12] στύλους δύο, καὶ ἐπʼ αὐτῶν γελὰθ τῇ χωθαρὲθ ἐπὶ τῶν κεφαλῶν τῶν στύλων δύο, καὶ δίκτυα δύο συγκαλύψαι τὰς κεφαλὰς τῶν χωθαρὲθ ἅ ἐστιν ἐπὶ τῶν κεφαλῶν τῶν στύλων,
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 13] καὶ κώδωνας χρυσοῦς τετρακοσίους εἰς τὰ δύο δίκτυα, καὶ δύο γένη ῥοΐσκων ἐν τῷ δικτύῳ τῷ ἑνὶ τοῦ συγκαλύψαι τὰς δύο γωλὰθ τῶν χωθαρὲθ ἅ ἐστιν ἐπάνω τῶν στύλων·
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 14] Καὶ τοὺς μεχωνὼθ ἐποίησε δέκα, καὶ τοὺς λουτῆρας ἐποίησεν ἐπὶ τοὺς μεχωνὼθ,
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 15] καὶ τὴν θάλασσαν μίαν, καὶ τοὺς μόσχους τοὺς δώδεκα ὑποκάτω αὐτῆς,
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 16] καὶ τοὺς ποδιστῆρας, καὶ τοὺς ἀναλημπτῆρας, καὶ τοὺς λέβητας, καὶ τὰς κρεάγρας, καὶ πάντα τὰ σκεύη αὐτῶν ἃ ἐποίησε Χιρὰμ, καὶ ἀνήνεγκε τῷ βασιλεῖ Σαλωμὼν ἐν οἴκῳ Κυρίου, χαλκοῦ καθαροῦ.
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 17] Ἐν τῷ περιχώρῳ τοῦ Ἰορδάνου ἐχώνευσεν αὐτὰ ὁ βασιλεὺς ἐν τῷ πάχει τῆς γῆς ἐν οἴκῳ Σοκχὼθ καὶ ἀναμέσον Σαρηδαθά.
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 18] Καὶ ἐποίησε Σαλωμὼν πάντα τὰ σκεύη ταῦτα εἰς πλῆθος σφόδρα, ὅτι οὐκ ἐξέλιπεν ὁλκὴ τοῦ χαλκοῦ.
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 19] Καὶ ἐποίησε Σαλωμὼν πάντα τὰ σκεύη οἴκου Κυρίου, καὶ τὸ θυσιαστήριον τὸ χρυσοῦν, καὶ τὰς τραπέζας, καὶ ἐπʼ αὐτῶν ἄρτοι προθέσεως,
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 20] καὶ τὰς λυχνίας, καὶ τοὺς λύχνους τοῦ φωτὸς κατὰ τὸ κρίμα καὶ κατὰ πρόσωπον τοῦ δαβὶρ χρυσίου καθαροῦ,
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 21] καὶ λαβίδες αὐτῶν, καὶ οἱ λύχνοι αὐτῶν, καὶ τὰς φιάλας, καὶ τὰς θυΐσκας, καὶ τὰ πυρεῖα χρυσίου καθαροῦ,
[LXX | EL | OT | 2 Chronicles | Chapter 4 | Verse 22] καὶ ἡ θύρα τοῦ οἴκου ἡ ἐσωτέρα εἰς τὰ ἅγια τῶν ἁγίων, καὶ τὰς θύρας τοῦ οἴκου τοῦ ναοῦ χρυσᾶς· καὶ συνετελέσθη πᾶσα ἡ ἐργασία ἣν ἐποίησε Σαλωμὼν ἐν οἴκῳ Κυρίου.
