[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 1] Ἐν τῷ ὀκτωκαιδεκάτῳ ἔτει τῆς βασιλείας Ἱεροβοὰμ ἐβασίλευσεν Ἀβιὰ ἐπὶ Ἰούδαν.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 12] Καὶ ἰδοὺ μεθʼ ἡμῶν ἐν ἀρχῇ Κύριος καὶ οἱ ἱερεῖς αὐτοῦ, καὶ αἱ σάλπιγγες τῆς σημασίας τοῦ σημαίνειν ἐφʼ ἡμᾶς. Οἱ υἱοὶ τοῦ Ἰσραὴλ, μὴ πολεμήσητε πρὸς Κύριον Θεὸν τῶν πατέρων ἡμῶν, ὅτι οὐκ εὐοδώσεται ὑμῖν.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 13] Καὶ Ἱεροβοὰμ ἀπέστρεψε τὸ ἔνεδρον ἐλθεῖν αὐτῷ ἐκ τῶν ὄπισθεν, καὶ ἐγένετο ἔμπροσθεν Ἰούδα, καὶ τὸ ἔνεδρον ἐκ τῶν ὄπισθεν.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 14] Καὶ ἀπέστρεψεν Ἰούδας, καὶ ἰδοὺ αὐτοῖς ὁ πόλεμος ἐκ τῶν ἔμπροσθεν καὶ ἐκ τῶν ὄπισθεν, καὶ ἐβόησαν πρὸς Κύριον, καὶ οἱ ἱερεῖς ἐσάλπισαν ταῖς σάλπιγξι.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 15] Καὶ ἐβόησαν ἄνδρες Ἰούδα· καὶ ἐγένετο ἐν τῷ βοᾷν ἄνδρας Ἰούδα, καὶ Κύριος ἐπάταξε τὸν Ἱεροβοὰμ καὶ τὸν Ἰσραὴλ ἐναντίον Ἀβιὰ καὶ Ἰούδα.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 16] Καὶ ἔφυγον οἱ υἱοὶ Ἰσραὴλ ἀπὸ προσώπου Ἰούδα, καὶ παρέδωκεν αὐτοὺς Κύριος εἰς τὰς χεῖρας αὐτῶν.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 17] Καὶ ἐπάταξεν ἐν αὐτοῖς Ἀβιὰ καὶ ὁ λαὸς αὐτοῦ πληγὴν μεγάλην· καὶ ἔπεσον τραυματίαι ἀπὸ Ἰσραὴλ πεντακόσιαι χιλιάδες ἄνδρες δυνατοί.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 18] Καὶ ἐταπεινώθησαν οἱ υἱοὶ Ἰσραὴλ ἐν τῇ ἡμέρᾳ ἐκείνῃ, καὶ κατίσχυσαν οἱ υἱοὶ Ἰούδα, ὅτι ἤλπισαν ἐπὶ Κύριον Θεὸν τῶν πατέρων αὐτῶν.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 19] Καὶ κατεδίωξεν Ἀβιὰ ὀπίσω Ἱεροβοὰμ, καὶ προκατελάβετο παρʼ αὐτοῦ τὰς πόλεις, τὴν Βαιθὴλ καὶ τὰς κώμας αὐτῆς, καὶ τὴν Ἰεσυνὰ καὶ τὰς κώμας αὐτῆς, καὶ τὴν Ἐφρὼν καὶ τὰς κώμας αὐτῆς.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 20] Καὶ οὐκ ἔσχεν ἰσχὺν Ἱεροβοὰμ ἔτι πάσας τὰς ἡμέρας Ἀβιὰ, καὶ ἐπάταξεν αὐτὸν Κύριος, καὶ ἐτελεύτησε.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 21] Καὶ κατίσχυσεν Ἀβιὰ, καὶ ἔλαβεν ἑαυτῷ γυναῖκας δεκατέσσαρας, καὶ ἐγέννησεν υἱοὺς εἰκοσιδύο καὶ ἐκκαίδεκα θυγατέρας.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 22] Καὶ οἱ λοιποὶ λόγοι Ἀβιὰ καὶ αἱ πράξεις αὐτοῦ καὶ οἱ λόγοι αὐτοῦ γεγραμμένοι ἐπὶ βιβλίῳ τοῦ προφήτου Ἀδδώ.
[LXX | EL | OT | 2 Chronicles | Chapter 13 | Verse 23] Καὶ ἀπέθανεν Ἀβιὰ μετὰ τῶν πατέρων αὐτοῦ, καὶ ἔθαψαν αὐτὸν ἐν πόλει Δαυὶδ, καὶ ἐβασίλευσεν Ἀσὰ υἱὸς αὐτοῦ ἀντʼ αὐτοῦ. ἐν ταῖς ἡμέραις Ἀσὰ ἡσύχασεν ἡ γῆ Ἰούδα δέκα ἔτη.
