[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 1] Thus saith the Lord; Behold, I will raise up against Babylon, And against them that dwell in the midst of them that rise up against me, A destroying wind;
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 18] They are vanity, the work of errors: In the time of their visitation they shall perish.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 19] The portion of Jacob is not like them; For he is the former of all things: And Israel is the rod of his inheritance: The Lord of hosts is his name.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 20] Thou art my battle axe and weapons of war: For with thee will I break in pieces the nations, And with thee will I destroy kingdoms:
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 21] And with thee will I break in pieces the horse and his rider; And with thee will I break in pieces the chariot and his rider;
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 22] With thee also will I break in pieces man and woman; And with thee will I break in pieces old and young; And with thee will I break in pieces the young man and the maid;
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 23] I will also break in pieces with thee the shepherd and his flock; And with thee will I break in pieces the husbandman and his yoke of oxen; And with thee will I break in pieces captains and rulers.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 24] And I will render unto Babylon And to all the inhabitants of Chaldea All their evil that they have done in Zion In your sight, saith the Lord.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 25] Behold, I am against thee, O destroying mountain, saith the Lord, Which destroyest all the earth: And I will stretch out mine hand upon thee, And roll thee down from the rocks, And will make thee a burnt mountain.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 26] And they shall not take of thee a stone for a corner, Nor a stone for foundations; But thou shalt be desolate for ever, saith the Lord.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 27] Set ye up a standard in the land, Blow the trumpet among the nations, Prepare the nations against her, Call together against her the kingdoms of Ararat, Minni, and Ashchenaz; Appoint a captain against her; Cause the horses to come up as the rough caterpillars.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 28] Prepare against her the nations with the kings of the Medes, The captains thereof, and all the rulers thereof, And all the land of his dominion.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 29] And the land shall tremble and sorrow: For every purpose of the Lord shall be performed against Babylon, To make the land of Babylon a desolation Without an inhabitant.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 30] The mighty men of Babylon have forborn to fight, They have remained in their holds: Their might hath failed; they became as women: They have burnt her dwelling places; Her bars are broken.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 31] One post shall run to meet another, And one messenger to meet another, To shew the king of Babylon That his city is taken at one end,
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 32] And that the passages are stopped, And the reeds they have burnt with fire, And the men of war are affrighted.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 33] For thus saith the Lord of hosts, the God of Israel; The daughter of Babylon is like a threshingfloor, It is time to thresh her: Yet a little while, and the time of her harvest shall come.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 34] Nebuchadrezzar the king of Babylon hath devoured me, he hath crushed me, He hath made me an empty vessel, He hath swallowed me up like a dragon, He hath filled his belly with my delicates, He hath cast me out.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 35] The violence done to me and to my flesh be upon Babylon, Shall the inhabitant of Zion say; And my blood upon the inhabitants of Chaldea, Shall Jerusalem say.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 36] Therefore thus saith the Lord; Behold, I will plead thy cause, And take vengeance for thee; And I will dry up her sea, And make her springs dry.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 37] And Babylon shall become heaps, A dwelling place for dragons, An astonishment, and a hissing, Without an inhabitant.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 38] They shall roar together like lions: They shall yell as lions’ whelps,
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 39] In their heat I will make their feasts, And I will make them drunken, that they may rejoice, And sleep a perpetual sleep, And not wake, saith the Lord.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 40] I will bring them down like lambs to the slaughter, Like rams with he goats.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 41] How is Sheshach taken! And how is the praise of the whole earth surprised! How is Babylon become an astonishment among the nations!
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 42] The sea is come up upon Babylon: She is covered with the multitude of the waves thereof.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 43] Her cities are a desolation, A dry land, and a wilderness, A land wherein no man dwelleth, Neither doth any son of man pass thereby.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 44] And I will punish Bel in Babylon, And I will bring forth out of his mouth that which he hath swallowed up: And the nations shall not flow together any more unto him: Yea, the wall of Babylon shall fall.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 45] My people, go ye out of the midst of her, And deliver ye every man his soul From the fierce anger of the Lord.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 46] And lest your heart faint, And ye fear for the rumour that shall be heard in the land; A rumour shall both come one year, And after that in another year shall come a rumour, And violence in the land, ruler against ruler.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 47] Therefore behold, the days come, That I will do judgment upon the graven images of Babylon: And her whole land shall be confounded, And all her slain shall fall in the midst of her.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 48] Then the heaven and the earth, and all that is therein, shall sing for Babylon: For the spoilers shall come unto her from the north, saith the Lord.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 49] As Babylon hath caused the slain of Israel to fall, So at Babylon shall fall the slain of all the earth.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 50] Ye that have escaped the sword, go away, stand not still: Remember the Lord afar off, And let Jerusalem come into your mind.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 51] We are confounded, because we have heard reproach: Shame hath covered our faces: For strangers are come into the sanctuaries of the Lord’s house.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 52] Wherefore behold, the days come, saith the Lord, That I will do judgment upon her graven images: And through all her land the wounded shall groan.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 53] Though Babylon should mount up to heaven, And though she should fortify the height of her strength, Yet from me shall spoilers come unto her, saith the Lord.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 54] A sound of a cry cometh from Babylon, And great destruction from the land of the Chaldeans:
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 55] Because the Lord hath spoiled Babylon, And destroyed out of her the great voice; When her waves do roar like great waters, A noise of their voice is uttered:
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 56] Because the spoiler is come upon her, even upon Babylon, And her mighty men are taken, Every one of their bows is broken: For the Lord God of recompences shall surely requite.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 57] And I will make drunk her princes, and her wise men, Her captains, and her rulers, and her mighty men: And they shall sleep a perpetual sleep, and not wake, Saith the King, whose name is the Lord of hosts.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 58] Thus saith the Lord of hosts; The broad walls of Babylon shall be utterly broken, And her high gates shall be burnt with fire; And the people shall labour in vain, And the folk in the fire, and they shall be weary.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 59] The word which Jeremiah the prophet commanded Seraiah the son of Neriah, the son of Maaseiah, when he went with Zedekiah the king of Judah into Babylon in the fourth year of his reign. And this Seraiah was a quiet prince.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 60] So Jeremiah wrote in a book all the evil that should come upon Babylon, even all these words that are written against Babylon.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 61] And Jeremiah said to Seraiah, When thou comest to Babylon, and shalt see, and shalt read all these words;
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 62] then shalt thou say, O Lord, thou hast spoken against this place, to cut it off, that none shall remain in it, neither man nor beast, but that it shall be desolate for ever.
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 63] And it shall be, when thou hast made an end of reading this book, that thou shalt bind a stone to it, and cast it into the midst of Euphrates:
[KJV | EN | OT | Jeremiah | Chapter 51 | Verse 64] and thou shalt say, Thus shall Babylon sink, and shall not rise from the evil that I will bring upon her: and they shall be weary. Thus far are the words of Jeremiah.
